cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy,Cost of energy next 10 years,Global GDP loss,SLR - ft
33_139,"['32_67', '31_77']",1,inf,8.21079,10.7195,9.93876,87.5644,1.76762
39_89,"['33_139', '38_135']",1,inf,6.46886,9.76523,9.614389000000001,87.9544,1.78002
42_9,"['41_2', '40_84']",1,inf,14.4479,7.51094,8.697489,109.27,1.89544
42_135,"['40_83', '41_129']",1,inf,16.9906,11.8676,8.513461,115.686,1.94405
0_34,[],1,inf,inf,inf,inf,0.0,inf
43_112,"['42_159', '42_132']",1,inf,inf,inf,inf,0.0,inf
43_121,"['41_66', '42_31']",1,0.011445573199197843,8.00559,9.30636,8.728703999999999,93.6776,1.81834
40_84,"['39_137', '39_30']",1,0.010339612716572908,8.1797,8.03339,8.648233,97.7978,1.84463
41_176,"['40_68', '40_67']",1,0.009468389387513546,8.88262,9.80042,8.689074999999999,96.7606,1.83401
39_43,"['38_161', '33_139']",1,0.008798369332938798,7.06515,9.2446,9.637557999999999,90.0033,1.79161
43_44,"['42_177', '42_28']",1,0.00764966959266197,8.08821,9.395,9.948084999999999,89.235,1.77833
43_160,"['42_159', '35_28']",1,0.006576585462077171,7.76194,10.0374,9.490262,91.8763,1.79704
43_62,"['42_145', '42_137']",1,0.005822401946279997,7.89348,10.9997,9.879929,88.6708,1.77521
41_66,"['35_28', '40_81']",1,0.005331229246802777,8.49327,10.0472,9.376557,90.6169,1.79048
42_49,"['41_21', '38_55']",1,0.004742742545287171,11.7211,9.21654,8.973193,99.3455,1.82682
43_41,"['38_55', '41_156']",1,0.004201597790709115,11.3908,10.8473,8.628317,100.379,1.8413
43_89,"['42_161', '42_31']",1,0.00403458592234609,6.8463,9.48438,8.848023,90.5731,1.8013
42_159,"['41_49', '41_176']",1,0.004009599894795626,8.85507,8.8072,9.363009,93.009,1.80259
43_127,"['42_157', '42_9']",1,0.003925436433573293,14.1611,7.87386,8.566343,110.948,1.91114
43_111,"['42_49', '41_66']",1,0.003851135877962999,8.52558,8.81641,9.368841,92.3841,1.79832
43_147,"['42_132', '42_135']",1,0.003800506295821435,15.6956,10.3011,8.543295,114.304,1.93743
37_171,"['30_44', '36_147']",1,0.0037097675641910746,7.65549,9.51079,11.574487000000001,88.8399,1.77689
43_149,"['41_176', '42_9']",1,0.0035966729131735346,8.83528,10.3711,9.189215,92.5407,1.79901
41_43,"['40_67', '40_153']",1,0.0034658250320544716,7.49543,10.0699,8.821187,93.6596,1.81967
43_115,"['40_83', '42_153']",1,0.003379688989709674,15.112,9.17295,8.55579,115.012,1.94022
43_136,"['41_49', '42_35']",1,0.0028865437091099904,12.3333,9.62921,8.64016,102.289,1.85325
43_157,"['42_164', '42_76']",1,0.002242824736167257,8.56662,8.47414,8.568553,99.2547,1.85908
43_50,"['37_171', '42_177']",1,0.002123812341782605,15.3806,8.47586,11.411899000000002,100.927,1.81364
43_170,"['42_177', '40_23']",1,0.0020869908274978224,7.31925,8.67374,8.688701,96.8403,1.84611
43_88,"['42_76', '42_106']",1,0.0017424466581188187,15.2515,8.13551,8.598901000000001,107.84,1.88
43_135,"['42_31', '41_43']",1,0.0015057369234309707,15.1779,8.74081,9.420801,102.715,1.83587
43_168,"['39_43', '37_171']",1,0.0013873820560871403,14.7289,7.88708,9.652937,103.393,1.84247
43_104,"['42_159', '40_84']",1,0.00118354867343924,14.9831,7.52517,9.286567000000002,106.711,1.86373
43_85,"['42_9', '42_22']",1,0.000828484071407468,14.3741,7.65689,8.815828,107.004,1.87147
43_116,"['42_135', '42_137']",1,0.0007627313673274791,15.2356,12.3167,8.544393,106.934,1.87058
43_178,"['42_159', '42_159']",1,0.0006509517703914885,15.6733,8.61778,9.4181,104.094,1.8411
43_8,"['42_2', '41_66']",1,0.0006180754183515408,11.982,10.4007,8.587488,102.801,1.85533
43_161,"['42_179', '42_151']",1,0.0005391721734556849,15.1332,8.44178,8.56724,110.375,1.90185
43_156,"['42_76', '42_22']",1,0.00045369365815170866,15.1749,7.86893,8.590995999999999,110.991,1.9064
43_133,"['42_151', '42_157']",1,0.0004339678469277213,14.7807,8.34606,8.647955,107.434,1.87815
43_77,"['42_153', '41_142']",1,0.0003813656836636928,15.535,8.86801,8.547313999999998,106.881,1.87078
43_151,"['42_137', '42_137']",1,0.00029588716835981,14.9906,10.5112,8.54219,109.758,1.89933
43_56,"['42_31', '42_9']",1,0.00024328500509578148,14.7894,7.93193,8.587623,108.691,1.88741
42_177,"['41_176', '37_54']",1,0.0,inf,inf,inf,0.0,inf
43_5,"['42_151', '42_28']",1,0.0,inf,inf,inf,0.0,inf
43_36,"['38_55', '42_9']",1,0.0,inf,inf,inf,0.0,inf
43_93,"['38_55', '41_159']",1,0.0,inf,inf,inf,0.0,inf
42_153,"['41_131', '41_176']",2,0.020271558667850204,8.99759,9.64102,8.806895999999998,95.4003,1.81896
43_95,"['42_2', '42_135']",2,0.017490219285268085,16.7555,9.76705,8.552076000000001,123.823,1.99878
40_23,"['37_124', '39_114']",2,0.012631094453759453,15.2985,8.7378,8.599385999999999,117.544,1.95869
43_7,"['42_20', '42_157']",2,0.008541276259986234,13.2261,9.08372,8.628687000000001,117.727,1.97075
41_156,"['40_132', '40_81']",2,0.008280895551829565,7.31383,9.95449,9.044762,91.3839,1.80288
42_28,"['41_66', '41_43']",2,0.006978992011046494,15.1916,9.05914,10.479989999999999,98.6505,1.79898
43_82,"['42_177', '42_2']",2,0.0067955419666634025,10.3761,12.1914,8.744727000000001,99.976,1.84777
43_38,"['40_23', '39_43']",2,0.004569812933556941,14.6908,8.75818,8.587178,111.15,1.90885
43_143,"['42_61', '41_159']",2,0.004277870927441872,8.68259,10.2285,8.936229999999998,93.1505,1.80868
43_26,"['39_89', '42_89']",2,0.004043791300917216,16.3768,10.1748,8.57178,113.627,1.92825
43_78,"['42_30', '42_22']",2,0.0037676299437813935,15.4958,8.49671,8.690414,110.394,1.90236
43_79,"['37_171', '42_9']",2,0.003267909392773777,14.7601,8.79202,8.657458000000002,106.234,1.86926
42_157,"['41_37', '41_2']",2,0.0029983233060459813,14.6468,8.54371,8.624352999999997,114.735,1.93873
43_24,"['40_23', '42_31']",2,0.0028339415458460554,16.3308,9.20608,8.563792,114.556,1.93569
43_42,"['42_22', '42_22']",2,0.0027484630305421726,15.7432,8.34735,8.6153,108.809,1.8819
43_60,"['37_171', '40_23']",2,0.002636683433606276,11.96,9.47203,8.775579000000002,101.285,1.84872
43_94,"['42_28', '42_161']",2,0.002600519446362221,14.3686,9.30727,10.114231,99.0044,1.8052
41_2,"['39_89', '40_83']",2,0.002492027484630244,15.1249,8.93139,8.578185999999999,111.874,1.91473
43_126,"['42_177', '42_35']",2,0.002326988197389684,16.7343,11.3714,10.474548,98.8592,1.80068
43_100,"['42_2', '41_66']",2,0.0015320380050628916,11.7792,10.5172,8.687334,101.478,1.84571
43_81,"['41_142', '42_153']",2,0.0013939573264950737,12.0792,9.99912,8.608909,108.331,1.9061
43_22,"['42_177', '42_20']",2,0.0013084788111910974,15.6034,9.41679,9.175058000000002,103.763,1.84248
43_15,"['42_177', '42_49']",2,0.001295328270375137,14.9352,9.23648,9.139669000000001,104.685,1.85258
43_28,"['42_132', '42_106']",2,0.0012887529999671102,15.448,8.69159,8.695602,106.401,1.86714
43_163,"['42_28', '42_49']",2,0.0012690271887431227,14.3476,9.48244,9.643216999999998,101.477,1.82592
43_27,"['42_35', '42_31']",2,0.0012558766479271624,16.2284,8.99921,8.584096,109.808,1.8947
43_142,"['41_2', '39_89']",2,0.001229575566295148,15.3769,9.33161,8.572576,108.113,1.87858
43_159,"['42_135', '42_49']",2,0.001170398132623186,15.0494,10.4251,8.614639999999998,105.649,1.86118
43_122,"['42_159', '42_164']",2,0.0011309465101752114,14.663,8.105,9.147021,104.23,1.84907
43_144,"['42_112', '42_145']",2,0.001065193806095316,14.6657,8.53828,8.791595,104.907,1.85661
43_63,"['42_132', '35_28']",2,0.0010296873458920828,7.80059,10.8773,9.011963999999999,92.462,1.80874
43_30,"['42_49', '42_151']",2,0.0010257421836472479,14.9984,8.85793,8.615441,105.805,1.86267
43_90,"['42_9', '42_164']",2,0.0010125916428312875,15.2797,8.11034,9.098769,105.516,1.85454
43_162,"['41_81', '42_49']",2,0.0010125916428312875,12.4144,10.3165,8.572598000000001,104.019,1.86199
43_87,"['37_171', '42_135']",2,0.0009731400203834063,16.0915,11.8247,8.590572,105.414,1.85779
43_169,"['42_2', '42_28']",2,0.0009665647499752859,14.6237,10.101,8.648805999999999,105.13,1.85802
43_158,"['42_164', '42_153']",2,0.0009139625867113508,16.1906,9.63021,9.042822,104.777,1.84779
43_76,"['37_171', '42_106']",2,0.0008876615050793365,15.2476,9.41703,10.031698,103.477,1.83857
43_96,"['41_66', '40_23']",2,0.0008416346122234284,13.3333,9.08717,8.596357,104.58,1.86755
43_150,"['41_142', '40_23']",2,0.0008284840714073746,15.0604,9.14212,8.591891,107.123,1.87486
43_103,"['41_142', '42_132']",2,0.0007232797448795044,12.7501,9.6746,8.616783999999999,105.347,1.88021
43_70,"['42_157', '41_156']",2,0.0007232797448795044,14.6364,8.85601,8.685445999999999,109.225,1.88743
43_29,"['41_2', '42_78']",2,0.0006641023112075424,14.2958,9.53042,9.371585,103.883,1.84482
43_98,"['39_43', '41_43']",2,0.0005457474438636184,14.4938,9.99871,8.714407,104.85,1.85827
43_86,"['42_132', '42_159']",2,0.0005391721734556849,15.5906,8.99188,9.381892,104.51,1.84738
43_47,"['42_0', '42_10']",2,0.000473419469375696,15.6935,8.85896,9.228446,105.023,1.84904
43_12,"['42_145', '42_10']",2,0.00046026892855973556,15.5552,8.84448,8.643593000000001,106.997,1.87231
43_45,"['42_61', '42_99']",2,0.00046026892855964216,15.7793,10.2164,8.548658999999999,107.712,1.8756
43_65,"['42_76', '41_159']",2,0.00044054311733574827,15.7688,8.22673,8.625893,108.218,1.883
43_132,"['41_176', '42_9']",2,0.0002893118979517831,15.5477,8.84106,8.639511,108.259,1.88016
43_25,"['42_20', '40_23']",2,0.00024986027550380843,14.5578,9.8718,8.652894,104.391,1.85397
43_54,"['42_177', '40_83']",2,0.00021040865305583373,9.77937,10.7064,8.614005,108.286,1.91919
43_120,"['42_132', '42_135']",3,0.012216852418055625,16.5195,10.0299,8.574048000000001,115.806,1.94539
43_2,"['42_151', '41_142']",3,0.01025742183647304,16.3366,8.96415,8.601006,118.843,1.96821
43_179,"['42_49', '40_83']",3,0.008251964362034358,24.7286,12.0559,8.554481,135.947,2.05216
43_124,"['42_35', '41_156']",3,0.006295821415655692,12.1187,10.1834,9.608857,97.078,1.80816
43_154,"['42_9', '42_132']",3,0.004760495775388694,14.5099,9.91634,8.601041,111.712,1.91293
43_52,"['42_169', '42_153']",3,0.004451458066213017,16.2564,10.2403,8.567231,113.978,1.928
43_114,"['33_139', '41_43']",3,0.0038070815662294617,14.4102,9.725,9.581883,102.007,1.83144
43_32,"['42_153', '39_89']",3,0.0036032481835815617,14.52,10.1332,10.346011,100.615,1.81588
43_21,"['42_28', '41_66']",3,0.003478318045829704,15.7136,9.64524,9.449271,101.71,1.8255
43_117,"['40_83', '42_49']",3,0.0028733931682941236,16.1191,12.2314,8.571209,115.349,1.93865
43_165,"['41_2', '42_28']",3,0.0028207910050300016,15.5399,8.73495,8.883514000000002,105.85,1.86285
43_14,"['42_76', '42_112']",3,0.0023079199132064244,16.4556,9.2322,8.602687,109.126,1.88531
43_106,"['42_133', '41_176']",3,0.002235591938718502,15.176,9.89488,8.677995,108.506,1.8815
43_17,"['39_89', '42_0']",3,0.002038333826478629,16.1554,10.555,8.650978,106.588,1.86947
43_74,"['41_159', '42_61']",3,0.0019134036887267713,15.9754,10.5067,9.145512,103.114,1.8351
43_130,"['42_20', '42_151']",3,0.0017095703060788711,15.8968,8.84962,8.712697,113.35,1.92598
