cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy,Cost of energy next 10 years,Global GDP loss,SLR - ft
46_98,"['45_154', '33_139']",1,inf,8.48508,11.6207,10.407293,85.6665,1.75506
39_89,"['33_139', '38_135']",1,inf,6.46886,9.76523,9.614389000000001,87.9544,1.78002
48_30,"['47_12', '47_30']",1,inf,7.41984,7.27977,8.627923,97.7302,1.85126
42_135,"['40_83', '41_129']",1,inf,16.9906,11.8676,8.513461,115.686,1.94405
0_34,[],1,inf,inf,inf,inf,0.0,inf
48_165,"['47_25', '47_12']",1,inf,inf,inf,inf,0.0,inf
48_117,"['47_46', '42_135']",1,0.06750651780205784,16.1568,8.17363,8.535361,118.179,1.95848
47_160,"['43_121', '39_43']",1,0.018329452504627176,7.72663,9.86575,9.02872,92.0539,1.80553
48_24,"['39_89', '47_27']",1,0.01360346554686517,7.9426,9.56888,9.2376,90.0192,1.79094
48_56,"['47_83', '47_158']",1,0.011874672451423342,15.1503,8.22013,8.546878000000001,114.141,1.9321
47_25,"['44_17', '46_176']",1,0.010536615784690227,7.71453,10.6696,9.272290000000002,88.6229,1.78187
44_128,"['43_89', '33_139']",1,0.008543130269800546,8.30931,10.5382,9.610223999999999,87.2163,1.77027
48_121,"['47_72', '47_64']",1,0.007640920519301374,7.51576,8.64765,8.545863,93.5677,1.81877
48_101,"['47_25', '44_128']",1,0.007564630724222317,7.78953,9.55551,9.307063000000001,89.5427,1.7841
47_166,"['42_135', '44_91']",1,0.006877359178989101,7.47135,8.96656,8.60704,94.5978,1.82539
45_154,"['43_44', '44_128']",1,0.006634558613781275,8.29509,11.2648,10.127806,86.2232,1.75694
44_17,"['43_62', '43_149']",1,0.00658812134721143,6.9913,10.8085,10.297863999999999,86.6666,1.76656
46_92,"['45_154', '45_167']",1,0.005208934530088053,9.07789,11.4434,8.762739999999997,92.7822,1.80021
48_113,"['47_110', '44_91']",1,0.005189696233937629,7.51478,8.53736,8.650806,95.5178,1.83508
