cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy,Cost of energy next 10 years,Global GDP loss,SLR - ft
72_108,"['66_22', '69_66']",1,inf,7.3804,9.70284,11.477386000000001,82.509,1.73245
84_140,"['77_82', '83_34']",1,inf,6.35961,7.00526,8.874473,88.5494,1.78769
87_4,"['83_84', '83_84']",1,inf,11.0693,5.72085,8.538677,100.401,1.84348
88_165,"['87_169', '87_84']",1,inf,14.6249,6.97592,8.463365999999999,105.974,1.86928
0_34,[],1,inf,inf,inf,inf,0.0,inf
88_149,"['83_117', '84_140']",1,inf,inf,inf,inf,0.0,inf
86_86,"['85_98', '85_64']",1,0.012619023414997762,6.82805,8.28481,9.615433,86.5499,1.76675
84_158,"['82_174', '72_108']",1,0.010104029006133377,6.55496,9.04452,10.165586999999999,84.9471,1.75737
87_45,"['72_108', '86_1']",1,0.009427671037918122,6.62743,8.44123,10.89322,83.9022,1.74589
82_174,"['80_130', '81_58']",1,0.009115922876215663,6.76332,7.5698,9.061255,87.8532,1.77881
88_4,"['87_56', '85_64']",1,0.00783978855342069,6.79278,8.29392,9.893843999999998,85.9912,1.76241
87_67,"['86_81', '83_84']",1,0.007581579749923784,7.62585,7.34642,8.674440999999998,91.1823,1.79881
88_133,"['87_121', '87_153']",1,0.007406051980617376,7.54163,6.91347,8.881293,90.2987,1.79201
88_174,"['81_167', '72_108']",1,0.007095659245704971,6.76955,9.33987,11.625788,83.0551,1.73768
88_169,"['87_170', '86_162']",1,0.007076005557249841,6.47936,7.85824,9.957768999999999,85.3931,1.76038
87_121,"['78_97', '85_133']",1,0.006670732947036729,6.65224,6.64153,8.563477,92.0204,1.81322
85_64,"['84_162', '84_158']",1,0.006585341059266026,6.75185,7.90315,8.690909000000001,89.1718,1.78956
83_117,"['82_42', '82_112']",1,0.0062193758259631755,6.83189,6.63352,8.879734,89.8122,1.79279
88_134,"['87_86', '87_99']",1,0.006187523296397931,14.7698,6.37528,8.524927,108.765,1.89104
