cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy,Cost of energy next 10 years,Global GDP loss,SLR - ft
33_139,"['32_67', '31_77']",1,inf,8.21079,10.7195,9.93876,87.5644,1.76762
39_89,"['33_139', '38_135']",1,inf,6.46886,9.76523,9.614389000000001,87.9544,1.78002
42_9,"['41_2', '40_84']",1,inf,14.4479,7.51094,8.697489,109.27,1.89544
42_135,"['40_83', '41_129']",1,inf,16.9906,11.8676,8.513461,115.686,1.94405
0_34,[],1,inf,inf,inf,inf,0.0,inf
42_177,"['41_176', '37_54']",1,inf,inf,inf,inf,0.0,inf
39_43,"['38_161', '33_139']",1,0.01190563926650007,7.06515,9.2446,9.637557999999999,90.0033,1.79161
42_49,"['41_21', '38_55']",1,0.011815191247311735,11.7211,9.21654,8.973193,99.3455,1.82682
42_153,"['41_131', '41_176']",1,0.011805141467401867,8.99759,9.64102,8.806895999999998,95.4003,1.81896
41_176,"['40_68', '40_67']",1,0.010636017071226083,8.88262,9.80042,8.689074999999999,96.7606,1.83401
41_66,"['35_28', '40_81']",1,0.009249817428998313,8.49327,10.0472,9.376557,90.6169,1.79048
37_171,"['30_44', '36_147']",1,0.008340647339823266,7.65549,9.51079,11.574487000000001,88.8399,1.77689
41_156,"['40_132', '40_81']",1,0.007648552496700301,7.31383,9.95449,9.044762,91.3839,1.80288
42_28,"['41_66', '41_43']",1,0.007274030698727716,15.1916,9.05914,10.479989999999999,98.6505,1.79898
40_23,"['37_124', '39_114']",1,0.0072157419752507295,15.2985,8.7378,8.599385999999999,117.544,1.95869
41_43,"['40_67', '40_153']",1,0.0065323569413830405,7.49543,10.0699,8.821187,93.6596,1.81967
42_159,"['41_49', '41_176']",1,0.006053987417675534,8.85507,8.8072,9.363009,93.009,1.80259
41_2,"['39_89', '40_83']",1,0.0056479763093187545,15.1249,8.93139,8.578185999999999,111.874,1.91473
42_157,"['41_37', '41_2']",1,0.005627876749499209,14.6468,8.54371,8.624352999999997,114.735,1.93873
40_84,"['39_137', '39_30']",1,0.004940471803667458,8.1797,8.03339,8.648233,97.7978,1.84463
41_159,"['33_139', '40_72']",1,0.004927742082448311,8.0986,9.36583,9.660053,88.5632,1.77789
42_20,"['39_64', '40_102']",1,0.004734786308179836,9.15264,9.97638,8.754386,94.7294,1.82106
42_133,"['40_84', '40_23']",1,0.004428603013594011,15.3969,8.59533,8.553574999999999,118.799,1.96581
38_55,"['37_124', '36_169']",1,0.004379024099372205,7.1606,10.8231,8.818465999999999,91.7585,1.80577
42_0,"['41_159', '41_21']",1,0.004358924539552565,8.39619,10.5356,8.943943,93.0329,1.81299
42_132,"['39_64', '40_72']",1,0.004228277400724948,7.64729,9.50129,8.72122,94.2919,1.82613
35_28,"['34_32', '33_139']",1,0.004078870672732187,7.74447,10.5102,9.957725,88.0229,1.7735
42_61,"['41_131', '33_139']",1,0.003839685910878529,9.29125,11.1002,8.588581,96.9878,1.83387
42_164,"['41_85', '41_176']",1,0.0035817415598599174,8.92871,9.13683,8.577003,97.3337,1.84033
41_142,"['40_59', '40_68']",1,0.0027335401354710415,9.23432,9.1792,8.558884,100.955,1.86922
42_35,"['33_139', '41_159']",1,0.0026129427765531972,8.63497,10.5766,9.551788000000002,87.8538,1.77357
42_52,"['41_81', '41_62']",1,0.002484305593707516,8.75174,12.3677,8.733387000000002,92.0375,1.8075
42_145,"['40_132', '40_72']",1,0.001902758329592527,9.00156,9.58416,8.86695,94.0983,1.81681
42_78,"['41_66', '41_43']",1,0.00185384940069816,7.45126,9.63969,9.834124000000001,88.7584,1.77911
42_31,"['40_23', '41_176']",1,0.0016280643453908024,8.90831,9.22651,8.573038,103.498,1.88714
42_76,"['40_23', '41_49']",1,0.0013734699210087185,15.841,7.96532,8.580856,114.06,1.92896
42_137,"['41_131', '41_43']",1,0.0011992737359051973,15.1183,10.3482,8.546122999999998,109.509,1.89749
41_49,"['40_84', '40_67']",1,0.0010853762302605984,14.9831,7.71337,8.641188,108.417,1.88097
42_60,"['35_28', '40_83']",1,0.000991578284435545,15.5186,10.9701,8.553726000000001,107.18,1.87147
42_22,"['40_84', '41_49']",1,0.0008106822460588738,15.738,8.32769,8.617689000000002,108.716,1.88123
42_71,"['41_66', '41_49']",1,0.0007436837133266111,14.9225,7.97845,8.913575,105.962,1.86011
42_10,"['41_156', '41_62']",1,0.0005761873814963353,15.4914,9.07892,8.580186,111.796,1.9127
42_151,"['40_23', '41_159']",1,0.0005292884085839038,14.8603,8.81462,8.604741999999998,107.797,1.8806
42_106,"['41_149', '41_125']",1,0.0003885914898463236,15.2276,8.92179,9.052747999999998,103.533,1.84179
42_179,"['41_49', '41_142']",1,0.00010719765237144886,15.2815,8.43546,9.565115,103.737,1.83795
41_178,"['40_120', '40_9']",1,0.0,inf,inf,inf,0.0,inf
42_30,"['41_73', '40_12']",1,0.0,inf,inf,inf,0.0,inf
42_46,"['0_34', '41_149']",1,0.0,inf,inf,inf,0.0,inf
42_101,"['0_34', '0_34']",1,0.0,inf,inf,inf,0.0,inf
40_83,"['38_167', '34_50']",2,0.013232210214596262,17.2829,13.4877,8.543984,124.625,1.99924
41_81,"['39_160', '40_83']",2,0.009708087392886082,17.2949,13.9939,8.523427,119.064,1.96235
42_2,"['40_23', '41_131']",2,0.00720904212197758,13.4499,11.0413,8.559988,118.185,1.96983
42_169,"['40_83', '41_176']",2,0.007115244176152526,16.467,9.61726,8.562264,116.646,1.95048
42_112,"['40_102', '41_24']",2,0.006508907454926777,8.28824,10.8912,8.840577,92.1293,1.80626
42_26,"['35_28', '41_105']",2,0.0057129648860689865,10.8223,10.805,8.669074,98.2598,1.84103
42_161,"['39_89', '41_15']",2,0.004494931560998835,11.0263,9.48904,10.340217999999998,94.9986,1.79567
42_89,"['41_100', '39_117']",2,0.004294605948129772,16.7782,8.51709,8.626102,117.723,1.95873
42_99,"['41_167', '41_49']",2,0.003792116952638754,15.3069,8.59175,8.647095,115.436,1.94273
42_122,"['41_159', '41_15']",2,0.0035040232618905385,14.8687,9.84587,9.611029,102.688,1.83419
42_55,"['41_66', '41_66']",2,0.003109401904098313,12.753,9.89839,9.403332,97.5224,1.80929
42_67,"['33_139', '41_125']",2,0.0030953322122245744,14.8784,9.85111,8.640059,106.326,1.86695
42_56,"['41_156', '41_66']",2,0.003088632358951329,16.5174,9.48209,10.658190000000001,101.743,1.81814
42_148,"['33_139', '41_29']",2,0.002939225630958663,11.1303,11.4545,10.875436000000002,94.0079,1.78686
42_57,"['39_64', '39_89']",2,0.002552644097094275,15.5556,10.3216,8.590210000000003,111.298,1.91161
42_176,"['41_129', '41_151']",2,0.0024521462979960715,15.9543,10.1147,8.575613999999998,109.658,1.89492
42_37,"['41_167', '41_176']",2,0.002298049672712096,15.1274,8.81523,8.605046000000002,110.79,1.90248
42_45,"['40_83', '38_55']",2,0.0021774523137942517,15.8315,13.5263,8.561978,115.703,1.94265
42_120,"['41_73', '38_55']",2,0.0021238534876086702,15.7423,9.13305,9.300354,104.17,1.84402
42_113,"['41_49', '35_28']",2,0.0017888608239480233,15.514,9.14325,9.981725999999998,101.961,1.82187
42_162,"['41_142', '41_167']",2,0.0017754611174014374,15.4665,10.1485,8.603195000000001,118.846,1.96868
42_39,"['33_139', '41_125']",2,0.001728562144489006,14.9524,9.40559,9.689041,101.5,1.8234
42_142,"['40_102', '41_24']",2,0.0016347641986640476,14.4895,8.08787,8.830767,105.207,1.86013
42_81,"['41_159', '41_2']",2,0.0016012649322980116,15.3956,9.08932,8.609838,109.36,1.88768
42_87,"['41_73', '41_125']",2,0.001527566546292694,15.9337,8.28383,8.716934,108.869,1.88709
42_154,"['40_83', '41_169']",2,0.0015208666930193536,15.3058,9.61971,8.681684999999998,107.969,1.88129
42_14,"['41_125', '33_139']",2,0.001500767133199808,15.6968,9.157,9.528328,102.945,1.8324
42_131,"['41_2', '39_117']",2,0.0014940672799265628,14.5001,8.94395,8.828437000000001,106.014,1.86698
42_130,"['40_83', '41_176']",2,0.0014605680135605266,16.234,9.79469,8.580859,110.516,1.898
42_48,"['41_2', '39_43']",2,0.0014404684537408859,15.3821,9.39919,8.818348,106.793,1.86966
42_109,"['41_73', '41_169']",2,0.001413669040648,15.6343,8.39979,9.006936999999999,105.027,1.85115
42_136,"['41_49', '39_43']",2,0.0014002693341016044,14.5901,8.03859,8.821246000000002,108.374,1.88512
42_72,"['40_23', '41_82']",2,0.0013868696275551138,14.5992,9.39921,8.80938,105.41,1.86091
42_65,"['41_149', '41_85']",2,0.0012997715350034009,15.5871,9.63102,8.775392,106.185,1.86277
42_143,"['41_43', '41_37']",2,0.0012327730022713287,14.3594,9.63897,9.393370999999998,103.181,1.84194
42_93,"['39_89', '40_84']",2,0.0012059735891783475,15.3782,8.5903,8.69192,108.675,1.88181
42_40,"['41_178', '41_149']",2,0.001192573882631952,16.1722,9.63415,8.767956000000002,105.835,1.85846
42_7,"['41_131', '40_132']",2,0.0011858740293587068,15.6407,10.4532,8.580291,108.208,1.88202
42_51,"['35_28', '41_142']",2,0.0011523747629926706,15.9058,9.40111,8.613055,107.837,1.88141
42_8,"['41_62', '41_43']",2,0.0011456749097195206,14.895,8.88308,9.135349,104.546,1.85001
42_58,"['41_10', '39_64']",2,0.0009781785778891496,11.8534,12.3464,8.613038,103.106,1.86359
42_114,"['41_66', '41_62']",2,0.0008910804853374366,15.413,9.52926,9.306903,103.604,1.84022
42_140,"['33_139', '41_81']",2,0.0008910804853374366,16.2584,12.0557,8.56448,108.088,1.8805
42_68,"['41_159', '41_66']",2,0.0008843806320640961,15.8361,9.51561,9.328945,103.035,1.83439
42_88,"['41_156', '41_81']",2,0.0008039823927856284,15.8827,11.2554,8.611733,108.197,1.87889
42_126,"['41_103', '41_43']",2,0.0007905826862391378,14.795,9.42313,8.999368,103.697,1.84652
42_172,"['40_84', '39_89']",2,0.0007704831264194971,14.5385,8.63422,8.930043000000001,104.745,1.85402
42_96,"['41_125', '40_84']",2,0.0007570834198731018,15.5592,8.53247,8.759240000000002,107.758,1.87578
42_158,"['38_55', '39_89']",2,0.0007436837133266111,14.474,10.4034,8.624752,109.127,1.89597
42_168,"['41_73', '40_115']",2,0.0007101844469606702,15.6952,9.43928,8.722532,105.903,1.86015
42_92,"['41_27', '39_43']",2,0.0007034845936874248,15.5165,10.725,8.627683999999999,107.092,1.87143
42_139,"['41_131', '41_176']",2,0.0006163865011356167,17.0018,11.1091,8.61428,107.684,1.86721
42_134,"['39_43', '41_129']",2,0.0005828872347695807,15.4603,8.34279,8.667592,108.796,1.88596
42_110,"['33_139', '41_63']",2,0.00056948752822309,16.6546,10.0242,9.116874999999999,104.265,1.84495
42_166,"['41_169', '40_132']",2,0.000542688115130204,15.7429,8.79367,9.755764,103.835,1.83935
42_41,"['41_63', '41_103']",2,0.0005292884085838085,15.3551,9.93797,9.123912,102.974,1.83658
42_3,"['41_43', '39_117']",2,0.0004890892889445271,14.7866,9.92167,8.607344000000001,108.803,1.89479
42_63,"['40_83', '39_43']",2,0.00045559002257858627,15.5107,11.8068,8.580218,110.503,1.9042
42_104,"['33_139', '41_24']",2,0.0003952913431195689,14.633,9.71272,9.29203,103.791,1.846
42_155,"['41_100', '39_89']",2,0.0003617920767535328,14.2901,9.6256,8.957575,103.738,1.84685
42_42,"['33_139', '37_171']",2,0.0003550922234803827,14.9682,9.37,11.803577,100.776,1.81266
42_66,"['39_64', '37_171']",2,0.0003215929571142514,14.793,9.08161,9.3732,104.324,1.85164
42_73,"['41_66', '41_149']",2,0.00026799413092857454,15.4728,8.8015,8.857555999999999,104.385,1.84792
42_165,"['40_132', '33_139']",2,0.00026129427765532925,14.751,10.7597,8.862376999999999,104.231,1.84968
42_84,"['41_42', '41_125']",2,0.0002545944243820839,15.5242,8.61873,8.796363,103.799,1.8458
42_108,"['33_139', '41_28']",2,0.00023449486456244322,15.7328,9.66631,8.642999,107.075,1.87021
