cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy,Cost of energy next 10 years,Global GDP loss,SLR - ft
72_108,"['66_22', '69_66']",1,inf,7.3804,9.70284,11.477386000000001,82.509,1.73245
92_63,"['90_74', '84_140']",1,inf,6.27714,6.77783,9.305455,87.275,1.77679
91_79,"['89_63', '90_105']",1,inf,13.9793,5.58489,9.333828,101.095,1.82698
92_20,"['91_42', '91_42']",1,inf,14.7904,6.96034,8.4616,107.625,1.88278
0_34,[],1,inf,inf,inf,inf,0.0,inf
93_160,"['92_121', '92_110']",1,inf,inf,inf,inf,0.0,inf
93_56,"['92_85', '91_153']",1,0.01842437132320368,7.00671,6.6473,8.479463999999998,94.9476,1.8335
92_1,"['91_78', '91_153']",1,0.014724227489314783,6.45158,6.47716,10.936868999999998,85.1815,1.75748
90_7,"['89_106', '87_4']",1,0.012403116628151842,8.03455,6.4369,8.527626000000001,93.7798,1.81661
92_85,"['91_57', '91_51']",1,0.009119477562595018,6.62036,7.2273,8.778131,90.1646,1.79719
93_74,"['91_90', '91_153']",1,0.008898614150255328,7.38078,6.54407,8.781305,90.8865,1.79731
89_137,"['88_174', '88_11']",1,0.006951062393913987,6.4585,7.41811,10.588568,83.4205,1.74412
88_174,"['81_167', '72_108']",1,0.006213487665051117,6.76955,9.33987,11.625788,83.0551,1.73768
92_152,"['82_174', '91_58']",1,0.006116007825654226,6.5195,7.20456,10.568161,84.0748,1.7506
92_150,"['90_94', '91_169']",1,0.005925819887250657,6.51307,5.8136,8.533145999999999,92.2676,1.81529
89_156,"['88_177', '87_165']",1,0.005437057335869191,8.46057,7.60524,8.622533,91.4793,1.79927
93_139,"['89_137', '88_174']",1,0.005365481230018401,7.3049,8.63833,11.263921999999999,84.3177,1.74314
92_21,"['91_88', '72_108']",1,0.00488762551381418,7.36449,7.84847,10.324152000000002,84.8619,1.75194
84_140,"['77_82', '83_34']",1,0.004801052509594533,6.35961,7.00526,8.874473,88.5494,1.78769
93_11,"['89_137', '92_63']",1,0.0047458366565097075,6.56928,6.92567,9.078461,88.0421,1.78119
93_88,"['92_119', '92_121']",1,0.004730839758140851,7.51584,6.64956,8.49971,93.1281,1.81897
93_112,"['92_77', '91_104']",1,0.004040982433178571,7.21741,6.16757,9.113719,91.47,1.79889
93_142,"['91_104', '92_62']",1,0.004001445155660914,14.18,5.70334,8.546202000000001,110.134,1.90578
91_104,"['90_125', '90_166']",1,0.0037219575042434848,14.0817,5.65021,8.555573,110.192,1.90479
93_99,"['92_75', '92_20']",1,0.0036946904163001793,14.7801,7.19237,8.470179,106.541,1.87227
91_80,"['86_86', '90_119']",1,0.003216834700096151,7.80005,8.33088,9.255818,87.6684,1.77011
91_108,"['90_32', '84_158']",1,0.0028446389496717545,7.54914,7.85989,8.994899,89.1511,1.78216
93_104,"['92_70', '92_98']",1,0.002839185532083132,7.76947,6.47947,8.488392999999999,96.8662,1.84205
93_78,"['90_7', '92_21']",1,0.0027587476226508065,7.45693,6.77052,9.022694999999999,89.1314,1.78412
82_174,"['80_130', '81_58']",1,0.002547427691091157,6.76332,7.5698,9.061255,87.8532,1.77881
93_96,"['92_85', '92_150']",1,0.0022904353872267224,14.5438,6.22354,8.510613,105.297,1.86166
93_64,"['92_119', '92_115']",1,0.002160916719496699,14.5503,5.98154,8.509389999999998,105.396,1.86174
93_19,"['91_108', '91_42']",1,0.0019495967879370496,14.7635,6.97091,8.476252,107.357,1.88073
93_153,"['92_170', '92_12']",1,0.0018882458400649026,14.557,6.10878,8.501273000000001,105.06,1.86053
93_140,"['92_124', '92_11']",1,0.0017791774882922615,14.502,6.47058,8.502718999999999,105.989,1.86885
93_125,"['92_110', '89_137']",1,0.0017253249896043493,7.56455,7.38525,9.957621999999999,85.0347,1.75217
93_161,"['92_62', '92_115']",1,0.0014315221170166652,14.6115,6.21999,8.48947,104.675,1.85566
93_150,"['92_20', '92_150']",1,0.0011520344655991392,14.6959,6.10413,8.496625,108.348,1.88816
93_37,"['72_108', '92_10']",1,0.0010007021275145295,6.6869,7.93715,10.133863000000002,85.115,1.75751
93_49,"['92_42', '92_1']",1,0.0009407145340395866,14.1993,5.93494,8.532666,104.806,1.85964
93_155,"['91_79', '92_42']",1,0.0009338977620537601,14.0463,5.58747,8.929728,103.804,1.84904
93_109,"['92_170', '91_108']",1,0.0008043790943236399,14.7125,7.04505,8.474391,105.792,1.86668
93_120,"['82_174', '92_170']",1,0.0006816771985794428,14.6712,7.01321,8.476258,105.696,1.86595
92_110,"['91_108', '91_79']",1,0.0,inf,inf,inf,0.0,inf
93_28,"['92_152', '92_150']",1,0.0,inf,inf,inf,0.0,inf
93_41,"['91_90', '72_108']",1,0.0,inf,inf,inf,0.0,inf
93_47,"['91_58', '92_1']",1,0.0,inf,inf,inf,0.0,inf
93_54,"['92_121', '91_153']",1,0.0,inf,inf,inf,0.0,inf
93_71,"['92_77', '92_128']",1,0.0,inf,inf,inf,0.0,inf
93_81,"['92_115', '91_79']",1,0.0,inf,inf,inf,0.0,inf
93_86,"['82_174', '92_170']",1,0.0,inf,inf,inf,0.0,inf
93_172,"['91_57', '92_11']",2,0.008548232070185518,14.5462,6.26605,8.522863000000001,109.153,1.89599
93_14,"['91_57', '89_137']",2,0.006908798407602019,7.49878,7.2897,9.19454,89.5487,1.78412
93_133,"['92_20', '84_140']",2,0.0054875014485640935,14.6732,6.9048,8.494425,108.351,1.88943
93_113,"['72_108', '89_156']",2,0.0050253243079272335,11.342,8.50767,10.167228,92.8255,1.77513
93_147,"['92_85', '92_21']",2,0.003967361295731975,7.39132,7.30452,9.421612,88.7464,1.77811
93_101,"['92_21', '72_108']",2,0.003803077090874412,11.0969,9.14469,10.831672999999999,92.3486,1.77237
93_103,"['91_57', '92_121']",2,0.0036408379176125576,10.9428,6.68154,8.626814,97.4156,1.81981
