cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ
31_5,"['27_20', '30_5']",1,inf,29.237233333333332,14.758216666666668
31_42,"['30_39', '30_4']",1,inf,27.829433333333338,14.919823333333332
30_4,"['29_42', '29_69']",1,0.616831253131482,28.5168,14.775676666666664
31_45,"['30_5', '27_20']",1,0.5518179024136936,29.138733333333334,14.759593333333333
30_39,"['29_40', '29_42']",1,0.4961587472806628,28.162833333333328,14.83375
31_88,"['30_14', '30_26']",1,0.44665158813127265,27.975733333333334,14.861903333333332
30_53,"['29_69', '29_86']",1,0.3928147442073153,28.358500000000003,14.82566
31_16,"['30_56', '30_53']",1,0.3462019816451521,28.415066666666664,14.799223333333336
31_29,"['30_25', '30_14']",1,0.3183702224882614,27.93513333333333,14.879793333333332
31_68,"['30_4', '30_39']",1,0.24185125690385378,27.929266666666667,14.90802
31_39,"['30_4', '30_4']",1,0.21796761274318546,28.503733333333333,14.786383333333333
31_69,"['30_39', '30_10']",1,0.14395184508109818,27.9098,14.915970000000002
31_3,"['30_3', '30_3']",1,0.07848595037334348,29.1482,14.758980000000001
30_3,"['27_20', '29_73']",2,inf,29.1494,14.764696666666666
30_25,"['29_40', '29_42']",2,inf,27.853233333333336,14.953746666666667
31_23,"['30_71', '30_3']",2,0.747209104860313,28.89493333333333,14.781659999999997
31_66,"['30_26', '30_67']",2,0.6532081620902638,28.426733333333335,14.800553333333333
31_51,"['30_71', '30_88']",2,0.40275862323830847,27.88803333333333,14.945396666666667
31_47,"['30_71', '30_39']",2,0.40192719540212085,28.398733333333336,14.832776666666668
31_61,"['30_31', '30_4']",2,0.385299713331733,28.221999999999998,14.846676666666665
31_55,"['30_25', '30_14']",2,0.3619127197791683,27.971833333333333,14.894903333333332
30_14,"['29_77', '29_65']",2,0.3542865028181201,28.10756666666667,14.86315
30_67,"['29_69', '28_39']",2,0.24251095831616143,28.014499999999998,14.88339
31_52,"['30_26', '29_42']",2,0.09381857368113752,27.97293333333333,14.889360000000002
31_21,"['30_25', '30_25']",3,inf,27.855333333333334,14.954346666666666
31_36,"['30_5', '30_4']",3,inf,29.00133333333333,14.788993333333332
30_26,"['29_65', '29_15']",3,1.0587870359092775,28.42833333333333,14.80366
31_86,"['30_39', '30_67']",3,0.5767695091773438,28.248433333333338,14.855433333333332
31_43,"['30_24', '30_14']",3,0.37350536304030246,28.19973333333333,14.866046666666668
31_72,"['30_4', '30_67']",3,0.36831010562182454,28.033766666666665,14.886220000000002
31_41,"['30_88', '30_39']",3,0.23522329780660317,27.947400000000002,14.94896
31_35,"['30_10', '30_53']",3,0.19889439897501707,27.972333333333335,14.932333333333334
31_24,"['30_24', '29_40']",3,0.1610992573779068,28.017033333333334,14.900586666666667
31_26,"['30_56', '30_56']",3,0.1487131534244453,27.972866666666665,14.919746666666668
31_63,"['30_53', '30_14']",3,0.09479983479828566,27.987466666666666,14.909926666666665
30_0,"['29_86', '29_44']",3,0.08228498626183159,27.997,14.907553333333333
31_4,"['30_25', '29_40']",4,inf,27.88276666666667,14.999723333333336
31_31,"['30_5', '30_21']",4,inf,29.07043333333333,14.789326666666668
31_71,"['30_26', '30_55']",4,0.6683416838453133,28.6949,14.810953333333336
31_17,"['30_5', '30_14']",4,0.5158829934575425,28.374166666666667,14.857056666666667
31_34,"['30_59', '30_53']",4,0.489179104140791,28.526866666666667,14.83365
31_2,"['30_0', '30_56']",4,0.3803978831764242,28.2367,14.890786666666665
31_89,"['30_0', '30_56']",4,0.3631917644816722,27.91003333333333,14.992629999999998
30_56,"['29_65', '29_77']",4,0.35640114840925763,27.9793,14.94041
31_87,"['30_24', '30_24']",4,0.32738681364987005,28.128833333333333,14.893630000000002
31_40,"['30_4', '30_39']",4,0.298365400857709,28.004933333333337,14.91861
31_37,"['30_56', '30_71']",4,0.12519674456560184,27.988566666666667,14.931556666666665
31_1,"['28_8', '28_8']",5,inf,27.918733333333336,15.022423333333334
31_7,"['30_21', '29_73']",5,inf,29.2003,14.789483333333335
31_79,"['30_25', '30_53']",5,0.4851764340693655,27.988933333333335,14.93284
31_30,"['30_31', '30_3']",5,0.39797980049268505,28.92963333333333,14.815486666666667
31_0,"['30_3', '30_53']",5,0.360167392580373,28.823633333333333,14.819686666666668
31_76,"['30_67', '30_21']",5,0.35207462114048366,28.550166666666666,14.847916666666668
31_54,"['30_5', '30_14']",5,0.3197048577948813,28.364566666666665,14.891869999999999
31_64,"['30_21', '30_10']",5,0.21766186869945814,28.458333333333332,14.876283333333333
31_20,"['30_56', '29_86']",5,0.19839254989509483,28.160899999999998,14.896693333333333
31_12,"['30_67', '30_55']",5,0.17593383995953082,28.477033333333335,14.86161
31_18,"['30_39', '30_10']",5,0.17209378170906697,28.1448,14.9195
31_44,"['30_14', '30_25']",5,0.13306706876329819,28.066166666666664,14.923933333333332
31_11,"['27_20', '30_4']",5,0.11585037946323669,28.546133333333334,14.851260000000002
31_15,"['29_86', '30_53']",5,0.110470650610772,28.158600000000003,14.900646666666667
31_6,"['30_56', '30_5']",5,0.10074165895101837,28.8442,14.817463333333334
31_80,"['30_56', '30_14']",5,0.0985006634330881,28.0313,14.929866666666669
31_8,"['29_73', '30_4']",6,inf,28.998266666666666,14.81969
31_78,"['30_26', '30_25']",6,inf,28.0146,14.955743333333336
31_70,"['27_20', '30_56']",6,1.2894966771391019,28.498499999999996,14.864939999999999
31_22,"['29_86', '30_26']",6,0.9479017387882827,28.165733333333332,14.897086666666667
31_48,"['30_39', '30_5']",6,0.8406552234118907,28.913366666666665,14.825053333333335
31_38,"['30_67', '30_25']",6,0.5350139997324602,28.098233333333337,14.938543333333334
31_27,"['30_0', '30_71']",6,0.2114430377998267,28.043133333333333,14.95292
31_10,"['30_0', '30_10']",7,inf,28.132233333333332,15.040480000000002
31_85,"['30_59', '30_5']",7,inf,28.958333333333332,14.839649999999999
31_65,"['30_67', '30_5']",7,0.7261917916971197,28.179933333333334,14.928613333333331
31_62,"['29_40', '30_4']",7,0.5317123804266655,28.53406666666667,14.879373333333334
31_77,"['30_59', '30_56']",7,0.4580269471171269,28.360833333333336,14.897693333333331
31_75,"['30_5', '29_42']",7,0.44938681608878117,28.88446666666667,14.865306666666667
31_56,"['30_3', '29_40']",7,0.26341362842249455,28.700666666666667,14.867260000000002
31_53,"['30_3', '30_26']",7,0.261986853737864,28.680133333333334,14.868533333333337
31_14,"['30_39', '30_26']",7,0.26151290969897356,28.245966666666664,14.901319999999998
31_73,"['29_40', '29_86']",7,0.2158364961899969,28.197833333333335,14.910586666666665
31_32,"['30_3', '30_59']",8,inf,28.983166666666666,14.843153333333333
31_46,"['30_0', '29_86']",8,inf,28.2075,14.926676666666665
31_13,"['30_25', '30_5']",8,0.9252100552382378,28.634666666666664,14.891903333333333
31_82,"['30_0', '29_40']",8,0.6826062567891081,28.323966666666667,14.9044
31_60,"['30_3', '30_53']",8,0.5219668695554815,28.764533333333333,14.874563333333333
31_74,"['30_84', '30_5']",8,0.510993297121833,28.958966666666665,14.861073333333332
31_84,"['30_10', '30_3']",8,0.4121778468855637,28.813466666666667,14.86756
31_81,"['30_71', '30_26']",8,0.28443357653357726,28.21256666666667,14.912233333333333
31_58,"['30_4', '29_86']",8,0.2374045603184009,28.293466666666664,14.912176666666667
31_28,"['30_0', '30_5']",9,inf,28.9905,14.861063333333334
31_83,"['30_25', '30_3']",9,inf,28.21783333333333,14.921853333333337
31_33,"['28_8', '30_3']",9,1.5189747038359411,28.972133333333332,14.893310000000001
31_19,"['30_3', '30_59']",9,1.1851486725707712,28.374233333333333,14.904916666666667
31_49,"['30_4', '30_71']",9,0.4810252961640591,28.300533333333334,14.912516666666667
31_9,"['30_3', '28_8']",10,inf,28.716566666666665,14.936583333333331
31_50,"['30_25', '30_24']",10,inf,28.2249,14.993133333333333
31_25,"['30_3', '30_56']",10,2.0,28.234566666666666,14.956673333333333
31_59,"['30_87', '30_5']",11,inf,28.756966666666667,14.938136666666667
31_67,"['30_53', '29_40']",11,inf,28.349,19.859576666666666
31_57,"['29_86', '30_5']",11,2.0,28.669700000000002,14.972843333333335
