cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ
65_74,"['64_41', '64_57']",1,inf,26.301566666666663,14.103366666666666
66_52,"['65_20', '65_58']",1,inf,25.724333333333334,14.237633333333333
66_41,"['64_85', '65_25']",1,1.0167158311866937,25.91016666666667,14.194719999999998
66_69,"['65_69', '65_51']",1,0.8558159221993791,26.141033333333336,14.142903333333331
66_14,"['65_69', '65_5']",1,0.410712197730732,25.777800000000003,14.19973
66_56,"['65_62', '65_25']",1,0.31007485913554766,26.216066666666666,14.111323333333331
66_8,"['65_71', '65_25']",1,0.2666260399069593,25.792166666666663,14.198266666666667
66_16,"['64_84', '65_57']",1,0.16470568611393827,26.15906666666667,14.133810000000002
66_25,"['65_51', '64_81']",1,0.16353021630249517,26.17543333333333,14.119399999999999
66_66,"['65_51', '65_15']",1,0.13054717772498467,26.175833333333333,14.115753333333332
66_1,"['65_30', '65_8']",1,0.09896689564453154,26.15873333333333,14.13763
65_15,"['64_13', '64_41']",2,inf,26.4217,14.104376666666667
66_83,"['65_69', '65_20']",2,inf,25.728866666666665,14.251403333333334
66_27,"['65_15', '65_73']",2,0.6870441064695431,26.017866666666666,14.199483333333333
66_77,"['65_73', '65_20']",2,0.6704139874573434,26.142899999999997,14.157130000000002
65_25,"['64_32', '64_79']",2,0.46911464324267205,25.893900000000002,14.205303333333333
66_6,"['65_32', '65_86']",2,0.4218298432048615,25.788366666666665,14.219753333333335
66_80,"['65_63', '65_74']",2,0.32343235890107125,26.313666666666666,14.11146
66_64,"['65_51', '65_2']",2,0.24390603103165043,26.176366666666667,14.134549999999999
66_45,"['65_69', '65_86']",2,0.21267395494936217,25.7694,14.240903333333334
66_53,"['65_15', '65_62']",2,0.19882501867014546,26.26993333333333,14.119723333333333
65_62,"['64_29', '64_13']",2,0.193868315527653,26.25776666666667,14.12883
66_39,"['64_84', '65_25']",2,0.1563930806093795,26.19236666666667,14.131766666666666
66_82,"['65_73', '65_69']",2,0.12991934486522078,25.759533333333337,14.244903333333333
