cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ
20_32,"['19_39', '19_19']",1,inf,28.48183333333333,15.318023333333334
20_86,"['18_2', '19_42']",1,inf,29.838233333333335,14.868976666666669
20_21,"['18_24', '19_19']",1,0.6453511323889044,28.674066666666665,15.223723333333334
19_29,"['18_21', '17_57']",1,0.6192940053986363,28.735,15.112043333333334
20_43,"['18_24', '19_2']",1,0.4895089540086117,29.3951,14.929013333333335
19_35,"['18_20', '18_24']",1,0.46353539400305377,29.02073333333333,14.952866666666665
20_48,"['18_24', '19_57']",1,0.430717294503301,28.860233333333337,15.007263333333334
18_24,"['17_89', '17_57']",1,0.23946604168625898,28.937166666666666,14.98556
20_77,"['19_48', '19_39']",1,0.2319293495418429,29.7604,14.892726666666668
19_42,"['18_24', '18_2']",1,0.22846682956289796,29.563133333333337,14.912619999999999
20_67,"['18_2', '18_24']",1,0.1897352523874991,29.6314,14.904649999999998
20_14,"['19_49', '19_19']",2,inf,28.53443333333333,15.38546
20_49,"['18_2', '19_48']",2,inf,30.047966666666667,14.87347
20_58,"['19_75', '19_19']",2,0.5403141387896181,28.69386666666667,15.301409999999999
20_73,"['19_45', '19_51']",2,0.43266883570869347,28.819466666666667,15.16095
20_59,"['18_2', '18_2']",2,0.34879550326525705,29.8721,14.919043333333335
19_39,"['18_54', '18_24']",2,0.31777656766297596,29.580333333333332,14.944270000000001
20_28,"['18_24', '19_89']",2,0.31456104640123467,29.1263,14.960086666666669
20_35,"['19_42', '19_51']",2,0.28471428943561355,28.939533333333333,14.986576666666666
19_19,"['18_23', '18_11']",2,0.2695018640853041,28.644099999999998,15.378263333333335
20_9,"['19_2', '19_42']",2,0.2551420200145219,29.331666666666667,14.958173333333335
20_34,"['19_89', '19_75']",2,0.23498817047550707,28.866866666666663,15.069863333333336
20_37,"['19_89', '18_24']",2,0.21068372407240532,28.870233333333335,15.019236666666666
20_1,"['19_51', '19_70']",2,0.2092245676152055,28.8472,15.131756666666668
19_48,"['16_60', '18_32']",2,0.20520825261738396,29.9738,14.89879
20_3,"['19_35', '19_48']",2,0.19145094585645395,29.473966666666666,14.947063333333332
18_2,"['17_61', '17_2']",3,inf,29.87603333333333,14.919723333333335
19_54,"['16_27', '17_17']",3,inf,28.700866666666666,15.394716666666667
20_22,"['19_42', '19_70']",3,0.7998560120321162,29.584666666666667,14.962583333333335
20_8,"['19_29', '19_70']",3,0.6122174338742647,28.83406666666667,15.185936666666668
20_13,"['19_57', '19_2']",3,0.5748796973961549,29.122366666666665,14.995023333333334
19_20,"['18_61', '17_76']",3,0.5528886358640626,28.7126,15.320916666666667
20_85,"['19_75', '19_57']",3,0.4834059222559637,28.881766666666667,15.098493333333332
20_36,"['18_24', '19_39']",3,0.30937855937462455,28.948066666666666,15.0024
20_10,"['19_35', '19_57']",3,0.16384942984785758,28.994533333333337,14.99712
20_18,"['19_19', '19_49']",4,inf,28.7107,15.407143333333332
20_50,"['19_48', '18_54']",4,inf,29.983800000000002,14.943306666666667
20_47,"['19_49', '18_24']",4,0.6810937045433001,28.8873,15.252763333333332
20_38,"['19_75', '19_42']",4,0.6807529806890793,29.679366666666667,14.983633333333335
20_51,"['19_49', '19_49']",4,0.4137224350228252,28.785466666666668,15.389473333333333
20_80,"['19_57', '19_39']",4,0.3849118173387422,29.267800000000005,14.998199999999999
20_40,"['18_24', '19_2']",4,0.3737788563998662,28.894366666666667,15.113233333333334
20_12,"['19_70', '19_29']",4,0.17731252446457912,28.961633333333328,15.106473333333334
20_41,"['19_29', '19_57']",4,0.16496782094918605,29.15863333333333,15.058793333333332
20_25,"['18_24', '19_82']",4,0.1418412406886972,29.077633333333335,15.097760000000001
20_26,"['19_29', '19_42']",4,0.141659791649678,29.1981,15.014956666666665
20_31,"['19_74', '18_24']",4,0.11569396240912999,29.11766666666667,15.06217
20_66,"['18_24', '16_60']",4,0.108175148756606,29.09273333333333,15.088446666666668
20_30,"['19_49', '19_54']",4,0.0968233457069832,28.748866666666668,15.394226666666667
20_29,"['19_89', '19_75']",4,0.05242482520832756,29.2076,15.010926666666668
20_33,"['19_29', '19_42']",4,0.04449602182915493,29.238199999999996,15.005249999999998
20_4,"['18_2', '19_45']",4,0.038449649681938675,29.2467,15.004533333333333
20_39,"['19_70', '19_19']",5,inf,28.89153333333333,15.531603333333335
20_88,"['19_65', '19_89']",5,inf,29.4691,15.004303333333334
20_63,"['19_42', '19_89']",5,0.5476553565595668,29.2242,15.020763333333333
20_76,"['19_20', '19_51']",5,0.5413702448639803,28.916433333333334,15.287586666666668
20_64,"['18_2', '19_51']",5,0.3291077427001751,29.373,15.011083333333334
20_6,"['19_70', '19_51']",5,0.3270119802960967,29.025066666666664,15.12892
20_83,"['19_89', '19_20']",5,0.29882671210304534,29.132,15.079836666666667
20_72,"['19_35', '19_75']",5,0.27822883781155017,29.124366666666663,15.08719
20_56,"['19_29', '19_75']",5,0.26275344308160975,28.964299999999998,15.205329999999998
20_65,"['19_29', '19_82']",5,0.2501195415925531,29.002266666666667,15.148150000000001
20_57,"['19_20', '19_51']",5,0.20338034495988275,28.96423333333333,15.25197666666667
20_7,"['19_48', '19_29']",5,0.1792456742124669,29.3999,15.007633333333333
20_54,"['19_74', '19_19']",5,0.15029372265528457,28.931466666666665,15.282596666666665
20_16,"['18_2', '19_45']",6,inf,29.932066666666667,15.00435
20_46,"['19_57', '19_54']",6,inf,28.967200000000002,15.213706666666667
20_42,"['19_48', '18_21']",6,0.889698534028243,29.514733333333336,15.020853333333335
20_15,"['18_61', '19_57']",6,0.7751236785133845,29.125266666666665,15.08796
20_81,"['19_20', '18_24']",6,0.7644559771088122,29.111566666666665,15.189343333333333
20_20,"['18_54', '19_82']",6,0.44752217513846193,29.306366666666666,15.05485
20_5,"['18_87', '19_35']",6,0.34584548886294486,29.3034,15.068690000000002
20_17,"['19_45', '19_65']",7,inf,29.5555,15.034456666666665
20_62,"['19_54', '19_39']",7,inf,29.006933333333333,15.295520000000002
20_0,"['19_89', '18_61']",7,0.6521262107348975,29.15433333333333,15.220930000000001
20_19,"['19_45', '18_87']",7,0.6095769373775775,29.187966666666664,15.139990000000003
20_87,"['19_49', '19_42']",7,0.5544163588903555,29.021000000000004,15.230776666666669
20_11,"['19_89', '18_61']",7,0.5524144561500293,29.466633333333334,15.075023333333334
20_84,"['19_20', '19_42']",7,0.5218181794609889,29.315133333333335,15.138316666666666
20_55,"['19_75', '19_89']",7,0.5186186345059901,29.360133333333334,15.085696666666669
20_52,"['19_45', '19_42']",8,inf,29.621566666666666,15.04213
20_53,"['19_45', '19_19']",8,inf,29.048666666666666,15.442816666666666
20_71,"['19_75', '19_35']",8,0.8914220624970637,29.2507,15.141286666666668
20_45,"['19_49', '19_2']",8,0.8123536607089115,29.417666666666666,15.104056666666665
20_79,"['19_75', '18_11']",8,0.6266397462192507,29.124433333333332,15.256149999999998
20_75,"['19_49', '18_87']",8,0.598118048472098,29.094166666666666,15.282893333333334
20_78,"['19_48', '19_29']",8,0.5104598890308383,29.580066666666664,15.046146666666665
20_27,"['19_70', '19_48']",9,inf,29.783766666666665,15.07304
20_89,"['18_11', '19_70']",9,inf,29.237133333333333,15.337926666666668
20_61,"['19_20', '18_2']",9,1.2700395229319608,29.426333333333332,15.106946666666666
20_70,"['19_54', '19_29']",9,1.2181142362049477,29.399666666666672,15.223329999999999
20_60,"['19_49', '19_29']",10,inf,29.24036666666667,15.489326666666665
20_74,"['19_45', '18_2']",10,inf,29.449600000000004,15.147269999999999
20_2,"['19_75', '19_54']",10,2.0,29.401299999999996,15.295750000000004
20_68,"['19_70', '19_39']",11,inf,29.408933333333334,19.647133333333333
20_82,"['18_87', '19_39']",11,inf,29.508333333333336,15.170253333333335
20_44,"['18_2', '19_54']",11,2.0,29.454266666666665,15.282496666666665
20_23,"['19_20', '16_60']",12,inf,29.55196666666667,15.172963333333335
20_24,"['19_45', '19_35']",12,inf,29.50793333333333,25.143733333333333
20_69,"['19_75', '18_11']",13,inf,29.567866666666664,15.36931
