cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ
18_2,"['17_61', '17_2']",1,inf,29.87603333333333,14.919723333333335
18_61,"['17_22', '17_17']",1,inf,28.718733333333333,15.475356666666668
18_24,"['17_89', '17_57']",1,1.549186642082328,28.937166666666666,14.98556
18_21,"['17_11', '16_33']",1,0.9047945367489584,28.78073333333333,15.254636666666668
18_11,"['16_5', '16_27']",1,0.450813357917672,28.740266666666667,15.39376
16_60,"['15_53', '15_67']",2,inf,29.957633333333334,14.920863333333335
18_27,"['17_17', '17_22']",2,inf,28.766500000000004,15.421426666666667
18_20,"['17_79', '17_79']",2,0.6770365021957785,29.453366666666668,15.008826666666666
18_87,"['17_61', '17_76']",2,0.5576605645786732,29.065066666666667,15.173120000000003
18_54,"['17_0', '17_61']",2,0.5518139084016566,29.887533333333334,14.94346
17_76,"['16_4', '16_84']",2,0.41075360181786197,28.89186666666667,15.276486666666665
17_17,"['16_27', '16_45']",2,0.3948036714738562,28.84606666666667,15.412603333333331
17_57,"['16_60', '16_84']",2,0.35510463010093807,29.138833333333334,15.050883333333333
18_62,"['17_57', '16_27']",2,0.3519084108354563,28.9657,15.25727
18_71,"['17_89', '17_57']",2,0.29910429793958415,29.23953333333333,15.010043333333334
18_34,"['17_53', '17_89']",2,0.16612941061683745,29.171566666666667,15.040123333333334
18_43,"['17_89', '16_60']",2,0.10399398677825174,29.919633333333334,14.928553333333333
16_27,"['15_57', '14_7']",3,inf,28.786633333333338,15.611799999999997
18_32,"['17_89', '17_61']",3,inf,29.950933333333335,14.94623
17_79,"['16_33', '15_67']",3,0.5968172182448238,29.472099999999998,15.01376
18_23,"['17_56', '17_22']",3,0.3910583825105069,28.9361,15.56454
18_74,"['17_17', '16_5']",3,0.36679516753784747,28.943600000000004,15.340783333333333
17_11,"['16_84', '15_69']",3,0.22592024569241642,29.095433333333336,15.179553333333333
18_22,"['16_1', '17_76']",3,0.21795061628418455,29.20483333333333,15.17369
18_68,"['17_89', '17_56']",3,0.2073643742943712,29.329066666666666,15.117600000000001
18_67,"['16_27', '17_76']",3,0.19938150916506564,28.9108,15.58231
18_8,"['17_79', '17_2']",3,0.19477338985837694,29.35666666666667,15.045809999999998
18_66,"['16_5', '17_79']",3,0.1909757973751236,29.2427,15.118676666666666
18_78,"['17_53', '17_53']",3,0.18189633533523722,29.023633333333333,15.276753333333334
18_79,"['16_45', '17_64']",3,0.16658905359421125,29.070300000000003,15.24715
18_28,"['17_80', '17_17']",3,0.1649426972232284,28.943700000000003,15.324756666666667
17_89,"['16_15', '16_60']",3,0.14729819146500317,29.38366666666667,15.019176666666667
17_53,"['16_49', '15_67']",3,0.08455947437984974,29.062866666666668,15.271813333333332
17_22,"['16_23', '16_27']",4,inf,28.820866666666664,15.6141
18_38,"['16_60', '17_0']",4,inf,29.9794,14.97018
18_0,"['17_56', '17_22']",4,0.43977669063974373,28.9384,15.6128
18_46,"['17_61', '17_79']",4,0.41038777916648833,29.726266666666664,15.017616666666664
18_19,"['17_32', '16_5']",4,0.3637569904237131,28.96083333333333,15.408713333333333
18_42,"['17_57', '16_33']",4,0.32323696171800703,29.589833333333335,15.017913333333334
18_9,"['17_61', '17_76']",4,0.32195560814422464,29.166833333333333,15.214939999999999
18_69,"['17_79', '17_61']",4,0.2936937970223712,29.404700000000002,15.047026666666667
18_84,"['17_11', '17_28']",4,0.26989852627681277,29.302033333333338,15.12654
18_77,"['17_31', '17_76']",4,0.21762919319078622,29.020899999999997,15.3729
18_26,"['17_17', '17_11']",4,0.21258368625308072,29.0296,15.289123333333334
18_58,"['17_28', '17_79']",4,0.19618592439163957,29.37506666666667,15.08766
18_31,"['17_61', '17_22']",4,0.16568799173691867,29.08236666666667,15.270176666666666
18_30,"['16_5', '16_5']",4,0.15869015249620652,29.133766666666663,15.24033
18_52,"['17_76', '17_57']",4,0.12341964664839553,29.312033333333336,15.12185
18_44,"['17_17', '17_56']",4,0.10746483815326496,28.9666,15.394243333333335
18_16,"['17_32', '17_50']",5,inf,29.02873333333333,15.382196666666665
18_81,"['17_11', '17_2']",5,inf,29.8579,15.032186666666668
18_5,"['17_79', '17_1']",5,0.7959084846439163,29.41496666666667,15.058433333333333
