cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy,Cost of energy next 10 years
40_56,"['39_67', '38_3']",1,inf,47.8762,27.7572,16.30451
39_86,"['35_46', '38_29']",1,inf,46.9702,22.4262,17.566402
36_43,"['35_33', '35_33']",1,inf,40.1496,31.0044,19.774576000000003
41_18,"['31_36', '31_36']",1,0.0,45.0596,28.7292,16.341548000000003
31_36,"['26_45', '30_27']",1,0.0,45.0018,28.748,16.341548000000003
41_88,"['40_3', '40_24']",1,0.0,46.7569,27.663,16.58339
40_89,"['39_35', '39_35']",1,0.0,44.7972,28.5164,16.642256
40_24,"['39_48', '31_36']",1,0.0,44.5496,28.3646,16.66212
41_74,"['40_15', '40_56']",1,0.0,47.4274,27.5154,16.813703999999998
41_11,"['40_23', '40_40']",1,0.0,46.1294,26.684,16.817542
41_39,"['40_79', '31_36']",1,0.0,44.4018,28.0438,16.864136000000002
41_36,"['40_26', '40_89']",1,0.0,45.0954,27.7042,16.866180000000004
41_28,"['40_89', '40_32']",1,0.0,44.2528,28.1804,16.8681
41_52,"['40_23', '40_28']",1,0.0,44.5996,23.8144,16.886146
41_79,"['40_10', '40_32']",1,0.0,44.2093,27.5991,17.080093
41_73,"['40_24', '40_8']",1,0.0,44.2688,26.5629,17.088262
40_32,"['31_36', '39_7']",1,0.0,43.7324,28.3256,17.093312
41_23,"['40_89', '40_81']",1,0.0,44.0266,26.6504,17.132544
40_17,"['39_33', '39_86']",1,0.0,45.7023,22.683300000000003,17.334468
41_35,"['40_40', '40_40']",1,0.0,44.0524,26.107,17.545731999999997
41_67,"['40_23', '40_17']",1,0.0,45.6482,23.6982,17.566402
41_38,"['40_39', '31_36']",2,0.0,45.0672,28.7654,16.341548000000003
41_10,"['40_56', '40_24']",2,0.0,48.1174,28.4868,16.591292000000003
41_16,"['40_56', '40_56']",2,0.0,47.5964,27.3894,16.837104
41_9,"['40_56', '38_55']",2,0.0,48.6576,26.8998,16.863044
41_45,"['40_89', '31_36']",2,0.0,44.7358,28.4174,16.864114
41_78,"['40_77', '40_31']",2,0.0,44.7094,28.0262,16.886146
41_81,"['40_10', '39_86']",2,0.0,52.7752,24.8142,17.053308
41_87,"['40_3', '39_86']",2,0.0,45.519,25.5532,17.061231999999997
41_13,"['40_3', '40_32']",2,0.0,44.6897,28.4378,17.061888999999997
41_33,"['40_8', '40_68']",2,0.0,45.8852,25.2502,17.068406000000003
41_83,"['40_79', '40_3']",2,0.0,44.3752,28.2548,17.068406000000003
41_19,"['40_20', '40_32']",2,0.0,44.7848,27.8858,17.068586000000003
41_40,"['31_36', '40_17']",2,0.0,45.5058,25.8226,17.09178
41_8,"['40_23', '40_3']",2,0.0,45.226,26.7636,17.09178
41_21,"['40_8', '40_89']",2,0.0,44.3698,27.1994,17.108553999999998
41_53,"['40_24', '40_8']",2,0.0,44.608,26.45,17.115256000000002
40_81,"['39_86', '39_67']",2,0.0,46.2586,24.5372,17.162992000000003
41_27,"['40_17', '40_24']",2,0.0,45.2014,25.9536,17.19194
41_54,"['40_40', '40_28']",2,0.0,46.4453,24.4428,17.344086
41_59,"['40_40', '40_40']",2,0.0,44.1054,26.1304,17.545731999999997
41_17,"['40_17', '40_89']",2,0.0,45.852,25.386,17.555755999999995
41_25,"['40_32', '39_86']",2,0.0,44.8322,25.2564,17.566402
41_63,"['40_28', '39_86']",2,0.0,48.5749,23.236600000000003,17.572151
