cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ
68_56,"['67_6', '66_75']",1,inf,12.2742,13.7773
68_58,"['67_8', '67_8']",1,inf,13.2722,7.44406
68_67,"['67_65', '67_36']",1,1.323658129049024,12.5936,13.5135
68_16,"['67_38', '67_38']",1,1.2267344321627316,13.0977,9.29513
68_86,"['67_60', '66_17']",1,0.3558859753600335,13.1952,7.48471
67_52,"['66_58', '66_75']",1,0.3279994180021818,13.1739,9.18873
67_73,"['66_61', '64_25']",1,0.2164594386365113,12.4462,13.5438
65_70,"['64_22', '64_2']",1,0.12023956079226113,12.3907,13.5968
67_38,"['66_61', '66_65']",1,0.0931529529934178,13.1458,9.24852
67_36,"['66_61', '65_70']",1,0.09310017170720362,12.3346,13.5971
67_8,"['66_85', '66_74']",1,0.08357282425851752,13.2547,7.44757
68_61,"['67_34', '66_75']",1,0.06959167718058584,12.2987,13.6026
66_75,"['65_43', '65_70']",1,0.05213371523285408,12.2758,13.6647
68_30,"['67_56', '67_8']",2,inf,12.323,13.617
68_31,"['66_75', '67_42']",2,inf,13.3374,7.51735
68_35,"['67_73', '67_73']",2,1.574866737615471,12.5175,13.5661
68_27,"['67_79', '67_52']",2,1.3893486252611433,13.1855,9.19713
68_47,"['66_26', '67_60']",2,0.2739044461451094,13.2744,7.65687
68_45,"['66_75', '67_75']",2,0.2666123579555326,13.2438,8.98407
68_57,"['67_38', '67_8']",2,0.05897619490941024,13.1994,9.06751
68_84,"['67_54', '66_17']",2,0.058826545737576424,13.3069,7.52364
68_41,"['66_75', '67_75']",2,0.05744918950073674,13.2329,9.03357
68_25,"['66_26', '67_54']",2,0.05388088038277884,13.2883,7.58093
68_64,"['67_8', '67_38']",2,0.03495308100110637,13.1966,9.17503
68_12,"['65_70', '67_73']",3,inf,13.3773,7.61013
68_50,"['66_75', '67_54']",3,inf,12.324,13.7177
68_68,"['67_36', '67_75']",3,1.5391976701827903,12.6125,13.6017
66_26,"['65_41', '65_43']",3,1.3143954556262791,13.2033,9.18783
68_39,"['66_17', '65_70']",3,0.31084187871468233,13.3135,7.64145
68_59,"['67_8', '67_69']",3,0.29301498577899154,13.2567,9.02413
68_19,"['65_70', '66_75']",3,0.2786067530692664,12.3496,13.6384
68_74,"['67_38', '65_70']",3,0.06569959946210963,13.3449,7.63707
67_6,"['66_75', '66_26']",3,0.0647992907670744,13.2215,9.10523
68_11,"['67_54', '67_52']",3,0.0466973825133156,13.2461,9.04024
68_10,"['67_33', '66_17']",3,0.03257714734714994,12.3376,13.7093
68_40,"['66_75', '66_26']",3,0.014287143409313618,12.3276,13.7098
68_60,"['67_6', '66_17']",4,inf,13.3915,7.62987
68_69,"['67_36', '67_8']",4,inf,12.3469,13.7193
68_7,"['66_75', '67_73']",4,1.5177097599415315,12.4033,13.6432
68_71,"['67_38', '66_75']",4,1.4973624808992032,13.2035,9.25912
68_18,"['65_70', '67_33']",4,0.3505305701686959,13.373,7.69927
68_22,"['67_88', '67_75']",4,0.3387482420586625,13.2678,9.0433
68_53,"['67_8', '67_36']",4,0.0682933281318264,13.2262,9.14606
68_8,"['67_69', '66_75']",4,0.06648902323014093,12.3798,13.6994
67_75,"['66_58', '66_26']",4,0.056698998686683835,13.2499,9.04445
68_46,"['66_75', '67_73']",4,0.04029740423751381,13.2116,9.23705
68_9,"['66_75', '67_6']",5,inf,12.3534,15.6037
68_82,"['64_25', '67_42']",5,inf,13.4178,7.92197
68_24,"['65_79', '67_34']",5,1.2907137838989102,12.5745,13.6577
68_42,"['67_79', '66_75']",5,1.2131496270051199,13.2054,9.27376
68_65,"['67_88', '67_58']",5,0.3337624916011482,12.4225,13.7534
68_23,"['67_38', '66_17']",5,0.3257993605244077,13.2625,9.08542
68_75,"['66_75', '65_79']",5,0.15526158852304342,12.445,13.7009
68_28,"['66_75', '67_2']",5,0.07816316073240978,13.2425,9.15954
68_6,"['64_25', '67_79']",6,inf,13.4617,8.04752
68_34,"['67_33', '67_8']",6,inf,12.3757,15.6795
68_88,"['67_38', '67_79']",6,0.9801861090892713,13.2122,11.5571
68_49,"['67_86', '67_73']",6,0.8561179601061926,12.7231,13.6663
68_70,"['67_6', '67_38']",6,0.34699665515742595,13.2357,9.78789
68_4,"['66_17', '66_26']",6,0.31989268989410896,12.4249,13.829
68_85,"['66_26', '67_75']",6,0.31937777749851004,13.2734,9.09784
68_21,"['67_36', '67_69']",6,0.24699384276949976,12.5828,13.6678
68_83,"['67_36', '67_73']",6,0.13439534289408306,12.4604,13.7052
68_89,"['67_69', '67_60']",6,0.11676185230398453,13.255,9.20961
68_17,"['66_26', '67_75']",6,0.04890998262680318,12.4523,13.7764
68_80,"['65_79', '67_2']",6,0.03158786428091014,13.2699,9.13711
68_55,"['65_70', '64_25']",7,inf,13.5718,8.08132
68_63,"['67_8', '65_70']",7,inf,12.4893,13.7621
68_79,"['67_36', '67_69']",7,1.3968886538504899,12.59,13.6986
68_52,"['67_73', '66_26']",7,1.3151887870974877,13.2523,9.83078
68_37,"['67_65', '67_86']",7,0.44882161507811646,13.3176,9.2052
68_20,"['67_75', '67_79']",7,0.09260915516700342,13.2632,9.3704
68_33,"['67_38', '66_26']",7,0.09111097200188463,13.2602,9.7444
68_36,"['67_36', '67_86']",7,0.04201499424903407,13.2684,9.26134
68_81,"['65_70', '66_26']",7,0.03917699604843205,13.278,9.20939
68_54,"['67_79', '67_42']",7,0.037319560912849284,13.3003,9.20619
68_44,"['67_84', '67_56']",8,inf,12.4929,14.2857
68_51,"['67_69', '64_25']",8,inf,13.6164,8.31556
68_26,"['66_75', '66_75']",8,1.3610742920394299,13.0154,13.7461
68_38,"['67_54', '67_86']",8,1.0328833583101045,13.3198,9.42257
68_32,"['67_75', '67_75']",8,0.4116689711109381,13.3443,9.22342
68_77,"['67_6', '66_75']",8,0.3876907799816782,12.6075,13.7633
68_73,"['67_8', '67_56']",8,0.18950480585527912,12.5889,13.7943
68_78,"['66_17', '67_75']",8,0.055164530286953097,13.3302,9.25245
68_3,"['67_52', '66_75']",9,inf,12.6164,13.7961
68_76,"['67_73', '67_8']",9,inf,13.761,8.39085
68_15,"['65_79', '67_75']",9,1.9703262847454432,13.3533,9.32322
68_29,"['67_73', '67_88']",9,1.4713122871276094,12.6456,13.7736
68_5,"['67_52', '66_17']",10,inf,13.8364,8.69761
68_62,"['67_38', '66_75']",10,inf,12.6822,14.2275
68_0,"['67_73', '67_8']",10,1.5548170698044714,13.3803,13.644
68_43,"['67_75', '67_79']",10,1.289648012979254,13.6449,9.70928
68_13,"['66_75', '66_75']",10,0.710351987020746,12.7399,13.9713
68_2,"['67_33', '66_17']",11,inf,12.685,15.8401
68_72,"['67_88', '67_52']",11,inf,14.292,8.76203
68_66,"['67_56', '67_52']",11,1.8029023559256925,13.7076,14.7278
68_87,"['67_52', '67_6']",11,1.2065116339441673,14.0177,8.94894
68_1,"['65_79', '67_69']",12,inf,13.5641,15.8635
68_48,"['67_52', '67_54']",12,inf,14.3277,10.2937
68_14,"['67_54', '66_75']",12,2.0,14.2911,13.8639
