cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ
0_9,[],1,inf,53.9728,18.5414
0_63,[],1,inf,23.6535,28.0887
0_93,[],1,1.1757777883212852,29.9498,21.4619
0_65,[],1,0.9681987098442526,47.4185,20.0165
0_3,[],1,0.9017684013310971,26.578,24.6795
0_40,[],1,0.3706802500548303,52.3133,19.2603
0_1,[],2,inf,70.5943,20.3555
0_98,[],2,inf,24.9571,29.5336
0_83,[],2,0.8639605087941453,54.0116,20.8508
0_33,[],2,0.5442142054846231,38.0051,21.731
0_89,[],2,0.3346117922434293,26.0334,28.5273
0_87,[],2,0.33073660137690253,27.9492,26.464
0_8,[],2,0.23955397145951426,37.9112,22.6077
0_73,[],2,0.2048351603603381,30.037,25.5666
0_47,[],2,0.19010682073167656,37.2391,23.7756
0_66,[],2,0.16618339143407412,32.5116,24.9146
0_26,[],2,0.14352399536777227,29.7932,26.2479
0_44,[],2,0.1386358432526691,33.7028,24.3024
0_72,[],2,0.1348847259057325,36.5064,24.07
0_16,[],2,0.13322525978851973,25.2462,28.9915
0_81,[],2,0.09280377231484739,33.3051,24.6986
0_43,[],3,inf,43.2156,22.1653
0_88,[],3,inf,25.2371,30.7638
0_7,[],3,0.5236799447132203,38.4289,23.0442
0_67,[],3,0.4818322817921229,35.5441,24.7868
0_82,[],3,0.45716442311178784,29.2417,27.7791
0_10,[],3,0.4076422897592775,26.2813,29.3745
0_4,[],3,0.3194354216023592,40.2734,22.5458
0_61,[],3,0.2874491760993509,34.1815,25.6066
0_58,[],3,0.27455457726445237,30.9484,26.0812
0_46,[],3,0.2528672911759044,29.434,26.9514
0_32,[],3,0.21965517828423065,25.8145,29.6451
0_18,[],3,0.2079029320182502,42.9763,22.4724
0_31,[],3,0.18543764442176314,30.3768,26.1477
0_51,[],3,0.1711327384253329,34.8141,25.4584
0_84,[],4,inf,46.9857,22.936
0_90,[],4,inf,26.6956,30.7088
0_79,[],4,0.40559815705834035,29.9211,29.46
0_42,[],4,0.362489322905934,34.3177,25.7244
0_68,[],4,0.31963197665129534,27.4919,29.8812
0_30,[],4,0.2991730213139029,31.6691,26.0858
0_48,[],4,0.29169758860673695,42.3462,22.9604
0_11,[],4,0.2567744691243426,36.8086,25.2371
0_49,[],4,0.2430189326493159,30.3723,27.832
0_78,[],4,0.2426260523587862,38.8494,24.2812
0_62,[],4,0.2317974631104685,45.5596,22.9514
0_69,[],4,0.23142177237490497,40.6335,23.3316
0_41,[],4,0.21009919854787018,39.1396,23.5308
0_57,[],4,0.15509401368331435,30.9479,26.9949
0_22,[],4,0.15250356763443926,31.5188,26.9776
0_99,[],4,0.15224402271533527,37.6478,24.8452
0_39,[],4,0.13606458303523936,30.5443,27.8098
0_59,[],4,0.09177948343377733,37.3185,24.8781
0_17,[],5,inf,43.3151,23.1906
0_55,[],5,inf,27.8604,30.8468
0_25,[],5,0.6855055210736316,32.4701,26.7496
0_29,[],5,0.6492988351578489,37.0457,26.069
0_28,[],5,0.5654153124222155,30.4462,28.048
0_64,[],5,0.5328747357908792,30.0227,29.8661
0_53,[],5,0.5172814570371298,39.8866,24.1323
0_38,[],5,0.43677948963245594,38.6907,24.8601
0_85,[],6,inf,47.4935,23.274
0_96,[],6,inf,29.9626,35.6374
0_97,[],6,0.9898233703546988,32.6694,27.2296
0_80,[],6,0.6088715291081465,40.6971,24.3484
0_75,[],6,0.4013051005371548,37.7568,26.2977
0_77,[],6,0.3655718736212555,34.8496,26.8463
0_45,[],6,0.325387980309379,40.1976,25.6564
0_24,[],7,inf,50.082,23.4879
0_95,[],7,inf,32.1133,55.8726
0_54,[],7,0.6410396681333413,32.6487,37.4186
0_36,[],7,0.4204761272183782,45.2838,24.4843
0_5,[],7,0.40667945419246676,37.0133,27.6524
0_76,[],7,0.34813714958458963,34.3951,29.7135
0_70,[],7,0.33511530840040893,33.0491,36.7993
0_34,[],7,0.29341097730086774,40.8466,26.4081
0_94,[],7,0.26468866811479963,43.1847,24.674
0_21,[],7,0.20935317895092076,34.8167,28.7107
0_86,[],7,0.18366760087122433,40.9041,25.1627
0_13,[],8,inf,42.7898,25.1882
0_19,[],8,inf,33.5115,43.3527
0_14,[],8,1.878458870386018,35.8435,29.0416
0_92,[],8,0.9607999162771944,42.3552,26.5451
0_52,[],9,inf,45.9888,25.1914
0_60,[],9,inf,36.1441,44.6087
0_71,[],9,1.404538530825957,41.8224,29.3526
0_12,[],9,1.3624837705819361,38.3383,37.3742
0_0,[],10,inf,61.6085,27.3259
0_74,[],10,inf,39.147,38.3128
0_23,[],10,1.4010630859203839,46.5189,28.6284
0_27,[],10,0.7903486841212574,49.1697,27.822
0_2,[],11,inf,71.322,28.2736
0_37,[],11,inf,39.5214,47.2585
0_50,[],11,1.5475689750332524,47.3935,32.4573
0_56,[],11,1.0271757708938964,45.6051,42.3011
0_6,[],12,inf,40.6609,60.2432
0_91,[],12,inf,55.5185,43.5216
0_15,[],12,1.6992140903367123,49.525,52.2731
0_20,[],12,1.0732387693496286,41.3091,55.9431
0_35,[],13,inf,75.2198,82.7146
