cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ
47_23,"['46_32', '46_40']",1,inf,13.6142,10.1402
47_71,"['46_10', '46_32']",1,inf,13.968,9.18603
47_41,"['46_1', '45_78']",1,2.0,13.9159,9.23304
45_14,"['44_34', '44_10']",2,inf,13.6589,10.1524
47_39,"['45_14', '46_32']",2,inf,13.9932,9.20333
47_53,"['46_40', '45_78']",2,1.6479571271403561,13.9403,9.53563
47_47,"['46_69', '46_78']",2,0.35204287285964386,13.9619,9.2673
47_84,"['46_36', '45_53']",2,0.3473420321818166,13.9554,9.43013
46_54,"['45_14', '45_14']",3,inf,13.6782,10.1645
47_0,"['46_78', '45_77']",3,inf,14.0898,9.23608
45_78,"['44_25', '44_35']",3,1.4175969491958385,13.9435,9.67133
45_82,"['44_39', '44_35']",3,0.43850770096280767,13.9639,9.49281
47_63,"['45_82', '46_1']",3,0.3261176615950065,14.0037,9.4
47_30,"['46_34', '46_3']",3,0.16459674773964994,14.0778,9.3193
47_15,"['46_32', '45_14']",3,0.16323870837837656,14.0427,9.36778
45_53,"['44_67', '44_82']",3,0.10371231339892598,14.0703,9.34491
47_72,"['46_3', '45_78']",3,0.09168864146950513,14.0541,9.36213
46_87,"['45_61', '44_35']",4,inf,14.129,9.29651
47_89,"['46_62', '46_10']",4,inf,13.6868,10.4879
47_87,"['46_42', '45_77']",4,1.1589466270331295,13.8289,10.2914
47_33,"['45_78', '46_3']",4,0.9664470914405593,13.9797,9.56158
47_45,"['45_14', '46_10']",4,0.4862812035468034,13.7885,10.4272
47_34,"['46_78', '45_61']",4,0.24957327531506224,14.0541,9.38286
47_76,"['46_34', '46_34']",4,0.24185873647946868,14.1103,9.37432
47_18,"['45_82', '46_1']",4,0.2256631630455968,14.0113,9.40493
47_43,"['45_14', '46_24']",4,0.19009960464523862,13.9991,9.50353
46_40,"['44_65', '45_14']",4,0.09259615033204915,13.9823,9.55328
47_11,"['46_10', '46_17']",5,inf,13.7296,10.5319
47_81,"['45_77', '45_77']",5,inf,14.1706,9.3339
47_20,"['46_87', '46_10']",5,0.8612506293558028,13.9194,10.3018
47_6,"['45_78', '45_78']",5,0.8370842750010427,13.9919,9.62109
47_49,"['46_87', '45_61']",5,0.28375995139291266,14.131,9.36314
47_40,"['46_42', '45_14']",5,0.2785135089094047,13.8025,10.4309
47_70,"['46_10', '45_14']",5,0.24961330108003318,13.7516,10.488
47_67,"['46_3', '46_54']",5,0.23944026135774324,14.0773,9.42039
47_46,"['46_3', '45_78']",5,0.22251647681888712,14.005,9.53151
47_16,"['46_3', '45_14']",5,0.21727785159695306,13.8736,10.3315
47_9,"['46_10', '45_61']",5,0.18681659530812772,14.0236,9.44063
45_61,"['44_63', '44_82']",5,0.13866353219083852,14.0525,9.43674
47_14,"['45_53', '45_14']",5,0.13766254414954512,13.847,10.4135
47_62,"['46_32', '45_77']",5,0.10653356501198055,13.8506,10.3752
47_65,"['46_32', '45_14']",5,0.0401332152226522,13.849,10.3923
45_77,"['44_10', '44_82']",6,inf,14.187,9.35507
47_10,"['45_14', '46_10']",6,inf,13.7423,10.5532
47_44,"['46_3', '45_78']",6,0.9835952007897288,13.9084,10.3806
47_29,"['45_78', '46_40']",6,0.8969250412227434,14.021,9.66124
46_3,"['45_53', '45_61']",6,0.34683024363892945,14.0544,9.44323
47_36,"['45_14', '46_24']",6,0.28955753665833167,13.8742,10.4442
47_3,"['45_82', '46_78']",6,0.28254451110757894,13.8107,10.4643
47_8,"['45_77', '45_61']",6,0.24943134202887216,14.1202,9.43296
47_88,"['46_9', '46_3']",6,0.22801051840002007,13.7778,10.523
47_61,"['46_3', '46_12']",6,0.21522326718674634,14.148,9.39656
47_56,"['45_77', '46_36']",6,0.2137470254762913,14.026,9.59471
47_31,"['45_77', '46_36']",6,0.06677173307611108,14.0243,9.61823
47_17,"['45_61', '46_24']",7,inf,14.0781,9.44346
47_35,"['46_10', '45_82']",7,inf,13.7751,10.5989
47_37,"['46_87', '45_14']",7,1.482587874172032,13.9194,10.4165
47_74,"['45_53', '46_40']",7,1.2625383692215388,14.04,9.64056
47_7,"['46_42', '46_35']",7,0.6340995638025346,13.8134,10.4895
47_78,"['46_34', '45_14']",7,0.2963269403863473,14.0557,9.47747
47_26,"['46_78', '46_78']",8,inf,14.1516,9.45555
47_68,"['46_36', '45_53']",8,inf,13.8095,14.0921
47_60,"['46_24', '45_77']",8,0.9140248069783931,13.8259,10.5579
47_48,"['45_14', '45_14']",8,0.8101768805075229,13.8569,10.4966
47_82,"['46_9', '46_3']",8,0.7275030603633998,14.0401,9.70457
47_27,"['45_82', '45_53']",8,0.25501314270038855,14.1175,9.48184
47_59,"['46_3', '46_83']",8,0.25312351182806975,14.0628,9.54097
47_77,"['46_40', '45_77']",8,0.10534862083013732,14.1444,9.46453
47_25,"['46_36', '46_43']",8,0.10163972319490662,14.0457,9.68234
47_54,"['45_78', '46_24']",9,inf,13.8277,10.8953
47_57,"['46_3', '46_78']",9,inf,14.136,9.52222
47_4,"['45_14', '45_53']",9,1.6696007496578926,13.8696,10.562
47_66,"['45_82', '45_14']",9,1.3944465050840313,14.0661,9.66457
47_51,"['46_43', '45_61']",9,0.2191612453771561,14.099,9.57103
47_73,"['45_14', '46_12']",9,0.1748384564658178,14.0814,9.59061
47_21,"['45_14', '46_3']",9,0.15556079387628965,14.1355,9.53063
47_12,"['45_14', '46_36']",10,inf,13.8468,14.1189
47_75,"['45_14', '46_3']",10,inf,14.196,9.55875
47_55,"['45_78', '45_77']",10,0.8389354750456044,13.8832,10.8527
47_19,"['45_78', '46_9']",10,0.7590844531588149,14.0789,9.95668
47_86,"['46_34', '45_14']",10,0.738464129318712,13.8984,10.6075
47_22,"['46_3', '45_14']",10,0.32313069372491665,14.0917,9.61255
47_79,"['46_40', '45_82']",10,0.11211983478718737,14.0904,9.65326
47_24,"['46_43', '45_82']",10,0.09729822521588435,13.8871,10.8195
