cand_id,parents,rank,distance,CO2 Gross emissions,Total cost of energy
46_49,"['45_5', '6_85']",1,inf,-36.3008,-13.8943
54_76,"['37_51', '50_58']",1,inf,-40.0692,-13.0484
59_62,"['58_41', '58_6']",1,0.049069601693334006,-38.5385,-13.1767
92_0,"['91_34', '91_36']",1,0.048938818661978314,-39.7829,-13.0588
88_6,"['87_60', '87_81']",1,0.04785541440014377,-37.3984,-13.2594
88_41,"['69_41', '78_54']",1,0.047848854688682614,-36.671,-13.4891
94_65,"['54_76', '93_64']",1,0.044394473757903424,-37.0596,-13.3618
71_51,"['54_76', '54_12']",1,0.039540993387167274,-39.304,-13.0953
13_38,"['11_25', '10_65']",1,0.03487348742437169,-36.5013,-13.7713
77_68,"['76_34', '71_51']",1,0.02812162010131876,-37.2017,-13.3308
91_4,"['90_55', '90_66']",2,0.01771089088232406,-37.0865,-13.3687
94_49,"['93_26', '93_60']",2,0.007869193861976985,-37.0821,-13.7329
94_10,"['13_38', '92_0']",2,0.0035216135517761194,-37.0809,-13.8231
94_18,"['71_51', '59_62']",3,0.034555190645936464,-39.0354,-13.5057
94_35,"['93_42', '93_38']",3,0.032304059587046886,-38.7446,-13.5087
94_21,"['91_4', '59_62']",3,0.031087167673001195,-37.7497,-13.6212
94_66,"['93_80', '93_64']",3,0.028869593455670105,-37.9777,-13.5806
94_56,"['92_0', '59_62']",3,0.02540816335531528,-40.8582,-13.4275
94_28,"['93_7', '54_76']",3,0.02453790351148605,-39.9422,-13.4437
94_63,"['88_6', '93_21']",3,0.02401852456149813,-37.5053,-13.6655
94_83,"['92_0', '92_0']",3,0.023722314856824796,-40.5025,-13.4324
94_14,"['93_64', '93_7']",3,0.016376211558334665,-38.3627,-13.5449
94_64,"['13_38', '54_76']",3,0.015656763619512595,-38.5685,-13.5444
94_40,"['93_7', '54_76']",3,0.01253186957619665,-38.7441,-13.5355
94_48,"['93_62', '71_51']",3,0.011249396022725063,-40.1442,-13.4348
94_31,"['59_62', '93_44']",3,0.010614314833948481,-37.3378,-13.6882
94_5,"['93_42', '93_86']",3,0.010096394309967976,-39.1085,-13.4861
94_25,"['93_42', '88_6']",3,0.009461375685169676,-38.1712,-13.5563
94_52,"['93_34', '88_6']",3,0.008320237473227394,-38.1744,-13.5499
94_51,"['93_38', '93_80']",3,0.008017793036058518,-37.194,-13.7059
94_34,"['88_6', '91_4']",3,0.00712990474143615,-37.7448,-13.6278
94_33,"['93_38', '93_27']",3,0.007086895875627296,-40.0877,-13.442
94_88,"['93_27', '93_38']",3,0.005305848658149397,-40.2556,-13.4331
94_24,"['54_76', '91_4']",3,0.005008726359485191,-37.6807,-13.6309
94_77,"['13_38', '93_42']",3,0.004836272624004663,-37.087,-13.755
94_19,"['93_6', '93_80']",3,0.004729373556906608,-37.6351,-13.6407
94_68,"['93_80', '59_62']",4,0.0192710638249868,-38.044,-13.584
94_16,"['93_42', '91_4']",4,0.01544579766594337,-41.1976,-13.4291
94_7,"['13_38', '59_62']",4,0.011695106441764368,-37.1274,-13.7731
94_11,"['93_27', '93_64']",4,0.010094577743876383,-40.4628,-13.4339
94_30,"['93_27', '93_40']",4,0.00991786899469666,-40.2151,-13.4378
94_69,"['71_51', '88_6']",4,0.00949752550515036,-38.2427,-13.5595
94_17,"['88_41', '93_64']",4,0.008939696901050957,-37.2181,-13.7203
94_76,"['93_86', '93_7']",4,0.0085194920249818,-38.3027,-13.5537
94_60,"['91_4', '93_80']",4,0.007881844828827039,-37.676,-13.6436
94_2,"['93_64', '92_0']",4,0.006898399675132826,-40.3876,-13.4373
94_70,"['93_31', '93_64']",4,0.006850310304838136,-39.1337,-13.4898
94_82,"['93_56', '93_27']",4,0.005491702801766694,-40.7524,-13.4331
94_0,"['93_31', '93_33']",4,0.005253745908174943,-37.3401,-13.6921
94_78,"['13_38', '59_62']",4,0.004129234018013685,-37.1118,-13.8252
94_89,"['93_64', '92_0']",4,0.003426692059741928,-40.2548,-13.4374
94_80,"['13_38', '93_62']",5,0.014017635600330616,-37.1683,-13.896
94_72,"['59_62', '92_0']",5,0.012148156742855491,-40.9089,-13.436
94_84,"['92_0', '93_7']",5,0.011472263501858692,-40.3158,-13.4398
94_59,"['59_62', '77_68']",5,0.010301047049727239,-39.2347,-13.4905
94_38,"['59_62', '93_86']",5,0.009085526458484011,-39.1857,-13.4927
94_8,"['54_76', '13_38']",5,0.008789712918645182,-37.285,-13.7977
94_87,"['46_49', '93_31']",5,0.008764093301425377,-37.2117,-13.8709
94_53,"['93_40', '77_68']",5,0.00840258404791099,-37.4777,-13.7005
94_20,"['71_51', '93_64']",5,0.0061336184971424275,-40.3844,-13.4374
94_27,"['59_62', '93_42']",6,0.038109193325738644,-39.5064,-13.4912
94_4,"['46_49', '93_11']",6,0.02711796700393052,-37.2078,-14.0717
94_62,"['77_68', '93_40']",6,0.02142911449716173,-40.7328,-13.4433
94_13,"['71_51', '46_49']",6,0.020579244098883488,-38.4805,-13.7484
94_39,"['59_62', '54_76']",6,0.020416443565106624,-39.3359,-13.4935
94_55,"['13_38', '93_64']",6,0.01962913007006532,-37.6239,-13.8402
94_26,"['92_0', '93_62']",6,0.01705864616164087,-41.1333,-13.4362
94_74,"['93_42', '13_38']",6,0.01499180779981761,-37.2971,-13.9263
94_1,"['93_64', '46_49']",6,0.011196315682966113,-37.2774,-13.9361
94_32,"['88_41', '93_11']",6,0.009665724226931696,-37.2335,-13.9524
94_50,"['93_64', '77_68']",6,0.009462201175955254,-40.7957,-13.4403
94_6,"['93_86', '93_6']",6,0.006877912072669638,-37.6646,-13.7587
94_43,"['46_49', '93_42']",6,0.006548856942975405,-37.6287,-13.8002
94_71,"['13_38', '88_41']",7,0.0359127984518108,-37.3618,-13.9822
94_23,"['54_76', '77_68']",7,0.03228682243745629,-41.3805,-13.4452
94_61,"['46_49', '93_62']",7,0.024396366992501792,-40.9985,-13.5682
94_36,"['77_68', '92_0']",7,0.017423737037067066,-41.3019,-13.456
94_45,"['54_76', '93_11']",7,0.010323454238824182,-37.6452,-13.9539
94_41,"['92_0', '77_68']",7,0.009266655805883964,-41.3769,-13.4551
94_54,"['93_11', '93_7']",7,0.008640948160043209,-38.2754,-13.819
94_44,"['93_27', '46_49']",7,0.006408716286021349,-37.6952,-13.8259
94_22,"['93_11', '93_21']",8,0.01376736996263459,-37.4485,-14.082
94_29,"['46_49', '93_31']",8,0.010829104043450609,-38.2502,-13.8643
94_42,"['54_76', '93_38']",8,0.007174654123837737,-41.3784,-13.4641
94_47,"['91_4', '46_49']",8,0.006284123772337261,-38.5503,-13.8291
94_73,"['88_41', '92_0']",9,0.11019650485388517,-41.7272,-13.4821
94_3,"['46_49', '71_51']",9,0.04992155483095183,-38.7073,-14.0987
94_81,"['46_49', '59_62']",9,0.046463527282467665,-38.0799,-14.2156
94_86,"['93_7', '46_49']",10,0.5614579280607074,-38.2813,-14.2346
94_79,"['93_11', '46_49']",11,inf,-42.624,-16.8462
94_75,"['93_64', '93_27']",11,0.7611454992527928,-46.6502,-16.3392
94_37,"['88_6', '59_62']",11,0.3003192982442262,-44.6326,-16.4072
94_67,"['93_86', '93_34']",11,0.14754367556457698,-43.443,-16.4904
94_12,"['46_49', '93_27']",11,0.09262674194556006,-42.8003,-16.669
94_15,"['93_7', '91_4']",11,0.054063515865314424,-43.0194,-16.5052
94_58,"['93_62', '93_80']",11,0.037682308473884,-43.1406,-16.4918
