cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy,Cost of energy next 10 years
72_73,"['71_86', '64_80']",1,inf,-25239.9,1.65176,6.062533
84_46,"['81_1', '83_34']",1,inf,-36205.2,1.49586,6.116892000000001
80_62,"['79_7', '79_47']",1,inf,-31719.4,0.177963,6.377829
64_80,"['62_30', '62_30']",1,0.6752351113080491,-23835.7,1.4882,6.087856
84_52,"['83_23', '83_37']",1,0.33835250967213193,-35723.0,1.47022,6.4724
84_17,"['83_9', '83_51']",1,0.04314219901449456,-33023.7,0.453211,6.112679
83_9,"['82_62', '82_56']",1,0.03180792041460667,-33986.7,0.354979,6.2075830000000005
82_21,"['81_25', '81_1']",1,0.029434654659448813,-34710.5,1.39466,6.443446
84_1,"['83_2', '83_51']",1,0.02683387049226029,-33773.3,0.235703,6.199725
84_27,"['83_2', '81_1']",1,0.02527327782492106,-35211.5,1.42374,6.2321860000000004
84_48,"['83_88', '83_24']",1,0.022245884869817562,-33576.1,0.278014,6.14983
84_71,"['83_9', '82_21']",1,0.021976283915487005,-35395.7,1.47569,6.24636
84_47,"['83_9', '82_21']",1,0.020084767193509462,-35530.4,1.34738,6.4568650000000005
84_65,"['82_56', '82_21']",1,0.019404945866859896,-34923.7,1.41977,6.235488
84_49,"['82_56', '76_2']",1,0.01933645869117939,-30675.7,1.89984,6.091037
84_69,"['80_62', '83_2']",1,0.013927406166652216,-33280.5,0.18579,6.277661000000001
84_5,"['72_73', '72_73']",2,0.05443577515436205,-24095.1,1.79486,6.062533
84_36,"['83_34', '83_89']",2,0.04796598463952365,-32622.8,0.565208,6.112695
84_35,"['83_34', '82_9']",2,0.04589087040088359,-33374.4,1.71205,6.3229180000000005
84_83,"['81_1', '83_37']",2,0.03515722593475481,-34745.3,1.53261,6.3739989999999995
84_80,"['82_56', '83_51']",2,0.029056645921040947,-32585.1,0.19249,6.2823709999999995
83_34,"['82_25', '81_24']",2,0.024462270448018037,-34191.8,1.80768,6.153450000000001
84_72,"['76_2', '76_2']",2,0.024192906814690704,-27927.8,2.14747,6.091037
84_12,"['83_34', '74_66']",2,0.022785082158898826,-34544.3,1.83088,6.116892000000001
83_88,"['82_0', '81_34']",2,0.02199518091614526,-33274.6,0.328798,6.172884999999999
74_66,"['73_46', '68_20']",2,0.021670695326519867,-35720.8,1.97239,6.14351
84_64,"['83_89', '83_34']",2,0.020726977964174168,-29895.6,2.20068,6.091037
83_89,"['76_2', '82_63']",2,0.020545496895833536,-29763.7,2.05078,6.0910519999999995
84_20,"['82_56', '83_34']",3,0.10163797353573727,-29705.5,2.64582,6.0910519999999995
84_31,"['83_21', '83_34']",3,0.07886825023354425,-28210.5,1.32013,6.11388
84_23,"['83_88', '64_80']",3,0.05465711446790504,-29869.4,0.888803,6.140518
84_84,"['76_2', '76_2']",3,0.04015483696950477,-27387.3,2.19857,6.091037
84_55,"['80_62', '80_62']",3,0.03783963103291603,-31468.0,0.212273,6.283858
84_33,"['83_56', '81_1']",3,0.02325293955448901,-30893.4,2.23118,6.117031000000001
84_77,"['82_63', '76_2']",3,0.019735133781084487,-29426.3,2.25722,6.117018
84_73,"['74_66', '80_62']",3,0.01772334245773725,-30813.0,2.39705,6.117018
76_2,"['75_44', '75_35']",3,0.017715803601237017,-27558.9,2.20074,6.091037
84_8,"['83_51', '82_21']",4,0.08110329424227497,-29271.0,0.841587,6.391138
84_13,"['76_2', '82_9']",4,0.04074797366204455,-30613.0,2.31541,6.117031000000001
84_37,"['82_56', '72_73']",4,0.039637814946516435,-26280.7,1.35506,6.11388
84_4,"['83_88', '72_73']",5,0.4907719688474484,-26138.0,3.38803,6.117018
84_78,"['64_80', '74_66']",5,0.03587476895614089,-27945.5,2.44345,6.170952000000001
84_2,"['83_89', '83_9']",6,inf,14.827,7.88445,9.720965999999999
84_62,"['83_23', '83_24']",6,0.708562289218422,14.7975,9.59413,9.012801
84_39,"['83_9', '83_56']",6,0.44783055624911394,14.9559,7.69639,8.941007
84_34,"['83_34', '82_56']",6,0.3265275635434813,15.767,9.95792,7.628394999999999
84_61,"['83_34', '80_62']",6,0.02704002381138481,14.9069,7.98458,7.635699000000001
84_28,"['83_2', '83_21']",6,0.01854842582748229,15.2486,7.80516,8.625978
84_18,"['64_80', '83_88']",6,0.00782407556544551,16.0228,9.83048,7.628596999999999
84_40,"['83_10', '83_9']",6,0.003348829571614283,14.8803,7.97145,8.565154
84_53,"['83_23', '83_9']",7,0.14765730444984929,14.9543,8.45476,9.102681
84_44,"['76_2', '83_50']",7,0.14605015794112775,15.1471,8.22029,8.159389000000001
84_79,"['83_88', '83_23']",7,0.05726579087478143,15.0138,9.41962,7.769399
84_74,"['83_66', '81_1']",7,0.051205473818243155,14.9431,9.49977,8.852774
84_57,"['74_66', '64_80']",7,0.03608613705631531,15.457,8.36797,7.668163
84_32,"['83_10', '83_89']",7,0.030454379344231168,15.0716,9.00085,8.576908
84_45,"['83_9', '83_88']",7,0.01160458263126386,15.4547,9.80958,7.644233
84_68,"['64_80', '83_10']",7,0.011128008614606446,15.7425,8.36321,7.652275
84_86,"['74_66', '83_37']",7,0.008707122717463925,14.9545,8.31784,8.642888
84_25,"['80_62', '83_51']",7,0.00796063580068932,15.0886,7.97067,9.498597
84_76,"['72_73', '81_1']",7,0.005748446712992501,16.0523,10.0993,7.628394999999999
84_9,"['64_80', '83_88']",8,0.12620141110079175,15.718,9.17577,8.542077
84_7,"['83_37', '83_89']",8,0.09979964108328244,15.3464,10.3424,7.998749999999999
84_54,"['82_56', '80_62']",8,0.06823534183706921,15.8292,10.1307,7.789667
84_67,"['83_88', '76_2']",8,0.06621707149910167,16.4244,9.23687,8.11918
84_81,"['83_34', '80_62']",8,0.03854356757916067,15.0848,8.43666,8.758714999999999
84_43,"['83_34', '82_21']",8,0.02220318581923956,15.1489,8.40771,9.102681
84_21,"['83_88', '83_50']",8,0.013716126138784493,15.4855,9.87326,8.557654000000001
84_30,"['64_80', '83_51']",8,0.010504957203694302,15.2098,8.42208,8.601790000000001
84_29,"['83_34', '83_10']",8,0.009017782567313401,15.235,8.31747,8.565242000000001
84_14,"['72_73', '83_10']",9,0.05458123125493188,15.647,8.86775,8.62725
84_70,"['82_56', '83_18']",9,0.03469543913562342,15.5177,10.1658,8.812085
84_3,"['80_62', '83_51']",9,0.033414971668971505,15.4691,10.2599,9.039568
84_85,"['83_21', '74_66']",9,0.029720770005323433,15.5485,10.3688,8.682015
84_58,"['76_2', '72_73']",9,0.01972985220802625,15.8363,9.75319,8.542094
84_50,"['64_80', '83_24']",9,0.008481900175737602,15.8169,10.2625,8.569314
84_87,"['83_24', '82_21']",9,0.007281362072990784,15.5513,10.3986,8.622342999999999
84_51,"['76_2', '83_23']",9,0.004452771279623754,15.8349,10.0685,8.542169999999999
84_24,"['81_1', '80_62']",9,0.003825939650540496,15.7761,10.0433,8.593608999999999
84_6,"['83_34', '81_1']",9,0.003763055577348075,15.7533,10.4446,8.542148000000001
84_19,"['83_56', '72_73']",9,0.003148182121623969,15.7087,10.9451,8.542171999999999
84_22,"['74_66', '81_1']",9,0.0026176700975759377,15.6199,10.1617,8.572705
84_16,"['76_2', '82_21']",10,0.04266687236389885,15.6301,10.4841,8.663006
84_15,"['72_73', '64_80']",10,0.007155739853283169,16.4095,9.98854,8.553722000000002
84_42,"['83_34', '83_23']",10,0.00664362508649213,15.8755,10.453,8.553681000000001
84_10,"['83_34', '64_80']",10,0.006019795611027778,15.6456,10.446,8.643798
84_59,"['64_80', '83_10']",10,0.005629910461477721,16.1579,10.0358,8.565493
84_38,"['76_2', '83_56']",10,0.0036937111134910426,15.9036,10.3813,8.553768000000002
84_89,"['80_62', '72_73']",10,0.0033620334712726576,15.8991,10.0507,8.557527
84_60,"['82_63', '80_62']",10,0.0028717320533465773,15.86,10.1599,8.557631
84_0,"['76_2', '82_63']",10,0.0018316321192696798,15.7105,10.3978,8.643796
84_41,"['64_80', '83_89']",10,0.0017334649618186765,16.1338,10.0379,8.569290999999998
