cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy,Cost of energy next 10 years
37_7,"['35_20', '36_70']",1,inf,-3575.9,-12.8746,-10.902925999999999
37_60,"['36_56', '36_24']",1,inf,-3764.19,-11.9337,-10.054326
37_6,"['36_50', '36_26']",1,inf,-4228.63,-15.2173,-9.859884999999998
37_23,"['36_14', '36_3']",1,0.0,-3638.78,-12.4766,-10.877461
36_70,"['35_61', '34_43']",1,0.0,-3595.25,-12.9094,-10.807731
35_20,"['34_43', '34_26']",1,0.0,-3606.75,-12.6155,-10.786226000000003
37_88,"['36_27', '36_68']",1,0.0,-3642.6,-12.5517,-10.782620000000001
37_82,"['36_16', '36_70']",1,0.0,-3618.21,-12.6703,-10.762129
37_71,"['36_70', '36_68']",1,0.0,-3644.85,-12.6553,-10.686285000000002
37_70,"['35_20', '36_16']",1,0.0,-3654.09,-12.2841,-10.631687
37_86,"['36_3', '35_20']",1,0.0,-3649.53,-12.703,-10.597684000000001
37_44,"['36_16', '35_20']",1,0.0,-3677.02,-12.1832,-10.510259
37_14,"['35_20', '36_82']",1,0.0,-3680.39,-12.3433,-10.407233999999999
37_38,"['36_3', '36_39']",1,0.0,-3679.63,-12.7557,-10.404776000000002
37_68,"['36_27', '36_16']",1,0.0,-3715.51,-12.5513,-10.391623000000001
36_16,"['35_61', '35_80']",1,0.0,-3722.64,-12.2155,-10.389627
37_61,"['36_16', '36_16']",1,0.0,-3723.08,-12.2118,-10.385691
36_82,"['35_80', '35_21']",1,0.0,-3752.68,-12.1455,-10.220085999999998
37_28,"['36_39', '36_3']",1,0.0,-3719.64,-12.4496,-10.202719
37_40,"['36_24', '36_68']",1,0.0,-3756.25,-12.4935,-10.080136
37_54,"['36_82', '36_3']",1,0.0,-3762.65,-12.2021,-10.076471999999999
37_75,"['36_39', '36_82']",1,0.0,-3781.26,-12.1603,-10.039104000000002
37_31,"['36_16', '36_39']",1,0.0,-3808.61,-12.3006,-9.917902999999999
