cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy,Cost of energy next 10 years
18_80,"['17_72', '17_77']",1,inf,-4001.53,-14.8498,-10.09005
18_2,"['17_33', '17_18']",1,inf,-5054.99,-12.9753,-9.887837
14_13,"['13_21', '13_16']",1,inf,-4591.28,-17.4119,-9.860409
18_83,"['17_71', '17_77']",1,0.0,-4037.72,-13.8485,-9.911764
18_74,"['17_77', '17_71']",1,0.0,-4027.83,-14.5385,-9.908586
18_6,"['17_72', '16_35']",1,0.0,-4084.73,-15.8792,-9.895509
18_10,"['17_56', '16_35']",1,0.0,-4199.73,-14.8324,-9.890519000000001
18_61,"['17_58', '17_6']",1,0.0,-4356.92,-14.19,-9.884103
18_34,"['17_21', '17_76']",1,0.0,-4284.61,-14.9823,-9.879765
18_62,"['17_89', '17_56']",1,0.0,-4460.1,-14.4433,-9.878737999999998
17_71,"['14_19', '16_89']",1,0.0,-4094.09,-16.1105,-9.878317999999998
18_37,"['17_72', '17_48']",1,0.0,-4352.42,-14.682,-9.876717000000001
18_21,"['17_10', '17_6']",1,0.0,-4580.08,-14.2012,-9.87494
18_35,"['17_10', '17_21']",1,0.0,-4320.48,-17.3826,-9.873668
18_44,"['17_81', '17_33']",1,0.0,-4933.52,-13.3975,-9.873534000000001
18_55,"['16_33', '17_81']",1,0.0,-4986.0,-13.2241,-9.873321
18_3,"['17_18', '17_48']",1,0.0,-4685.03,-13.9859,-9.870877000000002
18_19,"['17_56', '17_18']",1,0.0,-4662.46,-14.2809,-9.87035
18_76,"['17_18', '17_71']",1,0.0,-4362.3,-14.4775,-9.869752
18_13,"['17_18', '17_18']",1,0.0,-4851.4,-14.3262,-9.868977
17_18,"['16_81', '16_10']",1,0.0,-4897.95,-14.2549,-9.868625
18_54,"['17_48', '17_21']",1,0.0,-4502.07,-15.3152,-9.868347
18_88,"['17_10', '17_72']",1,0.0,-4569.1,-14.3327,-9.865289
17_21,"['16_15', '16_15']",1,0.0,-4564.58,-17.3829,-9.864782
18_57,"['17_18', '14_13']",1,0.0,-4653.1,-15.6063,-9.864738
18_60,"['14_13', '17_21']",1,0.0,-4608.18,-16.9508,-9.861533
18_69,"['14_13', '17_21']",1,0.0,-4418.75,-17.4688,-9.860629
18_22,"['17_77', '17_77']",2,0.0,-4025.79,-23.2426,-10.261746
17_77,"['14_19', '16_13']",2,0.0,-4022.18,-23.6935,-10.260873
18_86,"['17_56', '17_77']",2,0.0,-4074.46,-16.6086,-10.079927
16_13,"['15_21', '13_66']",2,0.0,-4303.05,-14.2034,-10.025436
17_56,"['16_13', '16_13']",2,0.0,-4309.09,-14.1998,-10.018432
18_46,"['17_47', '17_51']",2,0.0,-4219.17,-14.6798,-10.009955
18_50,"['17_72', '17_6']",2,0.0,-4226.51,-14.5418,-9.956987000000002
18_66,"['17_71', '17_6']",2,0.0,-4092.64,-14.8087,-9.937546000000001
18_28,"['17_10', '17_77']",2,0.0,-4197.35,-14.8649,-9.923721
