cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy,Cost of energy next 10 years
8_54,"['6_88', '7_84']",1,inf,-4336.48,-15.8643,-9.930159999999999
9_33,"['7_85', '7_85']",1,inf,-5089.16,-13.7647,-9.908052
8_1,"['6_49', '6_49']",1,inf,-4742.84,-16.9118,-9.869919
9_19,"['8_7', '8_54']",1,0.10072928947558181,-4418.16,-15.2635,-9.900038
9_60,"['8_35', '7_22']",1,0.09222454088376147,-5165.81,-14.9025,-9.883381
9_44,"['8_23', '8_40']",1,0.07430786549502628,-5365.59,-14.0607,-9.895064999999999
9_28,"['8_1', '7_20']",1,0.07221936960787202,-4549.83,-15.3091,-9.877647999999999
9_63,"['8_61', '8_7']",1,0.06592561207050766,-4386.88,-17.3927,-9.890562999999998
9_24,"['8_35', '8_1']",1,0.06250135030491147,-4886.05,-15.8798,-9.872951
9_67,"['7_20', '8_73']",1,0.05762326496365397,-4740.87,-15.6099,-9.875035
9_52,"['8_61', '8_40']",1,0.057616493461464156,-4616.38,-14.436,-9.895076
9_38,"['8_65', '8_36']",1,0.05600869545761275,-4823.11,-14.5804,-9.888099
9_23,"['6_49', '8_84']",1,0.05573820163143157,-4639.17,-15.0389,-9.887690000000001
7_84,"['3_43', '6_88']",1,0.054226305262899455,-4340.22,-16.2994,-9.928099
9_73,"['8_1', '8_69']",1,0.05173060411369783,-4521.9,-16.0463,-9.872992
9_10,"['8_7', '8_7']",1,0.05083753759225476,-4373.61,-17.5159,-9.894153999999999
9_75,"['8_61', '7_50']",1,0.0488491548429985,-4783.32,-14.0002,-9.905232999999999
8_23,"['7_50', '7_40']",1,0.048664995717424775,-5074.58,-14.1875,-9.897469
8_7,"['6_49', '7_43']",1,0.024067606155391053,-4380.62,-17.496,-9.894381000000001
9_34,"['8_23', '8_7']",1,0.018583698022709625,-4625.2,-15.2656,-9.894578
7_50,"['6_87', '6_40']",2,inf,-5379.28,-14.0847,-9.901415
9_79,"['8_1', '7_85']",2,0.07603686041292287,-4481.16,-17.5429,-9.899197000000001
9_83,"['7_84', '7_31']",2,0.06672043526231096,-4461.38,-16.4348,-9.930150000000001
7_85,"['6_40', '3_4']",2,0.05627526242827492,-5091.71,-13.7779,-9.908092
9_43,"['7_31', '7_31']",2,0.051283011801973796,-4520.9,-15.9007,-9.931575999999998
9_41,"['8_61', '8_1']",2,0.040351819421726796,-4581.56,-17.4024,-9.878896999999998
9_49,"['8_35', '8_23']",2,0.040040326646479614,-5102.05,-14.4752,-9.902326
9_82,"['8_23', '7_20']",2,0.03887413798994057,-5035.38,-14.9999,-9.905418000000001
8_84,"['7_50', '7_44']",2,0.037972336247834165,-4912.66,-14.4834,-9.931424000000002
9_5,"['8_61', '8_1']",2,0.034588862629075,-4665.84,-15.5661,-9.879534000000001
9_72,"['8_54', '8_69']",2,0.03362754280410762,-4625.68,-15.3142,-9.918285999999998
9_15,"['8_40', '8_5']",2,0.026574831588731414,-5078.56,-14.0088,-9.911043
8_40,"['7_66', '7_22']",2,0.025443772320791667,-5173.24,-14.1437,-9.90614
9_65,"['7_50', '8_73']",2,0.02493276064442335,-4873.97,-15.2649,-9.892526
9_84,"['8_83', '8_61']",2,0.02440551487566451,-4812.41,-14.641,-9.929977
9_20,"['8_61', '8_35']",2,0.0217460753647672,-4872.95,-15.2055,-9.896799
9_57,"['8_23', '8_69']",2,0.0215915437141793,-4779.85,-14.9971,-9.915851
9_30,"['7_85', '6_88']",2,0.02055250372130439,-5074.3,-14.1621,-9.928676999999999
9_4,"['8_1', '8_61']",2,0.01789713655841047,-4586.14,-15.3284,-9.885029
8_36,"['7_23', '7_44']",2,0.012795495763176538,-4866.12,-14.6551,-9.905462000000002
9_89,"['8_7', '8_70']",3,0.07733381848108678,-4807.29,-16.6278,-9.879919
9_8,"['7_84', '7_20']",3,0.07193149640054625,-4569.5,-16.9611,-9.934755
