cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy,Cost of energy next 10 years
81_18,"['80_47', '80_39']",1,,-3440.4,-10.9683,-12.374929
82_27,"['81_8', '81_8']",1,inf,-3513.57,-10.6438,-12.051878
80_32,"['79_43', '79_43']",1,inf,-3720.99,-11.6504,-10.089966
82_8,"['81_18', '81_8']",1,0.0,-3488.85,-10.785,-12.366400000000002
82_22,"['81_12', '81_67']",1,0.0,-3443.84,-10.917,-12.209295000000001
82_39,"['81_85', '81_79']",1,0.0,-3496.13,-10.7384,-12.107641
82_11,"['81_21', '81_42']",1,0.0,-3492.2,-10.7744,-12.10399
82_3,"['81_40', '81_79']",1,0.0,-3488.25,-10.8025,-12.096112999999999
81_8,"['80_3', '80_47']",1,0.0,-3511.91,-10.6649,-12.073787999999999
82_63,"['81_8', '81_16']",1,0.0,-3457.2,-10.9154,-12.005343
82_54,"['81_35', '81_40']",1,0.0,-3492.22,-10.7645,-11.955175
82_88,"['81_35', '81_42']",1,0.0,-3462.75,-10.8878,-11.930845
82_31,"['81_82', '81_40']",1,0.0,-3503.2,-10.697,-11.899384000000001
82_42,"['81_8', '81_40']",1,0.0,-3503.32,-10.7614,-11.895564
82_78,"['81_35', '81_85']",1,0.0,-3505.6,-10.6938,-11.885146
82_55,"['81_30', '81_35']",1,0.0,-3510.33,-10.7786,-11.870997000000001
82_69,"['81_69', '80_79']",1,0.0,-3514.04,-10.8185,-11.853722000000001
82_33,"['81_82', '81_40']",1,0.0,-3469.88,-11.1154,-11.770883
82_7,"['80_79', '81_48']",1,0.0,-3481.09,-11.0483,-11.743028
82_47,"['81_80', '81_40']",1,0.0,-3515.31,-10.6992,-11.695171000000002
82_40,"['81_11', '81_69']",1,0.0,-3490.45,-11.1098,-11.685355000000001
82_60,"['81_40', '81_80']",1,0.0,-3514.59,-10.7997,-11.67547
82_16,"['81_40', '81_40']",1,0.0,-3511.15,-10.8867,-11.672953
82_82,"['81_77', '81_40']",1,0.0,-3532.06,-10.9493,-11.662652999999999
82_74,"['80_79', '81_58']",1,0.0,-3516.88,-11.0459,-11.630796
81_40,"['80_55', '80_63']",1,0.0,-3464.05,-11.1521,-11.613401
82_58,"['81_77', '81_80']",1,0.0,-3540.12,-10.9581,-11.559031
82_38,"['81_85', '81_6']",1,0.0,-3544.1,-10.7248,-11.420830999999998
82_65,"['81_62', '81_8']",1,0.0,-3559.54,-10.9895,-11.3454
81_89,"['80_32', '80_21']",1,0.0,-3528.27,-11.0606,-11.335909
82_15,"['81_6', '81_69']",1,0.0,-3487.75,-11.2228,-11.33342
82_49,"['81_82', '81_77']",1,0.0,-3531.48,-11.1466,-11.312988
82_2,"['81_86', '81_58']",1,0.0,-3542.68,-11.1606,-11.300267999999999
82_61,"['81_6', '81_89']",1,0.0,-3558.98,-11.0953,-11.257353
82_89,"['81_11', '81_6']",1,0.0,-3563.58,-11.1323,-11.247399999999999
82_50,"['81_62', '81_79']",1,0.0,-3572.15,-11.006,-11.231863999999998
82_80,"['81_6', '81_86']",1,0.0,-3574.94,-10.9497,-11.210364
82_84,"['81_6', '81_58']",1,0.0,-3572.86,-11.0908,-11.188249000000003
82_32,"['81_69', '81_11']",1,0.0,-3584.32,-10.9711,-11.155618
82_14,"['81_89', '81_48']",1,0.0,-3564.69,-11.177,-11.133678
81_77,"['80_32', '80_39']",1,0.0,-3584.67,-11.0957,-11.132499
82_9,"['80_32', '81_79']",1,0.0,-3567.21,-11.2672,-11.130954
82_48,"['81_6', '81_89']",1,0.0,-3585.76,-11.0956,-11.116024
82_64,"['81_18', '81_62']",1,0.0,-3580.91,-11.124,-11.101581
81_6,"['80_32', '80_76']",1,0.0,-3600.22,-11.0549,-10.930179999999998
82_10,"['81_62', '81_11']",1,0.0,-3586.38,-11.237,-10.922729
82_59,"['81_89', '81_86']",1,0.0,-3611.68,-10.9367,-10.922061
82_45,"['81_6', '80_32']",1,0.0,-3552.51,-11.4793,-10.916654000000001
82_43,"['81_40', '80_32']",1,0.0,-3591.21,-11.1873,-10.889565
82_75,"['81_11', '81_6']",1,0.0,-3602.22,-11.1691,-10.881784999999999
82_21,"['81_58', '81_58']",1,0.0,-3600.72,-11.1797,-10.84929
81_58,"['80_32', '80_47']",1,0.0,-3601.64,-11.2245,-10.820628000000001
82_35,"['81_78', '80_32']",1,0.0,-3616.33,-11.0667,-10.704723
82_24,"['81_62', '81_62']",1,0.0,-3626.92,-11.1947,-10.614357
81_62,"['80_67', '80_32']",1,0.0,-3637.7,-11.1846,-10.523051
82_37,"['81_62', '80_32']",1,0.0,-3618.33,-11.4066,-10.326377
82_87,"['81_8', '81_18']",2,0.0,-3452.86,-10.9931,-12.275521000000001
82_6,"['80_79', '81_18']",2,0.0,-3451.32,-11.1019,-12.271063999999999
82_68,"['81_18', '81_40']",2,0.0,-3496.28,-10.7841,-12.124007
82_25,"['81_8', '81_79']",2,0.0,-3511.98,-10.6984,-12.102617
82_56,"['81_79', '81_8']",2,0.0,-3505.21,-10.7059,-11.996593
82_28,"['81_12', '81_85']",2,0.0,-3507.64,-10.8102,-11.989880000000001
82_46,"['81_12', '81_58']",2,0.0,-3484.31,-11.1521,-11.898544
82_67,"['81_40', '81_82']",2,0.0,-3516.13,-10.7936,-11.853226000000001
82_83,"['81_18', '80_32']",2,0.0,-3522.45,-11.1052,-11.83953
82_13,"['81_35', '81_75']",2,0.0,-3522.98,-10.8486,-11.799686
82_62,"['81_8', '81_11']",2,0.0,-3524.28,-11.0112,-11.736543000000001
82_81,"['81_8', '81_89']",2,0.0,-3541.02,-10.8528,-11.733984999999999
82_86,"['81_86', '81_86']",2,0.0,-3525.48,-10.9454,-11.720182
82_44,"['81_62', '81_8']",2,0.0,-3535.59,-11.05,-11.717684000000002
82_77,"['81_89', '81_18']",2,0.0,-3560.66,-10.8189,-11.703273
82_79,"['81_77', '81_42']",2,0.0,-3540.81,-10.8595,-11.698936
82_71,"['81_77', '81_12']",2,0.0,-3548.24,-10.9679,-11.647238999999999
82_19,"['81_82', '81_77']",2,0.0,-3469.96,-11.5376,-11.634866
82_76,"['81_62', '80_79']",2,0.0,-3538.74,-11.0708,-11.554061
82_29,"['81_11', '81_80']",2,0.0,-3498.46,-11.2701,-11.516984
82_12,"['81_79', '81_58']",2,0.0,-3539.92,-11.0927,-11.431676
82_23,"['81_6', '81_85']",2,0.0,-3549.36,-10.88,-11.424925
81_11,"['80_32', '80_47']",2,0.0,-3568.67,-11.2643,-11.298419999999998
82_20,"['81_58', '81_67']",2,0.0,-3580.63,-11.1075,-11.223465000000001
82_66,"['80_32', '81_35']",2,0.0,-3590.69,-11.2475,-10.948685000000001
82_36,"['81_62', '81_86']",2,0.0,-3603.14,-11.1061,-10.946798999999999
82_70,"['80_32', '81_89']",2,0.0,-3652.47,-11.237,-10.574269
82_85,"['80_32', '81_77']",2,0.0,-3659.67,-11.338,-10.551987
82_1,"['81_42', '80_79']",3,0.0,-3498.38,-10.9118,-12.349864
82_0,"['81_82', '81_11']",3,0.0,-3501.47,-10.973,-12.177585
82_52,"['81_48', '81_79']",3,0.0,-3502.35,-10.8414,-12.151875
82_51,"['81_69', '81_85']",3,0.0,-3507.12,-10.7186,-12.080501
82_53,"['81_8', '80_79']",3,0.0,-3509.67,-10.7944,-12.033364
82_73,"['81_80', '81_82']",3,0.0,-3516.9,-10.7852,-12.013612
82_72,"['81_67', '81_77']",3,0.0,-3519.23,-11.0606,-11.919864
82_30,"['80_79', '81_89']",3,0.0,-3551.76,-10.9852,-11.622407999999998
82_57,"['80_32', '81_16']",3,0.0,-3557.36,-11.3445,-11.517714000000002
82_17,"['81_11', '81_89']",3,0.0,-3559.85,-11.2184,-11.488385000000001
82_5,"['81_86', '81_11']",3,0.0,-3609.11,-11.1435,-10.955036000000002
82_4,"['80_82', '81_8']",4,0.0,-3507.2,-10.7414,-12.186045000000002
82_41,"['81_79', '81_77']",4,0.0,-3515.6,-10.994,-12.09633
82_18,"['81_67', '81_18']",5,inf,-inf,-inf,-inf
82_26,"['81_67', '81_58']",5,,-inf,-inf,-inf
82_34,"['81_40', '80_32']",5,,-inf,-inf,-inf
