cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy,Cost of energy next 10 years
46_8,"['45_37', '45_25']",1,inf,-3523.63,-12.6676,-11.449415
48_25,"['47_78', '47_14']",1,inf,-3705.34,-11.6258,-10.41554
45_51,"['44_19', '44_65']",1,inf,-3807.79,-12.3284,-9.869810000000001
47_30,"['45_6', '46_10']",1,0.0,-3570.78,-11.9286,-11.423912
48_26,"['46_8', '46_26']",1,0.0,-3532.04,-12.4583,-11.352034999999999
48_87,"['47_30', '47_21']",1,0.0,-3600.7,-11.7292,-11.337619
45_6,"['44_39', '44_72']",1,0.0,-3626.49,-11.6567,-11.329719
48_81,"['47_14', '47_30']",1,0.0,-3596.3,-11.7477,-11.259108999999999
47_21,"['45_6', '46_59']",1,0.0,-3603.54,-11.8118,-11.223238999999998
48_41,"['47_14', '45_6']",1,0.0,-3578.74,-11.9676,-11.181645
48_60,"['47_48', '47_30']",1,0.0,-3622.43,-11.7957,-11.142958
48_5,"['46_42', '46_0']",1,0.0,-3565.66,-12.1137,-11.124844
48_39,"['47_52', '47_20']",1,0.0,-3591.03,-11.8625,-11.034864
48_63,"['47_21', '47_72']",1,0.0,-3582.87,-12.0426,-11.017809
48_15,"['46_8', '45_51']",1,0.0,-3608.32,-12.5531,-11.007864
48_12,"['45_6', '47_36']",1,0.0,-3633.84,-11.6927,-10.941304
48_24,"['47_36', '46_8']",1,0.0,-3618.12,-11.8714,-10.844802
48_9,"['47_20', '46_26']",1,0.0,-3625.87,-11.8253,-10.797953
48_6,"['46_26', '47_25']",1,0.0,-3639.81,-12.0499,-10.767945000000001
48_65,"['46_26', '47_20']",1,0.0,-3647.02,-11.6833,-10.741334
48_38,"['47_30', '45_51']",1,0.0,-3672.94,-11.7893,-10.689871
48_40,"['47_52', '45_51']",1,0.0,-3673.29,-11.9496,-10.434965000000002
48_27,"['47_21', '45_51']",1,0.0,-3656.98,-12.075,-10.124984
48_49,"['47_21', '45_51']",1,0.0,-3732.58,-12.0686,-9.987078
48_48,"['47_14', '45_51']",1,0.0,-3740.69,-12.1869,-9.931515000000001
48_46,"['47_52', '47_30']",2,,-3583.43,-11.9958,-11.657013000000001
48_20,"['47_52', '46_8']",2,0.0,-3558.7,-12.4659,-11.655596
48_59,"['47_72', '45_6']",2,0.0,-3581.96,-12.046,-11.514079
47_52,"['46_26', '46_8']",2,0.0,-3568.51,-12.2723,-11.476542
48_32,"['46_59', '47_52']",2,0.0,-3548.1,-12.4843,-11.388335000000001
48_78,"['47_20', '47_52']",2,0.0,-3587.94,-12.0776,-11.353636999999999
48_54,"['47_52', '47_21']",2,0.0,-3582.02,-12.1288,-11.34983
48_44,"['47_52', '45_6']",2,0.0,-3597.94,-11.7807,-11.291465
48_35,"['46_59', '46_42']",2,0.0,-3600.36,-12.0301,-11.289752
46_42,"['45_6', '45_37']",2,0.0,-3570.73,-12.3925,-11.286823000000002
48_18,"['47_30', '47_17']",2,0.0,-3615.32,-11.7931,-11.285612
48_51,"['47_17', '47_14']",2,0.0,-3601.99,-11.9869,-11.284262
48_86,"['47_72', '47_21']",2,0.0,-3587.29,-12.0943,-11.217592999999999
48_64,"['47_30', '46_42']",2,0.0,-3622.66,-11.8075,-11.209238
48_80,"['45_6', '47_48']",2,0.0,-3581.91,-12.1882,-11.191109999999998
48_22,"['47_17', '47_17']",2,0.0,-3609.77,-11.8996,-11.188548
47_14,"['46_26', '46_26']",2,0.0,-3607.31,-11.9637,-11.181403
46_0,"['45_88', '45_6']",2,0.0,-3572.23,-12.317,-11.177766
48_74,"['46_26', '47_71']",2,0.0,-3608.12,-12.118,-11.162858
47_48,"['46_0', '46_0']",2,0.0,-3569.66,-12.4569,-11.160216
48_72,"['47_21', '47_71']",2,0.0,-3615.55,-11.9042,-11.159555000000001
48_2,"['47_30', '47_78']",2,0.0,-3654.94,-11.7981,-11.126725
48_55,"['43_56', '47_33']",2,0.0,-3594.31,-12.4923,-11.114991
48_47,"['46_8', '47_36']",2,0.0,-3596.89,-12.4173,-11.086375
48_7,"['46_26', '47_86']",2,0.0,-3615.68,-11.8949,-11.062161999999999
48_11,"['45_28', '47_48']",2,0.0,-3609.12,-12.6049,-11.050619000000001
48_58,"['47_14', '47_40']",2,0.0,-3620.78,-12.1476,-11.050314
48_83,"['46_59', '45_6']",2,0.0,-3649.52,-11.8833,-11.043938999999998
48_76,"['46_26', '43_56']",2,0.0,-3610.13,-12.2434,-11.041480000000002
48_89,"['47_31', '47_17']",2,0.0,-3618.02,-12.5536,-11.022834999999999
48_8,"['46_26', '45_28']",2,0.0,-3615.67,-12.557,-11.0093
48_61,"['47_14', '46_8']",2,0.0,-3626.52,-12.2557,-10.964673000000001
48_17,"['47_14', '47_25']",2,0.0,-3630.22,-12.0139,-10.919379000000001
48_84,"['46_42', '47_40']",2,0.0,-3643.63,-12.1078,-10.865215000000001
48_4,"['47_33', '46_26']",2,0.0,-3626.79,-12.1104,-10.823995
48_79,"['45_51', '46_26']",2,0.0,-3660.04,-12.6322,-10.654465
48_37,"['47_68', '45_51']",2,0.0,-3700.06,-12.2844,-10.352077
48_43,"['46_0', '45_51']",2,0.0,-3727.22,-12.3061,-10.177076999999999
48_77,"['46_42', '45_51']",2,,-3840.63,-12.3661,-9.870418
48_30,"['47_48', '47_30']",3,0.0,-3606.09,-12.1066,-11.522773
