cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy,Cost of energy next 10 years
88_39,"['87_51', '86_63']",1,inf,-3475.16,-10.5212,-12.580138999999999
88_9,"['87_74', '87_27']",1,inf,-3391.73,-11.0638,-12.279232000000002
88_29,"['84_7', '84_7']",1,inf,-3710.98,-11.367,-9.985176999999998
88_58,"['87_44', '87_83']",1,0.0,-3452.96,-10.6655,-12.753744000000001
88_66,"['87_27', '87_22']",1,0.0,-3453.59,-10.5821,-12.744364000000001
88_88,"['87_44', '87_38']",1,0.0,-3458.66,-10.5485,-12.634794000000001
88_47,"['86_63', '87_51']",1,0.0,-3464.76,-10.5652,-12.608079
88_43,"['87_65', '87_22']",1,0.0,-3403.72,-10.8532,-12.599063000000001
88_74,"['87_73', '87_39']",1,0.0,-3453.47,-10.6097,-12.569576999999999
88_5,"['87_74', '87_71']",1,0.0,-3410.02,-10.904,-12.533414000000002
88_83,"['87_73', '87_73']",1,0.0,-3463.42,-10.6233,-12.523992
87_39,"['86_67', '86_13']",1,0.0,-3418.99,-10.9233,-12.515118
88_13,"['87_22', '87_39']",1,0.0,-3466.85,-10.5929,-12.466107000000001
88_46,"['87_22', '87_83']",1,0.0,-3425.65,-10.866,-12.458238
88_70,"['86_63', '86_13']",1,0.0,-3457.16,-10.6245,-12.457871999999998
88_54,"['87_41', '87_51']",1,0.0,-3469.85,-10.6101,-12.415753
88_37,"['86_63', '87_51']",1,0.0,-3474.35,-10.5221,-12.406237
88_51,"['87_65', '87_41']",1,0.0,-3418.79,-10.9803,-12.398933000000001
88_11,"['86_13', '87_24']",1,0.0,-3457.74,-10.7391,-12.395118
88_26,"['87_24', '86_13']",1,0.0,-3463.57,-10.6756,-12.391501
88_57,"['87_51', '87_78']",1,0.0,-3477.63,-10.5547,-12.361407
88_52,"['87_39', '87_73']",1,0.0,-3421.08,-10.8771,-12.335580000000002
88_44,"['87_51', '87_65']",1,0.0,-3482.61,-10.5541,-12.323507000000001
88_24,"['87_22', '87_27']",1,0.0,-3464.11,-10.6221,-12.281756000000001
88_64,"['87_60', '87_51']",1,0.0,-3482.57,-10.5899,-12.257608999999999
88_10,"['87_38', '87_31']",1,0.0,-3476.63,-10.6748,-12.251276
88_23,"['87_38', '87_46']",1,0.0,-3466.35,-10.7164,-12.243957
88_20,"['86_13', '87_46']",1,0.0,-3483.68,-10.6109,-12.173091
88_81,"['87_27', '87_78']",1,0.0,-3483.89,-10.7238,-12.151963
88_65,"['86_13', '87_46']",1,0.0,-3408.6,-11.1873,-12.126511
88_16,"['87_51', '86_13']",1,0.0,-3461.07,-10.9107,-12.081211
86_13,"['84_87', '84_10']",1,0.0,-3410.45,-11.2347,-12.031799
88_60,"['87_12', '87_51']",1,0.0,-3480.8,-10.8309,-12.024296
88_76,"['86_13', '87_60']",1,0.0,-3470.28,-10.8643,-11.970409
88_82,"['86_13', '87_46']",1,0.0,-3463.92,-11.0362,-11.955088
88_15,"['87_41', '87_86']",1,0.0,-3508.53,-10.9145,-11.912715000000002
88_18,"['84_7', '87_39']",1,0.0,-3530.32,-10.9924,-11.68561
88_77,"['84_7', '84_7']",1,0.0,-3697.9,-11.3512,-10.075285000000001
84_7,"['83_60', '80_32']",1,0.0,-3704.35,-11.3557,-10.01985
88_85,"['87_59', '87_73']",2,0.0,-3455.55,-10.6551,-12.776048
88_72,"['87_44', '87_59']",2,0.0,-3460.69,-10.664,-12.773399000000001
88_45,"['86_63', '87_51']",2,0.0,-3460.87,-10.6139,-12.680302999999999
88_86,"['87_71', '87_44']",2,0.0,-3413.52,-10.9477,-12.679818999999998
88_1,"['86_63', '87_71']",2,0.0,-3463.43,-10.6096,-12.640190999999998
88_6,"['87_51', '87_27']",2,0.0,-3466.47,-10.5843,-12.618152
87_27,"['86_79', '85_25']",2,0.0,-3463.79,-10.6714,-12.609899
88_38,"['87_27', '86_63']",2,0.0,-3461.48,-10.6742,-12.60943
88_55,"['86_63', '87_71']",2,0.0,-3456.49,-10.8284,-12.605358
88_27,"['87_60', '87_59']",2,0.0,-3463.8,-10.6181,-12.601954000000001
86_63,"['85_25', '84_77']",2,0.0,-3466.36,-10.6111,-12.583471
87_24,"['86_79', '86_7']",2,0.0,-3467.1,-10.6182,-12.578740999999999
87_34,"['85_14', '86_81']",2,0.0,-3416.22,-10.9371,-12.569794
88_7,"['87_39', '87_34']",2,0.0,-3459.41,-10.6876,-12.552036999999999
88_68,"['87_22', '87_34']",2,0.0,-3462.47,-10.6721,-12.506336999999998
88_2,"['87_24', '87_77']",2,0.0,-3423.44,-10.9278,-12.505092000000001
88_21,"['87_39', '86_63']",2,0.0,-3468.65,-10.6125,-12.503848
88_22,"['87_27', '87_22']",2,0.0,-3463.58,-10.7366,-12.455359
87_51,"['86_57', '86_72']",2,0.0,-3479.18,-10.5406,-12.447001
88_30,"['87_51', '87_22']",2,0.0,-3476.3,-10.5701,-12.437937999999999
88_42,"['87_34', '87_31']",2,0.0,-3467.98,-10.624,-12.422783999999998
88_41,"['87_82', '87_39']",2,0.0,-3465.55,-10.6622,-12.405082000000002
88_50,"['87_22', '87_34']",2,0.0,-3426.03,-10.8919,-12.403963999999998
88_14,"['87_34', '86_13']",2,0.0,-3453.27,-10.9384,-12.379883000000001
88_33,"['87_22', '87_60']",2,0.0,-3453.81,-10.978,-12.366153
88_34,"['87_73', '87_22']",2,0.0,-3468.49,-10.6499,-12.318177
88_89,"['87_39', '86_13']",2,0.0,-3471.48,-10.7202,-12.299868
88_36,"['86_13', '87_51']",2,0.0,-3476.54,-10.6533,-12.288709
88_17,"['87_59', '86_13']",2,0.0,-3471.74,-10.896,-12.064485999999999
87_44,"['85_51', '86_79']",3,,-3458.55,-10.6792,-12.81542
88_12,"['87_29', '87_44']",3,0.0,-3462.6,-10.6426,-12.715683
88_8,"['87_27', '87_44']",3,0.0,-3462.01,-10.6812,-12.693234
87_59,"['86_46', '86_34']",3,0.0,-3464.06,-10.6155,-12.664471000000002
88_80,"['87_44', '87_38']",3,0.0,-3464.05,-10.6541,-12.646349999999998
88_87,"['87_39', '87_24']",3,0.0,-3463.73,-10.6898,-12.646291
88_67,"['87_73', '87_24']",3,0.0,-3465.29,-10.6786,-12.645567
88_35,"['87_34', '87_44']",3,0.0,-3462.14,-10.7892,-12.596337
88_25,"['87_41', '87_44']",3,0.0,-3417.79,-10.9527,-12.588772
88_19,"['87_24', '87_24']",3,0.0,-3467.97,-10.6341,-12.582476000000002
88_32,"['87_71', '87_3']",3,0.0,-3464.12,-10.7445,-12.582281
88_71,"['87_59', '87_27']",3,0.0,-3471.94,-10.6223,-12.53133
88_0,"['86_63', '87_59']",3,0.0,-3470.65,-10.6405,-12.503759
88_63,"['87_29', '87_34']",3,0.0,-3473.85,-10.6287,-12.475045
88_28,"['87_65', '87_34']",3,0.0,-3468.26,-10.6417,-12.467175999999998
88_78,"['87_51', '87_39']",3,0.0,-3471.87,-10.666,-12.399218000000001
88_59,"['87_65', '87_34']",3,0.0,-3475.55,-10.6726,-12.390414
88_79,"['87_38', '87_73']",3,0.0,-3471.02,-10.6748,-12.355016000000003
88_53,"['86_63', '87_71']",3,0.0,-3482.01,-10.7116,-12.33272
88_3,"['87_22', '87_41']",3,0.0,-3487.86,-11.0822,-12.279564
88_48,"['84_7', '87_44']",3,0.0,-3512.13,-10.9581,-12.075609
88_56,"['87_44', '87_24']",4,0.0,-3466.88,-10.6233,-12.679945
88_69,"['87_44', '87_73']",4,0.0,-3469.07,-10.754,-12.615672
88_62,"['87_77', '87_73']",4,0.0,-3471.53,-10.6603,-12.594520999999999
88_49,"['87_77', '87_71']",4,0.0,-3469.21,-10.7573,-12.474185
88_84,"['87_41', '87_44']",4,0.0,-3472.97,-10.6798,-12.46491
88_73,"['87_51', '87_34']",4,0.0,-3476.12,-10.6758,-12.424575
88_31,"['87_44', '87_86']",4,0.0,-3479.99,-11.0365,-12.419766999999998
88_75,"['87_73', '87_59']",5,0.0,-3479.05,-10.7007,-12.451093
88_4,"['87_60', '87_29']",6,inf,-inf,-inf,-inf
88_40,"['84_7', '87_34']",6,,-inf,-inf,-inf
88_61,"['87_44', '87_51']",6,,-inf,-inf,-inf
