cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy
99_3,"['97_26', '98_56']",1,inf,13.3101,4.23417
99_23,"['93_40', '98_17']",1,inf,12.4165,7.11847
98_78,"['97_84', '97_84']",1,0.15662289357837175,12.483,6.94958
97_19,"['94_18', '94_75']",1,0.03103838425906411,12.443,7.0044
98_43,"['97_44', '95_32']",1,0.012717728166808447,13.1311,4.47222
98_17,"['96_25', '96_25']",1,0.010337032464757017,12.4287,7.06486
93_40,"['92_58', '92_1']",1,0.009921162681471451,12.4248,7.09717
99_76,"['98_87', '98_43']",1,0.0076865446345472065,13.1692,4.26768
97_73,"['95_65', '96_36']",1,0.007672342637742778,13.1782,4.26043
98_63,"['94_40', '94_40']",1,0.0074837278008643565,13.1408,4.43258
98_48,"['94_40', '95_32']",1,0.0072062914722573574,13.1479,4.39687
99_87,"['98_56', '98_56']",1,0.0060938239842564116,13.1362,4.45867
99_32,"['98_16', '98_43']",1,0.006034660864308119,13.1507,4.30888
99_39,"['97_26', '97_73']",1,0.0016683306955336962,13.1841,4.23598
99_44,"['98_31', '98_78']",2,0.02725983697234326,12.5048,6.99888
97_26,"['96_6', '95_65']",2,0.025307127080931083,13.2711,4.23803
99_69,"['94_40', '98_51']",2,0.006468177860831531,13.184,4.29451
95_65,"['94_78', '94_25']",2,0.006316594409111872,13.1887,4.25182
99_25,"['98_63', '98_43']",2,0.004061370192637836,13.1375,4.47275
99_49,"['98_69', '98_56']",2,0.0033611121984347663,13.1663,4.31353
99_77,"['95_65', '98_69']",2,0.0026216356604177506,13.1859,4.26101
99_18,"['98_43', '97_26']",2,0.0010545841355160859,13.1566,4.31587
99_71,"['98_43', '98_31']",3,0.02556708987377182,12.5169,7.19378
99_82,"['98_56', '98_78']",3,0.01280035154380612,12.5412,7.01592
99_43,"['98_43', '98_69']",3,0.0070723642488128916,13.1565,4.4822
99_79,"['98_48', '96_25']",3,0.004230741786558888,12.5202,7.07227
99_50,"['97_73', '98_63']",3,0.003304022353291073,13.1904,4.26183
99_64,"['95_65', '98_48']",3,0.0031309073107553312,13.1611,4.31684
99_60,"['98_33', '97_73']",3,0.0030393636454538035,13.1574,4.35012
99_15,"['98_43', '97_84']",4,0.017263143725149546,12.5621,7.06979
99_37,"['97_26', '97_19']",4,0.016240838945783643,12.6499,7.0169
99_33,"['96_25', '95_65']",4,0.012005569218305489,12.5236,7.07414
99_63,"['98_25', '97_26']",4,0.003756760883088364,13.1631,4.3366
99_80,"['98_13', '98_84']",4,0.0037523468260196842,13.1928,4.29671
99_46,"['97_19', '98_51']",4,0.0030887912600725087,12.6027,7.04556
99_48,"['97_26', '98_48']",4,0.0030702186255674568,13.1607,4.39044
99_35,"['97_5', '98_43']",4,0.0022442306533648235,13.158,4.42884
99_54,"['93_40', '98_26']",5,0.01782426693149846,12.5875,7.07887
99_27,"['98_17', '98_51']",5,0.016535002401789834,12.673,7.0373
99_65,"['98_43', '98_17']",5,0.011820202554882142,12.5441,7.11844
99_51,"['97_5', '93_40']",5,0.01158394416104446,12.6176,7.0599
99_24,"['98_13', '97_84']",5,0.008494534726923804,12.6036,7.06568
99_16,"['98_84', '97_73']",5,0.008140931628471256,13.1699,4.35475
99_84,"['98_27', '98_84']",5,0.0050592458743190976,12.6462,7.05493
99_30,"['97_5', '97_73']",5,0.00479707255731765,13.1651,4.38284
99_41,"['97_26', '97_5']",5,0.004336816405567552,13.1942,4.30456
99_0,"['98_56', '98_63']",5,0.003998134667170789,13.1595,4.49534
99_22,"['98_1', '97_26']",5,0.0011258018333734816,13.1628,4.47273
99_62,"['97_5', '97_19']",6,0.12857479693663218,12.6731,7.04253
99_73,"['98_78', '98_63']",6,0.037677580522119274,12.5753,7.69047
99_85,"['98_70', '98_31']",6,0.014483090294159019,12.6019,7.17089
99_52,"['98_16', '93_40']",6,0.012772735722109595,12.6229,7.15653
99_61,"['98_78', '98_48']",6,0.010304073485116253,12.6335,7.06524
99_6,"['94_40', '97_26']",6,0.009248717551943406,13.2137,4.32735
99_57,"['98_70', '95_65']",6,0.006159277393100997,13.1999,4.36974
99_58,"['98_43', '97_26']",6,0.004090235057075123,13.197,4.3728
99_34,"['93_40', '98_87']",6,0.002794483195494293,12.6489,7.05571
99_28,"['93_40', '98_26']",7,0.040849654728820885,12.9716,7.09922
99_20,"['98_78', '98_26']",7,0.012535136111365447,13.2155,4.41961
99_11,"['98_63', '98_17']",7,0.011537768399488866,13.1976,4.51642
99_78,"['98_48', '93_40']",7,0.009866764285180027,12.6426,7.11262
99_40,"['98_56', '97_26']",7,0.007826091538433217,13.2388,4.34176
99_8,"['94_40', '98_17']",7,0.003966990469912614,13.2033,4.42306
99_1,"['98_26', '93_40']",8,0.1340459757822517,12.9195,7.14525
99_45,"['97_5', '98_84']",8,0.061377952930034826,13.0921,7.09984
99_14,"['97_26', '97_84']",8,0.02071158257479566,13.2432,4.40222
99_75,"['98_31', '98_70']",8,0.008382892861878082,13.2044,4.45656
99_38,"['98_43', '98_78']",9,0.15232796747957109,12.9199,9.41878
99_88,"['98_25', '98_48']",9,0.025153109016958657,13.16,8.15768
99_9,"['95_65', '98_33']",9,0.01830460325291515,13.2308,4.55512
99_81,"['93_40', '97_73']",9,0.009690646866964003,13.2868,4.42957
99_83,"['98_31', '98_70']",9,0.007885780658262401,13.2327,4.49883
99_86,"['97_84', '98_56']",10,0.04783468901477653,13.1816,9.58785
99_4,"['97_26', '98_31']",10,0.0402334825715871,13.1164,9.67014
99_36,"['98_51', '98_31']",10,0.02665772919459641,12.9237,9.70065
99_17,"['98_26', '96_25']",10,0.014707952023895129,13.2886,4.44174
99_68,"['97_26', '98_31']",10,0.006841993042877785,13.3174,4.44146
