cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy
72_72,"['71_60', '71_83']",1,inf,13.236,4.38172
72_37,"['70_86', '71_6']",1,inf,12.4867,7.27318
72_15,"['70_87', '71_59']",1,0.34917450409554435,12.6263,7.07306
62_27,"['60_47', '61_29']",1,0.07409688710448564,13.1767,4.68457
72_89,"['71_41', '71_80']",1,0.019529681228691708,12.5198,7.15129
69_25,"['63_30', '63_30']",1,0.019443293753357054,13.1842,4.5181
72_12,"['62_27', '65_28']",1,0.012587923755730413,13.2282,4.42118
72_34,"['71_2', '71_80']",1,0.010636884877855083,12.4964,7.18567
71_83,"['70_38', '62_27']",1,0.010125236346389326,13.2094,4.50975
70_65,"['69_56', '69_75']",1,0.006483123837630284,12.5491,7.10502
72_17,"['71_41', '71_59']",1,0.004239613119276457,12.5557,7.0735
68_38,"['65_28', '67_67']",1,0.0033477157846574924,13.2204,4.42949
70_37,"['69_15', '69_15']",1,0.0023378929070720952,12.5369,7.12729
72_59,"['71_60', '71_31']",2,0.025340907068102336,13.1936,4.62086
72_73,"['69_25', '68_38']",2,0.016088362560424216,13.2206,4.46686
72_85,"['68_38', '62_27']",2,0.01273468714247973,13.2194,4.56717
65_28,"['64_83', '64_59']",2,0.011024219068378045,13.2553,4.39917
71_2,"['69_15', '70_87']",2,0.00940240583731992,12.5702,7.10305
72_56,"['70_53', '71_59']",2,0.008763577309629924,12.5858,7.09668
71_59,"['70_87', '70_53']",2,0.008434391038229412,12.6217,7.07752
72_75,"['71_6', '71_52']",2,0.008172492977848809,12.499,7.1957
72_14,"['70_37', '71_81']",2,0.00762378753137363,12.546,7.18561
72_68,"['70_37', '71_6']",2,0.0072266320456657925,12.5535,7.16577
72_21,"['71_11', '71_11']",2,0.00714515720036502,13.2299,4.43937
72_67,"['70_53', '71_41']",2,0.005685045814691005,12.5291,7.19406
72_33,"['70_37', '71_2']",2,0.0021389018590706305,12.5545,7.13475
72_39,"['71_60', '71_31']",3,0.02039835786872613,13.1966,4.69143
71_6,"['70_53', '68_25']",3,0.01954990624709295,12.5042,7.22607
72_76,"['65_28', '65_28']",3,0.016600511077642904,13.2734,4.43865
72_27,"['68_38', '71_14']",3,0.013322523959477948,13.2347,4.54637
72_50,"['69_25', '65_28']",3,0.013278035208125679,13.2436,4.45032
72_69,"['71_83', '68_38']",3,0.012328474080594905,13.2393,4.50761
72_48,"['71_2', '71_80']",3,0.007314109864552988,12.5589,7.14438
72_7,"['70_65', '71_37']",3,0.007013414987963973,12.607,7.11136
72_83,"['71_2', '71_41']",3,0.006577391864987897,12.5869,7.11457
72_40,"['70_87', '71_41']",3,0.0046048013726647016,12.5783,7.12926
72_54,"['69_25', '71_59']",3,0.0024731817780437077,13.2202,4.57073
72_11,"['71_16', '70_87']",4,0.03132190849055256,12.8061,7.12475
72_87,"['62_27', '70_37']",4,0.015512866244919682,13.2073,4.76214
72_35,"['71_60', '71_16']",4,0.013239395893584499,12.7077,7.1334
72_31,"['71_79', '70_65']",4,0.010067344230750456,12.5278,7.73181
72_22,"['71_6', '70_37']",4,0.009821522277741367,12.5631,7.16332
72_0,"['70_87', '71_60']",4,0.0075926902496498035,13.2501,4.51104
72_81,"['71_29', '68_25']",4,0.007234784260713995,12.534,7.27402
72_20,"['71_70', '71_83']",4,0.006447609946738572,13.2374,4.57688
72_10,"['71_6', '70_86']",4,0.005761084528327458,12.5355,7.24177
72_74,"['71_59', '71_80']",4,0.005454166285199136,12.5814,7.1361
72_49,"['62_27', '70_53']",4,0.003748795823554459,12.7132,7.12532
72_8,"['71_6', '71_37']",4,0.0019946301978686367,12.5796,7.1542
72_42,"['71_31', '71_6']",5,0.023911790697444053,13.2756,4.5929
72_80,"['70_87', '62_27']",5,0.02339330465232245,13.2567,4.74327
72_43,"['68_25', '71_79']",5,0.008047883458004187,12.5377,7.26834
72_30,"['70_65', '71_60']",5,0.005690328409572075,12.6012,7.13903
72_86,"['71_37', '70_86']",5,0.005058443627129845,12.5376,7.29036
72_2,"['71_2', '70_65']",5,0.00485990922457753,12.5912,7.18389
72_82,"['71_41', '68_38']",5,0.004435057508710154,12.575,7.21316
72_23,"['65_28', '65_28']",5,0.004329807021553591,13.2514,7.13574
72_16,"['65_28', '70_53']",6,0.0706172441250043,13.3528,4.59485
72_55,"['71_31', '71_59']",6,0.0703563576573416,13.2998,4.77536
72_29,"['68_38', '70_86']",6,0.013880098034821455,12.5732,7.32897
72_51,"['65_28', '71_6']",6,0.009924395200712352,12.6111,7.16046
72_45,"['62_27', '71_79']",6,0.00955538862572736,12.5471,7.83855
72_47,"['71_59', '71_80']",6,0.006879031478122237,12.5989,7.21444
72_38,"['70_87', '71_6']",6,0.006655170479825047,12.5937,7.21876
72_57,"['70_53', '70_86']",6,0.004287766655447971,12.626,7.14759
72_61,"['71_79', '62_27']",6,0.003275373301481712,12.5795,7.28582
72_5,"['71_6', '71_83']",7,0.10743642212965311,13.4706,4.68792
72_62,"['70_87', '71_60']",7,0.06880300173168713,13.4116,4.74407
72_24,"['71_83', '70_37']",7,0.06465883708192777,12.5922,7.72048
72_3,"['70_53', '71_83']",7,0.04495361013109806,13.3833,4.90212
72_79,"['71_60', '69_25']",7,0.03946234755547545,13.3874,4.81718
72_64,"['71_31', '71_2']",7,0.02135585081835424,12.647,7.14821
72_78,"['71_29', '62_27']",7,0.011270458291421148,12.6043,7.3125
72_6,"['71_49', '71_14']",7,0.010049984867630812,12.6181,7.24063
72_13,"['71_80', '62_27']",7,0.002110032569640569,12.6204,7.1844
72_36,"['71_6', '71_14']",8,0.1777756801922459,13.5465,4.87429
72_26,"['71_6', '71_60']",8,0.02713180694913831,12.6914,7.19108
72_58,"['71_2', '71_60']",8,0.007750963562710935,12.7984,7.15364
72_19,"['71_6', '65_28']",8,0.0054184280364663615,12.7118,7.15651
72_41,"['71_79', '71_14']",8,0.002310192712028575,12.6204,7.21203
72_88,"['65_28', '71_6']",9,inf,13.7564,4.97627
72_9,"['71_6', '62_27']",9,0.3639893899572611,13.6776,5.11332
72_46,"['71_2', '62_27']",9,0.03543412122065189,12.6636,7.26891
72_4,"['71_80', '71_60']",9,0.019448580313125206,12.7398,7.18045
72_65,"['62_27', '71_6']",9,0.017091178801471842,12.6373,7.28699
72_25,"['71_16', '71_59']",9,0.013161542492801053,12.7192,7.22238
72_70,"['71_70', '70_65']",10,0.0726891682646181,12.716,7.37068
72_1,"['68_38', '71_52']",10,0.025579450721549185,12.6962,7.81509
72_53,"['71_11', '68_25']",10,0.0182376485917225,12.7697,7.26066
72_84,"['62_27', '71_37']",10,0.01696554975913669,12.7311,7.27102
72_44,"['70_53', '65_28']",10,0.015436185903406757,12.7969,7.20575
72_32,"['71_83', '71_59']",11,0.016854937926265367,12.7518,7.73628
