cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy
73_62,"['72_12', '72_72']",1,inf,13.2288,4.35008
74_42,"['72_34', '72_89']",1,inf,12.4752,7.1697
75_19,"['74_65', '74_36']",1,0.24438572221295143,12.6104,7.04602
76_17,"['75_79', '75_24']",1,0.027739846614627625,13.1668,4.5516
76_76,"['75_89', '75_19']",1,0.01552757613963586,12.5007,7.09991
73_63,"['62_27', '72_72']",1,0.014009821743053423,13.1725,4.53395
76_42,"['73_62', '75_31']",1,0.011705168406741828,13.2174,4.39404
76_16,"['73_63', '75_49']",1,0.009765008983075694,13.1836,4.53007
75_76,"['74_36', '74_53']",1,0.009292504087750614,12.5166,7.06162
75_29,"['74_65', '74_3']",1,0.007578251392778335,12.5858,7.05267
69_25,"['63_30', '63_30']",1,0.007455683309779632,13.1842,4.5181
76_72,"['75_76', '75_19']",1,0.006120775857437887,12.558,7.0587
76_86,"['73_62', '75_75']",1,0.005819071657722396,13.2143,4.40209
76_83,"['75_75', '72_12']",1,0.005072657867581102,13.1936,4.46279
76_45,"['75_35', '75_23']",1,0.004231622298803006,13.1959,4.43696
76_60,"['75_35', '75_49']",1,0.003455601460802489,13.1971,4.41488
76_54,"['73_62', '75_49']",2,0.032890622207254125,13.2566,4.41327
76_7,"['75_89', '74_42']",2,0.020182445679138315,12.4854,7.1748
76_50,"['74_42', '75_76']",2,0.017089780894172703,12.4766,7.68935
76_47,"['75_58', '75_76']",2,0.014448166549379911,12.5418,7.08206
74_21,"['72_34', '73_14']",2,0.011209063610752747,12.5151,7.13059
76_58,"['69_25', '73_63']",2,0.00955582083999268,13.1908,4.5965
76_71,"['73_63', '75_48']",2,0.00741116152469265,13.1987,4.48926
76_88,"['75_24', '75_58']",2,0.00486969942360249,13.1935,4.58868
75_31,"['73_6', '74_48']",2,0.004490934244478457,13.2107,4.42912
72_12,"['62_27', '65_28']",2,0.003221661309930832,13.2282,4.42118
76_77,"['75_24', '72_12']",2,0.00187453280045012,13.2258,4.4278
76_56,"['75_24', '75_49']",3,0.213015299967064,13.1449,7.08889
76_85,"['74_21', '74_42']",3,0.015445866757599878,12.5037,7.72576
76_59,"['74_63', '75_35']",3,0.015118814572124592,12.658,7.09301
76_6,"['75_80', '74_36']",3,0.014233241303790702,12.5914,7.1178
76_75,"['74_42', '74_63']",3,0.011302429900888908,12.5222,7.14392
76_15,"['74_21', '74_65']",3,0.01103915287215688,12.6278,7.10194
76_14,"['75_23', '75_73']",3,0.008612193602955832,13.2841,4.42571
76_9,"['75_49', '75_73']",3,0.007959416272948307,13.2186,4.46608
76_66,"['75_24', '69_25']",3,0.007205461657225889,13.21,4.5206
76_36,"['75_19', '73_62']",3,0.007151833664551161,12.6239,7.11504
76_62,"['75_89', '75_19']",3,0.005494959513289225,12.5486,7.12131
76_40,"['75_79', '72_12']",3,0.004084262484504092,13.1998,4.5276
76_73,"['73_62', '75_48']",3,0.0037566461499884867,13.2308,4.43681
76_35,"['72_12', '72_12']",4,0.03328105218905673,13.3034,4.42571
76_51,"['75_31', '75_79']",4,0.024288075151882214,13.232,4.44615
76_61,"['75_23', '75_29']",4,0.01875038166211323,12.7863,7.10074
76_31,"['73_63', '74_42']",4,0.01756661640403684,12.5289,7.26692
76_34,"['75_75', '75_24']",4,0.0100497880850455,13.2027,4.57978
76_81,"['72_12', '72_12']",4,0.007234178748069862,13.2252,4.47444
76_37,"['74_63', '75_35']",4,0.006230407734791768,12.6073,7.11957
76_67,"['74_42', '72_12']",4,0.004234697424842802,12.5486,7.12759
76_39,"['73_62', '69_25']",4,0.003433304792037105,13.2139,4.53153
76_38,"['75_23', '75_1']",5,0.019319979589563163,13.2715,4.47613
76_55,"['75_29', '75_79']",5,0.016830151035097513,12.6826,7.12111
76_33,"['75_82', '75_78']",5,0.016441707604768693,12.5357,7.75006
