cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy
26_2,"['25_60', '25_3']",1,inf,13.761,5.98099
27_43,"['26_77', '26_24']",1,inf,13.232,9.81391
27_48,"['24_74', '25_43']",1,0.1816414049898992,13.4903,8.98902
26_55,"['24_79', '24_74']",1,0.07278385221541633,13.3173,9.47778
27_69,"['25_3', '26_87']",1,0.0601025400469977,13.684,6.16889
27_49,"['26_2', '26_70']",1,0.05253056603341008,13.6617,6.9102
27_56,"['26_33', '26_77']",1,0.03465072875171536,13.3932,9.07574
27_77,"['26_77', '26_77']",1,0.031203591040529735,13.3415,9.14856
24_74,"['22_44', '22_88']",1,0.012743243935031106,13.334,9.38805
26_68,"['25_44', '25_60']",1,0.010754328824233661,13.3272,9.42298
26_3,"['25_22', '24_73']",1,0.008216737308082759,13.6822,6.68137
27_42,"['26_3', '25_3']",2,0.060501298929801106,13.9146,6.39261
27_30,"['26_33', '26_57']",2,0.04030946341262686,13.9521,6.03291
27_64,"['25_56', '26_42']",2,0.03688605177892437,13.8863,6.52789
27_36,"['26_77', '26_77']",2,0.021267858447651503,13.3685,9.15798
27_59,"['26_24', '26_77']",2,0.020769027290635664,13.7329,6.74042
27_28,"['26_85', '26_24']",2,0.018357602388492905,13.5239,9.0026
25_27,"['24_73', '24_24']",2,0.016481001264307165,13.675,7.13991
27_78,"['26_87', '26_87']",2,0.008362725315445371,13.7675,6.55792
27_2,"['26_55', '26_55']",2,0.008164232032483324,13.3186,9.53197
26_87,"['24_73', '25_89']",2,0.007752843451972349,13.7582,6.57049
26_66,"['25_43', '25_43']",3,0.041556320929514244,13.5837,9.11231
27_11,"['26_26', '26_24']",3,0.028173733078754214,13.3275,9.62979
27_54,"['26_87', '25_27']",3,0.021547254426787472,13.7492,7.06073
27_76,"['26_13', '25_27']",3,0.014693919213990875,13.7543,6.74867
26_77,"['25_73', '25_27']",3,0.014524012688435194,13.3706,9.15842
27_14,"['25_60', '26_2']",3,0.013335095345324188,13.7601,6.62514
27_9,"['26_87', '26_85']",3,0.002931840457748083,13.8031,6.5624
27_18,"['26_48', '24_74']",3,0.0021347230929777278,13.3691,9.42618
27_15,"['26_85', '25_22']",4,0.02475002347233568,13.7903,6.81178
27_31,"['26_12', '26_12']",4,0.024182258189887982,13.4266,9.29164
27_34,"['26_66', '26_77']",4,0.021755950171376097,13.4047,9.39808
27_60,"['26_55', '24_74']",4,0.015571051564554786,13.3746,9.5362
27_57,"['26_55', '26_12']",4,0.0118356531859436,13.9545,6.58522
27_6,"['26_42', '26_2']",4,0.008840788394958658,13.7956,6.66623
27_68,"['26_3', '25_60']",4,0.008456347721917955,13.9141,6.65673
27_80,"['26_13', '26_70']",4,0.007573097619036814,13.7614,6.89725
27_63,"['24_74', '26_12']",4,0.007008901801412882,13.4238,9.29336
27_47,"['26_3', '26_55']",4,0.0062387820062313895,13.7497,7.12413
27_74,"['25_3', '25_22']",5,inf,14.6063,6.68692
27_22,"['24_74', '26_62']",5,0.04891548965814538,13.3809,9.82116
27_33,"['26_33', '25_27']",5,0.04830704489224971,13.7671,7.73932
27_67,"['26_55', '25_43']",5,0.028684045496969783,13.4207,9.58309
27_26,"['26_77', '26_55']",5,0.02736076108240631,13.4421,9.49638
26_12,"['25_30', '25_30']",5,0.026508357363358354,13.4586,9.33084
