cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy
9_14,"['8_23', '5_33']",1,inf,17.7452,9.67104
10_88,"['9_79', '9_76']",1,inf,16.5675,13.8416
10_56,"['9_14', '9_14']",1,0.04766147752365735,17.7212,9.71293
10_38,"['6_29', '7_41']",2,0.02128109390914364,18.1394,13.0619
9_79,"['5_33', '8_49']",2,0.011229626028082019,18.3715,9.8414
8_49,"['7_34', '5_33']",2,0.006361223523941803,18.2755,12.1536
10_25,"['9_79', '9_79']",3,0.03264292973850147,18.3856,9.97097
10_87,"['9_49', '9_49']",3,0.01254806090585707,18.2974,18.1964
9_89,"['8_79', '7_28']",4,0.04833122336110359,21.3987,10.6735
9_33,"['5_33', '8_27']",4,0.028500738935724017,19.7537,11.6483
9_21,"['7_41', '7_64']",4,0.0193015335476159,19.0218,12.7099
10_68,"['9_49', '9_54']",4,0.015852016652102292,18.5569,13.1085
9_49,"['8_49', '7_57']",4,0.014600044753872271,18.3205,18.2943
9_9,"['8_79', '8_49']",4,0.010943401140913515,18.4808,16.2934
6_84,"['2_33', '2_33']",5,0.07832667396555873,30.5318,11.2618
10_60,"['9_89', '8_54']",5,0.026422182647269588,25.2266,11.9906
10_7,"['9_79', '7_41']",5,0.010068644718745294,19.767,12.1364
9_76,"['5_33', '8_49']",5,0.006658535386327656,18.6555,14.1083
10_62,"['9_76', '9_29']",6,0.02588842252721721,20.6273,15.2948
10_13,"['9_76', '7_41']",6,0.019370621754934092,18.6572,15.3037
10_76,"['9_14', '9_21']",6,0.017526319813063934,25.5258,12.1583
10_17,"['9_9', '9_33']",6,0.014864324909369167,21.1968,12.5505
10_67,"['9_49', '8_2']",6,0.014531786737441424,20.8558,15.147
10_27,"['6_84', '9_9']",6,0.008658578855541846,20.8755,14.2405
10_85,"['9_9', '9_76']",7,0.026422135527300147,19.0996,15.6694
10_15,"['7_28', '9_33']",7,0.023507669084654993,25.6439,12.5314
10_23,"['7_28', '9_79']",7,0.0169258975412248,21.5845,12.7073
10_51,"['9_76', '9_14']",7,0.013628480324703006,19.0351,17.9775
10_47,"['8_76', '9_81']",7,0.006850549775052202,21.3549,14.6932
10_9,"['8_49', '8_2']",7,0.004851579470870964,21.3749,13.3812
10_26,"['9_79', '9_89']",8,0.06275657205259363,35.2487,12.5915
10_41,"['9_33', '9_89']",8,0.03198300320464513,24.769,12.8779
10_81,"['9_14', '8_49']",8,0.02436966550047078,19.562,15.7315
10_48,"['9_82', '9_81']",8,0.020818662681676394,22.7059,13.8015
10_71,"['7_41', '8_2']",8,0.018013659067487687,21.8412,13.9495
10_5,"['7_41', '9_21']",8,0.010010757519717542,23.576,13.037
10_39,"['9_89', '9_81']",8,0.006018546909583544,23.0446,13.7032
10_53,"['9_89', '7_41']",9,0.020973690954820292,22.4128,14.7745
10_42,"['9_33', '9_29']",9,0.018182061061658598,20.1894,15.8995
10_32,"['8_2', '9_33']",9,0.014301247626588002,19.6738,17.1239
10_83,"['9_9', '7_28']",9,0.01413423089674292,20.9928,15.7852
10_40,"['9_76', '9_33']",9,0.012325408952994447,21.9429,15.1926
10_89,"['8_2', '9_51']",9,0.01135998662191913,23.59,13.4709
10_37,"['9_82', '9_14']",9,0.011291633328193912,23.0874,14.1457
10_49,"['9_33', '7_41']",9,0.011118473808684448,25.3571,13.3412
10_54,"['8_2', '9_9']",9,0.01005362709101099,22.9645,14.2556
10_44,"['9_33', '9_79']",9,0.008512880262810314,21.9395,15.5078
10_29,"['9_33', '8_49']",10,0.026539109588893155,19.8787,17.7632
10_78,"['9_9', '9_89']",10,0.02219411030464119,25.0866,13.6189
10_57,"['9_29', '9_9']",10,0.02069333106677608,20.2342,16.0174
10_22,"['9_9', '9_33']",10,0.01823992199327721,22.1676,15.8247
10_69,"['9_51', '9_89']",10,0.016125383398604344,30.9025,13.3584
10_20,"['8_52', '9_49']",10,0.01530821267534365,23.8695,14.4982
10_0,"['9_14', '8_2']",10,0.011986617737442334,23.4871,15.1723
