cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy
94_25,"['93_74', '93_28']",1,inf,13.1696,4.26155
93_40,"['92_58', '92_1']",1,inf,12.4248,7.09717
94_7,"['93_70', '93_37']",1,0.23031804235818026,12.4853,6.95698
94_67,"['93_86', '93_40']",1,0.028217724757199934,12.4548,7.06959
94_40,"['91_6', '93_74']",1,0.02231281053623082,13.1325,4.51458
94_18,"['93_70', '93_50']",1,0.02025858326576572,12.4764,7.04894
94_75,"['93_37', '93_50']",1,0.016925849575975344,12.4611,7.06567
93_74,"['92_62', '91_27']",1,0.014031013130004278,13.1484,4.39602
94_8,"['93_87', '91_27']",1,0.004568602608286059,13.1495,4.3891
94_78,"['93_74', '92_2']",1,0.0038157423935592455,13.1573,4.31719
91_6,"['90_24', '90_24']",1,0.002583932762558308,13.1541,4.38547
94_86,"['91_6', '90_50']",1,0.0020376550762612592,13.1562,4.33909
94_84,"['93_51', '93_74']",1,0.002006370784880903,13.1554,4.38394
94_13,"['93_51', '93_28']",1,0.001214951214629012,13.1596,4.27803
94_41,"['90_50', '93_50']",2,0.016828329031977108,12.4912,7.05741
94_56,"['93_37', '90_50']",2,0.013985799976728767,12.5597,6.98586
93_29,"['90_50', '90_50']",2,0.013372664771424538,12.6152,6.96424
94_31,"['93_3', '87_29']",2,0.011164926740723856,12.5485,6.99759
90_50,"['89_24', '87_29']",2,0.009897073131082774,12.6065,6.96458
90_6,"['89_56', '89_74']",2,0.009646056982510462,13.1982,4.27277
93_28,"['92_2', '90_6']",2,0.008729522806684932,13.1804,4.30747
92_50,"['91_20', '91_6']",2,0.004153645134255366,13.1593,4.3806
92_2,"['91_85', '91_6']",2,0.003488906640139155,13.1704,4.31629
91_27,"['90_24', '90_6']",2,0.0029579208996529304,13.1877,4.27456
94_23,"['93_40', '93_86']",3,0.03296878011554845,12.5061,7.13107
94_39,"['93_70', '93_40']",3,0.028920115118278578,12.5262,7.08444
94_66,"['93_29', '92_52']",3,0.021905907659477676,12.6567,7.0204
94_81,"['93_45', '93_29']",3,0.021381846783252775,12.6624,7.00485
94_9,"['93_40', '93_70']",3,0.014707970904367266,12.5414,7.06638
94_2,"['91_27', '93_50']",3,0.009788154257732051,12.5557,7.05304
94_68,"['92_50', '91_6']",3,0.009745166557023916,13.1736,4.36597
94_54,"['93_40', '93_29']",3,0.009064394299576848,12.6149,7.02264
94_61,"['92_50', '93_74']",3,0.008062558860001482,13.1631,4.40491
94_48,"['93_51', '93_28']",3,0.0064463530866334705,13.2096,4.27774
94_65,"['91_27', '91_6']",3,0.0056367985537582955,13.177,4.33683
94_62,"['91_27', '90_6']",3,0.003539749253622819,13.2084,4.27924
94_59,"['90_50', '93_40']",3,0.0034945549581531666,12.6062,7.03656
94_63,"['92_2', '92_50']",3,0.0032027540014867815,13.1621,4.4121
94_51,"['93_74', '92_62']",3,0.00299812956126082,13.1607,4.41447
94_53,"['93_28', '93_28']",3,0.0018002627096086762,13.1857,4.31421
94_60,"['91_6', '93_28']",3,0.0009840092590760398,13.1594,4.4451
94_34,"['93_37', '93_28']",4,0.02138429818242496,12.6318,7.04058
94_33,"['90_6', '90_50']",4,0.014622323142879194,13.2492,4.28781
94_20,"['93_74', '93_29']",4,0.012835413148680972,12.631,7.07084
94_52,"['91_6', '92_2']",4,0.010976422601494276,13.1608,4.79502
94_72,"['93_40', '93_73']",4,0.005721644222158208,12.5448,7.07118
94_1,"['92_2', '92_2']",4,0.005597538798470873,13.1852,4.34215
94_58,"['93_61', '93_28']",4,0.004704373725687031,13.1998,4.32589
94_85,"['92_62', '92_2']",4,0.0030886424054789824,13.179,4.38276
94_64,"['93_29', '92_52']",5,0.0903160636999267,12.5675,7.58881
94_73,"['92_2', '93_86']",5,0.05435892630049106,12.7376,7.06284
94_74,"['93_28', '93_29']",5,0.021841606935113115,12.7635,7.05992
94_47,"['91_6', '93_50']",5,0.016127117225966745,12.6004,7.17412
94_49,"['93_13', '93_51']",5,0.014564781611737933,13.2162,4.32814
94_27,"['92_2', '93_25']",5,0.012750759413417431,13.1858,4.53155
94_88,"['93_70', '93_51']",5,0.005759194395795905,12.6573,7.08313
94_29,"['92_50', '92_2']",5,0.0025695483053087783,13.1887,4.39654
94_24,"['91_14', '92_2']",5,0.002035821241333754,13.2045,4.34943
94_55,"['92_2', '93_50']",5,0.0020152951551057406,12.6571,7.13925
94_0,"['93_28', '93_86']",6,0.07047666356087873,12.8444,7.07304
94_46,"['93_25', '90_6']",6,0.061426999522132125,13.1893,5.17873
94_16,"['90_6', '92_52']",6,0.051861732969748664,12.5914,7.76336
94_22,"['93_13', '93_3']",6,0.04384587864943892,12.693,7.1413
94_37,"['93_10', '93_9']",6,0.028218696223471694,12.6809,7.14471
94_19,"['93_13', '93_51']",6,0.01362034089007179,13.2266,4.33824
94_50,"['93_87', '93_50']",6,0.00616867292499861,13.1994,4.46979
94_5,"['93_87', '91_27']",6,0.004267240859344301,13.2058,4.34953
94_80,"['91_27', '90_50']",6,0.0015824889406228118,13.2046,4.44285
94_69,"['92_2', '91_6']",7,0.09631782062508192,12.8653,7.18032
94_44,"['93_28', '92_50']",7,0.03013036287199208,13.2034,5.23254
94_89,"['93_87', '92_52']",7,0.011994702279848925,12.6055,7.79126
94_14,"['92_2', '90_50']",7,0.00836727949667699,13.2337,4.38795
94_11,"['90_6', '92_50']",7,0.0035203151847983697,13.2069,4.44119
94_87,"['93_25', '93_73']",8,0.33127772874883077,13.1277,8.28682
94_30,"['90_50', '93_70']",8,0.2732354049516663,12.9899,9.45613
94_17,"['93_9', '93_50']",8,0.18459278382334915,12.7653,9.84189
94_3,"['93_13', '93_28']",8,0.0227451459997007,13.2369,4.8047
94_26,"['93_87', '93_70']",8,0.021138538734223822,13.2608,4.42579
94_57,"['93_51', '93_74']",8,0.016161617293995865,13.2472,4.48821
94_12,"['93_50', '87_29']",9,inf,12.8558,10.8187
94_28,"['91_27', '93_40']",9,0.16336692615575515,13.0261,9.66112
94_38,"['93_45', '93_40']",9,0.11132520294155507,12.9422,10.4834
94_43,"['92_52', '93_25']",9,0.05833712638446377,12.8994,10.7489
94_76,"['90_6', '93_70']",9,0.024120694807717058,13.2855,4.4327
94_6,"['91_6', '91_14']",9,0.021594096487504835,13.2734,4.45572
94_79,"['90_6', '90_50']",10,0.10132326953046662,13.1528,10.4691
94_35,"['93_51', '93_40']",10,0.019343159965151097,13.3021,4.44781
94_32,"['90_50', '93_74']",11,0.0395161331850445,13.3149,4.45106
94_70,"['93_40', '93_25']",11,0.017805191182335686,13.3098,4.70936
94_71,"['93_86', '92_50']",12,0.15856354489595403,13.4308,4.58824
94_36,"['93_40', '92_50']",12,0.1029248696433579,13.3603,4.67341
94_83,"['93_13', '93_40']",13,0.1742707072134364,13.5408,7.81316
94_4,"['91_14', '92_62']",13,0.045916489883117195,13.5811,4.68661
94_15,"['93_29', '93_73']",13,0.04522315554983365,13.5609,5.44117
94_42,"['93_2', '93_50']",14,0.07056625746302249,13.6309,4.73969
94_45,"['93_13', '91_6']",14,0.04194372327699053,13.5776,7.61485
94_77,"['93_28', '93_40']",15,0.10339263487629388,13.6569,4.87701
94_21,"['93_51', '90_50']",16,inf,13.743,5.35292
94_82,"['93_70', '93_28']",16,0.048733966515775294,13.692,5.41415
94_10,"['93_73', '91_14']",17,0.23116902922763702,13.7034,5.52763
