cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy
15_53,"['14_35', '14_22']",1,inf,15.0459,8.60019
15_61,"['14_19', '13_74']",2,0.031443501003656935,15.8429,8.84018
15_59,"['14_7', '14_20']",2,0.022273797946806787,15.0746,12.4774
15_68,"['13_44', '14_83']",2,0.019574010345837174,15.2592,9.17719
15_4,"['14_66', '14_20']",3,0.03295625063365033,15.3814,11.2791
15_41,"['14_19', '14_20']",3,0.02671439022232256,15.2185,13.2703
15_65,"['14_85', '13_51']",3,0.02491992271672177,16.1306,9.00871
15_43,"['14_89', '14_19']",3,0.014492907780706749,15.4703,10.2382
15_69,"['14_66', '14_36']",3,0.010330499333879082,15.755,9.82174
14_20,"['13_22', '13_44']",3,0.007363322722769126,15.7736,9.35864
15_51,"['14_20', '14_85']",4,0.028535576581321328,15.5555,11.1494
15_22,"['14_20', '14_73']",4,0.024193866648737232,15.5062,13.1849
14_7,"['13_67', '13_69']",4,0.022338659297802287,16.7333,9.22926
14_35,"['13_51', '13_72']",4,0.020214275239162867,16.3267,9.59926
15_33,"['14_7', '14_89']",4,0.016599228787416927,15.9618,9.65903
14_83,"['13_22', '13_47']",4,0.01247923372851239,15.4786,13.3894
15_36,"['13_67', '14_7']",4,0.011824029639489479,16.4382,9.3272
14_85,"['12_20', '13_67']",4,0.005834472257399154,16.9652,9.01395
15_35,"['14_20', '14_83']",5,0.024009019098387388,16.2136,10.3063
15_81,"['14_20', '13_67']",5,0.021691034367225234,15.7416,13.4813
15_50,"['14_81', '14_81']",5,0.021194416853734903,15.8091,11.787
15_0,"['14_22', '14_22']",5,0.017930703195202225,17.6299,9.18245
15_58,"['14_22', '14_85']",5,0.013454822551855391,18.1399,9.11226
15_71,"['14_35', '14_7']",5,0.012198158143374063,16.4304,9.66879
15_1,"['14_73', '14_80']",5,0.012181442601701578,16.8966,9.55712
15_34,"['14_85', '14_22']",5,0.01209306653751117,17.211,9.20115
15_11,"['13_51', '14_81']",5,0.009387299660164614,18.3182,9.08001
15_6,"['13_67', '14_2']",5,0.00845581914597992,16.9255,9.50186
14_81,"['13_74', '12_52']",5,0.008261791096427148,15.7859,11.8771
13_67,"['12_60', '11_14']",5,0.008182962578609572,17.7077,9.1123
14_73,"['13_31', '13_47']",5,0.006326500662057198,16.9741,9.42066
14_36,"['13_69', '13_51']",5,0.005871155655069981,15.9761,10.7291
15_30,"['14_81', '14_81']",6,0.016022705458546477,15.8456,11.8412
15_86,"['13_51', '14_36']",6,0.013569958668043045,16.7062,10.7185
15_7,"['14_86', '13_67']",6,0.009751805364310934,16.9275,9.79826
15_84,"['14_83', '14_22']",6,0.00931417420296583,17.3667,9.35436
15_73,"['14_7', '14_8']",6,0.00928963102087104,16.6373,11.0883
14_61,"['13_47', '13_54']",6,0.007020110972078824,17.4689,9.33194
15_13,"['14_20', '14_35']",7,0.027730845756248013,16.018,11.9947
15_8,"['14_19', '13_74']",7,0.0253315908497271,16.9327,10.1818
15_29,"['14_86', '13_44']",7,0.018552402724122292,17.987,9.43012
15_64,"['13_67', '14_61']",7,0.018167081703360326,17.4445,9.68963
15_60,"['14_61', '14_73']",7,0.01543526534232805,17.5141,9.51228
15_80,"['14_83', '14_73']",8,0.02889271009247843,17.5014,9.90619
15_88,"['13_74', '14_81']",8,0.02681889420113274,16.8571,12.4069
