cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy
85_38,"['79_39', '84_65']",1,inf,13.2244,4.27344
84_8,"['83_59', '83_40']",1,inf,12.4506,7.74268
84_2,"['82_26', '81_69']",1,0.20058178252734005,12.5219,6.99155
82_15,"['78_71', '80_11']",1,0.08133055829333617,13.1622,4.51701
82_20,"['80_29', '80_29']",1,0.024894735892984136,12.462,7.0854
85_66,"['84_9', '82_26']",1,0.023961639320761983,12.4903,7.04878
84_9,"['83_40', '83_88']",1,0.022919593302142452,12.5108,7.02399
83_59,"['82_38', '82_20']",1,0.011337468249932169,12.4592,7.0946
85_13,"['84_40', '79_39']",1,0.007107630910808144,13.2148,4.28935
85_58,"['84_65', '79_39']",1,0.007046163265172375,13.212,4.30322
85_49,"['79_39', '83_49']",1,0.006872305728630509,13.1817,4.38313
79_39,"['78_7', '78_17']",1,0.006827131816339571,13.2075,4.30473
85_15,"['83_49', '84_65']",1,0.006163565502813263,13.1897,4.35813
84_40,"['83_36', '79_39']",1,0.005810154294137863,13.1894,4.36414
85_74,"['83_36', '84_13']",1,0.005418592904801196,13.1675,4.40753
85_83,"['83_49', '84_13']",1,0.004369456443744468,13.176,4.38786
85_0,"['84_40', '83_36']",1,0.0040298121055306,13.1973,4.32692
85_76,"['84_2', '84_69']",2,0.017075700143290146,12.5605,7.05853
85_65,"['84_21', '82_26']",2,0.01172371416268822,12.5433,7.07427
85_53,"['83_49', '84_2']",2,0.009265301406485385,12.6006,7.02145
83_36,"['82_15', '82_5']",2,0.007398779800421069,13.168,4.41908
85_44,"['84_69', '82_26']",2,0.0036111977004979505,12.4908,7.08544
85_47,"['84_65', '83_36']",2,0.0031661632685937168,13.1792,4.40362
85_78,"['83_49', '84_25']",2,0.002184537892367262,12.5339,7.07431
84_65,"['79_39', '79_39']",2,0.0014196027210964138,13.1976,4.32763
85_86,"['82_26', '81_69']",3,0.039318389553143054,12.493,7.64226
85_52,"['84_2', '84_21']",3,0.030926481854243813,12.6768,7.03892
85_69,"['84_40', '83_40']",3,0.015208155468394715,12.4963,7.12681
85_3,"['79_39', '84_40']",3,0.008762001957056672,13.2343,4.33035
85_71,"['84_9', '83_49']",3,0.007966996760988117,12.6025,7.04894
85_81,"['83_59', '83_49']",3,0.007840763867819404,12.5974,7.06773
85_75,"['84_65', '84_65']",3,0.007724562294386559,13.2163,4.35165
85_4,"['84_8', '84_25']",3,0.00764351273450027,12.5477,7.10443
85_57,"['83_49', '83_49']",3,0.006891406917655343,13.1841,4.4136
85_30,"['82_15', '84_40']",3,0.006790723246130136,13.1958,4.40897
85_42,"['84_65', '82_15']",3,0.006283374297776277,13.1785,4.45982
85_45,"['83_49', '81_69']",3,0.005836607676412517,12.6278,7.04052
85_62,"['84_65', '82_15']",3,0.0054846335509836,13.1731,4.49786
85_55,"['84_34', '84_89']",3,0.004430062705146433,13.2001,4.36852
85_82,"['84_13', '84_89']",3,0.0034860640079601873,13.203,4.35869
85_18,"['84_65', '84_35']",4,0.03132529537061456,13.2418,4.35979
85_68,"['82_20', '79_39']",4,0.02000744239033723,12.5926,7.10732
85_5,"['83_59', '84_35']",4,0.012301810179388533,12.573,7.13078
85_43,"['84_9', '84_89']",4,0.00983986633345397,12.5325,7.14588
85_50,"['84_2', '79_39']",4,0.007780952279841501,12.6094,7.08239
85_26,"['84_38', '84_21']",4,0.00727379837148884,12.6207,7.08048
85_1,"['83_49', '82_26']",4,0.007126546480825912,12.6257,7.05533
85_63,"['84_21', '84_34']",4,0.005106153845890237,13.1972,4.43273
85_56,"['84_31', '84_65']",4,0.004262315318609244,13.2042,4.3883
85_20,"['84_89', '84_31']",4,0.004170159172766325,13.1971,4.44958
85_67,"['84_13', '84_40']",4,0.003704519757783388,13.2358,4.3692
85_64,"['82_15', '84_40']",4,0.0030184212317137596,13.174,4.50024
85_6,"['82_20', '84_8']",5,0.014461203443535062,12.534,7.66297
85_27,"['82_20', '84_69']",5,0.009827855586866479,12.5538,7.14958
85_37,"['82_20', '84_89']",5,0.008375080279075131,12.552,7.18634
85_60,"['84_40', '84_11']",5,0.00805107275096733,12.6181,7.12312
85_87,"['84_2', '84_34']",5,0.005113677144726885,12.6311,7.06817
85_9,"['83_36', '84_40']",5,0.0050750273968559936,13.2052,4.40349
85_84,"['83_36', '83_49']",5,0.0036230467624901006,13.1984,4.45166
85_34,"['84_49', '84_21']",6,0.038981010327005294,12.5532,7.24975
85_35,"['84_13', '84_25']",6,0.021913617971117932,12.5737,7.21574
85_46,"['84_65', '84_69']",6,0.010655281472604066,12.6131,7.17163
85_22,"['84_65', '84_9']",6,0.007972431145767308,12.6342,7.0683
85_79,"['82_26', '82_15']",6,0.007673616114703543,12.6114,7.20947
85_77,"['82_15', '84_11']",6,0.004997442215891114,13.209,4.50426
85_19,"['84_34', '82_15']",6,0.0020660806278539738,13.2149,4.41421
85_8,"['83_49', '84_8']",7,0.048119516127003464,12.7516,7.10019
85_11,"['84_89', '83_49']",7,0.037399450564882517,13.2748,4.47491
85_24,"['84_51', '83_36']",7,0.018255066799051083,12.6946,7.11394
85_36,"['83_59', '82_15']",7,0.014800214792919248,12.6459,7.14374
85_51,"['82_20', '83_36']",7,0.01125965467356038,12.64,7.18285
85_31,"['83_36', '84_69']",7,0.008431460843537335,13.236,4.49545
85_7,"['84_21', '84_89']",7,0.007007261187481457,13.219,4.50244
85_72,"['84_31', '82_20']",7,0.0030444939549773634,12.6577,7.1388
85_33,"['84_34', '84_8']",8,0.038284746295714406,12.786,7.10523
85_10,"['84_65', '84_8']",8,0.009858206204462136,12.6574,7.14636
85_48,"['83_36', '83_40']",8,0.009836088006334185,13.2296,4.51148
85_16,"['84_21', '84_9']",9,0.09068154540636322,12.7561,7.44726
85_40,"['84_2', '82_15']",9,0.08443577232548616,12.8043,7.18445
