cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy
36_59,"['35_60', '33_33']",1,inf,13.6074,5.57168
36_40,"['35_3', '35_26']",1,inf,12.8264,8.53817
34_53,"['31_33', '32_10']",1,0.14689642300359862,13.1184,8.16654
33_71,"['32_16', '32_27']",1,0.060619732810444624,13.4518,6.12361
35_26,"['34_3', '34_71']",1,0.054409962608904246,12.875,8.4444
36_79,"['35_26', '35_51']",1,0.049054856102650535,12.9168,8.33558
36_31,"['34_53', '33_44']",1,0.015606765698046882,13.0224,8.20374
36_30,"['35_14', '33_27']",1,0.01391519152540658,13.5635,5.67744
36_39,"['35_38', '35_38']",1,0.011781990676412765,12.9814,8.3051
36_46,"['33_27', '35_36']",1,0.01081015505703811,13.5956,5.66952
35_14,"['34_22', '33_27']",1,0.010206826174143655,13.526,5.71959
36_0,"['33_44', '35_4']",1,0.009924831728074159,13.6003,5.6418
33_27,"['32_11', '32_6']",1,0.005485510179277263,13.5215,5.7205
34_39,"['33_6', '33_27']",1,0.004014517598488526,13.4739,5.87504
36_68,"['35_26', '35_5']",1,0.0023218709562165705,12.9816,8.29733
36_23,"['34_53', '33_44']",2,0.07277727386224958,13.2726,8.20267
36_76,"['35_44', '35_5']",2,0.051213242493985615,12.9518,8.64474
36_54,"['33_44', '33_44']",2,0.0212388856628519,13.6904,5.62356
34_33,"['33_10', '33_3']",2,0.021099678278871978,13.0788,8.30965
36_63,"['35_44', '35_51']",2,0.01951319155816887,12.964,8.4878
36_42,"['35_5', '34_53']",2,0.016901467898245155,13.1661,8.21947
36_45,"['35_30', '35_78']",2,0.011878364185978867,13.1018,8.26312
35_38,"['34_33', '34_3']",2,0.00925370769403595,12.9871,8.31369
36_36,"['34_39', '35_27']",2,0.009001106225110859,13.4784,5.94821
35_52,"['33_33', '33_33']",2,0.007811700781028368,13.6072,5.65743
36_58,"['35_14', '35_14']",2,0.00400805683197658,13.524,5.72869
36_44,"['35_38', '35_30']",2,0.003711713438897513,12.9836,8.43123
36_78,"['33_71', '35_52']",3,0.03073108876827566,13.5166,5.99536
36_34,"['33_71', '31_19']",3,0.029066426313029917,13.4855,6.16029
