cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy,Cost of energy next 10 years
80_70,"['78_38', '79_57']",1,inf,21.2821,9.14633,8.243142
84_14,"['82_63', '82_22']",1,inf,14.5578,5.8719,8.717415999999998
84_89,"['80_70', '83_27']",1,inf,18.2929,12.9933,8.322700000000001
85_84,"['84_85', '84_79']",1,inf,14.2276,9.31781,9.811337000000002
82_5,"['78_38', '81_85']",1,0.5452700566936509,17.3027,9.85386,8.393379
85_23,"['82_88', '84_79']",1,0.4962482832595386,14.2757,8.59017,9.420600000000002
85_75,"['84_34', '84_42']",1,0.46435903504462883,17.9527,12.6176,8.353473999999999
82_88,"['81_62', '81_63']",1,0.4009269451776924,14.3621,8.39898,9.09689
85_88,"['83_4', '84_2']",1,0.3197878916195467,19.3835,7.54381,8.317055
85_27,"['84_43', '84_57']",1,0.3190499628522554,15.753,7.2096,8.458085999999998
85_0,"['82_88', '84_43']",1,0.25341925554130423,14.4637,8.46216,8.849239999999998
85_40,"['84_25', '84_14']",1,0.25233405617778876,17.1409,6.64837,8.472876
85_53,"['84_89', '84_34']",1,0.24478279089585536,20.2294,12.8564,8.272887
85_44,"['83_4', '80_70']",1,0.23516728587425106,18.8948,8.33627,8.287724
85_66,"['84_89', '84_14']",1,0.21704917768869936,16.6089,9.40926,8.433249
84_65,"['83_19', '82_63']",1,0.20423705529040598,14.4721,6.08086,8.765405999999999
85_60,"['84_79', '84_14']",1,0.19742805910428404,14.5451,5.87472,8.509382
84_2,"['83_7', '83_22']",1,0.1674909482537114,20.5924,8.39141,8.281113
85_59,"['84_42', '84_83']",1,0.15250166252097888,17.1577,7.98085,8.401292999999999
85_3,"['84_24', '84_63']",1,0.15008312013889005,16.7265,8.82167,8.422056999999999
83_4,"['82_34', '82_78']",1,0.14731904395095996,17.7637,12.6429,8.363154
85_31,"['84_86', '84_18']",1,0.13282644091945292,15.8578,8.58732,8.452378
85_81,"['84_19', '84_18']",1,0.11308763897010181,18.0947,9.12776,8.38742
85_78,"['83_4', '82_63']",1,0.059561519176607514,15.8293,8.74112,8.45128
81_78,"['79_45', '80_82']",2,inf,14.2833,9.34345,9.5767
85_15,"['82_63', '84_79']",2,inf,14.7806,6.238,8.78002
85_20,"['84_25', '80_70']",2,inf,22.3183,9.0982,8.286586
85_38,"['80_70', '80_70']",2,inf,21.661,9.22943,8.243142
85_49,"['84_43', '80_70']",2,inf,16.553,12.4984,8.513069
85_46,"['81_78', '84_86']",2,0.6481457438465181,14.5511,6.30359,9.122713000000001
85_70,"['84_14', '84_14']",2,0.5176153112471835,14.5575,8.02484,8.808117000000001
85_9,"['84_6', '84_25']",2,0.3698607403428168,19.4613,11.1563,8.323272
85_89,"['84_25', '84_65']",2,0.3515379561298833,15.0214,10.4775,8.536027999999998
85_30,"['84_86', '82_88']",2,0.33895496727589824,14.4125,9.42526,9.278077999999997
85_68,"['84_25', '84_25']",2,0.2712542487029667,19.495,8.3483,8.346518
84_79,"['82_88', '83_19']",2,0.25938417826463483,14.2924,8.60936,9.45891
85_10,"['84_43', '84_86']",2,0.24070717477895964,15.6743,9.04486,8.608927999999999
