cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy,Cost of energy next 10 years
90_71,"['89_10', '87_35']",1,inf,14.5487,5.7154,8.758512
92_63,"['91_57', '91_57']",1,inf,14.1155,8.36401,9.234978
95_57,"['93_61', '92_12']",1,inf,22.3235,8.63648,8.23848
96_52,"['95_87', '95_14']",1,inf,16.6598,17.2577,8.391592
96_50,"['95_35', '95_48']",1,0.46740952459344487,14.1373,8.26238,8.845590999999999
96_39,"['95_41', '95_34']",1,0.4461474446603769,21.6401,9.25204,8.281113
95_70,"['94_10', '89_77']",1,0.3975616937004064,17.3939,15.6199,8.320986000000001
96_24,"['95_34', '95_70']",1,0.3868834539228006,18.2313,15.8153,8.263338999999998
95_59,"['94_10', '90_71']",1,0.3590083592370018,16.1107,12.8667,8.419419000000001
96_40,"['95_15', '95_57']",1,0.3586984347872684,19.7402,8.23301,8.32043
96_64,"['95_59', '95_14']",1,0.34213657548549814,16.8749,12.3242,8.378052
95_14,"['89_77', '94_9']",1,0.3403010447588336,15.8047,10.0713,8.442613
96_22,"['92_63', '95_59']",1,0.2837120526558069,14.6344,5.97448,8.470146999999999
96_28,"['90_71', '95_35']",1,0.2547666317716635,14.3004,7.95624,8.600413
96_59,"['95_48', '95_41']",1,0.253050744679266,15.5277,6.62052,8.446518000000001
94_70,"['89_77', '90_79']",1,0.2468942316825403,19.0536,8.62233,8.30399
96_26,"['90_71', '95_11']",1,0.21537573893102258,14.2229,9.02529,8.695768
96_1,"['95_6', '95_6']",1,0.14378209928735478,15.9169,7.04311,8.446044
96_61,"['95_48', '95_48']",1,0.13638130439765683,14.3801,6.04721,8.743886
96_7,"['95_15', '95_57']",1,0.11994458993312751,16.9231,7.80456,8.408147
96_63,"['95_70', '95_46']",1,0.11991186322376056,17.094,8.32829,8.323959
96_81,"['90_71', '92_63']",1,0.11954119425439967,14.3074,5.93176,8.788286000000001
96_10,"['95_6', '95_14']",1,0.09665255585361485,16.2361,7.93641,8.403617
96_17,"['95_11', '95_48']",1,0.029829708426375428,14.2856,8.30299,8.746601
96_0,"['95_70', '95_57']",2,inf,19.0908,14.5763,8.344349999999999
96_9,"['92_63', '92_63']",2,inf,14.1835,8.31454,9.252058000000002
96_68,"['95_87', '95_57']",2,inf,20.1945,8.84598,8.304198999999999
96_76,"['95_63', '95_48']",2,inf,14.5961,6.05355,8.78002
95_31,"['94_72', '94_57']",2,0.9000152097753464,14.3591,12.1627,8.892332999999999
95_11,"['94_57', '94_21']",2,0.48011440966173335,14.7121,6.18754,8.499761
96_69,"['94_70', '95_87']",2,0.4626742867477125,19.9211,9.5461,8.324684
96_3,"['95_35', '95_6']",2,0.35501004166491607,15.7261,6.95002,8.448858000000001
96_14,"['95_48', '95_48']",2,0.3508250009056537,14.4174,6.15089,8.743886
96_54,"['93_61', '94_1']",2,0.3366438013240661,19.2843,12.7111,8.311074999999999
96_72,"['95_87', '95_27']",2,0.3336697327966133,18.4216,8.32153,8.413702
96_86,"['95_14', '95_11']",2,0.3152060999952123,16.4854,6.69616,8.487628999999998
96_42,"['95_70', '95_50']",2,0.3139919445206809,17.754,8.12645,8.42569
96_80,"['95_13', '94_57']",2,0.26229696956081455,15.4724,9.33419,8.479193000000002
96_55,"['94_70', '95_41']",2,0.24064141477829898,19.6193,8.75772,8.35775
96_43,"['95_35', '94_1']",2,0.23839143502904347,17.4848,9.09693,8.413937
96_2,"['95_59', '95_59']",2,0.19592623072127874,16.2583,12.6407,8.417736
96_20,"['94_70', '95_63']",2,0.08262082658570456,17.6864,9.04156,8.418925
95_35,"['94_58', '94_57']",3,inf,14.4283,16.0932,8.823685000000001
96_23,"['90_71', '95_31']",3,inf,14.4594,12.6471,9.056205
96_47,"['95_11', '95_87']",3,inf,24.8511,11.1531,8.402029
96_82,"['95_15', '95_48']",3,inf,14.4938,6.19664,8.769245999999999
96_83,"['95_87', '95_57']",3,inf,21.1226,11.2655,8.339141000000001
96_67,"['95_14', '92_63']",3,0.4087380088976913,16.1314,14.6088,8.473994999999999
96_32,"['95_57', '92_63']",3,0.3884089225671627,16.4585,7.31882,8.615953
96_65,"['92_63', '94_70']",3,0.35281180841192294,19.4056,8.38778,8.417686
96_53,"['92_63', '94_70']",3,0.3098523088245052,16.7801,12.9905,8.455403
96_25,"['95_48', '95_35']",3,0.2840640668291789,15.0487,6.65912,8.733224000000002
96_87,"['90_71', '95_70']",3,0.24459433445784934,15.6301,6.9324,8.691762
96_31,"['90_79', '92_63']",3,0.2122620426500031,18.3541,9.06472,8.433276000000001
96_66,"['95_59', '95_13']",3,0.19695542361330237,16.159,9.28637,8.495788000000001
96_45,"['95_31', '95_35']",3,0.1955820783703669,14.4823,12.386,8.790067
96_33,"['95_34', '95_11']",3,0.1907288960273692,20.6403,9.04416,8.408811
96_37,"['95_35', '95_70']",3,0.1866405015890937,17.2584,8.40535,8.448979
96_88,"['95_15', '94_1']",3,0.1861267220261759,17.7854,9.8153,8.425789
96_46,"['95_14', '90_71']",3,0.1842582350033345,14.4655,9.87284,8.813344
96_78,"['95_31', '94_1']",3,0.16585292198453938,15.5534,12.5656,8.538337000000002
96_77,"['95_15', '95_59']",3,0.1427671822048267,15.7535,8.97495,8.557628000000001
96_62,"['95_31', '95_27']",3,0.09569083148179534,15.6035,9.02356,8.561429
96_11,"['95_59', '94_57']",4,inf,15.4758,7.51998,8.750733
96_13,"['95_34', '95_39']",4,inf,19.5629,8.69985,8.430019
96_73,"['95_50', '95_35']",4,inf,14.4665,12.0413,8.98972
96_74,"['95_48', '95_11']",4,inf,14.7627,8.42184,9.096653
96_16,"['94_1', '95_15']",4,0.708568738427104,17.9038,9.80317,8.466289999999999
96_15,"['95_59', '95_41']",4,0.6039758524846083,19.3909,10.7896,8.447202
96_21,"['95_31', '94_70']",4,0.5693960786231227,16.5568,8.30297,8.689156
96_49,"['94_1', '95_50']",4,0.510323414372983,18.1998,11.49,8.435585
96_89,"['93_61', '92_63']",4,0.44367900367240387,17.6631,11.1164,8.616192000000002
96_4,"['95_59', '95_15']",4,0.3992620117414093,15.7311,7.6782,8.718725000000001
96_5,"['94_57', '94_1']",4,0.3785540163180599,16.2694,9.05873,8.703824000000001
96_71,"['95_59', '92_63']",4,0.37736206426177965,14.6085,8.63478,8.823685000000001
96_19,"['95_41', '90_71']",4,0.35472417133686196,17.7308,11.1698,8.603007000000002
96_35,"['92_63', '95_39']",4,0.21667121711631668,14.5379,9.02468,8.808553
96_27,"['95_35', '95_15']",5,inf,14.7414,9.08439,9.293898000000002
96_34,"['95_23', '95_15']",5,inf,19.4912,11.7498,8.508526
96_44,"['95_87', '95_63']",5,inf,18.6988,7.82799,8.957666
