cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy,Cost of energy next 10 years
49_57,"['47_39', '47_39']",1,inf,21.5398,18.5983,8.559876000000001
31_78,"['28_60', '30_70']",1,inf,13.0424,14.5171,8.991356999999999
49_35,"['46_14', '46_14']",1,inf,28.6178,10.143,9.131904000000002
51_10,"['50_59', '50_13']",1,inf,27.8933,9.91508,9.133868999999999
45_45,"['42_30', '31_78']",1,0.13986739550476174,13.3282,16.9553,8.722564000000002
50_61,"['49_81', '49_12']",1,0.12437272101012957,14.5978,14.3698,8.71426
51_41,"['50_13', '50_19']",1,0.1238705892488037,18.4002,12.7001,8.719058
51_2,"['47_39', '49_73']",1,0.10809586998297244,23.1689,16.8036,8.581423
51_11,"['50_2', '49_57']",1,0.10802044496185587,15.7972,13.1778,8.659679999999998
51_3,"['50_10', '47_39']",1,0.09677034296940568,19.8359,12.6843,8.669654
51_17,"['50_10', '49_35']",1,0.0954201074746352,24.474,11.2093,9.047552
51_64,"['49_35', '50_26']",1,0.09497825303488262,25.2203,10.8342,9.080808999999999
50_20,"['49_75', '49_75']",1,0.09077294493271619,27.5302,10.0449,9.205253
51_85,"['50_30', '49_69']",1,0.08603644682870507,19.3353,13.6922,8.649238
51_61,"['45_45', '50_19']",1,0.07756411502449091,14.7874,15.5912,8.638393
51_68,"['50_20', '50_20']",1,0.0720269220133741,27.4158,10.0648,9.208142
51_78,"['50_20', '50_24']",1,0.07124509892375233,26.9155,11.1892,8.986197999999998
51_26,"['49_69', '50_51']",1,0.07095646233581096,17.6359,12.3513,8.810686
51_6,"['50_17', '50_36']",1,0.06726026686494402,16.5098,12.8653,8.660907
51_51,"['50_51', '49_35']",1,0.0596805913923317,26.1674,10.2164,9.152454
51_54,"['49_57', '50_59']",1,0.05447078980516315,24.9993,11.63,8.843562000000002
51_23,"['49_73', '50_2']",1,0.05376281247457183,21.6827,12.0069,8.844896
51_0,"['45_45', '49_57']",1,0.051089712013318904,15.0722,15.1218,8.600292
51_75,"['50_17', '50_75']",1,0.04545370072743893,25.0848,12.2181,8.75197
51_47,"['50_26', '45_45']",1,0.045420938117424314,13.043,12.6466,8.944325000000001
50_13,"['49_75', '49_20']",1,0.0416064769381952,28.1409,10.3531,9.039051
51_86,"['50_67', '49_69']",1,0.04151237105678543,25.7816,12.5176,8.696488
51_39,"['50_24', '50_24']",1,0.04081713638681605,22.2453,14.0379,8.587828
51_44,"['50_2', '50_20']",1,0.03925431958785264,28.1248,10.7301,8.919808999999999
51_45,"['49_57', '50_19']",1,0.036908012651740194,26.0863,14.2598,8.573574
51_56,"['50_19', '50_51']",1,0.03661875254420211,23.8339,13.2539,8.643673999999999
51_1,"['50_19', '50_10']",1,0.03573571623821775,23.4246,13.6561,8.612529
51_30,"['50_13', '50_20']",1,0.035376933431461664,27.8111,10.4026,9.041249
51_37,"['50_75', '50_51']",1,0.03177644869288622,20.8676,10.7208,9.097779
51_65,"['50_13', '50_20']",1,0.031547066087806115,24.4316,10.3364,9.107517999999999
51_19,"['50_7', '49_57']",1,0.030006483319565565,23.2269,14.8045,8.58141
51_71,"['49_73', '50_72']",1,0.02708359327684704,21.4964,15.0702,8.609262999999999
51_12,"['50_19', '50_7']",1,0.02628340663201508,24.0935,13.376,8.638403
51_31,"['47_39', '50_61']",1,0.02623638847552346,23.134,15.0481,8.586513
50_75,"['49_54', '48_9']",1,0.024646969495097808,24.3571,12.0027,8.955925
51_27,"['49_73', '50_24']",1,0.019840439184346085,22.757,13.6907,8.652983
51_50,"['49_73', '49_57']",1,0.016423022589274028,24.1009,13.9528,8.581204
51_4,"['50_61', '50_10']",1,0.0163269494373988,24.1296,13.2245,8.657599
51_74,"['31_78', '49_35']",2,inf,24.9646,11.7343,9.346013
51_42,"['50_68', '49_73']",2,0.13087255023417252,21.228,15.8104,8.61693
51_63,"['50_13', '50_61']",2,0.10063738094012334,21.9812,12.6237,8.852628
51_16,"['50_26', '50_13']",2,0.08299168185984172,25.3354,10.7127,9.159929
49_73,"['48_34', '45_45']",2,0.08278976643789666,16.4454,15.3904,8.618638
51_76,"['50_89', '50_26']",2,0.06689162254011212,17.4005,13.7311,8.808623
51_8,"['50_30', '50_10']",2,0.06471309915201592,17.6536,12.633,8.92661
51_46,"['45_45', '50_19']",2,0.06415969505377818,15.1371,15.3309,8.730722
51_13,"['50_26', '50_51']",2,0.059819394831987095,25.648,11.061,9.087838999999999
51_7,"['50_75', '50_51']",2,0.055065482809515676,25.4426,11.4347,9.117522000000001
51_29,"['50_51', '50_59']",2,0.049693819275605886,26.5378,10.6208,9.114066
51_32,"['50_20', '49_35']",2,0.04597667320522786,26.6981,10.4829,9.107909
51_22,"['50_2', '50_61']",2,0.04588902076282261,23.9582,12.9873,8.764962
51_79,"['49_57', '50_2']",2,0.045733564982301925,25.4703,12.2364,8.767236
51_25,"['49_73', '49_57']",2,0.04361783921286619,22.4761,14.2743,8.596456
50_19,"['49_73', '49_57']",2,0.042600511176132616,17.4219,13.9076,8.686040000000002
51_59,"['50_30', '50_38']",2,0.04139600495467585,25.9984,11.9058,8.957087000000001
51_21,"['50_36', '50_26']",2,0.0412544308789492,26.2717,11.6592,8.907461999999999
51_40,"['49_73', '50_20']",2,0.04068710454335735,23.5879,12.3757,8.948514999999999
51_77,"['50_19', '47_12']",2,0.04000969950667365,23.2615,13.5453,8.757659999999998
51_73,"['31_78', '50_59']",2,0.03757475925854436,19.5722,12.4937,9.107717
51_69,"['50_17', '45_45']",2,0.035184777743381676,20.9218,13.5592,8.733433000000002
51_72,"['50_17', '50_19']",2,0.03499172608423873,22.9729,14.0968,8.662681000000003
51_70,"['49_73', '49_35']",2,0.031045424322763946,24.9797,12.8581,8.748037
51_55,"['50_75', '50_51']",2,0.028862862973883553,25.4027,11.5449,9.110468000000001
51_48,"['50_10', '50_61']",2,0.025830039761863294,24.107,13.3419,8.684348
51_81,"['47_39', '50_2']",2,0.023729576638650537,23.976,13.7713,8.647154000000002
51_34,"['50_51', '50_51']",2,0.020831376339147986,25.7084,10.6715,9.112363
51_36,"['50_10', '50_19']",2,0.01688788302979839,22.2999,13.9331,8.666329000000001
51_35,"['31_78', '50_7']",2,0.01484396452195233,22.294,14.0,8.666599000000001
51_89,"['31_78', '31_78']",3,0.13931577349704966,20.8394,14.2431,9.012888
51_58,"['47_39', '50_2']",3,0.11533606820730608,24.3574,19.8945,8.628953
51_67,"['49_69', '50_68']",3,0.07822671245695956,21.4563,17.1541,8.675200999999998
51_14,"['45_45', '49_73']",3,0.053359502881569515,20.9284,14.8379,8.7064
51_9,"['50_19', '50_2']",3,0.04178707208858184,27.6796,11.8285,8.955638
51_38,"['50_75', '49_69']",3,0.03856498621187202,24.8146,13.7348,8.714579
51_84,"['50_19', '31_78']",3,0.03783038203471884,23.3543,14.5532,8.719308999999999
51_83,"['50_20', '49_73']",3,0.034373293682647646,24.0608,12.8026,8.902418
51_66,"['50_10', '50_75']",3,0.029027364602791317,26.1101,12.4585,8.967566
51_82,"['50_24', '50_2']",3,0.015739420409490973,22.4206,21.1808,8.646181
51_20,"['49_57', '49_35']",4,0.1412464220369068,21.2683,19.3064,8.930602
51_43,"['31_78', '45_45']",4,0.11090914661365156,21.3905,15.0043,9.224408
51_33,"['49_57', '45_45']",4,0.06516851338446046,21.6024,17.8204,8.695331
51_88,"['31_78', '50_51']",4,0.0443797031599665,27.8934,12.5992,8.992307
51_62,"['31_78', '49_35']",4,0.036578685829106575,25.5748,12.8835,8.981311999999999
51_15,"['31_78', '50_24']",4,0.031929006268143774,22.7099,14.9373,8.721692000000001
51_24,"['49_73', '50_51']",4,0.015207611530130689,28.0199,12.0037,9.281987999999998
51_52,"['45_45', '50_24']",5,inf,22.8082,21.886,8.785495000000001
51_18,"['45_45', '49_35']",5,0.11571903599840862,22.9634,18.4027,8.893395
51_53,"['50_26', '50_19']",5,0.07362657044659074,24.1296,18.0978,8.730154
51_28,"['47_12', '50_24']",5,0.04390603639017582,25.0016,15.218,8.806934000000002
51_5,"['50_20', '45_45']",5,0.02195063355480662,22.7118,14.9894,8.961648999999998
51_87,"['50_30', '50_26']",6,0.12860245564398634,24.0424,20.329,8.909305
51_60,"['45_45', '47_12']",6,0.033947723413212366,23.6947,15.2295,8.972626
51_80,"['50_36', '50_20']",7,0.07633941848182914,24.9273,17.5866,8.974423
51_49,"['50_2', '31_78']",8,-inf,inf,inf,inf
51_57,"['50_26', '50_19']",8,-inf,inf,inf,inf
