cand_id,parents,rank,distance,CO2 Gross emissions,Total cost of energy
95_38,"['94_88', '94_26']",1,inf,-4.6965,-6.53166
94_80,"['93_46', '93_51']",1,inf,-4.86908,-6.28173
95_48,"['94_80', '93_75']",1,0.00025094037416050093,-4.70096,-6.47136
95_67,"['94_87', '94_66']",1,0.0002060192468956773,-4.84175,-6.28778
95_13,"['94_66', '94_88']",1,8.635351317213435e-05,-4.85236,-6.28507
95_2,"['94_43', '94_40']",1,5.997377748384627e-05,-4.7343,-6.31457
95_16,"['94_66', '94_87']",1,5.4621909907924266e-05,-4.73276,-6.38271
95_21,"['94_40', '94_87']",1,2.162599815973844e-05,-4.71228,-6.38574
94_66,"['93_46', '93_70']",2,0.0003113043928276276,-4.85434,-6.29901
95_84,"['94_78', '94_69']",2,0.00019445695245013474,-4.71216,-6.57898
95_74,"['94_69', '94_30']",2,0.00017472453753479835,-4.71623,-6.43068
95_10,"['94_40', '94_88']",2,0.00013278217483989242,-4.7408,-6.32674
95_63,"['94_15', '94_51']",2,8.041882496618865e-05,-4.72053,-6.3928
94_40,"['93_64', '93_55']",2,5.724210388598173e-05,-4.73651,-6.34255
95_32,"['94_56', '94_30']",2,5.0630440114060886e-05,-4.71245,-6.4701
95_34,"['94_65', '93_75']",2,3.589526814023759e-05,-4.72932,-6.38834
95_81,"['94_40', '94_56']",2,1.2722173071279975e-05,-4.72961,-6.38801
94_65,"['92_79', '93_23']",3,0.00045587886744305825,-4.77418,-6.33973
95_70,"['94_26', '94_26']",3,0.0003073827439763942,-4.71321,-6.60087
94_26,"['93_82', '93_75']",3,0.00024309022895734815,-4.71364,-6.5811
94_37,"['93_75', '93_55']",3,0.00017809519448487907,-4.71927,-6.45706
95_83,"['94_65', '94_51']",3,0.00017587930076109844,-4.86173,-6.31393
95_3,"['94_30', '94_56']",3,0.00010885962443216492,-4.71387,-6.50463
95_22,"['94_66', '93_81']",3,8.703226129155559e-05,-4.85512,-6.31719
95_9,"['94_40', '94_15']",3,8.01224996770142e-05,-4.71964,-6.44575
94_22,"['93_64', '92_15']",3,7.061869108336147e-05,-4.72496,-6.42342
95_66,"['94_37', '94_65']",3,6.912860272086514e-05,-4.74369,-6.34381
94_88,"['93_81', '93_87']",3,6.623565252677157e-05,-4.73179,-6.39006
95_18,"['94_87', '92_15']",3,5.7623721343848145e-05,-4.72994,-6.40531
95_69,"['94_88', '94_88']",3,2.9226474465049268e-05,-4.73759,-6.38308
95_7,"['94_22', '93_75']",4,0.001949285365405479,-4.71404,-6.63347
95_19,"['94_40', '94_51']",4,0.00023130932575141707,-4.87377,-6.31793
95_62,"['94_65', '94_80']",4,0.0001392885224768657,-4.76731,-6.34735
95_26,"['94_80', '94_66']",4,0.0001334429142595843,-4.74692,-6.35427
95_44,"['94_22', '94_87']",4,0.00011939934325327735,-4.72831,-6.43856
95_24,"['94_40', '94_30']",4,0.00010173669307410863,-4.73565,-6.42586
94_56,"['92_36', '93_23']",4,9.529903738997672e-05,-4.71571,-6.50759
93_75,"['92_36', '92_50']",4,7.918533757783982e-05,-4.7148,-6.5742
95_27,"['94_26', '94_37']",4,7.31699908476857e-05,-4.73904,-6.39626
95_31,"['94_37', '94_72']",4,7.303490170256203e-05,-4.72224,-6.4892
95_37,"['94_66', '94_87']",4,6.593831960434373e-05,-4.84341,-6.34041
95_78,"['94_24', '94_80']",4,5.898770468498694e-05,-4.86629,-6.32681
95_75,"['94_56', '93_69']",4,4.2002110976159755e-05,-4.72686,-6.4468
95_68,"['93_69', '94_65']",5,0.00019310944796834946,-4.90195,-6.33041
95_46,"['94_43', '94_69']",5,0.00016235372348505874,-4.89873,-6.34542
95_1,"['94_72', '94_51']",5,9.40147049397834e-05,-4.86179,-6.34895
95_55,"['93_75', '94_22']",5,8.430066859801944e-05,-4.724,-6.53144
95_73,"['94_26', '92_15']",5,8.017688984576061e-05,-4.72425,-6.52
95_25,"['93_64', '94_43']",5,7.629867222515998e-05,-4.76843,-6.36246
95_6,"['94_50', '94_80']",5,6.590935196653873e-05,-4.74895,-6.3658
95_12,"['94_51', '93_75']",5,5.772613593556085e-05,-4.72792,-6.45383
95_17,"['94_65', '94_50']",6,0.0003015514338719832,-4.90615,-6.34866
95_54,"['92_15', '94_43']",6,0.00016734883347474516,-4.86103,-6.37068
95_49,"['94_26', '94_30']",6,0.00014353224276562272,-4.72558,-6.52582
95_43,"['94_66', '94_26']",6,0.00012778920147325754,-4.75357,-6.37925
95_65,"['94_40', '94_66']",6,0.00011199902203466344,-4.86489,-6.35855
95_53,"['94_56', '94_51']",6,9.140365689420551e-05,-4.73004,-6.48017
95_80,"['94_69', '94_66']",6,8.582967590319062e-05,-4.73105,-6.47797
95_77,"['94_87', '94_30']",6,6.908783032041598e-05,-4.74613,-6.45442
95_33,"['94_80', '94_40']",6,2.7063963276751935e-05,-4.74924,-6.39571
95_58,"['93_64', '94_43']",7,0.0005672692822471515,-4.8055,-6.38424
95_8,"['93_5', '94_15']",7,0.0001505217766276352,-4.77268,-6.4004
95_20,"['93_75', '94_56']",7,0.00011727401890634904,-4.72816,-6.56817
95_85,"['94_26', '94_65']",7,8.307535996109404e-05,-4.73025,-6.51513
95_15,"['94_66', '94_26']",7,7.627602988093736e-05,-4.7277,-6.57328
95_86,"['94_80', '94_22']",7,7.552649363781084e-05,-4.75018,-6.44952
95_39,"['93_69', '93_5']",7,7.175608917359915e-05,-4.86672,-6.36023
95_89,"['94_56', '94_80']",7,5.372640648592681e-05,-4.74253,-6.47989
95_0,"['94_50', '94_78']",7,4.019220915574543e-05,-4.73048,-6.49722
95_71,"['94_51', '94_88']",7,3.53324310242531e-05,-4.75155,-6.40532
95_23,"['94_56', '94_88']",8,0.00031367100506008263,-4.82497,-6.41237
95_59,"['93_69', '94_56']",8,0.0002027406891628344,-4.88118,-6.37951
95_61,"['94_87', '94_37']",8,0.00015516866818086143,-4.75027,-6.46758
95_14,"['94_78', '94_80']",8,0.00014846329077575478,-4.75782,-6.41246
95_41,"['94_80', '92_15']",8,0.00011959595323308193,-4.75632,-6.42062
95_36,"['94_87', '94_65']",8,8.677763513175563e-05,-4.90108,-6.36629
95_35,"['94_87', '94_69']",8,6.885496022810112e-05,-4.73331,-6.51933
95_45,"['94_15', '94_87']",8,3.6743592963808836e-05,-4.83071,-6.38777
