cand_id,parents,rank,distance,CO2 Gross emissions,Total cost of energy
62_65,"['60_60', '61_69']",1,inf,-5.05977,-8.17599
62_57,"['61_5', '61_46']",1,inf,-5.17887,-7.8304
62_87,"['61_45', '61_63']",1,0.0010322365989055063,-5.15358,-7.91008
62_84,"['61_32', '61_33']",1,0.00045355037194392156,-5.06827,-8.08832
62_61,"['61_58', '61_9']",1,0.000260803933351665,-5.11696,-8.01094
62_46,"['61_9', '61_32']",1,0.0001825778347721136,-5.09702,-8.02377
62_29,"['61_46', '60_21']",1,0.00013591509396612532,-5.12293,-7.93286
61_9,"['60_21', '59_75']",1,0.0001217221801812083,-5.11406,-8.01829
61_62,"['60_6', '60_60']",2,0.0004971315985837879,-5.13777,-7.95717
61_63,"['60_33', '60_21']",2,0.00032492684948035624,-5.18714,-7.92183
62_45,"['61_64', '61_46']",2,0.00029506822719680797,-5.14134,-7.93547
62_11,"['61_62', '61_9']",2,0.0002678712422204946,-5.13121,-7.97794
62_12,"['60_60', '61_67']",2,0.0002610458302220752,-5.07194,-8.18857
62_8,"['61_62', '60_60']",2,0.00025879754580333125,-5.11414,-8.03483
62_62,"['61_32', '61_58']",2,0.00023373158928238083,-5.10039,-8.08096
62_14,"['61_69', '60_65']",2,0.00015629447648960802,-5.06482,-8.44552
62_7,"['61_45', '61_18']",2,0.00010548375364903209,-5.07616,-8.13425
62_63,"['61_63', '61_62']",2,6.766575246661573e-05,-5.13098,-8.01866
62_5,"['61_67', '60_21']",2,5.65363479412077e-05,-5.09685,-8.12577
62_44,"['61_9', '61_33']",2,3.244340263201152e-05,-5.07531,-8.1369
62_9,"['61_69', '61_33']",3,0.0003581647812627607,-5.07711,-8.33804
62_70,"['61_62', '61_5']",3,0.00032906431941597257,-5.13915,-7.99756
62_86,"['60_33', '61_66']",3,0.00021963975636476757,-5.08708,-8.20336
61_5,"['60_21', '60_33']",3,0.00019907677301816157,-5.14993,-7.98355
62_49,"['61_63', '61_63']",3,0.00017239898165899786,-5.19062,-7.9283
62_34,"['61_62', '60_60']",3,0.00015131063962525227,-5.12759,-8.04455
61_64,"['60_60', '60_24']",3,0.00012058418298973466,-5.10082,-8.12748
62_75,"['61_67', '61_46']",3,8.175343545974192e-05,-5.10362,-8.0826
62_71,"['61_62', '61_5']",3,7.712277169408649e-05,-5.17346,-7.98099
62_56,"['61_67', '61_9']",3,6.99914920113948e-05,-5.0816,-8.21596
61_66,"['60_87', '59_77']",3,6.910863673559894e-05,-5.07507,-8.4733
62_13,"['61_58', '61_5']",3,5.801390251622836e-05,-5.11066,-8.08207
62_51,"['61_62', '61_45']",3,3.553108186815266e-05,-5.15638,-7.98238
62_58,"['60_60', '61_67']",3,2.975180094812643e-05,-5.09233,-8.1541
62_23,"['61_64', '61_64']",3,2.808448047999249e-05,-5.0934,-8.15375
62_19,"['61_40', '61_34']",4,0.0008476243616524264,-5.08078,-8.52186
62_82,"['60_33', '60_60']",4,0.00042462136611527213,-5.12717,-8.11704
62_31,"['60_60', '61_62']",4,0.00019420592255917928,-5.143,-8.05323
62_79,"['61_58', '61_67']",4,0.00017355388351684994,-5.08895,-8.23602
62_24,"['61_33', '61_9']",4,0.00011415539277889636,-5.15525,-8.0478
61_33,"['60_65', '60_33']",4,0.00010575873028182984,-5.09761,-8.18414
62_38,"['61_45', '61_83']",4,9.615186563196758e-05,-5.08176,-8.24318
61_58,"['60_24', '59_77']",4,9.563236704637918e-05,-5.09829,-8.15424
62_22,"['61_45', '61_18']",4,6.490560544248043e-05,-5.10298,-8.14155
62_60,"['61_9', '61_67']",4,5.8448614964014194e-05,-5.1103,-8.13877
61_67,"['60_21', '59_77']",5,0.0003958103458202852,-5.08889,-8.27587
62_73,"['60_33', '61_9']",5,0.0002128372287677304,-5.15246,-8.06309
62_48,"['61_64', '61_64']",5,0.00014249189978879056,-5.1096,-8.15071
62_18,"['61_67', '61_67']",5,0.00013521614448188152,-5.0858,-8.31598
62_77,"['61_9', '61_63']",5,0.00013274018884482577,-5.15752,-8.06306
62_40,"['61_69', '61_63']",5,0.0001229005224453137,-5.13274,-8.12251
62_39,"['60_2', '61_5']",5,0.00011625883090348937,-5.10592,-8.22492
62_26,"['61_34', '61_18']",5,8.481553951063524e-05,-5.09734,-8.24163
62_66,"['61_65', '61_8']",5,5.535001079653713e-05,-5.09683,-8.27223
62_52,"['61_34', '61_33']",5,2.666625649096975e-05,-5.10594,-8.21617
62_78,"['61_66', '61_60']",6,0.0004482447433356879,-5.09015,-8.31013
61_40,"['60_87', '59_77']",6,0.0002359585680738072,-5.08591,-8.44242
62_42,"['61_33', '61_9']",6,0.00018447978680045254,-5.12956,-8.16212
62_3,"['61_67', '61_66']",6,0.00011875248647873936,-5.08881,-8.32294
62_21,"['61_65', '61_81']",6,7.271239420312308e-05,-5.11871,-8.27418
62_30,"['61_67', '61_5']",6,5.599872481556322e-05,-5.15094,-8.13535
62_6,"['61_63', '61_69']",6,4.8034639987326746e-05,-5.13865,-8.15317
62_10,"['61_63', '60_2']",7,0.00016171460457588168,-5.13558,-8.16905
62_89,"['61_64', '61_63']",7,0.00011984519340129785,-5.13481,-8.21074
62_67,"['61_66', '61_9']",7,0.00011731656255154244,-5.09111,-8.35829
62_37,"['60_60', '61_58']",7,7.310798145198377e-05,-5.12802,-8.31464
62_25,"['61_66', '61_64']",7,7.224081096884029e-05,-5.09833,-8.32505
62_55,"['61_58', '61_46']",7,2.8920825613137095e-05,-5.15536,-8.13725
62_17,"['61_63', '61_66']",7,2.79365845016182e-05,-5.15249,-8.14197
62_72,"['61_63', '61_81']",8,0.00039977168911701415,-5.19197,-8.14301
62_28,"['61_34', '60_60']",8,0.00022549991276504374,-5.10649,-8.35757
62_47,"['61_46', '61_71']",8,0.00021241167714222936,-5.1629,-8.14311
62_33,"['61_71', '60_60']",8,0.00015365902430447946,-5.1316,-8.3294
62_1,"['61_58', '60_2']",8,0.00014151827864016827,-5.10422,-8.36615
62_76,"['61_40', '61_81']",8,0.00012437081171010013,-5.09401,-8.36896
62_32,"['61_63', '61_66']",8,6.62615687946858e-05,-5.14182,-8.18616
62_43,"['61_33', '61_8']",8,4.535951836788031e-05,-5.13571,-8.20585
62_54,"['61_66', '61_81']",9,0.0005345997273881794,-5.09842,-8.47622
62_36,"['61_65', '60_60']",9,0.00033726456064652984,-5.10728,-8.3792
62_2,"['61_32', '61_81']",9,0.0003004648609448218,-5.14434,-8.24632
62_64,"['61_83', '60_33']",9,0.00016060560292383225,-5.14788,-8.22703
62_0,"['61_46', '61_71']",9,0.00014698364306338008,-5.17402,-8.17744
62_83,"['60_60', '61_66']",9,8.435647175128959e-05,-5.11728,-8.37416
62_16,"['60_2', '61_5']",9,3.816970337099617e-05,-5.15604,-8.20578
62_50,"['60_21', '60_65']",9,2.301336379844289e-05,-5.1305,-8.35757
62_85,"['61_66', '61_65']",10,0.00033381498386080336,-5.10622,-8.54914
62_74,"['61_71', '61_46']",10,0.00010278781670567381,-5.15674,-8.2181
62_20,"['61_81', '61_26']",10,9.077140698000177e-05,-5.14628,-8.27189
62_68,"['61_34', '61_58']",10,8.806839006140485e-05,-5.12171,-8.37503
62_88,"['61_8', '61_9']",10,6.193945172763108e-05,-5.15702,-8.20779
62_53,"['61_83', '61_67']",10,4.7250665098355374e-05,-5.11863,-8.47512
62_15,"['61_71', '61_5']",11,0.0005172379539184515,-5.13226,-8.40276
62_41,"['61_65', '61_34']",11,0.0004514068280136115,-5.12843,-8.42525
62_81,"['61_63', '61_69']",11,0.00039287819854268613,-5.17135,-8.26739
62_69,"['61_69', '60_2']",11,0.00030442184544305246,-5.12179,-8.44842
62_59,"['61_40', '60_87']",12,0.9988656201857301,-5.227,-8.47209
62_80,"['60_2', '61_64']",12,0.9921737215557692,-5.15933,-8.55176
62_4,"['61_34', '61_5']",13,inf,-99.0,-99.0
62_35,"['61_32', '61_69']",13,1.9903075389693146,-99.0,-99.0
62_27,"['60_21', '60_65']",13,0.0,-99.0,-99.0
