cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Average Energy Change Percent
2_21,"['1_17', '1_17']",1,inf,30.162266666666667,15.680733333333334,1113.9086981488624
4_22,"['2_21', '3_6']",1,inf,32.12576666666667,15.04197,1108.3404099962074
5_34,"['2_21', '4_19']",1,inf,30.19216666666667,15.657733333333333,1114.3547473153824
6_25,"['5_43', '5_86']",1,inf,36.70196666666667,25.367,1099.8573334918922
6_26,"['5_86', '5_75']",1,inf,38.81616666666667,17.28786666666667,1097.0844206161635
6_68,"['4_64', '0_1']",1,inf,63.72839999999999,17.047833333333333,1098.366377632286
6_58,"['5_16', '5_50']",1,0.7123926828620483,30.456266666666664,19.87313333333333,1108.9202268712395
5_18,"['4_76', '4_53']",1,0.34575734277867837,49.131166666666665,17.255733333333335,1098.3787243433972
6_77,"['4_64', '5_18']",1,0.3270901855688746,55.57516666666667,17.097266666666666,1098.3765544445776
6_39,"['5_16', '4_22']",1,0.2943000345715483,30.3921,15.447360000000002,1109.7961998128778
6_30,"['5_43', '5_43']",1,0.2546128382260385,37.373066666666666,18.642633333333333,1099.8624490699021
4_64,"['3_70', '0_1']",1,0.25453420664645476,59.590133333333334,16.9694,1098.3715698998606
6_85,"['5_43', '5_18']",1,0.20832147513892932,44.14506666666667,16.720699999999997,1098.3886418309678
6_80,"['5_61', '4_22']",1,0.17395269144592912,41.54546666666666,15.691533333333332,1102.9017666975094
6_42,"['5_43', '5_36']",1,0.15761257211691523,35.06153333333333,17.500333333333334,1099.8890686778334
6_47,"['4_22', '4_87']",1,0.15042607523270493,32.786233333333335,15.776633333333331,1105.9157363829227
6_29,"['4_22', '4_76']",1,0.1333674182063441,37.78563333333333,16.054266666666667,1102.8716253223477
6_16,"['4_22', '5_62']",1,0.1249541912170436,34.37433333333333,15.30144,1104.4538409865202
6_65,"['5_28', '5_86']",1,0.12303313855581641,33.80006666666666,15.866933333333334,1105.3240752253012
6_13,"['4_76', '5_44']",1,0.11949784149979358,42.35066666666667,16.712500000000002,1098.4190233747422
6_73,"['4_79', '5_50']",1,0.11801782178165415,33.93876666666667,16.317633333333333,1104.4185008749064
6_52,"['4_79', '2_21']",1,0.11713743841024335,32.13453333333334,15.826633333333334,1107.462554446079
6_8,"['5_43', '3_7']",1,0.11599565559306763,37.58833333333333,17.399033333333332,1098.6353741238902
6_38,"['5_53', '4_26']",1,0.11577779431088131,39.11983333333333,16.916166666666665,1099.8546481479852
6_22,"['5_43', '5_89']",1,0.11009328973903074,36.8145,17.24106666666667,1101.4035548175373
6_46,"['5_43', '4_79']",1,0.10806854649117605,38.04656666666667,16.434033333333332,1101.402827619508
6_84,"['5_44', '4_79']",1,0.0914918535768938,39.82966666666667,16.753633333333333,1099.8588736356025
6_76,"['4_22', '4_79']",1,0.09112818735333583,39.019866666666665,17.030199999999997,1100.6216677924306
6_37,"['3_7', '5_28']",1,0.08729801151454179,30.479033333333334,15.787566666666669,1107.466163343831
6_61,"['5_43', '5_16']",1,0.08610406769080436,31.517800000000005,15.888476666666667,1105.8822229201505
6_5,"['4_87', '5_75']",1,0.07612454308688746,35.2986,16.24676666666667,1102.871785624032
6_24,"['5_34', '4_26']",1,0.06830661017462378,31.927233333333334,15.668550000000002,1109.3513162001097
6_10,"['3_7', '4_79']",1,0.05779572976368969,38.986533333333334,17.203566666666667,1100.0287918614283
6_81,"['5_34', '5_34']",1,0.04330282257210251,30.206999999999997,15.654666666666666,1114.3547107331115
6_62,"['5_9', '5_50']",1,0.02544518339494838,31.610266666666664,16.381133333333334,1104.421839476937
6_72,"['5_89', '5_89']",1,0.02534693587934594,38.97123333333333,15.5388,1104.4197528517523
0_1,[],2,inf,63.928599999999996,17.63506666666667,1098.3649576410207
4_79,"['2_42', '2_30']",2,inf,41.237033333333336,18.096666666666668,1097.7785382274003
5_86,"['4_26', '4_26']",2,inf,36.457033333333335,28.947633333333332,1101.40416173868
6_23,"['3_7', '5_34']",2,inf,30.536366666666666,16.265900000000002,1108.9214061998312
6_45,"['5_34', '5_33']",2,inf,31.6424,15.7889,1110.472957154708
