cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Average Energy Change Percent
0_1,[],1,inf,63.928599999999996,17.63506666666667,1098.3649576410207
0_92,[],1,inf,33.06356666666667,25.25633333333333,1110.439317634675
1_17,"['0_28', '0_58']",1,inf,30.176199999999998,15.657133333333334,1114.3547977500918
1_18,"['0_44', '0_49']",1,inf,31.31976666666667,15.361696666666667,1114.3551986635837
1_13,"['0_1', '0_3']",1,1.0974323478135015,48.0023,18.157933333333332,1101.4387193788164
1_46,"['0_1', '0_75']",1,1.0731996323365975,41.98116666666667,20.0922,1102.307876057094
1_80,"['0_1', '0_18']",1,0.7546590868553091,43.51926666666666,20.6587,1102.2733649538297
1_16,"['0_18', '0_60']",1,0.18231574933464637,31.700833333333332,15.875966666666665,1110.439390122932
0_25,[],1,0.14257786581371268,31.2469,15.526386666666667,1111.3487897065768
0_26,[],1,0.13830240252924428,31.2,15.527476666666667,1113.4778086987324
1_79,"['0_80', '0_6']",1,0.06776210653486806,30.64946666666667,15.612366666666667,1110.4725565112196
1_39,"['0_21', '0_13']",1,0.06287935741464137,30.532,15.573933333333335,1113.477951482688
0_40,[],1,0.05922753464327833,31.613566666666667,15.542810000000001,1111.3160224276041
1_36,"['0_45', '0_46']",1,0.030037806965732737,32.31466666666666,15.6945,1110.4394759901463
0_53,[],1,0.021253808381659405,30.972400000000004,15.469546666666668,1114.3548358552823
1_63,"['0_27', '0_35']",1,0.0174757548702807,32.08596666666667,15.6027,1110.440035337062
0_44,[],1,0.0174505118783714,30.853866666666665,15.865466666666665,1110.4718823494843
1_85,"['0_26', '0_97']",1,0.01716323091839518,32.206399999999995,15.807633333333333,1110.4396568494544
1_52,"['0_29', '0_77']",1,0.014631398997727953,30.4025,15.749699999999999,1111.3483117207318
1_49,"['0_90', '0_54']",1,0.014587672900935844,31.556766666666665,15.738533333333335,1110.440495837823
1_28,"['0_88', '0_66']",1,0.01410353306878908,31.74896666666667,15.539933333333332,1111.3161966403832
1_48,"['0_42', '0_26']",1,0.01077903716278024,31.119333333333334,15.561696666666668,1110.4563216925696
1_64,"['0_17', '0_60']",1,0.007304765158522676,31.7304,15.762933333333331,1110.4398741503296
1_88,"['0_17', '0_86']",1,0.007295299546369325,30.5338,15.692766666666666,1110.4720890512542
1_32,"['0_27', '0_48']",1,0.005494754951041225,31.0086,15.742633333333332,1110.471939343396
0_27,[],2,inf,30.563,15.809366666666667,1110.4725813278415
1_12,"['0_40', '0_35']",2,inf,32.3812,15.903233333333333,1110.439421796314
1_15,"['0_49', '0_78']",2,inf,31.247333333333334,15.542929999999998,1114.355537291077
1_59,"['0_7', '0_20']",2,0.7686407745000527,31.260099999999998,15.549353333333334,1113.446201882317
1_3,"['0_40', '0_92']",2,0.6600863793068534,32.00733333333333,15.790199999999999,1110.4399686340905
1_54,"['0_86', '0_9']",2,0.6221889767505874,30.672433333333334,15.796766666666665,1111.3481234053052
1_11,"['0_38', '0_38']",2,0.5367762656384794,31.557399999999998,15.585879999999998,1111.3159783710316
1_82,"['0_76', '0_45']",2,0.46920716268423146,31.0307,15.725133333333334,1110.472761639476
0_20,[],2,0.36562318826637363,30.720166666666668,15.634833333333333,1113.4780587937778
1_23,"['0_31', '0_81']",2,0.28792445173416575,30.98163333333333,15.865900000000002,1110.4723133756322
1_73,"['0_62', '0_60']",2,0.2533258782725608,31.515466666666665,15.5955,1110.47191787229
1_61,"['0_78', '0_27']",2,0.20120589209241424,30.6322,15.580066666666667,1113.9094630784139
0_48,[],2,0.19058686024935748,30.563666666666666,15.631633333333335,1114.354914613661
1_89,"['0_93', '0_96']",2,0.16106888548052242,30.981099999999998,15.678433333333333,1113.4777859667938
1_21,"['0_38', '0_4']",2,0.15920732068961407,30.92543333333333,15.575966666666668,1114.3549490196162
1_62,"['0_82', '0_60']",2,0.14463995731518203,31.137466666666665,15.6817,1110.4714828296521
1_78,"['0_46', '0_9']",2,0.13433874531526208,31.2453,15.574466666666666,1113.4777313669063
1_31,"['0_30', '0_31']",2,0.13429586350187772,30.6945,15.632133333333334,1113.908982745328
1_35,"['0_45', '0_21']",2,0.12340693371725407,31.05796666666667,15.618163333333333,1113.4775941007078
1_65,"['0_64', '0_68']",2,0.1096215712455191,30.692433333333337,15.698966666666665,1111.3476924316776
1_71,"['0_35', '0_45']",2,0.0962321803080332,31.0581,15.713866666666668,1110.4724015009901
1_22,"['0_54', '0_9']",2,0.06148758710307295,31.10076666666667,15.546579999999999,1114.3549382707686
1_20,"['0_33', '0_83']",3,inf,31.489099999999997,15.564413333333333,1114.3552295909506
1_43,"['0_46', '0_60']",3,inf,30.644500000000004,15.594233333333333,1114.3550967091844
1_69,"['0_20', '0_52']",3,inf,32.753566666666664,24.54393333333333,1110.440296130094
1_27,"['0_83', '0_69']",3,1.7755288254016488,31.211566666666666,15.989366666666667,1111.3161579593057
1_41,"['0_12', '0_83']",3,0.5298039828775161,32.1838,15.675033333333333,1112.7685522855274
1_50,"['0_53', '0_83']",3,0.4885994888568357,32.291000000000004,15.584433333333335,1114.3225894457212
1_76,"['0_27', '0_33']",3,0.4375586226354292,31.576600000000003,15.672043333333335,1113.478512248853
1_55,"['0_12', '0_46']",3,0.4203852796854868,30.796966666666666,15.7856,1112.9017700299066
1_87,"['0_74', '0_60']",3,0.3638086215985491,31.949266666666663,15.6778,1113.4451913053188
1_26,"['0_36', '0_48']",3,0.2857792080320296,31.24716666666667,15.768,1110.4716536837207
1_25,"['0_92', '0_30']",3,0.13167976376890245,31.32026666666667,15.642733333333332,1114.3232944261954
1_72,"['0_33', '0_81']",3,0.1206329530317498,32.02916666666667,15.588333333333333,1113.4454522772555
1_0,"['0_10', '0_83']",3,0.0826956572102058,30.740466666666666,15.772233333333334,1113.4778385346306
1_4,"['0_65', '0_26']",4,inf,31.573499999999996,23.569100000000002,1110.4718003770406
1_9,"['0_12', '0_66']",4,inf,30.890933333333333,15.7999,1114.3548906573665
1_24,"['0_40', '0_36']",4,inf,31.374533333333332,15.655300000000002,1114.3393465625313
1_40,"['0_49', '0_27']",4,inf,30.751433333333335,15.827599999999999,1114.354881118343
1_42,"['0_58', '0_38']",4,inf,31.672966666666667,15.7446,1114.3224369958323
