cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Average Energy Change Percent
0_1,[],1,inf,63.928599999999996,17.63506666666667,1098.3649576410207
2_21,"['1_17', '1_17']",1,inf,30.162266666666667,15.680733333333334,1113.9086981488624
2_71,"['1_18', '1_18']",1,inf,31.238666666666663,15.361666666666666,1114.3551980685515
4_22,"['2_21', '3_6']",1,inf,32.12576666666667,15.04197,1108.3404099962074
4_26,"['3_46', '3_89']",1,inf,36.31549999999999,28.721033333333335,1101.404188243381
4_79,"['2_42', '2_30']",1,inf,41.237033333333336,18.096666666666668,1097.7785382274003
4_87,"['3_83', '3_55']",1,0.7594018224416418,32.74986666666667,22.602233333333334,1104.4531743745795
3_7,"['2_30', '2_8']",1,0.409448081210196,37.23546666666667,21.027933333333333,1100.5845402154678
4_64,"['3_70', '0_1']",1,0.293959756075781,59.590133333333334,16.9694,1098.3715698998606
4_76,"['3_56', '3_56']",1,0.2681342910676302,46.562000000000005,17.725966666666665,1098.3814997606044
4_53,"['3_17', '3_73']",1,0.25481068001796375,54.66593333333333,17.2616,1098.3782064739296
4_67,"['3_49', '3_46']",1,0.24967339788708912,51.5539,16.6896,1098.379790220237
4_69,"['3_55', '2_21']",1,0.2399865651666488,30.890266666666665,15.462066666666667,1110.4723521614444
4_19,"['2_21', '2_21']",1,0.22252450265785906,30.165366666666667,15.682966666666667,1113.9086555454194
4_57,"['3_0', '3_55']",1,0.20361559548918043,35.8343,15.656366666666669,1107.4302231520464
4_61,"['2_42', '3_83']",1,0.18892381784658463,43.651833333333336,17.142733333333332,1098.3858777825944
4_68,"['3_0', '3_40']",1,0.18697080207562894,43.409033333333326,17.365966666666665,1099.8553649141907
4_71,"['2_30', '2_21']",1,0.16863131736393516,31.339233333333336,15.544000000000002,1110.4409498510508
4_31,"['2_42', '3_44']",1,0.15941541216644411,36.23329999999999,16.4952,1102.8987138520642
4_45,"['3_56', '3_70']",1,0.15702801431158633,38.886266666666664,17.079666666666665,1099.8705720800579
4_0,"['3_18', '3_0']",1,0.15504655936941325,40.847,16.252799999999997,1100.7312473951663
4_2,"['3_89', '3_49']",1,0.13304793433896037,35.09246666666667,16.51953333333333,1101.4376463065398
4_42,"['3_17', '3_19']",1,0.1103624033872774,33.15773333333333,16.512566666666668,1103.7756598541582
4_29,"['2_71', '3_40']",1,0.07227377622588678,35.837133333333334,15.866933333333334,1104.4214747534322
