cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Average Energy Change Percent
0_1,[],1,inf,63.928599999999996,17.63506666666667,1098.3649576410207
2_21,"['1_17', '1_17']",1,inf,30.162266666666667,15.680733333333334,1113.9086981488624
2_30,"['1_46', '0_40']",1,inf,33.92726666666667,25.683366666666668,1106.754580613191
2_71,"['1_18', '1_18']",1,inf,31.238666666666663,15.361666666666666,1114.3551980685515
3_44,"['2_79', '2_71']",1,inf,32.59396666666667,15.327399999999999,1110.4717424971304
2_42,"['0_1', '1_12']",1,0.444244493049453,43.215533333333326,22.29256666666667,1099.8542483021213
3_89,"['2_28', '2_54']",1,0.365425555487573,31.628366666666665,24.331433333333337,1107.8918653601795
3_70,"['2_15', '1_46']",1,0.3642232853397079,35.57223333333334,18.811866666666667,1105.3256492146486
3_17,"['2_17', '0_1']",1,0.34887897580733834,51.19173333333333,20.521599999999996,1098.372337942212
3_7,"['2_30', '2_8']",1,0.2634101005925933,37.23546666666667,21.027933333333333,1100.5845402154678
3_83,"['1_46', '2_30']",1,0.2518778070836263,36.60306666666667,25.413866666666667,1101.866113789045
3_46,"['1_80', '0_1']",1,0.2416056886026569,58.89320000000001,16.873,1098.3706375268519
3_75,"['1_80', '2_79']",1,0.19625982031442593,39.56503333333333,15.790733333333334,1104.4370473172219
3_0,"['1_46', '2_79']",1,0.18464812161871186,37.48706666666667,15.997233333333332,1102.8709345260006
3_49,"['2_73', '2_30']",1,0.18359556321465487,47.526266666666665,16.4632,1099.8556635603657
3_76,"['2_71', '2_87']",1,0.18016726946074157,31.784566666666667,15.417543333333333,1112.010766525402
3_35,"['2_42', '2_0']",1,0.1760911559215296,53.33086666666667,17.529433333333333,1098.4094688874682
3_55,"['2_21', '2_67']",1,0.1727662278653338,32.04843333333333,15.589266666666667,1109.0161025734076
3_56,"['2_42', '1_80']",1,0.1656684323882341,46.493766666666666,17.79706666666667,1098.3819703072543
3_86,"['1_80', '2_15']",1,0.14036795021489745,38.41296666666667,15.797200000000002,1104.4196769596635
3_40,"['2_0', '1_80']",1,0.14008913379584587,52.06863333333334,17.128266666666665,1099.2464450367565
3_18,"['2_17', '2_0']",1,0.1342893679550936,38.881433333333334,18.30453333333333,1099.886615297811
3_30,"['2_8', '2_87']",1,0.12428011761294909,34.6491,15.842066666666666,1108.3429634690285
3_6,"['2_48', '1_46']",1,0.11985644038197603,43.792,17.265166666666666,1099.890502347938
