cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy,Cost of energy next 10 years
76_43,"['75_1', '75_54']",1,inf,-3787.42,-14.4168,-9.604326
83_32,"['82_17', '75_66']",1,inf,-4473.49,-11.6907,-9.506087
72_13,"['71_45', '71_17']",1,inf,-4184.43,-13.3167,-9.063908
83_49,"['82_19', '82_64']",1,5.846359690991621e-05,-3803.56,-13.9867,-9.514041
83_66,"['82_85', '82_57']",1,4.553436876217427e-05,-4074.77,-12.9363,-9.622212000000001
81_67,"['79_41', '80_31']",1,3.814548545976397e-05,-3951.55,-13.8983,-9.23179
83_45,"['82_41', '82_19']",1,3.392253072987315e-05,-3863.69,-13.9794,-9.533955
83_59,"['82_86', '82_21']",1,3.3728885276015295e-05,-4410.13,-12.2462,-9.319880999999999
83_86,"['75_66', '81_38']",1,2.95949982153066e-05,-4280.55,-12.3147,-9.422541999999998
83_53,"['82_86', '82_17']",1,2.852702199963615e-05,-4428.89,-12.0845,-9.372697
82_19,"['81_67', '81_72']",1,2.7295440173087645e-05,-3883.29,-13.6529,-9.445077999999999
83_30,"['82_64', '82_39']",1,2.4875328678388422e-05,-3970.82,-14.4449,-9.169234
83_16,"['82_37', '81_67']",1,2.3781235996346436e-05,-4011.64,-13.4632,-9.277311000000001
83_39,"['82_46', '82_21']",1,2.0670045793066666e-05,-4223.6,-12.5855,-9.384381
83_42,"['82_40', '81_67']",1,2.037709043482091e-05,-4001.04,-13.5159,-9.311520999999999
83_75,"['80_84', '82_85']",1,2.0109151407930024e-05,-4461.65,-11.9138,-9.484947
83_20,"['82_40', '76_43']",1,1.953635290855756e-05,-3953.8,-13.7827,-9.393716999999999
83_36,"['82_61', '82_32']",1,1.743725248803987e-05,-4448.2,-11.9224,-9.381131
83_52,"['81_67', '80_84']",1,1.7209770994447245e-05,-4167.18,-12.8024,-9.534968
83_18,"['82_73', '82_21']",1,1.708248237005087e-05,-4329.23,-12.2696,-9.443255
83_62,"['82_85', '82_85']",1,1.6402113678758227e-05,-4395.42,-11.9462,-9.454219
82_57,"['81_72', '81_81']",1,1.636453161067139e-05,-3791.41,-14.329,-9.562491999999999
83_17,"['72_13', '80_84']",1,1.5615462120594645e-05,-4361.77,-12.7546,-9.220349
83_14,"['82_37', '76_43']",1,1.4657483466354616e-05,-3976.29,-13.856,-9.274736999999998
83_85,"['82_73', '82_72']",1,1.2932100678901121e-05,-4314.26,-12.6991,-9.249709
83_60,"['82_57', '75_66']",1,1.168004031630282e-05,-4177.36,-12.7476,-9.581361000000001
83_61,"['72_13', '82_73']",1,1.1423300642246621e-05,-4284.33,-12.7195,-9.227714
83_69,"['82_37', '82_37']",1,9.9970067811265e-06,-4138.29,-13.2968,-9.218210000000001
83_6,"['82_73', '82_40']",1,9.387837140024856e-06,-4153.99,-12.9244,-9.436701
83_10,"['82_46', '82_73']",1,8.512755067489528e-06,-4211.9,-12.9877,-9.262939000000001
83_47,"['82_73', '82_61']",1,8.404038871128943e-06,-4293.04,-12.2826,-9.463092
83_81,"['82_57', '81_38']",1,7.819638400505729e-06,-3890.85,-13.9755,-9.366128999999999
83_68,"['75_66', '82_86']",1,7.77744305853341e-06,-4444.32,-12.0231,-9.437726999999999
83_48,"['82_73', '82_37']",1,7.340436767194324e-06,-4132.36,-13.3988,-9.264505000000002
83_34,"['81_38', '82_37']",1,7.2646490036676685e-06,-4069.29,-13.3577,-9.336814
