cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy,Cost of energy next 10 years
85_1,"['76_43', '84_79']",1,inf,-3763.41,-14.526,-9.566772000000002
87_40,"['86_35', '86_35']",1,inf,-4476.95,-11.6746,-9.518118000000001
72_13,"['71_45', '71_17']",1,inf,-4184.43,-13.3167,-9.063908
76_43,"['75_1', '75_54']",1,5.480357641434656e-05,-3787.42,-14.4168,-9.604326
87_9,"['86_74', '85_1']",1,5.025503824020401e-05,-3817.77,-14.4599,-9.459237
87_17,"['86_58', '86_70']",1,4.164521986828927e-05,-3897.01,-13.6016,-9.599292
87_67,"['86_86', '86_87']",1,4.124056130743087e-05,-4394.99,-12.0804,-9.393961999999998
87_12,"['76_43', '86_74']",1,3.2587027573281635e-05,-3837.37,-13.9651,-9.472178
87_65,"['86_35', '86_87']",1,3.156021456729815e-05,-4455.84,-11.8179,-9.460434000000001
87_84,"['86_1', '86_35']",1,3.094636207256775e-05,-4367.73,-12.2821,-9.425934000000002
87_31,"['86_74', '86_39']",1,2.9066057576390476e-05,-3911.31,-13.8355,-9.300235
87_32,"['86_35', '86_25']",1,2.550326020535172e-05,-4408.43,-12.2001,-9.367128000000001
87_82,"['86_87', '86_74']",1,2.54135853473839e-05,-4098.18,-13.4624,-9.311093
87_2,"['86_45', '86_45']",1,2.430255083299126e-05,-4002.3,-14.2855,-9.193636999999999
87_47,"['86_39', '86_82']",1,1.9814749280278763e-05,-3947.76,-13.6216,-9.434358000000001
87_88,"['86_45', '86_74']",1,1.928113190966142e-05,-3963.18,-14.0242,-9.203622
87_5,"['72_13', '86_66']",1,1.9216901838622166e-05,-4275.22,-12.799,-9.150502
87_72,"['72_13', '86_30']",1,1.9031712907635707e-05,-4207.75,-12.7087,-9.226384999999999
87_46,"['83_32', '86_74']",1,1.855731702532764e-05,-4296.8,-12.3855,-9.586414000000001
86_35,"['83_32', '83_32']",1,1.7732901086434254e-05,-4472.73,-11.6846,-9.523284
87_41,"['86_22', '86_82']",1,1.7615835703629315e-05,-4012.89,-13.4305,-9.389305
87_76,"['86_66', '86_40']",1,1.737436483041385e-05,-4141.9,-13.0899,-9.314842
87_71,"['86_78', '86_74']",1,1.7219765314316185e-05,-4082.04,-13.1979,-9.445798
87_18,"['83_32', '86_58']",1,1.68958051987889e-05,-4265.05,-12.5784,-9.471307999999999
87_62,"['86_58', '86_70']",1,1.608231241713587e-05,-3928.4,-13.1514,-9.494887000000002
87_81,"['86_55', '85_1']",1,1.5836294164944016e-05,-4060.14,-13.2245,-9.462479000000002
87_19,"['86_20', '86_74']",1,1.5515810003510916e-05,-3961.52,-13.5753,-9.490642000000001
87_39,"['86_22', '86_22']",1,1.484194460263611e-05,-4053.35,-13.4177,-9.400207
87_58,"['86_20', '86_39']",1,1.3778599597154666e-05,-3988.83,-13.5432,-9.38001
87_13,"['86_17', '86_58']",1,1.3382859538269902e-05,-4107.32,-13.256,-9.243716
87_66,"['86_17', '86_55']",1,1.3098497856287218e-05,-4364.36,-12.4499,-9.294221
87_1,"['86_67', '86_19']",1,1.0686160688006823e-05,-4124.93,-13.1759,-9.276834000000001
86_74,"['85_48', '85_20']",1,1.0593873674866958e-05,-3852.41,-13.9681,-9.319137999999999
87_24,"['86_1', '86_30']",1,9.35895492799821e-06,-4352.97,-12.4717,-9.337272
87_48,"['86_20', '86_45']",1,8.712148577504211e-06,-4114.3,-13.6801,-9.152314
87_75,"['86_66', '86_82']",1,8.614789706280657e-06,-4080.89,-13.4166,-9.350805999999999
87_86,"['86_74', '86_35']",1,7.033745203637241e-06,-4111.44,-12.9782,-9.433800000000002
86_22,"['85_17', '85_22']",1,6.965297041690498e-06,-4019.8,-13.421,-9.430188000000001
87_35,"['86_88', '85_9']",1,6.551294096819253e-06,-4305.8,-12.4784,-9.380244
87_80,"['86_82', '86_35']",1,6.499653892689219e-06,-4178.39,-12.6758,-9.46242
87_23,"['86_86', '86_74']",1,6.238282020823399e-06,-4170.59,-12.8894,-9.255139000000002
87_27,"['86_1', '86_74']",1,5.329061213909742e-06,-4178.05,-13.1361,-9.199664
87_15,"['83_32', '85_1']",1,5.1017241659093865e-06,-4173.13,-12.8368,-9.595614999999999
87_20,"['86_78', '86_78']",1,4.786447762995534e-06,-4159.26,-12.9362,-9.584610000000001
83_32,"['82_17', '75_66']",1,4.384056674146151e-06,-4473.49,-11.6907,-9.506087
87_26,"['72_13', '86_86']",1,4.115586062372584e-06,-4198.57,-13.0477,-9.162669999999999
87_52,"['86_17', '86_74']",1,4.019724240891489e-06,-4019.82,-13.5515,-9.208672
86_45,"['72_13', '85_29']",1,3.6290712913664305e-06,-4042.95,-14.089,-9.173435
87_14,"['86_51', '86_19']",1,2.3961308756907017e-06,-4157.4,-13.4231,-9.22632
86_78,"['85_1', '85_45']",1,1.9309083830328615e-06,-4156.9,-12.9567,-9.585287000000001
87_83,"['86_78', '86_40']",2,1.0000065962348377,-4131.75,-13.0964,-9.738767
87_36,"['86_30', '86_88']",2,4.430599531233411e-05,-4345.5,-12.6152,-9.395219
87_78,"['86_35', '86_35']",2,4.343592480642755e-05,-4478.72,-11.6851,-9.527062
87_74,"['86_35', '86_88']",2,3.9956300113603804e-05,-4308.93,-12.4791,-9.450385
87_33,"['72_13', '86_67']",2,3.386325967727938e-05,-4420.19,-18.1576,-9.149434
87_30,"['86_78', '85_1']",2,2.5641754448616533e-05,-3980.66,-13.8053,-9.502809000000001
87_59,"['76_43', '86_88']",2,2.209612776891561e-05,-4023.75,-13.8209,-9.479119999999998
87_45,"['86_40', '85_1']",2,1.9496550039342328e-05,-3941.87,-13.815,-9.702773
87_4,"['86_74', '86_78']",2,1.9406318452212215e-05,-4041.8,-13.7005,-9.324152000000002
87_43,"['86_40', '86_74']",2,1.728815954339406e-05,-3925.9,-13.8812,-9.352647000000001
87_79,"['86_82', '85_1']",2,1.531505633113882e-05,-3850.14,-14.1714,-9.560300000000002
