cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy,Cost of energy next 10 years
31_14,"['30_60', '25_47']",1,inf,-3925.68,-15.0013,-9.65028
29_14,"['28_89', '27_74']",1,inf,-4424.2,-12.224,-9.543254999999998
30_58,"['29_65', '28_76']",1,inf,-4262.79,-14.5933,-9.245490999999998
28_0,"['25_47', '27_39']",1,1.000038677156404,-3971.58,-14.2765,-9.791428999999999
31_87,"['30_17', '25_47']",1,2.6233091293350325e-05,-4054.94,-14.3489,-9.614461
31_26,"['25_47', '30_60']",1,2.5877568355642104e-05,-3947.61,-14.9711,-9.710055
31_8,"['30_60', '29_33']",1,2.5240212872828525e-05,-4032.9,-15.5979,-9.433805999999999
31_58,"['30_60', '28_0']",1,2.2731333331730463e-05,-4005.61,-14.7974,-9.602118
31_51,"['28_0', '30_17']",1,2.2389800525443364e-05,-4027.34,-14.2849,-9.714638999999998
25_47,"['23_88', '24_15']",1,2.207824334023938e-05,-3945.85,-14.9622,-9.737344000000002
31_67,"['28_0', '30_62']",1,2.1333891104498205e-05,-3986.64,-14.6322,-9.729899
31_53,"['30_80', '30_40']",1,2.0766806420382437e-05,-4332.39,-12.8867,-9.445667
31_54,"['29_14', '30_40']",1,1.8906686094397287e-05,-4401.36,-12.2966,-9.595119999999998
31_63,"['30_1', '30_40']",1,1.784007309195031e-05,-4317.92,-12.6984,-9.664781999999999
31_52,"['30_17', '30_58']",1,1.7578085834944255e-05,-4177.23,-14.431,-9.364741000000002
31_7,"['29_44', '30_34']",1,1.6450665542812413e-05,-4364.9,-12.9416,-9.326929000000002
30_79,"['29_44', '29_40']",1,1.6425958997155544e-05,-4307.65,-12.9184,-9.466513999999998
31_76,"['30_32', '30_17']",1,1.5558313270629814e-05,-4082.06,-13.6033,-9.573923000000002
30_40,"['29_76', '27_74']",1,1.48901169101551e-05,-4410.37,-12.2566,-9.639170000000002
31_89,"['30_61', '29_67']",1,1.4446816032592089e-05,-4338.41,-13.1441,-9.350007
31_71,"['30_18', '30_80']",1,1.3466545492960599e-05,-4145.16,-13.6175,-9.487499
31_83,"['30_69', '29_14']",1,1.2949101770535017e-05,-4369.85,-12.5761,-9.513499
31_48,"['29_67', '29_14']",1,1.257229493347956e-05,-4416.11,-12.7298,-9.373114
31_13,"['25_47', '30_32']",1,1.2447929402223344e-05,-4070.64,-14.162,-9.607448
30_83,"['29_19', '29_4']",1,1.2347454024238663e-05,-3996.4,-15.4855,-9.468311
31_22,"['28_0', '29_33']",1,1.1800164675308575e-05,-4065.18,-14.9217,-9.479768
31_35,"['30_72', '30_80']",1,1.171594922860195e-05,-4113.48,-14.9041,-9.440781000000001
31_24,"['30_58', '28_0']",1,1.1473752988794786e-05,-4116.65,-14.0649,-9.572476
31_12,"['30_57', '29_14']",1,1.1128660162092556e-05,-4225.66,-12.9645,-9.443377
31_20,"['30_17', '30_58']",1,1.0776074649768007e-05,-4208.9,-14.3761,-9.339490000000001
31_70,"['30_40', '30_75']",1,1.0749932026228825e-05,-4387.59,-12.4626,-9.522625000000001
30_72,"['29_65', '25_47']",1,1.0550361277870186e-05,-4058.95,-15.2367,-9.444237
31_32,"['25_47', '30_83']",1,9.397877248496115e-06,-4004.81,-14.7582,-9.620143
31_1,"['30_13', '29_14']",1,8.3026204172478e-06,-4422.72,-12.4509,-9.577507
31_38,"['30_34', '30_27']",1,7.24675012274994e-06,-4288.82,-13.6205,-9.285965999999998
31_33,"['30_78', '30_58']",1,6.78360418483889e-06,-4262.16,-13.9396,-9.301127
31_21,"['30_18', '30_58']",1,6.605423354215783e-06,-4186.28,-13.8323,-9.34289
31_25,"['30_58', '29_67']",1,6.092669828229565e-06,-4284.69,-14.4068,-9.292945
31_72,"['30_75', '30_17']",1,6.074123003117168e-06,-4178.4,-13.2795,-9.46151
31_19,"['30_58', '30_83']",1,5.249060720322078e-06,-4141.26,-15.2878,-9.287011
31_15,"['30_34', '30_75']",1,5.139119627292512e-06,-4281.13,-13.6252,-9.309222000000002
31_59,"['29_14', '30_41']",1,4.9969790485575315e-06,-4368.39,-12.703,-9.554718000000001
31_39,"['30_17', '30_72']",1,4.347071649381868e-06,-4029.47,-14.635,-9.508906999999999
31_2,"['25_47', '30_75']",1,4.315819390250943e-06,-4139.77,-14.0825,-9.554656
31_61,"['30_79', '30_69']",1,4.057631465864748e-06,-4350.56,-12.7243,-9.52375
31_77,"['30_63', '30_58']",1,3.966996385017812e-06,-4287.13,-14.5467,-9.256265999999998
31_68,"['30_1', '25_47']",1,2.2672804873798887e-06,-4027.82,-14.6505,-9.616645
31_82,"['30_40', '30_78']",1,1.7722972376061363e-06,-4288.5,-13.1303,-9.372110000000001
31_10,"['29_14', '30_17']",1,1.6491666826398928e-06,-4350.7,-12.5668,-9.668074999999998
31_5,"['29_33', '30_41']",1,1.214955813044463e-06,-4210.98,-13.6486,-9.451666000000001
31_34,"['30_17', '30_60']",1,7.717715592588474e-07,-4078.0,-14.4886,-9.472747
31_27,"['30_34', '29_14']",2,6.762710264168582e-05,-4450.54,-13.0134,-9.403685999999999
31_55,"['30_79', '30_80']",2,2.2823369161214e-05,-4250.3,-13.5437,-9.478554999999998
30_1,"['29_32', '28_72']",2,2.271517784958141e-05,-4160.97,-13.8965,-9.566071
31_44,"['30_62', '30_34']",2,1.8162750805190785e-05,-4233.4,-13.9159,-9.399882
31_64,"['28_0', '30_40']",2,1.793377841276292e-05,-4381.15,-13.0726,-9.787892000000001
31_4,"['30_78', '28_0']",2,1.7545971157093778e-05,-4124.88,-13.9594,-9.599810000000002
31_16,"['29_14', '28_0']",2,1.4385825361226713e-05,-4352.08,-13.2054,-9.733295
31_23,"['29_14', '30_75']",2,1.3885324339404318e-05,-4391.74,-13.0522,-9.434544
31_84,"['30_72', '30_48']",2,1.239197579351045e-05,-4093.63,-15.5432,-9.549832
31_17,"['30_69', '30_18']",2,1.2291241571956976e-05,-4279.61,-13.3784,-9.471701
31_74,"['30_75', '30_13']",2,1.2275671256674933e-05,-4346.69,-13.2665,-9.521466999999998
31_31,"['29_67', '30_27']",2,1.19410714454623e-05,-4256.09,-14.3561,-9.349399
31_30,"['30_80', '30_21']",2,1.0380706817971554e-05,-4314.76,-13.5484,-9.426321999999999
31_81,"['25_47', '25_47']",2,9.886424490167473e-06,-3992.77,-14.7867,-9.745686000000001
31_43,"['30_58', '30_48']",2,9.724839886490871e-06,-4105.11,-14.7956,-9.649719999999999
31_85,"['28_0', '30_17']",2,9.642924744262753e-06,-4095.86,-13.8802,-9.678729
31_40,"['30_18', '29_67']",2,8.945888909000359e-06,-4215.73,-14.4672,-9.34024
31_65,"['28_0', '29_14']",2,7.940869592710975e-06,-4183.21,-13.6393,-9.570011
31_80,"['30_83', '30_41']",2,7.863625530805176e-06,-4232.24,-13.6638,-9.484535000000001
30_48,"['29_72', '25_47']",2,7.3957383712863375e-06,-4077.43,-14.5915,-9.652814000000001
31_69,"['30_63', '29_44']",2,6.3424915260112094e-06,-4263.66,-14.0576,-9.306636000000001
31_47,"['30_40', '30_48']",2,5.608078101333841e-06,-4193.31,-13.3222,-9.590869000000001
31_79,"['30_69', '30_32']",2,4.222350772490654e-06,-4212.38,-13.8099,-9.501679
31_6,"['30_79', '30_17']",2,4.079265336605529e-06,-4197.05,-13.9899,-9.435646
31_42,"['30_17', '30_41']",2,3.865350081463674e-06,-4195.19,-13.7364,-9.527648000000001
31_66,"['25_47', '29_33']",2,3.660376418068764e-06,-4032.12,-15.2884,-9.707112
31_50,"['30_48', '30_34']",2,2.73716575084549e-06,-4199.22,-13.9129,-9.402031000000001
31_18,"['30_48', '25_47']",2,2.2955597309686825e-06,-4094.28,-14.5907,-9.654404
31_88,"['29_67', '30_1']",2,2.204850228152188e-06,-4210.44,-14.2492,-9.400842999999998
31_28,"['28_0', '30_1']",2,1.4999578611349736e-06,-4139.99,-13.9123,-9.576142999999998
31_78,"['30_72', '30_75']",2,1.4497845594674477e-06,-4211.61,-14.089,-9.395988
31_62,"['30_83', '30_34']",3,1.0000011635371169,-4428.29,-20.3015,-9.36898
31_11,"['29_14', '30_83']",3,7.286774940143183e-05,-4506.09,-18.6744,-9.437222
31_57,"['30_13', '30_83']",3,1.6070625200784352e-05,-4269.08,-13.5838,-9.518107
31_37,"['28_0', '30_79']",3,1.5894427771499935e-05,-4154.64,-13.9123,-9.688451
31_41,"['30_40', '30_1']",3,1.2193258946693355e-05,-4298.46,-13.5115,-9.556221
31_3,"['28_0', '30_18']",3,1.0950555877988319e-05,-4134.07,-14.4892,-9.68561
31_49,"['30_48', '30_40']",3,1.0057395767910047e-05,-4221.23,-13.7549,-9.632013
31_29,"['30_75', '28_0']",3,9.78862502791992e-06,-4199.77,-14.0453,-9.48508
31_0,"['30_18', '30_75']",3,9.705010761970373e-06,-4295.68,-13.8196,-9.516105
31_75,"['30_1', '25_47']",3,9.344808739064731e-06,-4103.81,-13.9901,-9.707603
