cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy,Cost of energy next 10 years
13_12,"['12_14', '12_14']",1,inf,-4625.11,-13.3725,-9.898344999999999
13_25,"['12_57', '12_85']",1,inf,-4207.76,-15.5844,-9.748419000000002
13_72,"['12_57', '12_77']",1,inf,-4521.38,-14.1366,-9.491549999999998
12_76,"['11_58', '11_80']",1,0.3856917967797795,-4515.6,-17.366,-9.573617
11_70,"['10_30', '10_2']",1,0.22898247498644078,-5196.68,-14.123,-9.886498999999999
13_84,"['12_76', '12_22']",1,0.11609191436481284,-4412.87,-16.6581,-9.61725
13_71,"['12_83', '12_77']",1,0.10021860608929492,-4473.52,-15.953,-9.660239999999998
13_64,"['12_19', '12_22']",1,0.08166576499562586,-4375.8,-16.9915,-9.700928000000001
13_41,"['12_85', '12_77']",1,0.07384033310848344,-4366.64,-15.1737,-9.710270000000001
13_60,"['12_85', '12_83']",1,0.06369647135459644,-4412.87,-16.4188,-9.617806999999999
13_57,"['12_19', '11_12']",1,0.05449329462308679,-4294.4,-15.1207,-9.756481
13_36,"['12_85', '12_25']",1,0.04429353407983637,-4284.11,-14.3399,-9.856355
13_67,"['12_36', '11_12']",1,0.04298234036411337,-4594.82,-13.7598,-9.896265000000001
13_28,"['12_14', '12_34']",1,0.03890046210967838,-4638.47,-13.7146,-9.898291
13_48,"['11_78', '12_83']",1,0.03136646624345848,-4287.48,-14.9506,-9.787797000000001
13_63,"['12_85', '12_3']",1,0.030976208205427805,-4454.53,-16.2528,-9.653667
11_33,"['10_17', '10_8']",1,0.028286223134485526,-4359.22,-16.3173,-9.729795
12_14,"['11_39', '10_36']",1,0.025581440697863063,-4576.28,-13.4297,-9.898629
13_32,"['12_2', '12_14']",1,0.02485242798416519,-4770.91,-14.0558,-9.889496000000001
13_87,"['12_57', '12_70']",1,0.02380422661025722,-4293.29,-15.4735,-9.735071999999999
13_70,"['12_14', '12_2']",1,0.022788807377703495,-4772.49,-14.0395,-9.891597
11_12,"['9_87', '10_42']",1,0.019020922449425957,-4301.24,-14.6017,-9.84309
13_0,"['12_85', '12_34']",1,0.018513227152488952,-4474.11,-14.2752,-9.837295000000001
12_57,"['11_79', '11_78']",1,0.017606775857039958,-4273.53,-15.7745,-9.739747999999999
13_7,"['12_85', '12_36']",1,0.015585030187053917,-4439.48,-14.4111,-9.836447
12_85,"['11_39', '11_54']",1,0.010636190659929014,-4334.16,-14.8535,-9.740568
12_22,"['11_58', '11_78']",2,0.09931003354714951,-4429.34,-16.6091,-9.689061
13_39,"['12_13', '11_70']",2,0.09822692630525054,-4662.59,-14.7193,-9.638287000000002
13_42,"['12_57', '11_33']",2,0.07190662217319159,-4373.82,-16.0404,-9.767881999999998
13_2,"['11_78', '12_76']",2,0.06340997964387622,-4336.95,-15.4725,-9.783393
13_47,"['12_83', '12_19']",2,0.06148055872069764,-4426.97,-15.8748,-9.728070999999998
13_86,"['12_76', '12_13']",2,0.05096662473701462,-4436.46,-16.5157,-9.649089
12_70,"['11_78', '11_33']",2,0.04442406148713458,-4211.11,-15.9195,-9.791224
13_43,"['12_25', '12_57']",2,0.04265429096538824,-4265.88,-15.6619,-9.843162999999999
13_9,"['12_14', '12_57']",2,0.04140771772448434,-4532.5,-14.6084,-9.819419
13_54,"['12_2', '12_2']",2,0.03576540191246432,-4912.86,-14.1842,-9.880289
13_77,"['12_85', '11_78']",2,0.03555011645274622,-4307.28,-15.6157,-9.834608
13_68,"['12_74', '12_25']",2,0.029374646844941177,-4330.3,-15.37,-9.795877
13_17,"['11_12', '12_83']",2,0.026190193966922917,-4454.93,-15.1587,-9.74192
13_66,"['12_2', '12_31']",2,0.02015412016195014,-4729.99,-14.0899,-9.901395
13_40,"['12_19', '11_33']",2,0.016452835074429746,-4331.78,-16.4635,-9.737206
13_73,"['12_14', '11_12']",2,0.014908493733877507,-4479.88,-14.8862,-9.859319
13_56,"['11_33', '12_34']",2,0.014261230578911993,-4488.56,-14.8133,-9.860971
