cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy
52_51,"['51_37', '51_87']",1,inf,14.928,6.3154
57_22,"['56_60', '56_71']",1,inf,13.492,8.09844
56_15,"['55_12', '55_30']",1,0.19629150653618865,13.9718,7.73188
51_51,"['50_18', '46_62']",1,0.07139506945463549,14.8894,6.46102
57_63,"['56_52', '56_62']",1,0.01371679540195863,13.9254,7.77032
56_58,"['55_35', '55_35']",1,0.011622417435615644,14.6244,6.55748
57_67,"['56_25', '56_44']",1,0.009640126628795698,13.8122,7.83857
57_81,"['56_25', '56_87']",1,0.009483199873639884,13.5628,8.02823
57_53,"['56_31', '56_52']",1,0.008465590586884838,13.5549,8.03999
56_52,"['55_7', '55_30']",1,0.0056976259308979624,13.6818,8.0052
56_87,"['51_4', '55_30']",1,0.0041215584704575306,13.652,8.02168
57_72,"['56_1', '56_63']",2,0.23684931394495481,14.9385,6.75041
57_50,"['52_51', '56_24']",2,0.04295024340871785,15.0333,6.35994
57_23,"['55_46', '52_51']",2,0.03957531567572661,14.9919,6.4596
56_88,"['53_21', '53_21']",2,0.028857215144032396,13.8158,7.86697
57_11,"['56_52', '56_31']",2,0.011520315351736124,13.6566,8.04952
57_10,"['55_25', '56_60']",2,0.010046348119558225,13.5102,8.25986
57_88,"['56_46', '56_31']",2,0.00676876652380695,13.5246,8.13365
57_62,"['56_15', '56_71']",2,0.0064405983192416,13.9841,7.7534
57_44,"['56_15', '56_58']",2,0.0063337542058490934,13.9466,7.86301
57_60,"['56_46', '56_46']",2,0.005514049730686765,14.0463,7.73533
56_71,"['55_25', '55_12']",2,0.002371414641575944,13.9481,7.80204
57_38,"['54_45', '56_58']",3,0.05029601499917602,15.0662,6.54074
57_16,"['56_39', '56_12']",3,0.016693368069001353,13.9049,7.93627
57_86,"['56_1', '56_15']",3,0.015455041477867526,13.7415,8.05788
57_61,"['56_1', '56_15']",3,0.01351921300383801,14.0678,7.74628
57_56,"['51_51', '51_51']",3,0.013316312870998496,15.0053,6.54413
57_17,"['56_60', '52_82']",3,0.009914380342274801,13.7273,8.13056
57_2,"['56_1', '56_1']",3,0.009880781611161111,13.7275,8.12107
57_8,"['55_25', '56_12']",3,0.009118419415781679,13.5395,8.21395
57_87,"['56_1', '56_60']",3,0.008507910718393323,13.5897,8.19153
57_31,"['53_21', '55_25']",3,0.006939652622539418,13.6518,8.14865
57_28,"['56_87', '56_44']",3,0.006251697425746728,13.9853,7.80858
56_12,"['54_45', '55_25']",3,0.005719056452845502,13.52,8.27674
