cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy
44_43,"['43_17', '42_48']",1,inf,15.0582,6.47445
42_35,"['39_65', '39_32']",1,inf,13.7578,8.39992
44_46,"['43_70', '43_89']",1,0.13307587820854788,14.184,7.99695
43_17,"['42_48', '42_48']",1,0.045276804974693705,15.0192,6.51731
43_27,"['42_55', '42_35']",1,0.03873925772713671,13.8382,8.29815
44_21,"['43_27', '43_27']",1,0.035626253644489986,13.9574,8.29624
42_22,"['41_34', '40_32']",1,0.026046733490092316,14.8909,7.13882
44_62,"['42_22', '43_63']",1,0.025572219497376765,14.8644,7.16814
44_67,"['43_27', '43_10']",1,0.019827177448323702,13.9976,8.26167
44_28,"['43_49', '42_35']",1,0.01804276122452449,14.0879,8.23244
42_48,"['40_53', '38_79']",1,0.013279202667467464,15.0261,6.47749
44_38,"['43_56', '42_35']",1,0.009264629631812273,14.1293,8.19978
44_84,"['43_36', '40_32']",1,0.006666299333476818,14.918,7.06953
41_37,"['38_79', '39_49']",1,0.006560652956719473,14.9526,7.04035
43_89,"['42_57', '42_57']",1,0.0030186677613194537,14.1517,8.0823
44_3,"['42_42', '43_49']",2,0.0483238316768363,13.867,8.59765
44_44,"['43_71', '42_22']",2,0.02693632489301604,15.0355,7.03834
44_74,"['42_42', '39_41']",2,0.0263969024856911,14.2389,8.15269
44_24,"['43_56', '43_89']",2,0.02111946724013146,14.2264,8.19828
40_32,"['39_35', '39_49']",2,0.02004425807885423,14.9433,7.11215
44_42,"['43_17', '42_48']",2,0.016978828987555688,15.0699,6.51507
44_77,"['42_48', '42_49']",2,0.016571109934490943,14.2974,8.11064
40_88,"['36_83', '39_79']",2,0.015575161459770542,14.3452,8.01943
44_6,"['42_35', '43_2']",2,0.01464445043717149,13.9627,8.31366
44_79,"['42_35', '39_41']",2,0.01285352232390502,14.1023,8.30634
44_29,"['39_41', '43_27']",2,0.01250403738852257,14.3138,8.04871
44_41,"['43_27', '40_32']",2,0.012177551298194977,15.0586,6.92523
44_1,"['43_48', '39_41']",2,0.011419105542317747,14.4046,8.00536
44_30,"['43_17', '43_56']",3,0.08747672171261198,15.2717,6.74178
44_25,"['43_36', '43_13']",3,0.03584142468812003,15.1305,6.91304
44_17,"['42_35', '43_71']",3,0.024283473111505274,14.2867,8.27968
44_14,"['42_22', '42_22']",3,0.022868382492698736,14.9546,7.16739
39_41,"['37_35', '38_36']",3,0.022735463681017826,14.5648,8.01244
44_73,"['43_56', '42_35']",3,0.02104012372576995,14.0426,8.32484
44_69,"['41_37', '42_35']",3,0.015611937654368895,13.9938,8.52171
44_4,"['43_27', '39_41']",3,0.012752521450099374,14.3621,8.04071
44_0,"['43_10', '43_89']",3,0.011395538920787788,14.1244,8.31761
44_47,"['40_88', '43_2']",3,0.009965677993233989,14.3593,8.14251
44_61,"['43_44', '42_35']",3,0.007204061611757611,14.3553,8.22953
44_87,"['40_88', '40_88']",3,0.004724540814713493,14.4312,8.01396
44_2,"['43_48', '41_37']",4,0.13267008498312957,15.135,7.36583
44_50,"['42_22', '43_18']",4,0.05853431065529652,14.0307,8.92329
44_63,"['43_17', '43_17']",4,0.05034047042817784,15.4876,6.82452
44_53,"['43_17', '42_49']",4,0.046229724892467516,15.2015,6.9562
44_15,"['43_4', '42_22']",4,0.025897078589782803,15.1398,7.08314
44_55,"['42_48', '43_89']",4,0.023043267716546155,14.4319,8.07377
44_11,"['42_42', '43_49']",4,0.012159251225738268,14.0925,8.32533
44_80,"['43_56', '40_32']",4,0.011197963750872444,14.1522,8.32488
44_13,"['40_88', '43_27']",4,0.008677293451180644,14.3803,8.08105
44_72,"['43_17', '43_63']",5,0.057495665909291054,15.7148,7.05341
44_7,"['43_17', '43_44']",5,0.029534363182740674,14.513,8.07659
44_65,"['43_85', '41_37']",5,0.02268936302458075,14.1878,8.36303
44_58,"['42_48', '43_52']",5,0.014035636194929453,14.1449,8.43681
44_83,"['42_48', '42_35']",5,0.008319968458132971,14.1473,8.37905
44_56,"['43_89', '43_71']",5,0.0064274983294077565,14.3896,8.15101
44_88,"['43_10', '42_48']",5,0.005833304981051326,14.3842,8.21815
44_26,"['43_89', '43_17']",6,0.108564099187776,15.7324,7.06096
44_8,"['43_17', '43_49']",6,0.013027381457427531,14.3156,8.40155
44_66,"['42_48', '43_44']",6,0.012443216444836331,14.6198,8.08811
44_16,"['42_22', '40_88']",6,0.009510586633330058,14.3973,8.24189
44_51,"['43_36', '39_41']",6,0.0077267680689793025,14.5808,8.21558
44_57,"['42_42', '43_13']",6,0.003305774265484311,14.5796,8.23422
44_9,"['39_41', '42_22']",7,0.09857257274821724,16.0487,7.25815
44_36,"['40_32', '43_85']",7,0.012274534211469564,14.422,8.28374
44_12,"['42_48', '40_88']",7,0.010169628955165853,14.6305,8.23863
44_78,"['43_48', '43_44']",7,0.00927669683081497,14.7045,8.10412
44_18,"['40_88', '40_32']",7,0.004515555871188669,14.3462,8.41376
44_33,"['43_71', '43_56']",8,0.18960808655450956,16.2295,7.31171
44_82,"['43_49', '41_37']",8,0.031131750652183734,14.4829,8.41725
44_89,"['43_36', '43_49']",8,0.020676977724583843,14.732,8.30256
44_49,"['42_35', '43_36']",8,0.018672840774605428,14.6474,8.41173
44_86,"['39_41', '42_48']",8,0.017931512764884184,14.9118,8.18099
44_48,"['39_41', '43_27']",9,0.01583205335548834,14.5976,8.47248
44_59,"['40_32', '42_42']",9,0.015565524850795813,14.5744,8.73669
44_64,"['39_41', '43_56']",9,0.012772604756452564,14.6996,8.43095
44_19,"['40_32', '43_17']",9,0.012138122015349823,14.8664,8.36826
44_20,"['42_48', '40_88']",9,0.005357685318355867,14.919,8.21001
44_85,"['43_56', '43_36']",10,0.023115036871844824,14.6781,8.53847
44_40,"['43_70', '43_89']",10,0.01681363006936525,14.6063,8.57833
44_54,"['42_48', '41_37']",10,0.009069033559190521,14.9249,8.30368
44_10,"['43_44', '41_37']",10,0.0015208864104250964,14.9541,8.23829
44_5,"['42_48', '43_85']",11,0.05099508324898346,14.7778,8.61718
