cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy
36_83,"['32_78', '34_61']",1,inf,15.253,6.69765
37_3,"['36_59', '36_43']",1,inf,13.8371,8.44133
37_35,"['36_39', '36_16']",1,0.08168038152366533,14.5134,8.1299
33_69,"['32_36', '31_61']",1,0.05134443610265457,14.9527,7.25247
36_34,"['35_48', '33_38']",1,0.04852191927772396,15.0209,7.17107
37_60,"['33_41', '36_1']",1,0.03918951947930705,15.1319,6.83676
37_58,"['36_13', '36_7']",1,0.01858793720308674,14.0328,8.38118
37_29,"['36_1', '36_34']",1,0.018017551246935312,15.1379,6.73463
37_82,"['36_59', '36_16']",1,0.017782527276416486,13.9772,8.38686
37_53,"['36_42', '36_42']",1,0.017566694817568083,14.2055,8.13231
36_42,"['35_87', '35_72']",1,0.01542493213288691,14.2002,8.14963
37_68,"['36_34', '36_23']",1,0.011903915997122505,15.0031,7.19414
37_71,"['36_34', '33_69']",1,0.010567394809123387,14.9737,7.20122
37_6,"['36_16', '35_89']",1,0.006545852141101656,14.0397,8.30505
33_41,"['32_22', '31_61']",2,0.05476944579705507,15.173,7.07822
36_1,"['35_48', '35_81']",2,0.04630991362554403,15.1889,6.75519
37_64,"['36_42', '36_42']",2,0.035340279483251386,14.2509,8.23997
37_84,"['36_1', '36_34']",2,0.027098276699173435,15.2956,6.74691
37_89,"['36_42', '36_43']",2,0.021599131088846136,14.4499,8.17016
37_59,"['36_29', '35_42']",2,0.02051711272147518,13.8785,8.46031
35_81,"['33_20', '34_64']",2,0.015473525887270887,14.0515,8.3651
36_59,"['33_20', '35_42']",2,0.014789127302353784,13.8375,8.474
37_14,"['36_83', '36_7']",2,0.014180544418840934,14.7458,8.15563
37_37,"['36_39', '36_7']",2,0.013907620011660179,14.4895,8.16904
35_89,"['34_84', '34_36']",2,0.010881271754763897,14.1112,8.3157
37_38,"['35_81', '36_59']",2,0.006431501233403225,13.9892,8.39533
37_18,"['36_59', '35_81']",2,0.005945164537451824,13.9431,8.45224
37_41,"['35_81', '36_7']",2,0.005701995479998839,14.0482,8.37488
37_26,"['36_59', '36_39']",2,0.004144173818141602,14.0445,8.38139
37_34,"['35_89', '36_39']",3,0.07388477695345008,15.4064,6.90586
37_32,"['36_34', '35_42']",3,0.03797525441155532,14.8169,8.18474
37_40,"['36_53', '36_1']",3,0.03290098380520253,14.3731,8.26933
36_45,"['35_42', '35_42']",3,0.021564452602925874,13.8912,8.47373
37_25,"['36_1', '36_45']",3,0.02007029627055207,14.2958,8.4318
37_83,"['36_45', '36_45']",3,0.019421260462724705,13.9353,8.46289
37_1,"['36_7', '33_20']",3,0.019158895636734088,14.1645,8.43391
37_55,"['33_20', '36_29']",3,0.018738701056656017,14.0715,8.45237
37_33,"['33_69', '33_41']",3,0.017530611636897203,15.2759,7.14421
37_44,"['36_59', '36_45']",3,0.016577961973919978,13.9908,8.45334
37_19,"['35_68', '36_46']",3,0.012724284266262573,15.2634,7.19315
37_8,"['33_41', '33_41']",4,0.05574998687014085,15.362,7.43898
37_13,"['35_89', '35_68']",4,0.0529529879688702,15.4347,7.11882
37_11,"['36_23', '36_1']",4,0.030738033990184405,15.3574,7.44391
37_79,"['35_42', '34_61']",4,0.020418847445246625,14.8393,8.26026
37_86,"['36_13', '33_41']",4,0.02029005547521539,15.4339,7.22935
37_27,"['36_53', '36_16']",4,0.01545028730237865,14.4112,8.28684
37_36,"['36_43', '35_42']",4,0.01352433231577677,13.9468,8.46657
37_46,"['36_43', '36_39']",4,0.006287091390502074,14.384,8.46639
37_75,"['36_39', '36_7']",5,0.05411311556596581,15.5484,7.14043
37_15,"['36_34', '35_89']",5,0.021639859999957885,14.6626,8.31982
37_56,"['36_59', '35_68']",5,0.016513965460281384,14.4823,8.4202
37_0,"['34_61', '36_59']",5,0.004256626092765598,14.6979,8.30369
37_76,"['36_59', '36_43']",5,0.0016796538692222533,13.9904,8.47824
37_88,"['36_53', '33_69']",6,0.04004767637143442,15.738,7.5685
37_61,"['35_81', '34_61']",6,0.03347466315649236,14.8632,8.33882
37_43,"['35_89', '36_34']",6,0.019348295158628445,15.6896,7.59551
37_42,"['33_69', '36_59']",6,0.01623812552574591,14.1039,8.49092
37_10,"['33_69', '33_20']",6,0.015161826399411818,14.1751,8.48007
37_28,"['36_1', '33_69']",6,0.01385555875632836,14.72,8.40489
37_31,"['36_42', '33_69']",6,0.010388912232299529,14.7161,8.41838
37_7,"['36_42', '36_1']",6,0.008760603471693537,14.6993,8.43093
37_80,"['36_39', '35_42']",7,0.09284705150838057,16.0429,7.60837
37_74,"['33_41', '34_61']",7,0.08665784674589919,15.7418,7.7135
37_87,"['36_53', '35_68']",7,0.032661638193621736,14.306,8.52303
37_50,"['36_59', '35_89']",7,0.025147841187095843,14.1263,8.53901
37_85,"['36_45', '36_67']",7,0.020092679296375253,14.4301,8.51239
37_5,"['36_83', '35_89']",7,0.00760892312805209,14.9678,8.39566
37_77,"['35_68', '36_34']",7,0.0040279518760488586,14.8593,8.443
37_4,"['35_81', '36_39']",8,0.22000705215793714,16.5927,7.89233
37_22,"['36_43', '36_46']",8,0.030282065490732257,14.2387,8.84613
37_67,"['36_83', '36_45']",8,0.01743207179282724,14.3888,8.5916
37_2,"['35_82', '35_81']",8,0.011187500389702853,14.858,8.55447
37_51,"['36_70', '36_83']",8,0.005218107971758462,14.9576,8.46101
37_69,"['36_83', '33_41']",8,0.002582858475612492,14.9545,8.47452
37_62,"['36_42', '35_82']",9,0.02014168703095378,14.6171,8.65054
37_72,"['35_81', '33_69']",9,0.018971412413906392,14.6495,8.61962
37_47,"['36_57', '36_34']",9,0.014664983900674076,14.6033,8.72485
37_48,"['35_68', '36_59']",9,0.012362887076833817,14.4059,8.74532
37_65,"['35_89', '36_57']",9,0.01070677395902435,14.9777,8.49107
37_81,"['36_59', '33_69']",10,0.06453232093203237,14.5843,8.89335
37_17,"['33_69', '33_41']",10,0.03251214246035997,14.9283,8.65112
37_70,"['33_41', '36_1']",10,0.025168302238029967,15.3409,8.57134
37_45,"['36_34', '36_45']",10,0.02195474958301344,14.6976,8.85796
37_12,"['35_89', '36_83']",10,0.012221694927808564,15.7132,8.55953
37_57,"['36_59', '36_34']",11,0.36769012719850785,14.6424,9.33545
37_63,"['36_13', '36_34']",11,0.09787396100677642,14.7424,9.02115
37_49,"['36_1', '33_41']",11,0.053193707838611444,15.1126,8.65494
37_9,"['36_53', '36_46']",11,0.026639159112332278,14.9918,8.78704
