cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy
52_51,"['51_37', '51_87']",1,inf,14.928,6.3154
55_25,"['54_43', '53_21']",1,inf,13.5332,8.28035
52_82,"['49_18', '51_87']",1,0.11055711143424134,14.0505,7.75999
55_46,"['54_89', '50_18']",1,0.03421872550639464,14.9109,6.45703
55_35,"['54_50', '54_13']",1,0.027619276288221882,14.6597,6.6046
53_21,"['52_79', '51_4']",1,0.02630919168280727,13.8421,7.92734
54_45,"['51_4', '53_21']",1,0.024889687042955723,13.5642,8.2778
51_51,"['50_18', '46_62']",1,0.022917509474117036,14.8894,6.46102
55_7,"['54_45', '52_82']",1,0.020052302839854912,13.6012,8.16971
55_3,"['54_50', '51_4']",1,0.01998267387514839,14.6864,6.58868
55_32,"['54_45', '53_15']",1,0.01627334004686892,14.0057,7.80607
55_12,"['53_15', '54_43']",1,0.01624087383617079,14.0179,7.79629
55_69,"['51_4', '54_53']",1,0.010898119956767639,13.6178,8.1666
55_30,"['54_45', '52_82']",1,0.006366556087808969,13.6438,8.05997
55_45,"['54_13', '54_13']",2,0.038828735100334556,14.9839,6.35034
54_54,"['53_21', '53_38']",2,0.034040829094982156,13.795,8.08868
53_25,"['50_18', '51_67']",2,0.028608406618183695,14.7474,6.66632
55_55,"['54_12', '54_11']",2,0.023179057189042906,13.9447,8.0017
55_87,"['54_50', '54_50']",2,0.018857212389689494,14.6995,6.79377
55_42,"['54_68', '53_15']",2,0.01650088431278765,13.9545,7.99173
55_9,"['54_28', '54_28']",2,0.01551208452770889,14.1602,7.82434
55_59,"['54_45', '51_51']",2,0.014967774988337693,14.9352,6.64838
55_74,"['54_44', '53_15']",2,0.009754875689185136,14.008,7.84723
51_4,"['48_52', '48_37']",2,0.008988225968513034,13.627,8.23614
55_88,"['54_55', '53_21']",2,0.008817600310435781,13.6388,8.22014
55_75,"['54_43', '53_21']",2,0.006166575264089026,13.6521,8.15555
54_43,"['53_49', '53_15']",2,0.005370751726038157,13.6615,8.13366
55_51,"['52_82', '54_45']",2,0.004050418410552982,13.706,8.13317
55_40,"['54_89', '53_25']",3,0.0301494492796497,14.7687,6.73924
55_11,"['51_51', '54_24']",3,0.0271535923931343,15.0177,6.49683
54_50,"['52_42', '52_42']",3,0.016548115857562315,14.7088,6.80748
55_86,"['54_50', '54_50']",3,0.01580891402802799,14.7206,6.7982
55_66,"['52_51', '54_45']",3,0.015136899976540804,14.0114,7.87904
55_15,"['54_55', '54_12']",3,0.014893360300106101,13.7095,8.1588
55_29,"['52_82', '54_11']",3,0.01192371388861824,14.0437,7.86545
55_19,"['52_82', '54_53']",3,0.010080981372521355,13.6608,8.17563
55_47,"['54_54', '54_11']",3,0.0067125975442808156,13.6458,8.29683
55_52,"['50_18', '54_50']",4,0.05610487674600007,14.9828,7.18192
55_81,"['53_25', '54_10']",4,0.03526850858162195,15.2397,6.84734
55_13,"['52_51', '54_54']",4,0.033894035664554185,15.2408,6.52944
55_85,"['54_50', '53_21']",4,0.02660494322618149,14.1072,7.99404
55_10,"['53_25', '54_28']",4,0.024870941854948068,14.418,7.94103
55_38,"['54_44', '53_25']",4,0.02390966894363306,14.3397,7.94337
55_23,"['50_18', '51_51']",4,0.019708933607210117,15.0253,6.88945
55_20,"['51_4', '54_54']",4,0.018257394238220218,13.6825,8.23732
55_24,"['54_55', '54_53']",4,0.014314522233156515,13.7024,8.20587
55_31,"['54_37', '52_82']",4,0.013628812035906481,14.1538,7.96353
55_82,"['52_51', '53_21']",4,0.008562960652316456,13.6653,8.27179
55_54,"['54_13', '53_25']",5,0.14329820849343228,15.1302,7.22909
55_68,"['52_51', '53_21']",5,0.07365827780320525,15.1415,6.92268
55_70,"['54_43', '54_89']",5,0.03192676528100745,13.7434,8.28571
55_89,"['54_54', '54_13']",5,0.025300435664457256,14.2945,7.99653
55_27,"['54_44', '51_51']",5,0.01721146962010924,13.8315,8.20868
55_36,"['54_10', '54_83']",6,0.04997615611332032,15.3671,7.19982
55_43,"['50_18', '53_21']",6,0.02704663835733212,13.874,8.52666
55_6,"['51_4', '51_4']",6,0.02647790422062428,13.8915,8.47573
55_65,"['54_43', '54_3']",6,0.021979954733303334,14.3755,8.00509
55_8,"['54_10', '54_43']",6,0.018720502429366084,13.976,8.27054
55_62,"['54_55', '52_51']",6,0.009633720889187757,14.3519,8.01244
55_63,"['52_82', '54_45']",6,0.008505018193229418,14.0521,8.21165
55_60,"['53_21', '54_12']",7,0.0411590252818427,14.1472,8.30611
55_80,"['54_43', '54_54']",7,0.018723761177127055,14.0333,8.57172
55_17,"['54_43', '53_15']",7,0.015590834491684448,14.069,8.46957
55_73,"['54_54', '52_51']",7,0.012753984048745493,14.4953,8.00917
55_16,"['54_54', '54_83']",7,0.007605885511630986,14.3559,8.04961
55_53,"['51_51', '54_53']",8,0.01952413206186635,14.0721,8.51828
55_78,"['52_82', '54_12']",8,0.009656903718576446,14.7538,8.03072
55_37,"['54_13', '53_21']",8,0.00955532634702548,14.3579,8.07053
55_76,"['54_45', '54_44']",9,0.07185244771022703,14.1763,11.0659
55_83,"['54_54', '54_45']",9,0.06555652248431976,14.27,10.9512
55_57,"['54_54', '54_10']",9,0.022612712991222448,14.4393,8.48163
55_2,"['54_44', '53_25']",9,0.02260484252853152,14.4747,8.07498
55_34,"['51_4', '54_45']",10,0.032892766887276256,14.5079,11.163
55_79,"['54_43', '54_89']",10,0.021770930399025848,14.5511,8.26545
55_14,"['54_28', '54_37']",10,0.02159535955825773,14.5897,8.09552
55_67,"['53_15', '52_51']",10,0.01589075016012947,14.5555,8.15335
55_44,"['50_18', '52_51']",10,0.004542963672843983,14.5531,8.22782
55_84,"['53_21', '54_50']",11,0.0453839994505463,14.5874,8.57879
55_4,"['54_10', '54_11']",11,0.03955191371954614,14.7724,8.42965
55_39,"['51_4', '54_24']",11,0.015222047533137483,14.7936,8.12512
55_1,"['54_12', '54_13']",11,0.01205570099974336,14.755,8.49266
55_58,"['54_7', '54_7']",12,0.1715139841689604,14.6303,8.74914
55_48,"['54_45', '54_89']",12,0.08483846199116737,15.4705,8.28274
55_28,"['54_89', '52_82']",13,0.33514086265694604,15.7455,9.35606
55_26,"['53_5', '54_37']",13,0.2781269730615607,15.0335,10.1441
55_5,"['54_3', '52_82']",13,0.11298541015479337,14.6779,10.632
55_61,"['54_43', '54_50']",14,0.0536734728910982,14.866,10.6976
55_33,"['53_5', '54_45']",14,0.008812424025624724,14.6828,10.9336
55_77,"['54_28', '54_3']",15,0.09011424451530851,15.6121,10.7464
55_71,"['54_13', '54_37']",15,0.029174279843131853,14.9375,10.9129
55_64,"['54_50', '52_82']",15,0.024769920284648826,14.796,11.3745
55_22,"['54_8', '54_55']",16,0.17810846352237225,15.8677,10.8268
55_18,"['54_45', '52_51']",16,0.0495695116654404,15.6622,10.9201
55_21,"['54_53', '54_45']",16,0.023258468242785244,14.9737,11.1318
55_49,"['53_21', '54_44']",16,0.018972775531612897,14.9687,11.2391
55_50,"['52_51', '52_82']",17,0.03774323732919262,15.3506,11.2045
55_56,"['53_21', '54_37']",17,0.037431752200104376,15.1832,11.2328
55_0,"['51_51', '50_18']",18,inf,16.4561,11.2189
55_72,"['54_10', '51_4']",18,0.06327120115126869,15.2878,11.2675
55_41,"['50_18', '54_10']",19,inf,16.1737,11.5827
