cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy
4_88,"['2_75', '3_6']",1,inf,34.2278,11.3601
4_9,"['3_77', '2_89']",1,inf,20.659,17.3635
4_45,"['3_24', '3_33']",1,0.06463454333064178,24.8295,11.4431
4_11,"['3_10', '3_10']",1,0.03872893926302106,20.8948,13.3801
3_70,"['2_76', '2_11']",1,0.013953857530515278,23.3198,12.5797
3_10,"['2_68', '2_71']",2,0.05918266912986857,22.1014,13.8291
4_20,"['3_46', '2_89']",2,0.05602725065480538,30.1283,12.1422
2_75,"['0_63', '1_5']",2,0.025232359200598353,25.5743,12.3288
4_30,"['1_0', '3_33']",2,0.020332074145259324,23.9021,13.4064
4_70,"['0_59', '0_59']",2,0.007327240703003992,23.9462,13.2831
0_98,[],3,0.03362251006201245,22.5279,15.675
0_59,[],3,0.026767280696306694,24.1117,13.3358
3_80,"['2_89', '2_16']",3,0.021656486976820422,37.1289,12.4162
3_46,"['0_98', '0_98']",3,0.021267158325348152,23.223,15.0696
4_41,"['2_89', '3_24']",3,0.019220490837451986,23.4196,14.7388
4_42,"['2_11', '3_10']",3,0.018148847107663842,26.0001,12.5817
1_0,"['0_26', '0_16']",4,0.01854421358887237,26.5356,13.2829
4_2,"['3_39', '3_39']",4,0.017646853620814838,22.9843,16.7459
4_1,"['2_16', '2_66']",4,0.016148452584476,25.8451,14.1398
4_82,"['2_11', '3_70']",4,0.012705451949647038,26.7157,13.2438
4_67,"['2_11', '2_11']",4,0.012299279939020876,23.9062,16.6241
4_83,"['3_70', '2_11']",4,0.012293201408743112,24.9534,16.3503
4_81,"['1_14', '1_14']",4,0.009653323308973921,25.1913,14.6575
4_56,"['2_11', '2_68']",4,0.008924617862642521,25.6887,14.6468
4_60,"['2_89', '2_89']",4,0.0034755377403901536,29.0948,12.6066
4_87,"['3_70', '2_75']",5,0.038850490692885785,28.4784,14.0272
2_89,"['0_22', '1_14']",5,0.02858273195861169,29.57,12.6133
4_38,"['1_0', '1_0']",5,0.020308487225367967,27.1114,15.2126
4_25,"['2_66', '0_98']",5,0.007555541950345003,23.23,17.323
4_43,"['2_75', '3_10']",5,0.004168428458353231,23.932,16.8092
3_77,"['0_2', '1_14']",6,0.043427009550478894,49.9386,12.8595
4_27,"['1_14', '0_59']",6,0.03659055783033578,33.5055,13.044
4_71,"['2_75', '3_24']",6,0.029127459648316714,28.1469,15.551
4_4,"['3_77', '3_39']",6,0.023887207175897332,29.1309,14.5778
4_13,"['3_36', '3_36']",6,0.012703164961632148,25.0055,16.9508
4_75,"['1_0', '3_80']",7,0.028763947596202995,39.2286,13.532
4_72,"['2_11', '3_22']",7,0.015631465837587413,35.6815,13.5935
4_51,"['1_0', '1_14']",7,0.012495311010795554,30.8947,14.5854
4_3,"['3_77', '3_77']",7,0.011335527062294324,50.1101,13.2168
4_29,"['3_10', '2_89']",7,0.010014903860890254,28.1794,15.9033
4_15,"['3_84', '2_16']",7,0.008540694680143141,25.0326,17.4148
4_26,"['2_75', '3_24']",8,0.06756068773347321,45.1764,13.677
4_28,"['2_11', '3_84']",8,0.026353976803534414,31.4938,15.5792
4_54,"['3_22', '3_42']",8,0.017709611670647822,29.061,17.4352
4_0,"['3_77', '3_80']",8,0.016990793068758298,37.2221,14.1797
4_44,"['3_10', '2_11']",8,0.01620292110857137,29.9494,17.1603
4_21,"['3_80', '3_6']",8,0.013684861368661658,31.9292,14.6151
4_73,"['3_10', '2_66']",8,0.013174503237625495,25.2863,17.4654
4_8,"['2_75', '1_0']",8,0.011431195351512482,29.7222,17.361
4_37,"['3_39', '2_16']",8,0.01044695622595123,30.3363,16.011
4_55,"['3_10', '3_24']",8,0.008423159437678077,31.9917,14.6113
4_62,"['3_84', '3_77']",8,0.008023536390032475,30.0963,16.7123
4_59,"['1_14', '0_59']",9,0.06420166384316543,40.2631,14.366
4_33,"['2_75', '3_36']",9,0.012755002373267616,26.6778,17.7126
4_53,"['1_14', '3_80']",9,0.011667916093166532,30.3597,16.7554
4_89,"['0_59', '3_80']",9,0.01087781199509031,30.0665,17.5844
4_69,"['0_98', '3_36']",9,0.006117092647840227,31.9786,14.7093
4_46,"['2_75', '3_46']",10,0.0534999622719639,28.1781,18.037
4_52,"['1_14', '3_54']",10,0.05217307572158098,27.0498,18.7119
4_19,"['2_66', '3_84']",10,0.0257755003886563,32.8129,14.801
4_39,"['0_59', '2_75']",10,0.019326411237985806,32.6017,15.0716
4_32,"['3_70', '3_10']",10,0.017339494931322356,32.3471,15.4605
4_23,"['3_46', '2_89']",10,0.01572734200004148,30.6866,17.1113
4_17,"['3_10', '3_39']",10,0.012152650474390146,32.2585,16.332
4_58,"['2_16', '1_14']",11,0.14674805907066168,27.2479,21.8768
4_12,"['1_0', '2_75']",11,0.02410537753944189,34.1934,15.3455
4_7,"['3_33', '2_11']",11,0.023885675360481085,31.1267,18.7887
4_65,"['0_59', '3_46']",11,0.023424636725294826,32.8928,17.5049
4_63,"['3_80', '3_36']",11,0.008243702882956568,33.5707,17.2508
4_47,"['3_86', '3_10']",12,0.10135157260342283,33.592,22.8307
4_57,"['3_46', '2_11']",12,0.04557444895697937,43.4738,15.3677
4_6,"['1_14', '3_6']",12,0.033353204357516535,36.9138,15.391
4_74,"['3_24', '2_16']",12,0.022624279805692506,35.6352,16.2512
4_22,"['3_22', '3_70']",12,0.017041944143610356,34.599,16.5082
4_36,"['3_24', '2_16']",12,0.016888059110892306,34.9292,16.2869
4_31,"['1_0', '2_89']",12,0.0005633178942502757,30.3511,25.1321
4_5,"['3_22', '3_36']",13,0.08593440085350647,34.6621,20.6835
4_64,"['2_16', '3_46']",13,0.04757175433637804,47.2398,15.3759
