cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Total cost of energy
7_87,"['4_45', '4_45']",1,inf,26.8922,11.1726
7_58,"['6_62', '6_70']",1,inf,19.7309,16.8629
7_53,"['6_72', '6_55']",1,0.04480101939020505,24.4066,11.868
4_45,"['3_24', '3_33']",1,0.017298396227407555,24.8295,11.4431
5_41,"['4_30', '4_9']",1,0.01565887976797708,20.4553,14.7898
7_86,"['6_70', '6_54']",1,0.013471434491902476,20.621,13.2661
7_5,"['6_63', '6_49']",1,0.013434180065070167,21.2043,12.0783
7_59,"['5_41', '5_41']",1,0.01337936434066266,20.0784,15.9526
3_70,"['2_76', '2_11']",2,0.04318415680596281,23.3198,12.5797
4_88,"['2_75', '3_6']",2,0.03407420749325027,34.2278,11.3601
7_20,"['6_89', '5_21']",2,0.029179054571481143,23.1379,12.6736
5_16,"['4_9', '1_0']",2,0.0271960127017797,22.0296,13.0847
2_75,"['0_63', '1_5']",2,0.024365522088560645,25.5743,12.3288
6_89,"['4_45', '4_45']",2,0.0180411777238608,26.5272,11.569
5_21,"['4_11', '3_10']",2,0.012890065211913356,20.7448,13.4734
7_21,"['4_11', '5_21']",2,0.01130850581235789,20.1352,16.7664
7_35,"['6_66', '5_41']",2,0.00931847564797144,20.4753,16.4345
7_74,"['5_21', '4_11']",2,0.0075163509655418285,20.7977,13.2976
7_0,"['6_18', '6_49']",2,0.007261713274210845,21.4007,13.1085
6_70,"['4_11', '5_21']",2,0.006335332711696732,20.7606,13.363
6_18,"['4_11', '4_11']",2,0.0032638941465363185,20.8612,13.2867
7_19,"['6_89', '4_45']",3,0.028030883449152177,26.778,11.6173
7_25,"['6_89', '5_21']",3,0.017117690555777606,23.1398,12.9852
7_27,"['6_72', '4_11']",3,0.012931525589146838,22.9389,13.1096
7_33,"['6_70', '6_38']",3,0.008413299513785763,20.2499,16.8666
7_31,"['6_49', '6_49']",3,0.007089888716863601,20.8522,13.4699
7_3,"['6_70', '6_70']",3,0.0020157889496474415,20.9054,13.2927
7_18,"['6_55', '4_20']",4,0.03601516295381921,29.4185,12.103
7_75,"['4_20', '4_20']",4,0.022691353903159694,30.352,12.0731
7_22,"['6_54', '2_75']",4,0.02082251859458511,25.2514,13.2913
7_23,"['6_64', '5_16']",4,0.018973034868063534,20.3574,17.821
7_41,"['4_11', '5_41']",4,0.01770631942868095,20.4695,17.3903
7_29,"['6_67', '6_62']",4,0.0033148238845179118,20.9174,13.3665
7_66,"['4_88', '6_72']",5,0.02467311538477157,36.3805,12.2961
7_17,"['2_75', '4_45']",5,0.02365929022303887,32.8632,12.3865
7_28,"['6_66', '6_55']",5,0.020533026176668665,30.8631,13.2025
7_89,"['6_67', '6_70']",5,0.014768554196096701,20.9957,13.398
7_88,"['4_11', '6_56']",5,0.004007151597533188,28.3104,13.3742
7_13,"['4_20', '3_70']",6,0.04841519029923801,41.4629,12.914
7_39,"['6_38', '6_62']",6,0.027108044724046407,22.0629,13.8426
7_65,"['5_41', '6_89']",6,0.021746253703704588,23.9604,13.629
7_4,"['6_38', '6_66']",6,0.020443206062245787,21.4012,16.8941
7_36,"['6_15', '6_70']",6,0.01584210417283912,30.7356,13.5974
7_49,"['3_70', '2_75']",7,0.02753300791400498,23.9648,13.6586
7_47,"['5_34', '6_70']",7,0.025610420254181945,22.4993,13.98
7_40,"['5_21', '6_70']",7,0.021978101456808063,22.9124,13.9653
