cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Average Energy Change
5_22,"['3_55', '4_17']",1,inf,29.959433333333333,14.404409999999999,15.087091051051052
10_87,"['9_59', '9_89']",1,inf,23.668666666666667,14.90242,13.742358258258259
12_52,"['11_39', '11_81']",1,inf,27.235466666666667,34.2068,12.995446996996998
13_76,"['9_23', '11_33']",1,inf,65.05030000000001,16.926466666666666,6.9433388288288285
11_81,"['10_20', '10_5']",1,0.26538990243871496,27.3522,29.14476666666667,11.604073453453454
13_54,"['11_22', '12_88']",1,0.19694961348926016,39.09243333333333,20.037733333333335,9.550167627627628
13_79,"['12_52', '12_49']",1,0.18729033143058327,33.09973333333334,27.473699999999997,10.812566306306309
13_26,"['12_16', '5_22']",1,0.17918373953614364,26.3479,14.630566666666667,14.896495645645645
13_41,"['11_22', '12_88']",1,0.16180380425226745,41.19943333333333,26.39753333333333,9.108124774774772
13_53,"['12_46', '11_33']",1,0.1340072534011458,62.786699999999996,20.7802,7.25089108108108
13_37,"['10_87', '11_33']",1,0.13373584734211644,47.7459,22.91946666666667,8.38296183183183
13_30,"['12_49', '11_70']",1,0.13365180042484767,44.27003333333334,24.34013333333333,8.659126306306307
12_64,"['11_39', '9_23']",1,0.12769743704162123,40.8307,16.730866666666667,10.341738018018019
13_23,"['12_88', '12_56']",1,0.1248506151860363,29.868866666666666,15.490433333333334,12.312648888888887
13_35,"['12_59', '10_87']",1,0.1245268088764837,24.638666666666666,28.33226666666667,13.440473183183185
13_10,"['10_87', '12_14']",1,0.12288255620745427,29.720266666666664,24.841266666666666,12.097052012012014
13_13,"['12_64', '12_49']",1,0.12212058341764112,36.532399999999996,17.515466666666665,9.748108918918922
13_31,"['11_33', '12_11']",1,0.1175046097766175,55.321333333333335,19.081633333333333,7.723353483483483
13_46,"['12_64', '12_49']",1,0.11359399408579493,36.39823333333334,20.504666666666665,10.034068288288289
13_66,"['11_70', '10_87']",1,0.11298129215960687,31.0424,15.374199999999997,11.94692972972973
13_68,"['12_46', '11_22']",1,0.1117118979650899,51.418800000000005,22.435000000000002,8.286537357357359
13_33,"['11_81', '12_64']",1,0.10996739382828152,35.522933333333334,16.655066666666666,10.547741261261264
12_49,"['11_24', '11_22']",1,0.10996640032671695,42.77036666666667,23.817633333333333,9.018529849849848
13_38,"['11_81', '12_55']",1,0.10515767064498888,45.95036666666667,18.289466666666666,8.895080810810812
13_73,"['9_23', '12_4']",1,0.10188785574219315,59.575700000000005,21.225166666666667,7.044054624624624
13_34,"['11_22', '5_22']",1,0.10028543443181524,30.7052,15.204790000000001,12.862606096096096
13_0,"['12_10', '12_52']",1,0.09748239234189024,27.7778,15.870566666666667,13.050955855855856
13_69,"['12_70', '12_16']",1,0.09715725594908133,29.249733333333335,27.0171,11.963196066066063
13_39,"['11_22', '12_16']",1,0.07995533700475954,25.86193333333333,17.996723333333335,13.633731651651653
13_11,"['11_22', '11_33']",1,0.07910417481102183,53.762,22.310066666666668,8.043403933933934
13_32,"['5_22', '12_29']",1,0.07900156788789661,42.505566666666674,17.620433333333335,9.678354774774775
13_12,"['12_52', '11_22']",1,0.07596463649240753,29.589866666666666,19.318133333333332,12.957169549549548
12_88,"['11_22', '11_70']",1,0.07487979727515646,45.244566666666664,24.67963333333334,8.492688168168169
13_14,"['9_23', '12_46']",1,0.07383595223482656,63.20083333333333,20.078466666666667,7.136894834834834
13_47,"['12_4', '11_39']",1,0.07346324277496605,33.806333333333335,20.84766666666667,11.351224924924923
13_49,"['12_4', '12_49']",1,0.07232998076143363,49.44283333333333,22.210800000000003,8.366395495495496
13_67,"['12_60', '10_87']",1,0.07203844578482846,30.102166666666665,21.072533333333336,11.047220420420418
11_22,"['10_87', '9_5']",1,0.07171477763382791,34.8277,28.807233333333333,9.583256336336335
13_29,"['12_4', '12_65']",1,0.0708052613761482,52.26876666666667,21.148799999999998,8.14833129129129
13_60,"['12_4', '9_23']",1,0.07033267305863203,59.47963333333334,21.3286,7.375348678678679
13_28,"['11_81', '12_46']",1,0.06926383559055112,49.38053333333334,18.217333333333332,8.424305945945946
13_5,"['12_64', '12_10']",1,0.06910672338994227,34.50136666666667,23.301033333333333,10.988191891891894
13_17,"['12_52', '12_88']",1,0.06762452230412153,26.290266666666668,16.111233333333335,13.32306888888889
13_25,"['9_23', '12_52']",1,0.06709128315104874,44.45503333333334,17.5849,9.111798798798798
13_42,"['12_88', '12_14']",1,0.06597449513923243,33.830133333333336,16.963333333333335,11.631810810810812
13_51,"['12_88', '5_22']",1,0.06512849991079721,28.460466666666665,15.051686666666667,13.45297657657658
13_78,"['11_70', '12_55']",1,0.06436520175646988,56.37723333333333,22.026300000000003,7.644847207207206
13_82,"['11_33', '12_65']",1,0.06364789818038698,53.8828,17.168066666666668,7.886459459459459
13_87,"['12_70', '12_49']",1,0.05728582392970766,45.092166666666664,23.374299999999995,8.957026066066065
13_88,"['12_70', '9_23']",1,0.05388635099561818,58.967999999999996,16.941999999999997,7.570150570570571
13_4,"['12_46', '12_4']",1,0.04926007434115036,57.221399999999996,18.37836666666667,7.620805405405406
13_50,"['9_23', '9_23']",1,0.04652885842641519,63.99426666666667,17.134733333333333,7.059781231231231
13_24,"['12_11', '9_23']",1,0.04582195944611983,57.3347,20.457300000000004,7.412232432432433
13_22,"['12_59', '12_52']",1,0.04528219613372972,25.8985,16.449666666666666,13.584628048048051
13_7,"['11_81', '11_81']",1,0.04527473403236324,27.388566666666662,29.107766666666667,11.597653153153153
