cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Average Energy Change
5_22,"['3_55', '4_17']",1,inf,29.959433333333333,14.404409999999999,15.087091051051052
9_23,"['7_23', '7_23']",1,inf,64.55866666666667,17.18766666666667,6.945809699699699
10_20,"['7_48', '5_79']",1,inf,24.6789,34.514900000000004,13.5891224024024
10_87,"['9_59', '9_89']",1,inf,23.668666666666667,14.90242,13.742358258258259
11_33,"['8_53', '9_23']",1,inf,64.76836666666667,16.950933333333335,6.946028408408409
11_84,"['7_48', '5_22']",1,inf,25.333933333333334,14.72865,15.188694234234234
11_81,"['10_20', '10_5']",1,0.34890009652558507,27.3522,29.14476666666667,11.604073453453454
11_22,"['10_87', '9_5']",1,0.22588162911537507,34.8277,28.807233333333333,9.583256336336335
11_70,"['10_61', '10_42']",1,0.20095441412476908,51.9877,21.6767,8.22753996996997
11_39,"['10_87', '5_22']",1,0.16398058876519894,29.589433333333336,14.442716666666668,14.448253933933934
11_4,"['10_15', '10_15']",1,0.15919565634792018,26.639800000000005,26.04686666666667,11.934072012012015
11_86,"['8_53', '10_84']",1,0.15451954609327573,55.470400000000005,17.136433333333333,7.864319459459462
11_82,"['10_87', '10_58']",1,0.15162999936706,36.71573333333333,22.226666666666663,10.232634204204206
11_55,"['10_49', '10_52']",1,0.12871463443028355,49.116366666666664,17.970166666666668,8.69934006006006
11_24,"['8_53', '7_48']",1,0.12683436871988502,53.59376666666666,18.6906,8.374742732732734
11_47,"['10_70', '10_58']",1,0.11610675246756963,46.795433333333335,17.648600000000002,8.946055615615617
11_73,"['9_23', '10_45']",1,0.11610394931792856,62.25123333333334,20.475666666666665,7.222479399399398
11_35,"['10_58', '10_89']",1,0.11509020117582756,37.4523,22.806866666666668,9.356537567567566
11_77,"['10_15', '10_52']",1,0.11491497773162429,28.73323333333333,24.2752,11.185657177177177
11_5,"['10_38', '10_52']",1,0.1147149577288491,39.763799999999996,17.157166666666665,10.616079909909912
10_3,"['7_48', '5_22']",1,0.11145727426748366,27.985200000000003,14.795286666666668,15.033705945945947
11_12,"['7_48', '10_8']",1,0.10954333641959944,33.847566666666665,16.378533333333333,10.907155285285286
11_74,"['10_5', '7_48']",1,0.10953352244074621,25.339133333333333,22.020133333333334,12.603564654654653
11_62,"['7_48', '10_45']",1,0.10883084771329682,37.904133333333334,18.707066666666666,9.609990990990989
11_85,"['9_23', '10_8']",1,0.10850489626544832,61.18266666666667,19.218733333333333,7.2955951051051064
11_13,"['10_15', '10_5']",1,0.10835259355051868,32.36176666666667,17.1801,11.229103363363363
11_38,"['10_87', '10_61']",1,0.10790879559559617,45.72753333333333,19.760666666666665,8.787393033033034
11_2,"['9_23', '7_48']",1,0.10669699541800844,44.140800000000006,16.808866666666663,9.338369129129129
11_87,"['9_23', '10_77']",1,0.10641718553086102,57.02706666666668,17.5337,7.659289609609609
11_26,"['8_53', '10_15']",1,0.10143919721823469,44.08456666666667,22.388,8.578113183183184
11_59,"['9_5', '9_5']",1,0.09900740555165062,47.763466666666666,24.818366666666666,8.240953513513515
11_31,"['10_52', '8_53']",1,0.09806556724711896,59.119499999999995,21.088566666666665,7.362164084084085
11_20,"['10_45', '10_52']",1,0.0963864361747372,57.51526666666666,17.46173333333333,7.459182642642642
11_28,"['10_15', '10_61']",1,0.09466078943404102,42.7759,17.612833333333334,9.50900876876877
