cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Average Energy Change
42_83,"['34_3', '34_3']",1,inf,65.06693333333332,16.904833333333332,6.927016606606607
51_56,"['43_18', '43_18']",1,inf,22.568099999999998,13.931663333333333,14.210352252252255
52_86,"['40_68', '42_83']",1,inf,64.1947,17.041166666666665,6.905700300300301
53_33,"['51_4', '49_5']",1,inf,20.627166666666668,15.357673333333333,14.844794474474476
53_83,"['52_44', '49_4']",1,inf,22.765533333333334,37.394,12.621657117117119
54_1,"['53_83', '53_33']",1,0.24032626868878887,21.062900000000003,32.792766666666665,13.441099609609608
54_75,"['53_83', '53_30']",1,0.22661024985163689,25.551266666666663,34.0203,11.074276186186188
53_65,"['42_83', '52_49']",1,0.1754111866710366,58.3984,19.800966666666667,7.478767807807807
54_67,"['53_83', '53_60']",1,0.16900037169735135,23.77976666666667,29.876599999999996,11.537529309309308
53_27,"['52_49', '52_45']",1,0.14225646098406675,38.17236666666667,18.5954,9.473679069069071
54_37,"['53_10', '53_88']",1,0.13627815044894687,40.58516666666666,23.33856666666667,9.016971231231231
54_74,"['53_22', '53_12']",1,0.12244146092345112,47.0231,17.606266666666667,9.155438678678678
54_69,"['53_33', '53_89']",1,0.12188115543938002,20.982133333333334,22.298313333333336,14.076259009009009
54_87,"['53_83', '53_27']",1,0.10944345003524333,29.94066666666667,27.26076666666667,9.81184924924925
54_77,"['53_65', '53_23']",1,0.10793029583377833,44.678133333333335,17.506966666666667,9.227381861861863
54_51,"['53_54', '53_10']",1,0.10772676838741446,39.519,25.840833333333332,8.549012222222222
54_85,"['53_12', '53_65']",1,0.10151458107135822,56.6569,19.077333333333332,7.740590750750751
54_65,"['53_14', '42_83']",1,0.09987820543246771,52.259233333333334,16.848133333333333,8.265850930930933
54_25,"['53_88', '51_56']",1,0.0994214075473803,30.274666666666672,16.46976666666667,10.952335675675672
54_43,"['53_33', '53_30']",1,0.09674426767781569,23.205000000000002,29.3099,12.402141351351352
54_14,"['53_60', '53_22']",1,0.09573959118229033,27.107266666666664,28.765833333333333,11.493456456456459
54_44,"['53_25', '53_19']",1,0.09353890272983778,28.1007,25.50186666666667,10.201537567567568
54_2,"['53_30', '53_27']",1,0.0914200371632823,33.664966666666665,24.613833333333332,10.120222732732733
54_23,"['53_89', '53_15']",1,0.0912594152751193,24.236933333333337,23.071330000000003,13.105422372372372
54_5,"['53_27', '53_30']",1,0.09051391111042299,28.287599999999998,24.73,11.143065255255257
54_26,"['51_56', '53_12']",1,0.08996982478712513,35.5702,16.799766666666667,10.421116606606608
54_54,"['53_18', '53_19']",1,0.08904766751285713,49.79913333333334,17.6301,8.376172522522522
54_72,"['53_83', '53_33']",1,0.08784011007407125,22.0244,23.896739999999998,13.703339279279279
54_38,"['51_56', '42_83']",1,0.08759314749694688,52.479899999999994,17.751,8.069713123123123
54_20,"['53_54', '53_30']",1,0.08577097476091144,27.655466666666666,27.276133333333334,10.167311531531531
54_86,"['53_19', '51_56']",1,0.08289717985993558,23.698233333333334,14.778573333333334,13.139465735735735
54_47,"['53_22', '53_33']",1,0.08143422195484028,24.395866666666667,15.045406666666665,12.877010810810809
54_46,"['53_20', '51_56']",1,0.0802284907143429,23.257,21.940133333333335,13.61293981981982
54_66,"['53_9', '53_71']",1,0.07976057315777708,49.21533333333334,16.832966666666668,8.59518861861862
54_39,"['53_88', '42_83']",1,0.07860269234783158,56.86263333333333,21.0144,7.436306606606606
54_63,"['51_56', '53_27']",1,0.07821125135694984,31.619266666666665,18.025000000000002,10.551523693693694
54_78,"['53_54', '53_83']",1,0.0781213380119595,22.1374,24.011300000000002,13.293295315315314
54_15,"['51_56', '53_71']",1,0.07562809039955315,25.40773333333333,26.152966666666668,11.866136726726724
53_12,"['42_83', '51_61']",1,0.07543783814333183,53.9467,21.45136666666667,7.891294504504503
54_9,"['53_19', '53_18']",1,0.07513719718207956,43.7408,26.253666666666664,8.380046516516517
54_21,"['53_27', '53_83']",1,0.07478813084172439,30.1965,21.125733333333333,10.664898408408408
54_30,"['51_56', '53_88']",1,0.07168022217771247,25.695466666666665,15.920466666666664,12.79557147147147
54_34,"['53_14', '53_60']",1,0.07100891115175699,26.590166666666665,28.830766666666666,11.59084084084084
54_24,"['53_22', '53_5']",1,0.07033962218944793,41.36813333333333,18.03226666666667,9.433186876876876
54_52,"['53_14', '53_83']",1,0.0701911196268048,25.86,17.1239,12.133953573573573
53_22,"['52_52', '52_45']",1,0.06990388623092894,36.4068,18.4928,9.918885795795797
54_31,"['53_18', '42_83']",1,0.0659103650337221,63.39723333333334,20.908166666666666,7.052665795795796
54_4,"['53_62', '53_15']",1,0.06551069657930038,28.697133333333337,16.278466666666667,12.640182492492492
54_13,"['53_89', '52_86']",1,0.06326797847794827,43.171166666666664,18.28213333333333,9.382566066066069
54_36,"['53_65', '53_71']",1,0.06259303373473965,55.32923333333334,20.581666666666667,7.790987537537537
54_35,"['52_86', '53_14']",1,0.06101717400183124,48.77013333333333,17.992,8.58393987987988
54_7,"['53_65', '52_86']",1,0.05636225373024385,60.10526666666667,20.697000000000003,7.202278108108108
54_71,"['53_54', '53_54']",1,0.05548086466241005,30.022333333333336,17.887266666666665,11.385833513513516
54_49,"['42_83', '53_83']",1,0.054589269156371786,55.64113333333333,23.886899999999997,7.239469219219219
54_12,"['53_54', '53_23']",1,0.052986260762343786,25.02456666666667,26.723699999999997,12.099881591591592
54_58,"['53_71', '52_86']",1,0.050403428161214306,53.95693333333333,18.040766666666666,7.943617117117117
54_62,"['53_27', '53_22']",1,0.049854141134633156,35.62056666666667,23.63676666666667,9.285278078078079
54_56,"['42_83', '53_12']",1,0.049356833466878955,62.42626666666666,16.94086666666667,7.127372072072071
54_19,"['53_30', '53_9']",1,0.04886949410615182,32.58186666666666,17.860866666666666,10.469774834834835
54_22,"['53_83', '53_27']",1,0.04870108235045088,33.100966666666665,26.70103333333334,10.002401621621622
54_17,"['53_33', '53_23']",1,0.04833184207748918,22.44943333333333,26.619766666666667,12.674663963963964
54_55,"['53_9', '42_83']",1,0.04532270020251492,60.21436666666667,17.539566666666666,7.208007927927928
54_16,"['53_88', '52_86']",1,0.045307180726038954,55.06813333333334,16.981233333333332,7.867039699699699
54_57,"['53_65', '42_83']",1,0.04392947258582011,61.72313333333333,20.904766666666664,7.12558042042042
53_30,"['52_44', '52_15']",1,0.03939225281993336,26.990466666666666,29.399833333333333,10.443553423423422
54_68,"['53_65', '53_62']",1,0.03535980190061716,43.1907,18.095499999999998,9.333013213213214
54_89,"['42_83', '53_22']",1,0.03406575865960324,56.17593333333334,16.4281,7.884152192192192
54_70,"['53_22', '53_22']",1,0.03258464415816972,36.15583333333333,18.501833333333334,9.952804324324324
54_73,"['53_89', '53_5']",1,0.03167597525600158,26.702433333333335,18.34293333333333,11.957472312312312
54_48,"['53_89', '53_27']",1,0.027943109047128753,27.45136666666667,17.842033333333333,11.988183603603602
54_3,"['42_83', '53_65']",1,0.027364804859883074,61.77173333333334,17.0733,7.124902942942942
54_81,"['53_33', '53_9']",1,0.02244263844206682,26.416733333333337,16.977999999999998,12.120483033033032
54_61,"['42_83', '53_27']",1,0.02222174239859441,55.52033333333333,20.707,7.7540887987988
54_64,"['52_86', '52_86']",1,0.021999439241688713,64.03996666666667,17.068566666666666,6.912093693693695
54_82,"['53_25', '53_10']",1,0.021213978863465394,33.61213333333333,18.321633333333335,10.135197477477476
54_8,"['53_10', '53_19']",1,0.021078734238719938,27.511133333333333,16.855333333333334,12.069988888888892
54_10,"['53_33', '53_33']",2,inf,20.706799999999998,15.376366666666668,14.865161231231228
54_53,"['53_60', '42_83']",2,inf,57.27603333333334,21.5976,7.698818168168169
54_60,"['53_30', '51_56']",2,inf,23.758266666666668,33.4159,12.59315036036036
54_76,"['53_33', '53_71']",2,inf,24.785733333333337,15.3165,13.088707207207207
54_18,"['53_65', '53_19']",2,0.707959420104096,43.17706666666667,23.990400000000005,9.217243303303304
54_40,"['53_89', '42_83']",2,0.6170348308535729,56.144200000000005,22.710966666666668,7.99730177177177
54_6,"['53_30', '53_14']",2,0.5346972422467471,27.604133333333333,29.854266666666664,11.421686546546548
54_11,"['51_56', '53_89']",2,0.4371882286800972,22.7336,28.468033333333334,13.170435645645647
54_27,"['53_19', '53_83']",2,0.38834577187725194,24.171899999999997,32.89276666666667,12.185322612612614
54_42,"['53_33', '53_9']",2,0.26077970070520545,31.2034,17.61596666666667,11.096590420420421
54_84,"['53_19', '53_10']",2,0.2489768363760442,34.20336666666667,19.894166666666667,10.189574564564564
54_28,"['53_20', '53_27']",2,0.23632783482702935,32.42973333333333,18.087033333333334,10.567579309309309
54_29,"['53_10', '51_56']",2,0.21468753355347672,35.131033333333335,25.356466666666666,10.186511381381381
54_79,"['53_19', '53_10']",2,0.20507696242864262,30.210633333333334,26.218733333333333,11.168542372372373
54_33,"['53_12', '53_19']",2,0.17830528106940258,38.08326666666667,20.293966666666666,10.050800510510511
54_83,"['53_22', '53_27']",2,0.17647063174058994,31.012600000000003,27.4559,10.58927162162162
54_0,"['53_33', '42_83']",2,0.17232438017123547,41.3286,23.063233333333333,9.566523753753755
54_80,"['53_27', '53_14']",2,0.17067248559409331,36.8439,27.938333333333333,9.953417657657658
54_41,"['53_12', '53_78']",2,0.15083617991472312,39.70413333333333,22.350566666666666,9.669441081081082
54_50,"['53_18', '53_15']",2,0.11905098010682416,42.57803333333333,22.435766666666666,9.504276996996996
54_88,"['53_12', '53_33']",2,0.10491555140504642,32.11633333333333,26.5602,10.572153483483483
54_32,"['53_23', '53_10']",2,0.09915458526851173,38.733200000000004,22.708299999999998,9.806989429429432
54_59,"['53_33', '53_12']",3,inf,36.819966666666666,21.176966666666665,10.231057717717718
54_45,"['53_14', '53_10']",4,inf,36.8433,21.663899999999998,10.334385675675676
