cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Average Energy Change
5_22,"['3_55', '4_17']",1,inf,29.959433333333333,14.404409999999999,15.087091051051052
5_79,"['3_71', '4_17']",1,inf,24.909533333333332,16.033636666666666,14.803857507507509
7_23,"['6_51', '4_59']",1,inf,64.64286666666668,17.149833333333333,6.954745735735735
7_48,"['5_79', '5_36']",1,inf,25.710333333333335,29.402266666666662,13.589180720720725
7_83,"['5_79', '6_49']",1,inf,27.912066666666664,15.037333333333335,15.569927927927928
8_53,"['7_23', '4_59']",1,inf,64.86596666666667,16.933533333333333,7.098354414414415
8_42,"['7_70', '7_83']",1,0.30824489563207425,28.544300000000003,26.144966666666665,12.132529399399397
7_40,"['6_44', '5_6']",1,0.26719521873107477,29.8216,23.50016666666667,11.516247387387388
8_83,"['7_23', '7_15']",1,0.214360821247592,55.407466666666664,22.171866666666663,7.551604084084084
8_32,"['7_48', '7_40']",1,0.20796717810830434,26.3717,25.4379,13.154925915915916
8_57,"['4_59', '7_83']",1,0.196982408907655,39.60353333333333,16.961566666666666,10.298651231231231
8_22,"['7_15', '7_35']",1,0.16377087907049642,45.388200000000005,21.57806666666666,8.71190810810811
8_73,"['7_41', '7_41']",1,0.14720322766628724,37.599866666666664,21.045166666666663,10.66063087087087
8_43,"['4_59', '7_36']",1,0.14080278894995163,61.4169,19.33383333333333,7.275126756756758
8_26,"['7_66', '7_69']",1,0.14018920883588865,41.457433333333334,25.512200000000004,9.302188138138137
8_10,"['7_50', '7_40']",1,0.13623369019008336,34.32613333333333,17.728133333333332,11.225994414414416
8_15,"['5_79', '7_48']",1,0.1270688222161608,24.967333333333332,16.429436666666664,14.268680690690692
8_28,"['7_86', '5_6']",1,0.12321629329511337,37.94273333333334,18.9262,9.67031063063063
8_48,"['7_15', '7_15']",1,0.10963681480829421,48.01106666666667,20.32133333333333,8.858590300300301
8_19,"['7_41', '7_23']",1,0.10311953785321269,53.765966666666664,20.8655,7.765542102102102
8_47,"['7_40', '4_59']",1,0.09896610531022977,50.564033333333334,19.893966666666667,8.207316186186187
6_51,"['5_45', '5_11']",1,0.0967398580758672,63.46933333333333,19.785333333333337,7.102580330330331
8_12,"['7_13', '7_40']",1,0.09665988034403236,46.81316666666667,19.279866666666667,8.957445555555553
8_72,"['7_41', '6_51']",1,0.09508157226457797,51.4849,18.9966,7.928524414414414
8_44,"['7_83', '5_22']",1,0.09441978284723934,29.066699999999997,15.07305,15.224855555555557
8_29,"['7_40', '7_86']",1,0.0939677362363093,31.86883333333333,17.003400000000003,11.94878960960961
8_16,"['7_41', '7_40']",1,0.09244354089082421,33.4487,18.4999,10.939705195195195
8_82,"['4_59', '7_66']",1,0.0916953152737195,53.4296,19.5431,7.902186576576576
8_56,"['6_2', '6_2']",1,0.08959336149973267,27.240566666666666,15.729460000000001,14.065727747747749
8_23,"['7_4', '7_86']",1,0.0881600773086603,30.630466666666667,16.477366666666665,12.521999009009008
8_39,"['7_23', '5_79']",1,0.08714670643199388,38.28143333333333,16.638299999999997,10.642425315315313
8_20,"['7_13', '7_41']",1,0.08679145576053134,51.478033333333336,18.394633333333335,8.382452312312312
8_21,"['7_13', '7_41']",1,0.08519967214518326,48.481433333333335,19.8967,8.26044894894895
8_69,"['4_59', '5_6']",1,0.08027815791201048,57.917233333333336,18.605,7.4735339039039035
7_13,"['4_59', '6_78']",1,0.07954985639323695,59.25036666666667,17.105166666666666,7.328538378378378
8_35,"['7_46', '4_59']",1,0.07630855728403071,43.73929999999999,18.558666666666667,9.074092792792792
8_5,"['7_84', '7_41']",1,0.07391322949183049,34.3224,17.925166666666666,11.307204264264266
8_18,"['7_39', '7_23']",1,0.07355711044044602,56.60396666666667,18.1711,7.7057275375375385
8_70,"['7_84', '6_2']",1,0.07150661172172494,27.826866666666664,15.671966666666668,13.00460882882883
8_55,"['6_2', '4_59']",1,0.06988164049403774,42.38223333333333,18.13723333333333,9.528864024024024
8_74,"['7_86', '7_13']",1,0.06601085406673635,43.647933333333334,17.6738,9.60902183183183
8_78,"['4_59', '7_83']",1,0.06572706276931756,42.105000000000004,20.005233333333333,9.218683513513515
8_77,"['7_50', '7_15']",1,0.0646193045125923,45.801966666666665,17.863333333333333,9.179258798798799
8_30,"['6_51', '7_60']",1,0.06437170982949104,63.52766666666667,17.4557,7.027764534534534
8_76,"['7_13', '5_79']",1,0.063320375956407,33.0985,15.133433333333334,12.255315615615615
