cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Average Energy Change
80_36,"['79_21', '79_21']",1,inf,64.82723333333333,16.807199999999998,6.882691741741742
82_71,"['79_35', '79_35']",1,inf,22.471166666666665,13.798153333333332,13.674164864864865
83_58,"['82_5', '82_66']",1,inf,21.265900000000002,36.434599999999996,12.592709969969972
84_0,"['83_74', '83_32']",1,inf,19.640933333333333,32.9691,13.596344114114116
84_19,"['83_12', '75_82']",1,inf,20.4056,14.102556666666667,14.82449795795796
85_29,"['84_82', '84_87']",1,0.21003890810756315,35.924533333333336,26.013500000000004,9.304921201201202
85_60,"['80_36', '84_6']",1,0.2074361519491455,61.44773333333333,16.386866666666666,7.335066216216217
85_71,"['84_6', '84_6']",1,0.16638236572542317,48.2592,20.9389,8.253634534534536
85_37,"['84_40', '80_36']",1,0.14330306826051165,59.117266666666666,17.75476666666667,7.387738528528529
85_58,"['80_36', '83_58']",1,0.1385162011577354,52.59676666666667,18.0742,8.166096726726726
85_32,"['84_46', '84_17']",1,0.13685806814554072,30.659566666666667,16.545599999999997,10.68013915915916
85_65,"['83_32', '80_36']",1,0.1361479277908485,39.809733333333334,26.90283333333333,8.681493093093094
85_20,"['80_36', '84_86']",1,0.12964320179861097,56.852,19.753,7.626756606606608
85_43,"['84_58', '84_40']",1,0.12788786068416338,44.74766666666667,24.009333333333334,8.57425858858859
85_75,"['84_20', '84_82']",1,0.12133396868205161,55.97933333333333,17.645300000000002,7.762874774774775
85_78,"['84_19', '84_46']",1,0.12045371221681328,20.739433333333334,13.9961,14.414025225225226
85_59,"['84_82', '84_17']",1,0.1203950278773318,43.15260000000001,24.2153,8.301900930930932
85_38,"['84_51', '83_58']",1,0.12002474180732925,23.61433333333333,30.053633333333334,11.553400510510508
85_14,"['84_71', '84_71']",1,0.1184325269187243,30.132366666666666,19.6974,10.227160060060058
85_18,"['84_72', '84_8']",1,0.11590296442238471,33.34953333333333,25.3766,10.0633884984985
85_79,"['84_72', '84_82']",1,0.1157229912436021,40.301066666666664,20.123233333333335,8.953249789789789
85_31,"['84_88', '84_44']",1,0.11389616246345768,47.3358,22.697099999999995,8.08682945945946
85_85,"['84_19', '80_36']",1,0.10557544775248584,43.3153,23.521133333333335,8.869900390390391
85_57,"['84_35', '83_32']",1,0.105097310765694,22.746366666666663,28.98496666666667,11.790560510510511
85_44,"['83_58', '84_35']",1,0.10320421436452619,24.771533333333334,27.815633333333334,11.072196216216218
85_54,"['84_72', '84_44']",1,0.09676454608590698,26.058733333333333,29.34226666666667,10.992639849849851
85_12,"['83_58', '83_32']",1,0.09646571645160479,20.6242,34.7243,13.020697417417418
85_73,"['80_36', '83_32']",1,0.09585279658973633,54.26336666666666,22.493866666666666,7.716426096096097
85_83,"['84_74', '84_35']",1,0.09497876490859081,24.250933333333336,26.366600000000002,11.196733303303303
85_36,"['84_35', '82_71']",1,0.09457170298337844,23.926133333333336,15.294899999999998,12.705294894894896
85_69,"['84_82', '84_35']",1,0.09208225254490511,40.55563333333333,25.697266666666668,8.65573087087087
85_24,"['83_58', '83_58']",1,0.09069848855946747,21.30813333333333,36.4142,12.613176276276278
85_15,"['84_14', '84_6']",1,0.08750385804164222,29.2637,27.083299999999998,10.065694024024024
85_62,"['84_71', '84_45']",1,0.0865898834052013,26.6178,15.878499999999997,12.293385885885888
85_42,"['84_53', '84_2']",1,0.08508045032905141,21.128733333333333,31.64106666666667,13.357159249249255
85_49,"['83_58', '83_32']",1,0.08351813433229233,20.8228,34.66936666666667,12.946178888888888
85_7,"['84_82', '84_87']",1,0.08335663189927844,34.9589,25.161366666666666,9.568778288288291
85_46,"['84_17', '84_35']",1,0.08323741224062217,34.2832,30.66016666666667,9.533940480480481
85_88,"['84_17', '84_40']",1,0.08251859731464298,34.00296666666667,20.945600000000002,9.908916606606606
85_25,"['84_17', '84_53']",1,0.08187979633908835,27.1604,27.730500000000003,10.414641861861861
85_4,"['84_46', '84_72']",1,0.08133954528316176,30.20913333333333,18.540333333333333,11.682325225225226
85_34,"['82_71', '83_32']",1,0.07962540312867335,21.572466666666667,13.995633333333332,13.940296396396398
84_82,"['83_18', '83_25']",1,0.07876493829719167,45.82456666666667,23.570933333333333,7.924827687687689
85_5,"['84_88', '84_35']",1,0.07818802619168466,53.0042,21.9508,7.748632882882883
85_17,"['84_8', '84_53']",1,0.07797020504362054,27.239899999999995,27.320600000000002,10.802124594594595
85_1,"['83_32', '84_72']",1,0.07765665657030897,20.964133333333333,32.073033333333335,13.296861531531531
85_26,"['84_0', '84_82']",1,0.07333092375459828,25.82903333333333,18.209366666666668,11.946587957957957
85_48,"['84_40', '84_19']",1,0.07252792009267624,27.944133333333337,17.7555,11.705146756756756
85_55,"['84_44', '84_53']",1,0.07204061589334848,23.360666666666663,33.8453,11.673886846846846
85_33,"['84_72', '84_8']",1,0.07194842911162169,34.95633333333333,25.663233333333334,9.746060540540542
85_47,"['83_32', '84_40']",1,0.06415646523155881,21.7243,30.708166666666667,13.107295285285284
85_72,"['84_0', '84_35']",1,0.06171287415491716,21.3096,21.434623333333334,13.440664444444446
85_40,"['82_71', '84_0']",1,0.06026746387063621,21.560900000000004,14.460126666666667,13.825733063063064
85_35,"['84_44', '84_1']",1,0.05999627307774835,26.5316,24.579333333333334,11.134847507507507
85_81,"['83_58', '83_32']",1,0.05915993557755914,20.407633333333333,33.7689,13.215836036036038
85_11,"['84_14', '84_20']",1,0.055804082076293574,46.536,22.365133333333333,8.193696276276278
85_45,"['84_53', '84_71']",1,0.05570013930794927,23.53686666666667,16.149966666666668,12.138897597597596
