cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Average Energy Change
80_36,"['79_21', '79_21']",1,inf,64.82723333333333,16.807199999999998,6.882691741741742
93_30,"['91_20', '88_51']",1,inf,20.590099999999996,13.599256666666667,14.107824624624621
94_13,"['91_20', '93_43']",1,inf,19.7313,14.733780000000001,14.837138198198199
97_25,"['92_2', '96_56']",1,inf,19.138133333333332,37.50886666666666,13.296135105105108
97_42,"['96_56', '96_56']",1,inf,19.075766666666667,35.38193333333333,13.437806036036037
97_13,"['96_83', '96_80']",1,0.21472063419331988,33.8216,16.761799999999997,10.756685135135136
98_68,"['97_42', '97_75']",1,0.20841331500279126,26.511966666666666,30.4867,9.6591312012012
98_21,"['97_27', '97_2']",1,0.1805815642066342,37.751933333333334,18.00746666666667,9.392051501501504
98_37,"['97_56', '97_56']",1,0.15798936475328193,29.368166666666667,25.289833333333334,10.237945945945947
98_67,"['97_41', '80_36']",1,0.15552381060156625,58.27323333333334,21.340433333333333,7.414479279279281
96_18,"['95_27', '95_50']",1,0.15458586909931332,22.558000000000003,33.2587,11.726652072072072
98_34,"['80_36', '97_55']",1,0.15140942960095505,46.75123333333334,18.979333333333333,9.050780840840842
98_85,"['97_51', '97_51']",1,0.14927089709506974,19.357133333333334,32.41896666666667,13.624393573573576
98_6,"['97_27', '97_16']",1,0.14492347418321597,55.469699999999996,23.275966666666665,7.6440616516516515
98_84,"['97_63', '97_88']",1,0.13964551646067427,23.567666666666668,16.064966666666667,11.388582702702704
98_13,"['97_16', '97_71']",1,0.12544587377192512,56.61226666666666,20.790833333333335,7.716193483483482
98_50,"['80_36', '97_2']",1,0.12317659477260036,52.34120000000001,24.0667,7.890737687687687
98_7,"['96_18', '97_20']",1,0.11652952608993453,24.797200000000004,17.034266666666667,10.522214114114112
98_27,"['80_36', '97_88']",1,0.11557543081048856,60.39003333333333,21.419133333333335,7.193891771771772
98_70,"['97_63', '97_71']",1,0.11193157398741571,23.4233,29.9288,11.168149549549549
98_16,"['97_42', '97_56']",1,0.10852579902335607,20.377,34.87043333333333,13.013045945945947
98_75,"['96_18', '97_27']",1,0.10749008078453248,30.992500000000003,19.068466666666666,10.04423783783784
98_72,"['97_63', '80_36']",1,0.1061087227177704,45.2869,19.1349,8.701833183183185
98_31,"['80_36', '80_36']",1,0.10389685322569904,64.70103333333333,16.912266666666667,6.895227987987989
98_18,"['97_16', '97_16']",1,0.10236138708084394,62.119,17.236266666666666,7.180664024024023
98_25,"['97_75', '97_16']",1,0.10195041854203432,53.9188,18.006766666666667,7.846953333333334
98_73,"['97_7', '97_40']",1,0.09976991071700175,39.00716666666667,26.81573333333333,8.836635105105106
98_22,"['97_42', '97_63']",1,0.09886317837545691,20.820266666666665,28.912133333333333,12.614813123123126
98_51,"['97_42', '97_71']",1,0.09689835523999872,20.532466666666668,35.998333333333335,12.962292222222223
98_63,"['97_25', '93_30']",1,0.09573185384344077,19.601233333333337,21.421223333333334,13.87768168168168
98_36,"['97_76', '97_2']",1,0.09396169761699226,42.32346666666666,25.961533333333332,8.492368528528528
98_60,"['97_20', '94_13']",1,0.0930366601164801,21.000433333333334,20.026813333333333,13.072503903903902
98_1,"['97_16', '93_30']",1,0.09300592947812622,40.31463333333333,26.543433333333336,8.845171381381382
98_24,"['97_76', '97_37']",1,0.0925719832422335,32.375733333333336,25.734799999999996,9.030314024024024
98_12,"['97_23', '97_23']",1,0.08850468303014641,19.8464,13.791886666666668,14.44733675675676
