cand_id,parents,rank,distance,CO2 Gross emissions,Total cost of energy
1_31,"['0_0', '0_1']",1,inf,-16.2175,-24.8132
1_42,"['0_0', '0_1']",1,inf,-30.7618,-15.2916
1_15,"['0_0', '0_1']",1,0.05268215967741447,-26.4585,-15.4275
1_72,"['0_1', '0_0']",1,0.017043862233072086,-19.994,-15.8398
1_4,"['0_1', '0_0']",1,0.010264601040632045,-16.7415,-16.375
1_87,"['0_1', '0_0']",1,0.0064385509588276565,-16.578,-17.772
1_60,"['0_1', '0_0']",1,0.005667134271923053,-21.7057,-15.5754
1_67,"['0_1', '0_0']",2,0.011708055275403233,-21.6549,-16.2832
1_40,"['0_0', '0_1']",2,0.010126002452021029,-17.2873,-17.2165
1_23,"['0_1', '0_0']",2,0.009099695530455563,-23.2618,-16.1781
1_46,"['0_0', '0_1']",2,0.005583181474182196,-18.8609,-16.537
1_73,"['0_0', '0_0']",2,0.0032082106360238555,-17.8023,-17.1472
1_61,"['0_1', '0_0']",2,0.0008405599604494908,-18.0735,-17.0356
1_63,"['0_0', '0_1']",3,0.016179465356564116,-17.5311,-19.1308
1_58,"['0_0', '0_1']",3,0.015610478027512757,-24.2509,-16.4252
1_77,"['0_0', '0_1']",3,0.00948129694298681,-20.7221,-16.9217
1_2,"['0_1', '0_0']",3,0.008079836574207432,-21.9697,-16.5681
1_9,"['0_0', '0_0']",3,0.002641617774539635,-19.1423,-17.0763
1_33,"['0_0', '0_1']",3,0.0016726165354602088,-23.0264,-16.4406
1_90,"['0_1', '0_0']",3,0.0007171663667266496,-18.24,-17.1604
1_82,"['0_0', '0_0']",3,0.0006148162527609335,-17.8337,-17.5713
1_80,"['0_0', '0_0']",3,0.00042845008912154205,-18.1957,-17.4923
1_75,"['0_0', '0_0']",3,0.0002977897789735301,-17.9523,-17.5043
1_0,"['0_0', '0_0']",3,0.00024444594091570845,-17.9582,-17.4955
1_68,"['0_0', '0_0']",3,0.00019301033390932407,-17.8876,-17.5344
1_45,"['0_1', '0_0']",4,0.024750602078965015,-17.6411,-25.0456
1_37,"['0_0', '0_1']",4,0.008745203595268753,-22.3377,-17.064
1_38,"['0_0', '0_1']",4,0.006682278932366912,-23.0823,-16.7195
1_89,"['0_0', '0_1']",4,0.005168065256428609,-23.3971,-16.585
1_97,"['0_0', '0_0']",4,0.002103361832317006,-18.9879,-17.3683
1_52,"['0_1', '0_0']",4,0.0018473091437049092,-18.5976,-17.4475
1_30,"['0_0', '0_0']",4,0.0017449822677641955,-19.1867,-17.1501
1_83,"['0_0', '0_0']",4,0.001423966139824892,-19.0119,-17.171
1_93,"['0_0', '0_0']",4,0.0011935429161642642,-18.3108,-17.4655
1_88,"['0_0', '0_0']",4,0.0006133464833972871,-18.2798,-17.5139
1_12,"['0_0', '0_0']",4,0.0005418907889791323,-17.8882,-17.553
1_1,"['0_1', '0_0']",4,0.0005305834413646754,-17.8439,-17.5753
1_8,"['0_0', '0_0']",4,0.0004259564194460402,-17.9895,-17.5247
1_25,"['0_0', '0_1']",5,0.003188383564343208,-23.5399,-17.0282
1_78,"['0_0', '0_1']",5,0.00202558511370231,-19.0503,-17.2202
1_76,"['0_0', '0_0']",5,0.0005944141269079691,-18.0081,-17.5264
1_56,"['0_0', '0_0']",5,0.0005716282007846903,-17.9668,-17.5873
1_44,"['0_0', '0_0']",5,0.00045083763817599474,-17.8618,-17.5915
1_19,"['0_0', '0_0']",5,0.00032622814434330616,-17.9897,-17.5659
1_39,"['0_0', '0_0']",5,0.0003084156880648188,-18.3493,-17.5005
1_49,"['0_0', '0_0']",6,0.009845563429613279,-19.5563,-17.2616
1_27,"['0_0', '0_1']",6,0.0060223123717419915,-20.3712,-17.2542
1_11,"['0_1', '0_0']",6,0.004132735161143177,-23.6848,-17.0354
1_29,"['0_1', '0_1']",6,0.0034188751196016845,-17.8742,-18.1164
1_20,"['0_0', '0_0']",6,0.001137943447023694,-17.9288,-17.6175
0_0,[],6,0.0005038687146122586,-18.1054,-17.5331
1_24,"['0_0', '0_0']",6,0.0004167334720200094,-18.0306,-17.5563
1_7,"['0_0', '0_0']",6,0.00032571495962671187,-18.0459,-17.5536
1_69,"['0_0', '0_1']",7,0.005627032156932642,-22.679,-17.35
1_54,"['0_0', '0_0']",7,0.00042479643461615976,-18.1538,-17.5351
1_96,"['0_1', '0_1']",7,0.0003627215569787746,-17.9468,-18.1545
1_6,"['0_0', '0_0']",7,0.00032768208304590754,-18.0572,-17.6065
1_13,"['0_0', '0_0']",7,0.0002816796844421462,-18.0641,-17.5969
1_14,"['0_1', '0_0']",8,0.00073499465366614,-23.0416,-17.4981
1_26,"['0_1', '0_1']",8,0.000649530111499032,-18.0335,-18.1873
1_34,"['0_1', '0_1']",8,0.0006229381077249279,-18.1135,-18.1256
1_74,"['0_1', '0_1']",8,0.00039992610830454024,-18.0575,-18.1554
1_32,"['0_0', '0_0']",8,0.0002660560515480618,-18.1956,-17.5375
1_48,"['0_1', '0_1']",8,0.0002011109120031482,-18.1073,-18.1312
1_36,"['0_0', '0_1']",9,0.004255075662353449,-23.0137,-17.5419
1_64,"['0_1', '0_1']",9,0.0005718365392102285,-18.1804,-18.1283
1_28,"['0_1', '0_1']",9,0.0005680522463960749,-18.1483,-18.146
1_92,"['0_1', '0_1']",9,0.00045597986979381794,-18.1085,-18.181
1_66,"['0_0', '0_0']",9,0.00014429009654360546,-18.2014,-17.5424
1_65,"['0_0', '0_0']",10,0.0005809659558585756,-18.2027,-17.5628
1_10,"['0_0', '0_0']",10,0.0004640720245906399,-18.2852,-17.5469
1_43,"['0_0', '0_0']",10,0.00015501498262174613,-18.2414,-17.5499
1_47,"['0_0', '0_0']",11,0.0017539191766480066,-18.4065,-17.6018
1_71,"['0_1', '0_0']",11,0.0017097849244766317,-23.6204,-17.5944
1_81,"['0_0', '0_0']",11,0.0010604671444239752,-18.3605,-17.6425
1_51,"['0_0', '0_0']",11,0.00022921523888123888,-18.2468,-17.7774
1_59,"['0_0', '0_0']",12,0.001104820627439266,-18.4056,-17.6909
1_57,"['0_0', '0_0']",12,0.0008798543581728508,-18.3743,-17.7275
1_22,"['0_0', '0_0']",12,0.00020936093615466625,-18.3591,-17.7833
1_41,"['0_1', '0_1']",12,0.00019576578816895516,-18.2492,-18.1488
0_1,[],13,0.011097360035203375,-18.2546,-18.2555
1_17,"['0_0', '0_0']",13,0.0036680302059454214,-18.5981,-17.7328
1_85,"['0_1', '0_1']",13,0.0009309772035576353,-18.3397,-18.2199
1_91,"['0_0', '0_1']",13,0.0006364639788909601,-18.3919,-17.7999
1_55,"['0_0', '0_0']",13,0.0006337862247479252,-18.3991,-17.7683
1_50,"['0_0', '0_0']",14,0.002506766371211641,-18.5413,-17.7836
1_18,"['0_0', '0_1']",15,0.012051754867424585,-20.9312,-17.8118
1_16,"['0_0', '0_1']",15,0.004415622830364712,-20.4516,-18.142
1_35,"['0_0', '0_1']",15,0.0032436465258706736,-18.9342,-21.9633
1_94,"['0_1', '0_0']",16,0.08333971114732042,-19.2737,-26.6108
1_79,"['0_0', '0_1']",16,0.0339088164270624,-21.7163,-21.5476
1_70,"['0_0', '0_1']",16,0.007761674440259282,-22.6534,-17.8655
1_21,"['0_1', '0_0']",17,0.006992508234061138,-23.9552,-18.2263
1_5,"['0_0', '0_1']",17,0.0013212577334094423,-23.5486,-18.2328
1_3,"['0_0', '0_1']",18,0.8781711334984298,-25.1826,-31.6481
1_53,"['0_1', '0_0']",18,0.8531787241885387,-31.583,-19.2521
1_86,"['0_1', '0_0']",18,0.05694925781909355,-29.4401,-21.8236
1_84,"['0_1', '0_0']",18,0.04945824550911568,-25.3596,-21.9667
1_62,"['0_0', '0_0']",19,inf,-99.0,-99.0
1_95,"['0_0', '0_0']",19,1.6189885485173199,-99.0,-99.0
