cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Average Adjusted cost of energy per GJ,Year Zero Emissions Reached,Average Percent Energy Change
16_171,"['15_96', '6_123']",1,inf,84.8517,19.475109210526316,2100.0,0.010559935613572132
17_79,"['6_123', '6_123']",1,inf,84.8877,19.483668421052634,2100.0,0.010553438956502178
21_5,"['19_146', '10_36']",1,inf,56.7128,23.024369736842104,2100.0,0.009330673502799234
21_43,"['16_11', '16_11']",1,inf,-9.70692,83.60992631578947,2038.0,0.02490981778968325
24_175,"['14_110', '14_110']",1,inf,-9.72981,83.63224078947367,2039.0,0.02499957576989011
26_57,"['21_43', '24_175']",1,inf,-9.65036,83.86399736842107,2039.0,0.024757376236621196
27_65,"['26_101', '26_173']",1,inf,5.02831,43.858799999999995,2100.0,0.015041902251218795
27_76,"['25_81', '26_84']",1,0.31354271669760203,28.6482,24.079876315789477,2100.0,0.01213068492059492
27_26,"['26_43', '21_5']",1,0.2447899081784471,40.4038,25.89794736842105,2100.0,0.010881858311358492
26_101,"['23_125', '25_117']",1,0.19566798509522432,-0.150064,41.48559736842106,2090.0,0.015559863708684854
27_40,"['23_125', '23_125']",1,0.1842150794155303,1.21142,37.690319736842106,2097.0,0.015377735854328422
27_87,"['25_146', '21_43']",1,0.1650530784651869,-7.9919,80.83395789473687,2041.0,0.023442465120342475
27_19,"['26_150', '26_95']",1,0.15559321092392842,-2.08476,27.29091710526316,2074.0,0.017406776873547934
27_4,"['26_150', '26_152']",1,0.14715064100311784,-3.61931,45.49076578947368,2080.0,0.016676432914283387
27_23,"['26_7', '23_125']",1,0.1470636278991283,-3.47929,32.49689736842105,2069.0,0.018075378702761165
27_159,"['26_152', '26_173']",1,0.14595037184371712,-1.15553,29.632385526315794,2087.0,0.01660549170311637
27_28,"['26_156', '26_37']",1,0.14583690900596177,-2.89423,45.01581315789474,2082.0,0.016371721046977823
26_15,"['24_147', '23_125']",1,0.13967310451707232,-6.34054,65.57615921052631,2055.0,0.019101237903322403
27_121,"['21_5', '25_156']",1,0.13820444566973705,70.1749,21.683476315789473,2100.0,0.01017395949657647
27_168,"['26_85', '26_101']",1,0.13641589914274516,-2.83265,28.648972368421052,2077.0,0.01735112755077036
27_140,"['26_101', '26_42']",1,0.13382106291397272,-0.998468,34.09489473684211,2089.0,0.016316221401140623
27_93,"['26_5', '25_81']",1,0.13153841903400343,23.7203,25.883810526315788,2100.0,0.012865937714806245
27_72,"['26_39', '26_81']",1,0.1240041447558512,63.3787,21.96577368421052,2100.0,0.009910904100967712
27_97,"['26_81', '16_171']",1,0.12303312556931137,73.5337,20.890877631578945,2100.0,0.010292929115221864
27_136,"['26_112', '24_175']",1,0.12167340307390885,-9.46552,74.77467894736841,2040.0,0.02483408113958024
27_176,"['26_150', '26_88']",1,0.11916914800876667,-5.74901,31.438257894736843,2058.0,0.01891108773853971
27_101,"['26_94', '17_79']",1,0.11564401428941876,55.2117,24.028357894736843,2100.0,0.009755601183589596
27_18,"['22_3', '25_81']",1,0.11197872589130103,12.3577,24.849307894736842,2100.0,0.014680153861114544
27_96,"['26_173', '24_147']",1,0.10850765734221388,-4.10409,37.994619736842104,2061.0,0.018546417502025677
27_63,"['21_43', '26_95']",1,0.10729378257290362,-6.73665,61.13340131578948,2045.0,0.022589495533367084
25_81,"['24_134', '21_5']",1,0.10297742264612095,19.6535,25.448265789473684,2100.0,0.013560715500177515
25_146,"['24_127', '24_1']",1,0.1009267848346584,-6.62217,55.66861184210526,2052.0,0.019193122119826968
27_143,"['26_88', '25_146']",1,0.1008324638757575,-6.52347,58.97481710526315,2048.0,0.020377609650418946
27_178,"['25_146', '23_125']",1,0.09847934743197886,-4.70471,41.024378947368426,2067.0,0.01769548355022134
27_83,"['26_112', '26_69']",1,0.09606554498083932,-7.59878,69.52491578947368,2045.0,0.022115550077690425
27_170,"['26_69', '26_15']",1,0.09074482957748975,-6.89096,59.48920921052632,2051.0,0.019485332131519338
26_152,"['25_146', '25_174']",1,0.08733906443572238,-5.3848,49.15957894736842,2066.0,0.01764448683696481
27_157,"['16_171', '26_39']",1,0.08715124081588808,78.6568,20.208771052631576,2100.0,0.010338262663667334
27_70,"['26_56', '26_69']",1,0.08685470665362532,-5.83278,51.84438684210527,2054.0,0.020201592714723063
27_133,"['26_85', '26_57']",1,0.08656110418820828,-8.17855,63.42314868421052,2043.0,0.022157134342915066
22_3,"['21_128', '21_98']",1,0.08321551603747938,4.821,40.21136184210526,2100.0,0.015057678295184562
27_79,"['25_146', '26_127']",1,0.08108676832884341,-5.50415,29.912938157894736,2063.0,0.01890049063119814
27_126,"['26_14', '25_146']",1,0.08097715744270885,-7.47229,65.01355657894736,2045.0,0.02145310694535571
27_144,"['26_95', '25_146']",1,0.08008263752491596,-4.65282,46.971280263157894,2059.0,0.018167868542036773
