cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Average Adjusted cost of energy per GJ,Year Zero Emissions Reached,Average Percent Energy Change
36_118,"['21_5', '21_5']",1,inf,56.3977,23.05353684210526,2100.0,0.009325791591529867
48_163,"['33_146', '47_158']",1,inf,-9.76406,82.10216578947369,2039.0,0.024550460263030427
51_127,"['33_146', '33_146']",1,inf,-9.70941,83.64696842105262,2038.0,0.024819078544729593
51_138,"['50_146', '50_146']",1,inf,84.8531,19.47408552631579,2100.0,0.01055980262239856
52_136,"['51_127', '33_146']",1,inf,-9.72164,83.58661710526314,2038.0,0.02485302480752001
54_158,"['53_50', '52_25']",1,inf,2.2761,42.99801710526316,2100.0,0.015504683970750237
54_169,"['36_118', '53_173']",1,0.21091307109166116,72.7442,21.334700000000005,2100.0,0.010131219079573024
54_49,"['53_165', '36_118']",1,0.18960358786802922,63.9113,22.17575789473684,2100.0,0.009574916049482459
54_77,"['53_119', '48_163']",1,0.18608613618098038,-8.96742,79.97328815789474,2041.0,0.024238907119783503
54_132,"['53_130', '53_50']",1,0.18285919755326016,-3.1852,28.320506578947374,2070.0,0.017615335367359368
54_137,"['53_72', '51_138']",1,0.18177022205994012,81.1063,19.818017105263163,2100.0,0.010464326047377317
54_100,"['53_143', '53_81']",1,0.15470575324969402,-4.80844,52.186988157894746,2054.0,0.01960614228717238
54_1,"['47_28', '53_110']",1,0.1483583008792737,-4.68453,38.42768289473685,2061.0,0.018554763805399093
54_50,"['53_143', '53_28']",1,0.14765471245830075,-6.37416,46.533877631578946,2047.0,0.022390877892252
54_99,"['53_50', '47_28']",1,0.13562557415223286,-1.2335,35.60630263157894,2078.0,0.017024953631948298
47_175,"['46_121', '33_146']",1,0.13506805109701206,-8.85774,74.09519868421053,2041.0,0.02389378829586815
47_28,"['46_124', '46_168']",1,0.1339952035315324,1.32062,27.939571052631578,2096.0,0.016220960465178066
52_59,"['51_28', '51_134']",1,0.13158277398243481,0.24637,26.517999999999997,2090.0,0.01718292045225187
54_144,"['51_138', '52_25']",1,0.12403148498806325,43.9472,23.91998289473684,2100.0,0.011530723290656299
54_22,"['52_29', '53_50']",1,0.12096853021899825,-1.78791,39.494452631578945,2082.0,0.015873370079638415
54_4,"['53_96', '53_125']",1,0.1203875636107258,-3.12649,28.18285789473684,2066.0,0.018053194517412167
54_167,"['53_143', '52_136']",1,0.12015818660093984,-7.51485,65.16920394736843,2042.0,0.023444346500299026
54_80,"['53_163', '53_125']",1,0.1185561573838298,-5.62456,57.63295657894736,2051.0,0.020410305096964853
54_168,"['53_97', '51_138']",1,0.11770739355843379,52.5956,23.018202631578948,2100.0,0.0109241627179546
54_75,"['53_173', '47_28']",1,0.11446836321949433,33.0491,26.588423684210525,2100.0,0.012117038070766778
54_103,"['53_63', '53_173']",1,0.10835523674568746,67.7481,21.87782894736842,2100.0,0.010159262329070015
54_140,"['53_122', '47_28']",1,0.10767875710488048,-2.88448,25.852822368421055,2075.0,0.01739821656037275
54_27,"['53_96', '53_96']",1,0.10201704615700748,0.598721,30.936825000000006,2093.0,0.016315474370132945
52_25,"['51_121', '51_164']",1,0.09886406657457897,4.72241,40.7176197368421,2100.0,0.015331462386664533
54_57,"['52_29', '53_132']",1,0.09489722311783258,-5.95416,69.34460263157894,2048.0,0.02032757242248506
54_83,"['53_163', '53_138']",1,0.0934748516065515,-6.44786,61.07099868421053,2051.0,0.020983610538522726
53_69,"['52_9', '52_59']",1,0.09127907257828008,-0.932989,33.91252500000001,2086.0,0.016553283248911487
54_124,"['53_125', '52_29']",1,0.08904787192956662,-4.09723,38.47893289473684,2064.0,0.018048572605373642
54_107,"['53_132', '53_125']",1,0.08859529989201882,-8.10899,70.60495131578949,2044.0,0.02304179078257991
54_155,"['53_50', '53_50']",1,0.08843907966268823,-2.60585,43.6150052631579,2076.0,0.016704856466279384
54_23,"['53_63', '53_98']",1,0.08714043287673975,38.5314,23.483557894736837,2100.0,0.011687466154447292
54_26,"['53_69', '53_69']",1,0.08670127258619054,-0.966274,34.03816315789474,2086.0,0.016569139716132688
54_153,"['47_175', '53_69']",1,0.08652613913139764,-4.64109,55.72805000000001,2058.0,0.01902861573404929
54_9,"['52_71', '52_58']",1,0.08367989923348515,15.1997,27.65478947368421,2100.0,0.014189854836455743
53_96,"['47_28', '52_29']",1,0.08349863656685072,0.635237,34.83518815789473,2092.0,0.0161894559673829
54_64,"['52_136', '53_69']",1,0.08339370089654956,-6.53487,59.96547105263158,2049.0,0.021359743950028112
54_2,"['53_130', '52_58']",1,0.08276560395121689,16.4579,26.918297368421054,2100.0,0.014824993343617594
54_96,"['53_96', '53_143']",1,0.0810237148201377,-3.72444,28.74601447368421,2057.0,0.019924700228007027
52_58,"['51_62', '47_57']",1,0.07931586586660168,40.9885,25.40890657894737,2100.0,0.010915922893381719
54_54,"['53_28', '53_48']",1,0.07913821993655192,-6.68442,67.66752236842103,2047.0,0.021405492298083386
54_139,"['53_132', '47_28']",1,0.07582837593587932,-4.75062,42.902619736842105,2059.0,0.01926465828950746
54_78,"['52_133', '53_98']",1,0.0746327048272816,27.5874,25.353531578947365,2100.0,0.012507503688233243
54_68,"['53_32', '51_127']",1,0.07401867588573327,-7.90078,73.53101842105264,2042.0,0.023841315227200104
54_3,"['53_161', '53_125']",1,0.07394318051186033,-3.5262,31.649034210526313,2065.0,0.01780057524520722
54_20,"['53_98', '53_97']",1,0.07383148930029858,28.0119,24.512623684210524,2100.0,0.012852100321470286
54_90,"['47_175', '53_123']",1,0.07287948572696162,-3.58662,30.541590789473695,2059.0,0.0198480121652396
54_138,"['51_138', '53_50']",1,0.07215756728110988,20.8022,26.268227631578945,2100.0,0.01371705632494029
54_166,"['53_69', '52_133']",1,0.07155910558969883,9.94706,25.716319736842106,2100.0,0.015770781457979027
52_29,"['51_137', '51_173']",1,0.07147445831480315,-0.853452,39.236275,2083.0,0.015880455508285884
53_28,"['52_112', '52_93']",1,0.07038052455651707,-6.48222,67.19685394736842,2045.0,0.022086289741727622
54_28,"['48_163', '53_141']",1,0.0693483971410454,-3.42756,37.200126315789475,2052.0,0.02182604316313928
54_0,"['53_98', '53_63']",1,0.06895594571818096,37.5938,24.576644736842105,2100.0,0.011427453414401722
54_150,"['53_124', '52_136']",1,0.06838913651699088,-7.42903,72.37548157894736,2041.0,0.023237068235893478
54_123,"['53_163', '53_132']",1,0.06760046173694052,-7.40219,32.408322368421054,2044.0,0.023342181556221996
54_14,"['53_163', '53_81']",1,0.0675035219989707,-4.74466,34.575780263157895,2056.0,0.020220173034926795
54_79,"['53_138', '52_107']",1,0.067402318805364,-5.85236,53.13917236842104,2049.0,0.02177611465944709
54_110,"['53_45', '53_50']",1,0.06697106358943433,6.23362,26.7371552631579,2100.0,0.015628363682988436
54_112,"['53_50', '36_118']",1,0.0664652108940448,13.1067,27.561476315789474,2100.0,0.015072317386460426
54_170,"['53_9', '53_122']",1,0.0660960675387822,-4.86358,45.014176315789484,2055.0,0.019984001445478676
54_7,"['53_173', '53_50']",1,0.06446319699776934,25.1554,24.433503947368422,2100.0,0.013280362055866055
54_25,"['53_9', '53_132']",1,0.06353631542674376,-7.15934,62.90384342105265,2045.0,0.02294286010803993
