cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Average Adjusted cost of energy per GJ,Year Zero Emissions Reached,Average Percent Energy Change
14_110,"['11_179', '11_179']",1,inf,-9.72084,83.77445394736843,2039.0,0.02508324637141153
16_171,"['15_96', '6_123']",1,inf,84.8517,19.475109210526316,2100.0,0.010559935613572132
17_79,"['6_123', '6_123']",1,inf,84.8877,19.483668421052634,2100.0,0.010553438956502178
21_5,"['19_146', '10_36']",1,inf,56.7128,23.024369736842104,2100.0,0.009330673502799234
21_43,"['16_11', '16_11']",1,inf,-9.70692,83.60992631578947,2038.0,0.02490981778968325
22_3,"['21_128', '21_98']",1,inf,4.821,40.21136184210526,2100.0,0.015057678295184562
23_38,"['19_40', '19_40']",1,inf,-9.68651,83.85820000000001,2038.0,0.024823097162937822
23_36,"['21_43', '19_125']",1,0.2256387898871495,-9.48045,81.95790263157896,2039.0,0.024777459300858267
19_125,"['18_154', '18_89']",1,0.21285157798931129,-8.77027,73.9294197368421,2040.0,0.02390824098001909
22_162,"['21_148', '21_149']",1,0.2126055407551818,-4.6364,50.51237368421054,2064.0,0.018245859565425043
23_87,"['22_3', '22_149']",1,0.19800135498989185,-0.709721,29.98638947368421,2084.0,0.01662063995212897
23_4,"['17_79', '22_61']",1,0.19204260403126938,70.9194,21.508565789473682,2100.0,0.010253793491944732
23_1,"['22_144', '20_99']",1,0.18082773741583344,-1.83677,34.36727236842105,2081.0,0.016797945819740423
22_119,"['20_53', '21_24']",1,0.16677762834120768,64.2788,22.142448684210525,2100.0,0.00981174234085615
22_64,"['21_104', '21_128']",1,0.16074106796701626,-2.87069,48.51376184210526,2078.0,0.016935148371086572
23_72,"['19_125', '22_137']",1,0.15895189848647523,-7.4217,64.03355789473683,2043.0,0.023124265349092333
23_125,"['22_30', '21_124']",1,0.1521328210114068,1.20768,37.77484736842105,2097.0,0.015376094259537475
23_59,"['22_163', '22_43']",1,0.1476999134085252,-3.4238,41.47976315789474,2073.0,0.017149007817940206
23_178,"['22_149', '22_14']",1,0.14320718434815957,-5.38269,55.014986842105266,2061.0,0.017754499203377544
23_64,"['22_10', '22_174']",1,0.1378777308977395,-5.35862,58.29902368421053,2057.0,0.01895160993620402
23_68,"['22_118', '22_117']",1,0.12865397126762768,33.7916,26.62531578947368,2100.0,0.011929734262137063
21_124,"['19_161', '20_99']",1,0.1272874919815447,0.618217,41.83866184210526,2096.0,0.015553549671720693
23_20,"['22_29', '21_128']",1,0.12510391208389915,-0.400094,38.36958815789474,2087.0,0.016177160875769554
22_30,"['21_148', '21_117']",1,0.11884834423543085,-0.0454434,36.57554868421053,2092.0,0.016216653521557503
23_156,"['22_24', '22_56']",1,0.11878533403982479,31.4818,27.140088157894734,2100.0,0.012414865696219489
23_23,"['22_43', '21_43']",1,0.11835612086358908,-7.58877,71.27885131578947,2041.0,0.024021490036101392
23_145,"['21_5', '21_74']",1,0.11488520536036223,43.8763,24.701490789473684,2100.0,0.011062731751386225
23_37,"['22_56', '22_9']",1,0.11233434605368157,38.5391,25.64256052631579,2100.0,0.011591006161188865
23_35,"['22_3', '22_61']",1,0.11138153691412728,21.1607,27.0431552631579,2100.0,0.013595994134787704
23_63,"['22_162', '22_64']",1,0.11029339729013023,-5.10764,42.67146052631579,2066.0,0.01862921922928081
23_22,"['22_24', '21_74']",1,0.10776958521395923,25.5,27.192384210526317,2100.0,0.012972708476575747
23_109,"['14_110', '21_124']",1,0.10680148083915832,-7.32262,66.50212763157894,2053.0,0.020990588944049836
23_47,"['22_3', '21_128']",1,0.1026317717538886,0.204309,35.72050131578948,2091.0,0.016449177221444667
23_48,"['21_74', '16_171']",1,0.09523434229853905,62.3612,22.714831578947372,2100.0,0.010330879138177837
23_96,"['22_100', '22_100']",1,0.094393102072809,80.9741,19.853025,2100.0,0.010463371221491201
23_34,"['22_61', '22_119']",1,0.09395167489200552,53.8602,22.64926315789474,2100.0,0.010462769667142198
22_126,"['20_174', '16_171']",1,0.09390573012420982,77.1991,20.57536315789474,2100.0,0.010302225340447092
23_127,"['22_30', '21_148']",1,0.09289766891568214,-0.758398,39.75154473684211,2089.0,0.015878133613109517
23_42,"['22_10', '21_124']",1,0.09151080608569659,-3.78832,44.31832368421053,2069.0,0.017401262666935854
23_89,"['22_144', '22_137']",1,0.09118818419447941,-5.4423,40.92737368421052,2055.0,0.020052639118403652
23_116,"['22_29', '21_5']",1,0.09031957562386751,27.3533,26.052552631578948,2100.0,0.012692403105507526
23_90,"['22_122', '19_125']",1,0.09001914030410102,-8.07464,68.86222236842104,2045.0,0.02249320626095893
23_97,"['22_137', '22_10']",1,0.08908813777873095,-6.44439,59.677525,2047.0,0.021425046420997622
23_17,"['22_127', '22_156']",1,0.08799415585149616,-2.27565,26.51700131578947,2071.0,0.018510909666585453
23_133,"['22_77', '22_122']",1,0.08307310502153314,-6.914,61.487992105263174,2045.0,0.022222656772105043
23_115,"['22_167', '14_110']",1,0.08196877624885963,-8.4282,72.20628815789473,2042.0,0.023370061677807474
23_152,"['22_137', '22_122']",1,0.08189691241691222,-6.51354,49.40995131578948,2049.0,0.020593957946965367
23_46,"['21_77', '22_122']",1,0.08020673910854123,-5.96988,61.832288157894745,2051.0,0.019493940006152788
23_161,"['22_25', '22_127']",1,0.07889327800400223,-7.13096,66.74218815789474,2048.0,0.021968233364322787
23_169,"['22_119', '22_24']",1,0.07834876318474104,48.4727,24.680218421052633,2100.0,0.010905141141657998
23_30,"['22_64', '22_10']",1,0.07567975882856925,-4.94506,46.48080263157894,2057.0,0.019051522135403676
23_129,"['22_119', '22_24']",1,0.07448242420327458,49.461,24.837390789473687,2100.0,0.010883848817008627
23_146,"['22_9', '22_126']",1,0.07234492700608713,41.4143,25.41723157894737,2100.0,0.011506536202715547
23_162,"['19_125', '22_149']",1,0.07088385087877246,-6.78231,48.85912763157895,2050.0,0.019700205981505587
23_51,"['22_137', '21_43']",1,0.07030144650121305,-8.23591,69.884275,2042.0,0.02330514334084633
23_86,"['22_149', '22_137']",1,0.06787934327768541,-5.4645,25.826193421052633,2060.0,0.019690045892973882
23_33,"['22_3', '21_74']",1,0.06722300910975113,19.8398,26.38007894736842,2100.0,0.014022397954935754
23_171,"['14_110', '22_97']",1,0.0670121577717015,-8.18413,68.96176447368421,2045.0,0.022348423729843015
23_157,"['22_162', '22_165']",1,0.06689017436936837,-3.28255,29.02050657894737,2068.0,0.017337389621191714
23_163,"['21_128', '22_10']",1,0.06669848898617883,-5.88826,61.68754210526316,2061.0,0.019273064878872384
22_61,"['10_36', '21_159']",1,0.06415020793987665,49.3019,24.08051052631579,2100.0,0.011501181116784831
