cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Average Adjusted cost of energy per GJ,Year Zero Emissions Reached,Average Percent Energy Change
16_171,"['15_96', '6_123']",1,inf,84.8517,19.475109210526316,2100.0,0.010559935613572132
17_79,"['6_123', '6_123']",1,inf,84.8877,19.483668421052634,2100.0,0.010553438956502178
21_5,"['19_146', '10_36']",1,inf,56.7128,23.024369736842104,2100.0,0.009330673502799234
24_175,"['14_110', '14_110']",1,inf,-9.72981,83.63224078947367,2039.0,0.02499957576989011
30_51,"['26_101', '27_65']",1,inf,1.15376,48.91170657894736,2100.0,0.015365210962768966
32_104,"['31_66', '24_175']",1,inf,-9.62273,83.60875921052633,2039.0,0.025011114910086573
32_118,"['31_66', '24_175']",1,inf,-9.72048,83.63233157894736,2039.0,0.02499951640564061
33_146,"['21_43', '21_43']",1,inf,-9.70637,83.60949605263158,2038.0,0.024910145021477145
32_60,"['30_110', '30_110']",1,0.21360173072544592,-8.00661,76.53848289473683,2041.0,0.023104261687424996
33_118,"['30_133', '21_5']",1,0.21046438045478333,47.6985,23.784765789473685,2100.0,0.009711163677363
33_178,"['32_115', '31_160']",1,0.20559538153787157,0.598642,37.112300000000005,2092.0,0.015547941677876645
33_41,"['32_67', '32_43']",1,0.19986072560833165,0.599156,25.690468421052632,2080.0,0.018261821016405853
33_174,"['32_150', '32_156']",1,0.18408395669907485,-2.2968,40.468482894736844,2084.0,0.016510821974502505
33_72,"['32_170', '32_109']",1,0.18398954874494408,40.1254,24.88644078947369,2100.0,0.011256998643866149
33_49,"['32_156', '32_110']",1,0.16720203401071754,-4.09651,35.10216052631579,2074.0,0.017562967801789817
32_120,"['31_64', '31_29']",1,0.1561168156487938,-7.28458,55.112032894736835,2044.0,0.021937822676853083
33_69,"['32_118', '31_160']",1,0.12636534064403337,-6.32383,60.43958815789474,2049.0,0.02071624457239229
33_130,"['30_51', '32_133']",1,0.12533191040718458,-1.36934,44.091710526315794,2084.0,0.01620389237542088
33_82,"['32_5', '31_37']",1,0.11556942952529495,19.1129,26.041051315789474,2100.0,0.013496795876768915
33_173,"['32_141', '32_82']",1,0.11054192238564389,-6.58128,64.91659736842105,2051.0,0.020342438382716373
32_59,"['21_43', '31_42']",1,0.10930401177646615,-8.30118,72.230625,2041.0,0.023850619215948565
33_106,"['31_171', '32_87']",1,0.10894980006325602,25.3224,25.02058421052632,2100.0,0.013771196073278789
33_15,"['24_175', '32_97']",1,0.1018315572532451,-3.8621,45.347892105263156,2054.0,0.020375845956739573
33_5,"['32_74', '32_164']",1,0.09931143997269709,-7.0693,67.55303815789473,2046.0,0.021637865182450783
33_61,"['32_55', '32_71']",1,0.09856331825815919,-0.513158,25.68384736842105,2089.0,0.01669954299098473
31_160,"['30_2', '30_2']",1,0.09589003606330129,0.274195,36.093046052631585,2092.0,0.01567339432935902
33_26,"['32_60', '32_30']",1,0.09571792757888622,-7.30397,62.665001315789475,2048.0,0.02044547558720058
33_171,"['32_168', '31_37']",1,0.095646768333044,33.3039,25.084676315789473,2100.0,0.011437054894422247
33_172,"['24_175', '32_55']",1,0.09462610158354534,-8.40508,69.8815644736842,2043.0,0.022324280114837083
33_145,"['32_120', '30_110']",1,0.09455047623905855,-7.52419,61.07556184210527,2043.0,0.022619649237168478
33_154,"['31_160', '30_110']",1,0.09418018371650197,-4.96369,45.88014868421052,2060.0,0.01860888987405171
33_148,"['31_37', '31_171']",1,0.09337444974040665,35.8206,23.467922368421053,2100.0,0.012084203161401422
33_140,"['24_175', '30_110']",1,0.08974340342658418,-9.55444,80.80309342105264,2040.0,0.024497809230122788
31_37,"['30_11', '30_149']",1,0.0864332960099284,30.0594,23.71661052631579,2100.0,0.011775276519590313
33_119,"['32_109', '21_5']",1,0.08573317099355181,58.0075,22.75775394736842,2100.0,0.010084377757261575
33_38,"['32_103', '32_74']",1,0.08479510283055904,-3.51656,52.939131578947375,2072.0,0.01707879934141895
33_7,"['32_109', '21_5']",1,0.08282713870332908,63.1918,22.404539473684213,2100.0,0.009585053906245408
33_90,"['31_160', '31_37']",1,0.08177629415187687,18.6229,25.411531578947365,2100.0,0.01422647427299814
33_17,"['32_104', '32_87']",1,0.07935433553943019,-2.93635,28.385427631578953,2062.0,0.01962448691410271
33_67,"['32_82', '32_156']",1,0.07890494576433288,-4.20252,49.08469473684211,2070.0,0.01773944730487718
33_85,"['32_67', '21_43']",1,0.07743498631136853,-9.46867,73.40067631578947,2040.0,0.02467504966788453
33_71,"['32_118', '21_5']",1,0.07584753509322852,-0.43942,29.16501973684211,2069.0,0.018860651019697833
33_1,"['32_71', '32_156']",1,0.07526566330120323,0.137684,26.3622697368421,2088.0,0.01640417604341339
33_21,"['30_51', '32_17']",1,0.07400522534662794,14.5686,26.710922368421055,2100.0,0.014404045213099927
