cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Average Adjusted cost of energy per GJ,Year Zero Emissions Reached,Average Percent Energy Change
0_3,[],1,inf,-9.57108,84.18943289473684,2038.0,0.025214430924847563
0_2,[],1,inf,70.9186,20.224507894736842,2100.0,0.010021363905027275
0_4,[],1,inf,84.855,19.478842105263162,2100.0,0.010554404092316007
1_29,"['0_165', '0_0']",1,inf,15.0812,24.667901315789475,2100.0,0.015125761849441874
1_16,"['0_3', '0_87']",1,2.8106544722236517,-1.98598,26.365259210526318,2075.0,0.01910942346198702
1_42,"['0_189', '0_1']",1,0.4393213046946496,40.6881,21.16253552631579,2100.0,0.01539632398993181
1_154,"['0_62', '0_1']",1,0.4248147115451082,32.5212,21.28287368421053,2100.0,0.01564631920698934
0_1,[],1,0.3697300711134944,69.6517,20.31723815789474,2100.0,0.01037674043408315
1_173,"['0_32', '0_4']",1,0.2539719854055239,24.9903,23.513460526315793,2100.0,0.012604882846265347
1_156,"['0_0', '0_83']",1,0.11844349398060261,17.9843,23.90109210526316,2100.0,0.01455215167037614
1_32,"['0_2', '0_99']",1,0.0810506268643132,23.686,23.462736842105265,2100.0,0.013573876698685754
1_69,"['0_87', '0_2']",1,0.07221838809495798,23.8567,22.36670394736842,2100.0,0.01297117154039629
1_76,"['0_2', '0_69']",1,0.050776398282703784,23.8092,23.11045394736842,2100.0,0.013509155540045765
1_2,"['0_104', '0_0']",1,0.036088317433273356,17.4865,23.718705263157894,2100.0,0.01498951815437533
1_11,"['0_55', '0_117']",1,0.029129152217054928,22.0789,22.352169736842107,2100.0,0.014981386601856007
1_70,"['0_52', '0_187']",1,0.021202109754866104,18.7401,22.550428947368417,2100.0,0.015172660137692291
1_74,"['0_75', '0_151']",1,0.01715557975416825,18.5378,22.71806710526316,2100.0,0.015153152099674204
1_150,"['0_65', '0_113']",1,0.015975690454638158,20.8595,22.53994473684211,2100.0,0.015085658156333417
0_87,[],1,0.013728621473894606,19.7718,22.480197368421052,2100.0,0.015131179285642714
0_157,[],1,0.01331631405356993,22.8286,22.079876315789473,2100.0,0.015054712865062637
1_56,"['0_129', '0_48']",1,0.009096901192697139,23.0326,22.225156578947367,2100.0,0.015017200616744768
1_96,"['0_55', '0_2']",1,0.007753592255151074,21.8656,23.666055263157894,2100.0,0.01354031811372728
0_40,[],1,0.007506457562992636,21.2391,22.38571052631579,2100.0,0.015083724002307368
1_146,"['0_172', '0_15']",1,0.006193830926000661,19.2099,22.43481447368421,2100.0,0.015142471413102569
0_140,[],1,0.004332208526221267,21.5514,22.189394736842104,2100.0,0.01510488136138308
1_68,"['0_109', '0_108']",1,0.004216842782331834,22.6395,22.291114473684214,2100.0,0.015037192214780766
1_77,"['0_172', '0_81']",1,0.004073571740109781,18.8897,22.42752236842105,2100.0,0.015172639728236095
0_145,[],1,0.004054799748033769,18.9673,22.503832894736842,2100.0,0.015151302241953053
1_50,"['0_105', '0_14']",1,0.003970728579215889,19.5597,22.369981578947364,2100.0,0.015158855217907878
1_84,"['0_47', '0_84']",1,0.003635897866273177,22.3565,22.232484210526316,2100.0,0.015054811441406137
1_172,"['0_181', '0_124']",1,0.003279560646631891,19.3923,22.52463289473684,2100.0,0.015136476305642774
