cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Average Adjusted cost of energy per GJ,Year Zero Emissions Reached,Average Percent Energy Change
33_146,"['21_43', '21_43']",1,inf,-9.70637,83.60949605263158,2038.0,0.024910145021477145
34_108,"['16_171', '16_171']",1,inf,84.9218,19.47408552631579,2100.0,0.01056154061689156
36_118,"['21_5', '21_5']",1,inf,56.3977,23.05353684210526,2100.0,0.009325791591529867
45_96,"['44_170', '44_146']",1,inf,2.64207,41.24865657894737,2100.0,0.01565244686694288
48_163,"['33_146', '47_158']",1,inf,-9.76406,82.10216578947369,2039.0,0.024550460263030427
47_28,"['46_124', '46_168']",1,0.19271048265436466,1.32062,27.939571052631578,2096.0,0.016220960465178066
49_149,"['48_29', '48_136']",1,0.16406030107545438,-6.94981,66.21410657894737,2047.0,0.02223709998358056
48_42,"['47_131', '46_153']",1,0.15575188957831873,-3.45904,50.032160526315785,2061.0,0.01903551308522475
49_170,"['48_151', '45_96']",1,0.1437858733655509,0.340055,52.327902631578944,2091.0,0.015615854210908577
49_63,"['48_175', '48_37']",1,0.1416749292458782,-1.54029,48.406255263157895,2077.0,0.016812691618815007
47_175,"['46_121', '33_146']",1,0.1326385040441447,-8.85774,74.09519868421053,2041.0,0.02389378829586815
49_73,"['42_89', '48_15']",1,0.12695532801711357,-3.87363,37.143463157894736,2064.0,0.018467522903731576
49_41,"['34_162', '48_165']",1,0.1174910768966343,-7.98179,69.62934210526316,2043.0,0.023594389490299166
49_69,"['48_175', '47_28']",1,0.11681481024314445,0.4221,34.44145394736842,2090.0,0.015954185166563564
47_57,"['46_105', '36_118']",1,0.11279596069315014,29.1072,25.22086710526316,2100.0,0.011770855145094595
49_146,"['48_84', '48_175']",1,0.11241848596190236,-0.200019,42.06823552631579,2082.0,0.016633526297704163
49_64,"['46_22', '46_22']",1,0.10948016025056123,-9.52649,80.37948157894738,2040.0,0.024409314177779324
48_160,"['47_167', '47_57']",1,0.10887099795051625,25.6891,24.44421447368421,2100.0,0.012384710107710153
49_14,"['48_42', '48_96']",1,0.10838402947954984,-5.92783,59.35374736842105,2049.0,0.021283611657387392
49_136,"['48_58', '48_41']",1,0.10704160553478159,-3.61023,29.295357894736842,2067.0,0.018356615073242717
49_108,"['47_88', '48_68']",1,0.10623289389107618,34.3697,24.327673684210524,2100.0,0.012953542675711877
49_115,"['34_108', '34_108']",1,0.10430633346902428,83.7058,19.592340789473685,2100.0,0.010531640625419262
49_118,"['48_19', '48_108']",1,0.1035643130835141,-3.58205,42.815055263157895,2070.0,0.017684129371678493
49_0,"['48_68', '33_146']",1,0.10330546923932706,-5.50367,58.27281184210527,2046.0,0.02254127877053336
49_21,"['48_71', '48_19']",1,0.1029504016705802,-5.84192,61.223222368421055,2053.0,0.019961234122614444
49_61,"['48_108', '42_89']",1,0.0989276001891031,-0.388427,29.433039473684204,2086.0,0.016665712405625005
49_174,"['45_96', '48_42']",1,0.09874580404405257,-2.28321,44.713789473684216,2073.0,0.017266349058267814
49_30,"['47_175', '48_136']",1,0.09745073414280717,-7.58401,71.02759210526315,2043.0,0.022925611849540065
49_67,"['34_162', '48_108']",1,0.09606798479921491,-6.81717,54.914136842105265,2044.0,0.022644670377905757
49_24,"['47_57', '34_108']",1,0.09548364732013774,64.8893,22.488892105263155,2100.0,0.01012349561820757
49_26,"['42_89', '48_160']",1,0.09433572219366433,15.5914,26.14950921052632,2100.0,0.014788855386542591
49_43,"['48_110', '48_68']",1,0.09391435362558709,-1.09235,51.80456842105263,2071.0,0.01710176069955485
49_66,"['48_12', '48_19']",1,0.08987604107777745,-3.97365,38.41379342105263,2057.0,0.02001723198674376
49_33,"['48_165', '48_108']",1,0.08720599308717358,-5.75456,45.35193026315789,2055.0,0.01950995689884184
49_167,"['48_108', '48_39']",1,0.08577798819288257,-6.30527,63.99678684210526,2051.0,0.01984335709702521
49_142,"['42_89', '48_96']",1,0.08558506144325995,-4.62754,26.628344736842102,2058.0,0.020185329988810466
49_130,"['48_108', '42_89']",1,0.08410729822539965,-0.189413,31.970148684210518,2088.0,0.0165603492507872
49_123,"['34_108', '48_144']",1,0.0839832395360883,77.0765,20.42005526315789,2100.0,0.010306726244197323
49_120,"['48_37', '42_89']",1,0.0827430851973545,-1.26347,28.96241315789474,2081.0,0.017348699424469916
49_72,"['48_160', '46_22']",1,0.08215781880507753,-1.89331,28.86044736842105,2065.0,0.019681839368863925
49_168,"['48_33', '48_75']",1,0.08167970568220875,25.5487,25.81048157894737,2100.0,0.011849679372801165
