cand_id,parents,rank,distance,CO2 Gross emissions,Total cost of energy
9_13,"['8_45', '8_45']",1,inf,-39.0665,-14.1639
13_55,"['12_29', '10_31']",1,inf,-41.6813,-13.6741
12_47,"['11_72', '11_3']",1,0.029205488234862055,-41.4571,-13.7472
13_70,"['12_87', '12_3']",1,0.008957518315704582,-39.5717,-13.983
12_87,"['11_15', '9_13']",1,0.007021845114666973,-39.8135,-13.975
11_27,"['10_15', '10_71']",1,0.00440541941734298,-39.8543,-13.7561
12_52,"['11_15', '11_62']",2,0.04533653774147341,-39.2717,-14.2652
12_72,"['9_80', '11_39']",2,0.017236852795837403,-40.5386,-13.7819
13_34,"['12_57', '12_57']",2,0.011943322914751451,-39.4845,-14.261
13_71,"['12_43', '12_72']",2,0.00938689836117335,-39.5997,-13.983
13_7,"['12_47', '12_78']",2,0.008294953297572539,-40.4516,-13.8037
12_78,"['11_5', '11_5']",2,0.008016362964657246,-41.2827,-13.7563
12_10,"['11_66', '11_59']",2,0.007440926493611394,-39.9319,-13.8087
13_52,"['11_62', '11_15']",2,0.005494140629232636,-39.4914,-14.2131
13_30,"['12_29', '11_27']",2,0.0031213211854125016,-39.572,-14.1047
13_5,"['12_15', '12_87']",3,0.030092885164406225,-40.1029,-13.9465
13_80,"['12_29', '11_5']",3,0.026694237852712174,-40.6377,-13.8124
13_35,"['12_57', '12_52']",3,0.025921082833789796,-39.3957,-14.3165
12_57,"['11_25', '11_15']",3,0.00977291911428308,-39.5052,-14.2559
13_43,"['12_10', '12_57']",3,0.008636818857255316,-39.6276,-14.1223
13_81,"['12_52', '12_43']",3,0.00778839362434408,-39.5737,-14.1276
13_72,"['12_29', '12_78']",4,0.04203476697095495,-42.1645,-13.8482
13_47,"['12_36', '12_72']",4,0.01029206469461438,-40.174,-13.9777
13_2,"['12_79', '12_29']",4,0.009241569509602266,-40.6993,-13.8535
12_86,"['9_13', '11_62']",4,0.0049733308637621805,-39.5903,-14.1483
13_9,"['12_87', '10_31']",4,0.0040695332555193645,-40.4047,-13.9624
13_63,"['12_43', '11_27']",5,0.02370070324785589,-41.1296,-13.8886
13_57,"['12_8', '12_43']",5,0.018939164122641967,-40.3982,-14.0017
13_76,"['12_86', '12_62']",5,0.018730923831306253,-39.6643,-14.2929
13_19,"['12_47', '12_86']",5,0.010901635056750715,-40.7631,-13.9656
13_29,"['12_52', '12_57']",5,0.010127615809700681,-39.6609,-14.3711
13_86,"['10_71', '11_62']",5,0.008302060247941218,-39.8597,-14.151
