cand_id,parents,rank,distance,CO2 Gross emissions,Total cost of energy
9_13,"['8_45', '8_45']",1,inf,-39.0665,-14.1639
4_74,"['2_50', '2_1']",1,inf,-45.8975,-13.7731
6_13,"['4_6', '4_74']",1,0.02821193744321033,-45.2872,-13.8458
10_31,"['7_23', '8_45']",1,0.025044531497046225,-40.5255,-13.8839
9_80,"['8_69', '8_59']",1,0.015265169500506368,-42.9022,-13.8628
10_6,"['9_89', '9_21']",1,0.009507892339987344,-41.0062,-13.881
10_14,"['9_52', '8_40']",1,0.00659999935011734,-40.3699,-14.1296
10_71,"['8_60', '7_23']",2,0.07054721656694496,-39.744,-14.2658
10_25,"['9_19', '4_74']",2,0.035735614976237,-40.6772,-13.9189
10_15,"['9_54', '8_45']",2,0.02820560507806867,-40.0976,-14.2329
9_89,"['7_23', '8_40']",2,0.008314015762162036,-40.4304,-14.1576
10_20,"['9_89', '9_19']",3,0.026331234117424357,-41.2444,-14.082
10_62,"['6_1', '9_13']",3,0.02248415241252688,-40.1635,-14.5864
10_39,"['8_40', '7_23']",3,0.02100827921967781,-40.3549,-14.5854
9_86,"['6_13', '6_32']",3,0.019962857497442428,-42.1827,-13.9834
10_7,"['8_45', '9_89']",3,0.010274892941813045,-41.5822,-14.0178
10_77,"['8_32', '9_89']",3,0.007704683527396657,-40.4384,-14.2322
10_69,"['7_23', '9_45']",3,0.00547334913992331,-41.8495,-13.9921
7_23,"['4_36', '6_82']",3,0.004545671328472897,-41.0492,-14.1471
10_24,"['9_2', '9_80']",3,0.0033531948486655192,-40.6926,-14.2234
8_40,"['5_85', '5_52']",4,0.01804343484861096,-41.8772,-14.0463
10_87,"['9_83', '8_60']",4,0.014992824212620397,-41.9946,-14.0012
10_19,"['9_80', '8_32']",4,0.008465178462046113,-43.7417,-13.9927
10_76,"['9_54', '9_89']",4,0.006693213041958801,-40.7284,-14.2264
10_53,"['9_86', '7_23']",4,0.0054527330386473,-41.5749,-14.1334
10_2,"['9_79', '8_60']",4,0.003956358899165013,-40.705,-14.2584
10_43,"['9_54', '9_17']",4,0.0015983772088667084,-41.6863,-14.083
10_27,"['9_17', '9_54']",4,0.0009341549750022847,-40.6999,-14.2815
10_42,"['9_89', '9_54']",5,0.0123509213425959,-40.7739,-14.5129
10_68,"['9_79', '9_19']",5,0.0107208196000501,-41.6852,-14.1897
8_60,"['7_27', '6_82']",5,0.00962793364287855,-41.8118,-14.0832
9_45,"['8_32', '8_40']",5,0.009140021146268384,-41.7051,-14.1311
10_72,"['9_45', '9_17']",5,0.008091267920442218,-40.8776,-14.246
10_3,"['9_19', '6_13']",5,0.006922875862897007,-43.7005,-14.0125
10_74,"['9_45', '7_23']",5,0.006541519034520727,-40.7933,-14.3099
10_41,"['9_13', '9_79']",5,0.005159003191778913,-40.7842,-14.4025
10_57,"['8_45', '9_21']",6,0.0111642903860298,-42.1051,-14.1244
10_23,"['7_23', '9_89']",6,0.010551396338390301,-40.9086,-14.2714
10_66,"['8_60', '9_21']",6,0.007987936582172554,-42.8404,-14.0892
10_48,"['7_23', '9_80']",6,0.007648515425790648,-40.8481,-14.4739
10_86,"['8_32', '9_21']",6,0.006395749220325656,-41.8805,-14.163
10_4,"['8_32', '4_74']",7,0.06344081384915838,-44.4233,-14.1174
10_73,"['8_40', '7_23']",7,0.01587784806074738,-40.9842,-14.3268
10_38,"['9_21', '9_14']",7,0.014601981378126046,-45.2692,-14.0918
10_75,"['9_79', '9_21']",7,0.006679411587145511,-42.8127,-14.1691
10_37,"['9_80', '9_86']",7,0.006473380550916756,-42.9397,-14.1467
10_50,"['9_80', '9_89']",7,0.004409200536620434,-42.147,-14.1934
10_17,"['9_89', '8_40']",7,0.0016298577515229606,-41.5583,-14.281
10_9,"['8_40', '9_13']",8,0.016686483336296774,-43.3075,-14.1476
10_1,"['9_2', '9_80']",8,0.016631456519801913,-41.0724,-14.4471
10_40,"['9_86', '8_60']",8,0.011478636334174196,-43.0997,-14.2143
10_81,"['9_17', '9_79']",8,0.011364447395393346,-41.6031,-14.3768
10_34,"['9_45', '7_23']",8,0.0079886833771255,-42.2589,-14.2189
10_10,"['9_52', '9_89']",8,0.0033650934015307925,-42.1682,-14.3142
10_58,"['9_54', '9_89']",9,0.029525001355347774,-41.3771,-14.4934
10_46,"['9_17', '7_23']",9,0.029128299315873088,-43.3247,-14.1722
10_30,"['9_86', '9_13']",9,0.025696532517019862,-42.5508,-14.2324
10_8,"['8_45', '9_86']",9,0.025475291946945023,-41.114,-14.5562
10_67,"['8_45', '9_45']",9,0.01358993625962588,-41.8289,-14.4171
10_84,"['9_54', '8_60']",9,0.006152191452686659,-42.3044,-14.3249
10_49,"['9_2', '8_40']",9,0.006103634958874131,-42.119,-14.3959
10_52,"['6_32', '6_1']",10,0.5329005099811429,-41.5549,-14.7692
10_35,"['9_86', '6_1']",10,0.04430357864711437,-41.9511,-14.6496
10_26,"['6_13', '9_13']",10,0.02942053557283604,-43.675,-14.1945
10_55,"['6_82', '9_17']",10,0.017605486924846116,-42.3176,-14.3816
10_21,"['6_1', '9_69']",10,0.009705040506785174,-42.1695,-14.6082
10_45,"['6_1', '9_79']",10,0.0035006737401645093,-42.1955,-14.4015
10_54,"['9_19', '4_74']",11,0.03796249823776371,-44.7833,-14.213
10_13,"['9_17', '9_86']",11,0.015165866294401694,-43.7176,-14.363
10_47,"['4_74', '9_54']",11,0.010038868111963972,-42.7698,-14.388
10_59,"['9_14', '9_52']",11,0.0077401636985935255,-43.8125,-14.2523
10_0,"['7_23', '6_1']",11,0.006256197756775697,-42.2111,-14.4758
10_5,"['8_40', '9_14']",11,0.0026544330632003654,-42.949,-14.3829
10_36,"['9_69', '9_13']",12,0.025099593658034533,-42.7086,-14.5283
10_29,"['9_17', '4_74']",12,0.021316938124731573,-45.1713,-14.2357
10_12,"['6_13', '8_60']",12,0.01732481173783807,-44.9927,-14.2574
10_44,"['6_1', '9_52']",12,0.014852281963094629,-42.9559,-14.4668
10_33,"['6_1', '9_89']",12,0.013850397816531423,-43.8167,-14.2818
10_85,"['9_86', '6_32']",12,0.013450693775361,-42.2168,-14.6215
10_18,"['6_13', '9_86']",13,0.07260346915329272,-46.2375,-14.2802
10_78,"['9_44', '9_54']",13,0.046606636133964596,-43.936,-14.3047
10_51,"['4_74', '9_69']",13,0.03991115420352394,-45.3585,-14.2815
10_65,"['6_13', '6_32']",13,0.015335469698966044,-43.1092,-14.4672
10_79,"['6_13', '9_80']",14,0.01633822263599363,-44.9292,-14.3175
10_64,"['9_45', '9_52']",15,0.6100342607861561,-48.2299,-16.7378
10_16,"['9_54', '9_89']",15,0.11243987659298965,-46.9731,-17.0516
10_70,"['9_13', '6_1']",16,inf,-47.3083,-17.7806
10_83,"['9_54', '8_40']",16,0.12574381546890537,-49.0604,-16.9686
10_88,"['9_45', '8_32']",16,0.08644902591429818,-48.7344,-17.1391
10_32,"['8_40', '7_23']",16,0.051146059468022725,-47.7524,-17.5512
10_89,"['9_13', '8_40']",16,0.03712088768950682,-47.7631,-17.3048
10_56,"['9_13', '9_17']",17,0.07952759233478257,-47.7966,-17.5862
10_60,"['9_80', '9_13']",17,0.04063889733387925,-49.4612,-17.3399
10_63,"['9_17', '8_60']",17,0.03382162853860422,-49.5901,-17.1808
10_28,"['6_13', '7_23']",18,0.1647486855411206,-51.4823,-17.4544
10_82,"['9_52', '6_82']",18,0.1363714168165333,-51.7487,-17.2009
10_11,"['9_14', '8_40']",18,0.1322437613975306,-49.7431,-17.584
10_61,"['6_13', '8_40']",19,0.14060227587757138,-53.0975,-17.498
10_22,"['8_32', '9_54']",19,0.09290891512983206,-53.5327,-17.3381
10_80,"['6_82', '4_74']",20,inf,-54.3867,-17.3624
